pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-05-01,2025-05,0,HV0003,Uber,13326,75721.56,13981618,351877.28,12933.97,266124.43,2362.5,14224.5,7837.5,760,419
2025-05-01,2025-05,1,HV0003,Uber,8192,46500.93,8102459,211355.09,7765.12,158047.29,1375.0,8601.5,4801.5,430,254
2025-05-01,2025-05,2,HV0003,Uber,5109,29536.15,4961295,123061.84,3857.25,96763.47,827.5,4954.75,2815.5,308,145
2025-05-01,2025-05,3,HV0003,Uber,4339,28430.05,4375963,118737.71,4253.42,89327.67,1995.0,3983.25,2298.0,215,96
2025-05-01,2025-05,4,HV0003,Uber,5849,46689.16,6525041,199772.32,9120.82,144813.57,5046.25,5052.75,2920.5,300,135
2025-05-01,2025-05,5,HV0003,Uber,8988,68647.46,10454784,309373.93,13348.48,222475.59,6847.5,8252.0,4360.5,441,212
2025-05-01,2025-05,6,HV0003,Uber,15924,100095.34,19165263,466654.04,18714.9,357184.52,6143.75,14245.75,7236.0,720,453
2025-05-01,2025-05,7,HV0003,Uber,24587,121168.75,31559463,726241.1699999999,26320.19,542958.52,5818.75,20195.5,9918.0,860,464
2025-05-01,2025-05,8,HV0003,Uber,29258,130911.65,37635499,860674.07,33091.59,639157.38,5235.0,24740.0,12463.5,890,454
2025-05-01,2025-05,9,HV0003,Uber,25717,119641.72,33095176,727100.01,30687.47,550331.88,5202.5,24678.0,12394.5,626,253
2025-05-01,2025-05,10,HV0003,Uber,21669,104248.59999999999,28227469,627461.5,28541.82,464966.27999999997,5051.25,21425.0,10666.5,468,155
2025-05-01,2025-05,11,HV0003,Uber,20099,100978.07,27048039,603501.52,28498.47,447126.79,5331.25,20907.0,10635.0,433,130
2025-05-01,2025-05,12,HV0003,Uber,20909,106297.78,28232039,635484.47,29912.04,471627.47,5973.75,20790.25,10503.0,395,115
2025-05-01,2025-05,13,HV0003,Uber,21630,111745.25,30397602,675577.1599999999,30917.19,502012.77,6957.5,21359.75,10800.0,410,152
2025-05-01,2025-05,14,HV0003,Uber,23906,115472.18,34963347,739898.6,32944.79,557198.32,6686.25,21688.25,10993.5,581,233
2025-05-01,2025-05,15,HV0003,Uber,24874,121892.55,39314396,817963.43,36729.16,620075.53,7826.25,22966.0,11523.0,552,214
2025-05-01,2025-05,16,HV0003,Uber,26117,125097.19,42292647,859148.8,38016.96,659494.54,7766.25,24435.0,12270.0,636,276
2025-05-01,2025-05,17,HV0003,Uber,28600,131356.74,44170533,918154.43,39778.25,702700.46,6873.75,27418.25,13842.0,791,351
2025-05-01,2025-05,18,HV0003,Uber,29174,132776.22,39867803,904632.72,38648.15,670675.57,6181.25,30384.5,15225.0,811,391
2025-05-01,2025-05,19,HV0003,Uber,28344,141335.09,34995735,826492.12,34666.75,607453.19,5638.75,30254.75,15742.5,674,312
2025-05-01,2025-05,20,HV0003,Uber,28379,154963.12,34265311,856728.43,37616.81,618131.69,4381.25,31192.25,17164.5,806,425
2025-05-01,2025-05,21,HV0003,Uber,27351,166820.96,33140830,907244.3500000001,42042.71,638628.4299999999,4856.25,31021.0,17475.0,978,586
2025-05-01,2025-05,22,HV0003,Uber,27299,167001.84,34125807,924122.64,40097.82,661045.11,4388.75,30828.0,17499.0,1220,837
2025-05-01,2025-05,23,HV0003,Uber,23386,141341.65,28816539,740433.57,28855.21,549597.12,3891.25,24523.25,13728.0,1277,868
2025-05-02,2025-05,0,HV0003,Uber,16643,91915.72,18329938,448668.33,16780.95,336423.87,2392.5,18508.25,10359.0,1085,678
2025-05-02,2025-05,1,HV0003,Uber,10474,55441.6,10409342,265537.1,8790.710000000001,195301.61,968.75,12501.5,7059.0,639,384
2025-05-02,2025-05,2,HV0003,Uber,6911,37697.94,6703798,169926.82,4830.03,128118.65,766.25,8052.25,4558.5,409,241
2025-05-02,2025-05,3,HV0003,Uber,5625,34000.65,5547547,147586.08,4708.64,110202.48,1990.0,5739.5,3370.5,323,160
2025-05-02,2025-05,4,HV0003,Uber,6747,52344.4,7494766,232787.19,9352.41,164657.93,5698.75,5852.5,3475.5,407,226
2025-05-02,2025-05,5,HV0003,Uber,9275,70183.0,10654314,330543.55,13810.05,230734.76,7067.5,8067.25,4324.5,430,227
2025-05-02,2025-05,6,HV0003,Uber,15671,97508.57,18276921,451945.53,17057.26,342090.5,6072.5,13182.5,6646.5,721,443
2025-05-02,2025-05,7,HV0003,Uber,24495,122284.23000000001,29684329,679447.8200000001,23772.73,509489.27,5682.5,18763.75,8884.5,860,493
2025-05-02,2025-05,8,HV0003,Uber,28916,129419.47,34118066,756913.56,27996.75,566046.43,5133.75,23241.5,11085.0,852,405
2025-05-02,2025-05,9,HV0003,Uber,24970,117328.41,29545928,663176.38,27268.89,494571.77,5362.5,22686.0,11034.0,681,289
2025-05-02,2025-05,10,HV0003,Uber,21711,106506.14,26224042,601420.1,26397.42,444866.06,5136.25,21050.75,10372.5,471,182
