pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2023-12-01,2023-12,0,HV0003,Uber,17885,104994.29,19858951,483468.49,22052.79,380416.39,2180.0,24400.0,1193,483
2023-12-01,2023-12,1,HV0003,Uber,10647,56457.09,10442851,242150.07,8829.02,188908.05,425.0,14194.75,832,299
2023-12-01,2023-12,2,HV0003,Uber,7234,39400.69,6980772,164544.3,6123.83,128329.54,420.0,9725.5,610,210
2023-12-01,2023-12,3,HV0003,Uber,5231,32189.26,5151467,128561.55,4929.06,98870.95,1686.25,5800.5,438,118
2023-12-01,2023-12,4,HV0003,Uber,6260,46291.44,6744087,181035.91,8131.65,138751.98,4347.5,6020.5,450,124
2023-12-01,2023-12,5,HV0003,Uber,8581,64766.45,9811408,252497.88,12297.35,195332.22,6110.0,8006.5,503,166
2023-12-01,2023-12,6,HV0003,Uber,14399,88899.79,17082278,380203.72,16579.39,308002.41,5346.25,12972.75,747,249
2023-12-01,2023-12,7,HV0003,Uber,24146,116815.11,29045491,598357.3,24145.51,473653.37,5391.25,20477.75,879,291
2023-12-01,2023-12,8,HV0003,Uber,27569,122611.87,32149670,655481.58,28423.04,506234.66,5267.5,25325.25,1025,254
2023-12-01,2023-12,9,HV0003,Uber,23629,113114.67,28432931,583855.4299999999,29005.129999999997,447628.14,5423.75,25034.75,874,185
2023-12-01,2023-12,10,HV0003,Uber,20930,105652.49,26387428,542841.46,28709.6,417561.79,5678.75,23260.5,725,111
2023-12-01,2023-12,11,HV0003,Uber,21282,107694.2,28263647,556199.16,30424.67,439554.84,5765.0,24154.0,743,147
2023-12-01,2023-12,12,HV0003,Uber,25389,117878.18,34473713,653430.83,36849.96,524196.89,6156.25,29904.5,1069,246
2023-12-01,2023-12,13,HV0003,Uber,25794,125596.53,36768608,711709.05,37519.51,571704.4,7278.75,28737.25,1117,236
2023-12-01,2023-12,14,HV0003,Uber,26983,130778.94,41390581,738310.9,36640.77,611244.28,7451.25,26459.0,1201,309
2023-12-01,2023-12,15,HV0003,Uber,27827,135262.83,45319194,781590.13,38355.85,653610.61,7848.75,27054.25,1243,318
2023-12-01,2023-12,16,HV0003,Uber,29890,129971.32,47452210,813506.88,40517.98,684752.36,6198.75,30024.0,1279,325
2023-12-01,2023-12,17,HV0003,Uber,35551,138790.09999999998,52314787,976332.26,45709.26,806376.63,5382.5,37161.0,1813,635
2023-12-01,2023-12,18,HV0003,Uber,39221,149499.65,52020426,1029183.46,48664.83,868165.71,4236.25,42654.75,2090,838
2023-12-01,2023-12,19,HV0003,Uber,43157,165459.87,52516181,1174272.3399999999,50599.6,964801.4500000001,3897.5,53357.0,1810,661
2023-12-01,2023-12,20,HV0003,Uber,38400,156987.78,44476489,903232.7,39035.09,699173.15,4056.25,49841.25,1738,605
2023-12-01,2023-12,21,HV0003,Uber,32382,150616.88999999998,36455750,763148.78,35023.41,591803.7,3662.5,42208.25,1524,489
2023-12-01,2023-12,22,HV0003,Uber,33031,166571.45,37992038,823742.56,37730.98,632649.46,3288.75,43830.5,1529,586
2023-12-01,2023-12,23,HV0003,Uber,32355,162243.05,36433227,834653.24,34119.09,638894.92,2483.75,41383.75,1729,781
2023-12-02,2023-12,0,HV0003,Uber,28330,146422.37,32031511,754790.23,28051.36,591269.46,1661.25,36661.75,1733,726
2023-12-02,2023-12,1,HV0003,Uber,21137,103060.9,22004983,518241.13,17382.34,398244.62,326.25,28498.75,1363,628
2023-12-02,2023-12,2,HV0003,Uber,16299,81150.43,16278826,383532.49,11646.11,291107.63,415.0,22276.75,1216,595
2023-12-02,2023-12,3,HV0003,Uber,11894,63706.3,11759797,286702.56,8545.26,214426.72,1332.5,14359.75,1007,432
2023-12-02,2023-12,4,HV0003,Uber,8902,56165.89,9403586,234254.61,7956.26,178297.67,2858.75,8795.75,780,272
2023-12-02,2023-12,5,HV0003,Uber,7485,50971.32,7877596,199051.17,8198.34,153733.26,3818.75,5975.0,644,188
2023-12-02,2023-12,6,HV0003,Uber,9419,63172.85,9954737,241421.66,9718.69,190494.29,3457.5,7908.25,768,242
2023-12-02,2023-12,7,HV0003,Uber,12686,78834.16,13300495,305764.76,12964.37,245229.48,3731.25,11101.0,921,276
2023-12-02,2023-12,8,HV0003,Uber,16568,91650.05,16976723,373290.33,17156.31,300225.11,3591.25,16213.0,1005,312
2023-12-02,2023-12,9,HV0003,Uber,20554,102108.48,21134063,453060.88,23204.3,358707.32,3866.25,22139.75,981,288
2023-12-02,2023-12,10,HV0003,Uber,22512,106964.24,24212312,502287.04,26844.58,398815.22,3876.25,26177.75,977,259
2023-12-02,2023-12,11,HV0003,Uber,24099,111984.75,27325258,545046.26,28947.22,434061.03,3813.75,29093.25,1055,327
2023-12-02,2023-12,12,HV0003,Uber,25114,116564.36,29763404,585912.25,29411.03,464649.56000000006,4108.75,30640.25,1017,290
2023-12-02,2023-12,13,HV0003,Uber,25696,120149.43,31681698,608942.23,30716.31,489782.24,4391.25,30442.75,1101,271
2023-12-02,2023-12,14,HV0003,Uber,26431,126963.9,34430376,645620.46,32162.39,527033.03,4835.0,29763.25,1132,271
2023-12-02,2023-12,15,HV0003,Uber,27903,137428.51,38408902,709030.63,33336.39,583357.37,5156.25,31288.0,1180,287
2023-12-02,2023-12,16,HV0003,Uber,28376,133365.4,41333062,741915.52,36405.29,611410.38,4175.0,32173.5,1178,290
2023-12-02,2023-12,17,HV0003,Uber,30323,134906.91,44054312,822935.9,39388.39,705879.5,3365.0,35358.25,1299,425
2023-12-02,2023-12,18,HV0003,Uber,32960,145161.0,46658251,872416.72,38934.79,765941.98,3056.25,39132.5,1354,480
2023-12-02,2023-12,19,HV0003,Uber,34154,148159.24,45958575,891544.29,37302.58,712989.72,2860.0,42540.0,1298,444
2023-12-02,2023-12,20,HV0003,Uber,32138,146241.8,41357621,782497.37,30607.68,634207.04,2686.25,38596.5,1394,489
2023-12-02,2023-12,21,HV0003,Uber,31049,148263.14,38650781,764905.19,30101.68,606721.67,2430.0,37930.0,1411,499
2023-12-02,2023-12,22,HV0003,Uber,33311,165462.88999999998,42014087,862256.4199999999,35701.84,714851.1599999999,2158.75,41386.75,1554,617
2023-12-02,2023-12,23,HV0003,Uber,34699,171479.71,43038110,979925.99,37297.6,803970.26,1711.25,43511.75,1681,707
2023-12-03,2023-12,0,HV0003,Uber,32205,161095.58,37315987,930363.2,31569.879999999997,740660.68,1105.0,40888.5,1747,833
2023-12-03,2023-12,1,HV0003,Uber,26093,129090.65,27863894,692110.38,20059.67,528132.89,368.75,33872.5,1584,772
2023-12-03,2023-12,2,HV0003,Uber,19541,99775.13,20044966,503516.01,13599.25,373991.36,442.5,25229.75,1355,634
2023-12-03,2023-12,3,HV0003,Uber,14114,77961.6,14235810,368126.5,10221.63,262657.25,1757.5,16231.25,1104,483
2023-12-03,2023-12,4,HV0003,Uber,11303,70063.0,11959731,337205.34,10180.88,238285.27,3630.0,10820.0,875,324
2023-12-03,2023-12,5,HV0003,Uber,8774,61147.62,9869037,265830.81,10928.46,197031.87,4993.75,7278.75,662,214
2023-12-03,2023-12,6,HV0003,Uber,9695,65536.78,10489284,279124.93,11317.89,207421.95,4543.75,8723.0,837,319
2023-12-03,2023-12,7,HV0003,Uber,12052,76439.02,12267663,310820.48,14370.06,235909.59,4966.25,10679.0,947,296
2023-12-03,2023-12,8,HV0003,Uber,14403,81245.79,14138638,346474.64999999997,17262.03,259397.21000000002,4831.25,15258.5,857,228
2023-12-03,2023-12,9,HV0003,Uber,21190,101664.93,20180661,481382.72,25394.36,354873.59,5441.25,24759.0,1066,331
2023-12-03,2023-12,10,HV0003,Uber,25557,117033.18,25869271,598076.99,32882.71,442323.34,5718.75,32326.0,1124,351
2023-12-03,2023-12,11,HV0003,Uber,26459,123587.93,28870195,660942.1799999999,35484.69,490713.94,6088.75,33846.25,1097,338
2023-12-03,2023-12,12,HV0003,Uber,26439,123626.56,30179891,697731.55,36781.99,516167.34,6437.5,33587.0,1005,264
2023-12-03,2023-12,13,HV0003,Uber,27535,128494.66,33129799,723262.83,36804.49,546629.18,7140.0,33568.75,1122,315
2023-12-03,2023-12,14,HV0003,Uber,27528,132317.95,34899312,729827.91,36049.86,557812.51,7482.5,32059.75,1215,378
2023-12-03,2023-12,15,HV0003,Uber,27984,140816.94,36767553,764637.31,36977.15,589415.76,8448.75,31303.25,1218,355
2023-12-03,2023-12,16,HV0003,Uber,26766,136850.22,36081748,741978.73,36582.51,576557.3,7752.5,30751.0,1136,319
2023-12-03,2023-12,17,HV0003,Uber,26648,129074.97,33996904,696201.71,31368.99,538865.52,6570.0,31158.25,1167,370
2023-12-03,2023-12,18,HV0003,Uber,25956,127899.8,31405532,648656.65,28582.71,503613.22,6003.75,30799.5,1235,390
2023-12-03,2023-12,19,HV0003,Uber,24382,119143.72,27678808,593119.23,26950.92,451905.47,5235.0,28427.5,1265,389
2023-12-03,2023-12,20,HV0003,Uber,21938,113567.4,24651821,509397.89,21385.22,410392.57,4648.75,24569.25,1173,374
2023-12-03,2023-12,21,HV0003,Uber,21487,112566.75,22847717,494092.51,20752.14,395520.4,4242.5,25173.5,1216,407
2023-12-03,2023-12,22,HV0003,Uber,19223,105884.9,19932018,441836.0,16407.010000000002,354238.05,4230.0,20947.0,1242,470
2023-12-03,2023-12,23,HV0003,Uber,15718,88601.06,15950701,359170.28,12241.56,287362.17,4136.25,15296.25,1146,429
2023-12-04,2023-12,0,HV0003,Uber,9729,53616.92,9252482,216459.52,6670.7,167565.41,1992.5,8329.0,899,279
2023-12-04,2023-12,1,HV0003,Uber,5576,29183.36,5062578,119325.01,3183.04,91176.38,786.25,4448.5,526,136
2023-12-04,2023-12,2,HV0003,Uber,3617,20052.92,3284120,80847.17,2116.1,60679.4,535.0,2875.0,359,93
2023-12-04,2023-12,3,HV0003,Uber,3336,22550.94,3301372,90573.73,3621.77,65810.1,1902.5,2597.75,307,66
2023-12-04,2023-12,4,HV0003,Uber,5060,41336.97,5608188,167748.85,8592.25,119503.56,4876.25,4253.0,341,73
2023-12-04,2023-12,5,HV0003,Uber,7532,57903.65,8961874,246252.09,13016.47,175718.97,5976.25,7194.0,451,131
2023-12-04,2023-12,6,HV0003,Uber,13302,83150.5,16265215,403593.77,18777.42,284737.82,5763.75,12268.0,712,230
2023-12-04,2023-12,7,HV0003,Uber,21388,103462.71,26558254,609801.95,26363.36,432542.89,5282.5,19105.75,794,185
2023-12-04,2023-12,8,HV0003,Uber,25012,109739.87,30356693,655053.73,29508.28,480109.4,5105.0,24718.25,851,173
2023-12-04,2023-12,9,HV0003,Uber,21510,102161.31999999999,26127311,558126.28,30123.95,410971.20999999996,5245.0,23456.0,890,209
2023-12-04,2023-12,10,HV0003,Uber,18674,95201.33,23641691,501747.97,28006.96,372214.11,5780.0,20890.75,732,133
2023-12-04,2023-12,11,HV0003,Uber,17121,88311.23,22170942,472402.4,27459.58,347272.01,5180.0,19860.5,658,105
2023-12-04,2023-12,12,HV0003,Uber,17161,88814.73,22116033,483994.47,28029.83,349937.99,5740.0,19858.0,662,91
2023-12-04,2023-12,13,HV0003,Uber,18359,96410.91,23908127,514272.35,27797.379999999997,378445.56999999995,6300.0,19345.25,776,115
2023-12-04,2023-12,14,HV0003,Uber,21493,111496.52,29976407,609442.31,31621.02,462195.42,7153.75,21291.0,871,170
2023-12-04,2023-12,15,HV0003,Uber,22348,116570.2,34418088,668875.27,34919.78,513434.76,7952.5,23197.75,922,193
2023-12-04,2023-12,16,HV0003,Uber,21960,103919.75,33815347,626862.04,33188.35,489588.09,6185.0,23021.5,942,192
2023-12-04,2023-12,17,HV0003,Uber,24562,105586.44,34670559,674763.21,34953.67,511654.34,5350.0,28168.75,989,230
2023-12-04,2023-12,18,HV0003,Uber,25236,108058.74,30463072,638609.08,33744.95,473034.48,4672.5,31436.25,1051,238
2023-12-04,2023-12,19,HV0003,Uber,23995,116082.81,26128115,589991.58,31465.21,434266.0,4635.0,28950.5,1139,262
2023-12-04,2023-12,20,HV0003,Uber,22912,126080.23999999999,25192894,598585.9500000001,33227.37,441215.66,3893.75,29022.75,1116,344
2023-12-04,2023-12,21,HV0003,Uber,22305,129535.89,24250449,609422.28,35923.22,441647.17,3498.75,30653.75,1027,308
2023-12-04,2023-12,22,HV0003,Uber,20249,113183.08,21384924,522903.43,29103.3,385626.42,3302.5,26543.25,1112,409
2023-12-04,2023-12,23,HV0003,Uber,15320,85093.38,15727003,369591.35,17067.17,280263.95,2760.0,17636.5,1070,387
2023-12-05,2023-12,0,HV0003,Uber,9329,50603.9,8972068,210945.94,8732.84,160925.86,1380.0,9981.0,800,241
2023-12-05,2023-12,1,HV0003,Uber,5257,25564.34,4618301,107562.9,4103.53,82253.3,238.75,5403.0,461,101
2023-12-05,2023-12,2,HV0003,Uber,3627,19123.23,3257005,75646.09,2815.36,59105.57,465.0,3423.25,394,90
2023-12-05,2023-12,3,HV0003,Uber,3051,19173.35,2872903,72802.86,3270.56,56098.99,1372.5,2638.75,312,64
2023-12-05,2023-12,4,HV0003,Uber,4398,33546.38,4707721,130944.56,6659.77,97248.3,3528.75,3891.75,334,70
2023-12-05,2023-12,5,HV0003,Uber,7345,54013.23,8085664,218731.29,10875.47,159158.14,5000.0,6782.25,509,123
2023-12-05,2023-12,6,HV0003,Uber,13754,79717.12,15870493,366743.37,16252.41,269775.04,4518.75,13435.25,791,268
2023-12-05,2023-12,7,HV0003,Uber,23026,104496.82,28066585,600827.7,27021.409999999996,432945.37,4216.25,22128.75,966,290
2023-12-05,2023-12,8,HV0003,Uber,27367,114430.75,34075716,713813.67,33982.83,517168.31,4438.75,29779.0,982,236
2023-12-05,2023-12,9,HV0003,Uber,23149,101302.54,28661118,591505.75,30554.95,435043.1,4390.0,27119.25,999,275
2023-12-05,2023-12,10,HV0003,Uber,19878,95423.56,25693327,535781.17,29612.82,395130.07,4921.25,22869.0,811,142
2023-12-05,2023-12,11,HV0003,Uber,18381,89544.05,24487778,507611.36,29529.2,375212.9,4791.25,22329.25,754,113
2023-12-05,2023-12,12,HV0003,Uber,18575,93650.41,24704972,525741.15,30946.58,384403.11,5205.0,22304.5,731,117
2023-12-05,2023-12,13,HV0003,Uber,19445,99104.66,26175348,554891.09,31532.51,406278.04,5770.0,21442.5,836,140
2023-12-05,2023-12,14,HV0003,Uber,22080,109992.33,31494521,639786.87,36412.520000000004,475148.13,6932.5,22872.5,930,160
2023-12-05,2023-12,15,HV0003,Uber,23280,113658.7,35404821,697307.56,38770.55,521633.17,6822.5,25152.0,926,184
2023-12-05,2023-12,16,HV0003,Uber,23773,108957.28,37197667,707921.41,39344.69,535571.62,5990.0,26364.25,959,205
2023-12-05,2023-12,17,HV0003,Uber,26705,107390.28,38589996,761773.73,42291.66,566045.03,4931.25,32249.0,1004,276
2023-12-05,2023-12,18,HV0003,Uber,27919,113958.71,35568501,781292.92,43163.27,559461.01,4202.5,36937.25,1158,308
2023-12-05,2023-12,19,HV0003,Uber,26735,127084.84,30637127,709289.18,38546.95,507165.48,3985.0,34483.5,1198,304
2023-12-05,2023-12,20,HV0003,Uber,26035,150422.99,30403111,768363.0499999999,47011.18,538042.9,3598.75,35532.25,1157,343
2023-12-05,2023-12,21,HV0003,Uber,25286,157154.03,29656107,880980.16,55421.8,597227.0,2820.0,35477.25,1019,323
2023-12-05,2023-12,22,HV0003,Uber,24523,156062.83,28549744,896190.5700000001,54823.48,632872.37,3387.5,34263.0,1154,398
2023-12-05,2023-12,23,HV0003,Uber,19653,120116.18,23396401,575951.07,31414.6,438684.17,2490.0,26185.75,1228,539
2023-12-06,2023-12,0,HV0003,Uber,12117,69462.63,13170472,315643.36,14878.21,235252.55,1227.5,15742.0,920,314
2023-12-06,2023-12,1,HV0003,Uber,6687,35120.13,6400193,155114.79,6115.8,114331.2,228.75,8246.75,623,226
2023-12-06,2023-12,2,HV0003,Uber,4282,22913.49,3910728,96262.77,3421.92,72441.2,381.25,4622.5,412,103
2023-12-06,2023-12,3,HV0003,Uber,3404,21472.65,3288575,85724.85,3642.54,64807.77,1452.5,3189.0,328,75
