pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-01-01,2025-01,0,HV0003,Uber,46126,227197.85,51554030,1262369.83,47905.78,1172512.23,1545.0,45597.25,0.0,2824,2121
2025-01-01,2025-01,1,HV0003,Uber,50361,265371.3,56877033,1980852.68,65583.51000000001,1730260.57,567.5,42228.5,0.0,4039,2981
2025-01-01,2025-01,2,HV0003,Uber,45584,252351.89,50293049,1633954.19,50354.84,1444784.18,958.75,37713.5,0.0,3577,2724
2025-01-01,2025-01,3,HV0003,Uber,36558,207610.76,39539191,1035897.76,31115.62,952824.9,2075.0,28121.75,0.0,2883,2191
2025-01-01,2025-01,4,HV0003,Uber,23580,140128.61,25067056,639033.22,17028.51,539126.61,2893.75,15438.25,0.0,1984,1417
2025-01-01,2025-01,5,HV0003,Uber,15575,97051.9,16305301,426005.46,10722.76,353887.53,3168.75,9330.5,0.0,1521,1023
2025-01-01,2025-01,6,HV0003,Uber,12540,84186.58,13281359,382766.98,9787.44,320231.74,3296.25,8005.5,0.0,1342,943
2025-01-01,2025-01,7,HV0003,Uber,11826,78295.93,12044522,326303.24,9622.42,263952.9,3433.75,7529.75,0.0,1280,835
2025-01-01,2025-01,8,HV0003,Uber,10706,67302.74,10378870,271000.19,9670.14,213654.17,3358.75,7160.75,0.0,902,508
2025-01-01,2025-01,9,HV0003,Uber,10461,64410.39,9984673,260274.52,10088.72,204533.76,3380.0,8143.0,0.0,675,333
2025-01-01,2025-01,10,HV0003,Uber,11533,71695.03,11238832,306808.5,13193.59,230622.25,3913.75,10838.25,0.0,560,252
2025-01-01,2025-01,11,HV0003,Uber,13141,79557.73,13006459,360963.73,16464.25,272083.91,4017.5,12784.75,0.0,592,272
2025-01-01,2025-01,12,HV0003,Uber,14275,85683.07,14625813,411970.56,18919.01,311249.59,4396.25,13961.25,0.0,634,305
2025-01-01,2025-01,13,HV0003,Uber,16251,95258.87,17123148,459074.77,19866.58,352751.19,4760.0,14908.0,0.0,790,366
2025-01-01,2025-01,14,HV0003,Uber,18455,103590.61,20058405,522041.57,20833.31,399892.56,4897.5,16498.75,0.0,1103,615
2025-01-01,2025-01,15,HV0003,Uber,19996,106797.43,21494299,523404.73,19963.29,405655.39,4675.0,17158.0,0.0,1222,638
2025-01-01,2025-01,16,HV0003,Uber,19435,104450.14,21331348,500383.46,19250.06,390534.48,4338.75,17066.25,0.0,1182,619
2025-01-01,2025-01,17,HV0003,Uber,20677,107550.85999999999,22206884,512538.31999999995,19986.559999999998,408091.87,4105.0,17826.75,0.0,1283,686
2025-01-01,2025-01,18,HV0003,Uber,20836,107340.42,21802974,490698.93,19121.16,404252.57,3706.25,18449.25,0.0,1177,619
2025-01-01,2025-01,19,HV0003,Uber,19993,105592.68,20646548,461150.57,17471.17,385355.36,3356.25,16941.5,0.0,1286,749
2025-01-01,2025-01,20,HV0003,Uber,18892,105251.8,19387105,439995.02,15714.14,369917.56,3560.0,15589.75,0.0,1170,666
2025-01-01,2025-01,21,HV0003,Uber,17824,97517.69,17708910,406259.85,13676.78,340089.95,2791.25,14837.5,0.0,1246,744
2025-01-01,2025-01,22,HV0003,Uber,16563,92824.67,16370736,382854.58,12598.72,320879.99,3137.5,13558.25,0.0,1287,811
2025-01-01,2025-01,23,HV0003,Uber,14634,82506.76,14088790,320961.46,8740.46,276421.73,2795.0,10339.5,0.0,1380,898
2025-01-02,2025-01,0,HV0003,Uber,10097,57529.37,9628197,220551.99,6767.59,188712.5,1772.5,7112.5,0.0,1058,598
2025-01-02,2025-01,1,HV0003,Uber,6026,33432.47,5575182,129060.46,3342.08,109631.18,781.25,4125.25,0.0,540,247
2025-01-02,2025-01,2,HV0003,Uber,4293,26244.6,4150887,98290.75,2282.46,83459.84,928.75,2888.25,0.0,414,184
2025-01-02,2025-01,3,HV0003,Uber,3945,27637.14,3973039,105846.93,3394.31,84113.41,2278.75,2607.5,0.0,357,139
2025-01-02,2025-01,4,HV0003,Uber,5028,39027.53999999999,5407025,151939.53,5380.47,119816.29,3795.0,3358.25,0.0,504,239
2025-01-02,2025-01,5,HV0003,Uber,7258,54473.04,8136049,216202.36,7876.23,170573.01,4506.25,5226.5,0.0,653,388
