pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2021-02-01,2021-02,0,HV0003,Uber,4751,19378.26,4736339,115008.52,2405.86,96084.11,0.0,2139.5,0,0
2021-02-01,2021-02,1,HV0003,Uber,3067,12881.05,3208371,68791.96,1644.57,58040.18,0.0,1435.5,0,0
2021-02-01,2021-02,2,HV0003,Uber,2134,9724.24,2236879,44012.78,878.48,38191.67,0.0,979.0,0,0
2021-02-01,2021-02,3,HV0003,Uber,1611,8116.34,1660393,33216.53,724.02,28797.76,0.0,792.0,0,0
2021-02-01,2021-02,4,HV0003,Uber,1854,9782.42,1941256,47496.98,1373.41,42436.54,0.0,995.5,0,0
2021-02-01,2021-02,5,HV0003,Uber,3369,16406.87,3467997,88763.18,3010.16,79015.98,0.0,2387.0,0,0
2021-02-01,2021-02,6,HV0003,Uber,5841,24335.71,5644015,147380.34,5018.13,134035.06,0.0,5216.75,0,0
2021-02-01,2021-02,7,HV0003,Uber,8517,33855.14,8739030,195568.84,7365.04,189178.76,0.0,7722.0,0,0
2021-02-01,2021-02,8,HV0003,Uber,9410,33909.04,9537447,188830.78,7743.25,201250.29,0.0,7433.25,0,0
2021-02-01,2021-02,9,HV0003,Uber,7475,26113.18,7342026,118008.08,5655.85,125634.66,0.0,5307.5,0,0
2021-02-01,2021-02,10,HV0003,Uber,6353,22461.19,6731519,101016.85,5393.53,104171.95,0.0,4471.5,0,0
2021-02-01,2021-02,11,HV0003,Uber,6115,21146.61,6753731,109984.11,5292.26,128104.21,0.0,4163.5,0,0
2021-02-01,2021-02,12,HV0003,Uber,6411,22466.89,7222738,125775.2,4939.79,153380.62,0.0,4050.75,0,0
2021-02-01,2021-02,13,HV0003,Uber,7455,26522.68,8313909,182995.64,6360.39,231490.98,0.0,4400.0,0,0
2021-02-01,2021-02,14,HV0003,Uber,8477,30798.78,9034723,217886.56,6580.879999999999,274410.52,0.0,4301.0,0,0
2021-02-01,2021-02,15,HV0003,Uber,8798,32921.13,9200691,212795.03,6155.17,261411.01,0.0,4053.5,0,0
2021-02-01,2021-02,16,HV0003,Uber,8465,32755.42,8643485,194661.95,5964.41,227693.51,0.0,4147.0,0,0
2021-02-01,2021-02,17,HV0003,Uber,8181,31250.25,8322970,178973.19,6141.94,207855.84,0.0,4490.75,0,0
2021-02-01,2021-02,18,HV0003,Uber,7934,29045.65,7838244,183131.08,6219.42,197780.12,0.0,4812.5,0,0
2021-02-01,2021-02,19,HV0003,Uber,6685,24310.05,6487501,157079.73,4282.66,152652.36,0.0,4031.5,0,0
2021-02-01,2021-02,20,HV0003,Uber,5239,18975.98,4870956,134098.18,3270.36,112822.63,0.0,2890.25,0,0
2021-02-01,2021-02,21,HV0003,Uber,3845,14046.31,3453412,112754.63,2489.49,92561.16,0.0,2101.0,0,0
2021-02-01,2021-02,22,HV0003,Uber,3078,11906.23,2748124,102394.5,2063.99,82545.62,0.0,1707.75,0,0
2021-02-01,2021-02,23,HV0003,Uber,2743,10830.75,2449962,93116.22,1769.03,74256.97,0.0,1298.0,0,0
2021-02-02,2021-02,0,HV0003,Uber,2245,8613.49,1927164,73085.8,1532.27,58871.95,0.0,915.75,0,0
2021-02-02,2021-02,1,HV0003,Uber,1626,6463.05,1415721,48980.11,973.43,40925.55,0.0,778.25,0,0
2021-02-02,2021-02,2,HV0003,Uber,1091,4560.63,944864,27329.12,511.72,23572.06,0.0,530.75,0,0
2021-02-02,2021-02,3,HV0003,Uber,842,3531.6,722432,19563.57,495.61,17246.2,0.0,382.25,0,0
2021-02-02,2021-02,4,HV0003,Uber,984,4438.42,824888,23028.03,672.9,20066.81,0.0,508.75,0,0
2021-02-02,2021-02,5,HV0003,Uber,2011,9358.62,1773287,62662.9,1874.55,49932.44,0.0,1424.5,0,0
2021-02-02,2021-02,6,HV0003,Uber,4602,19416.19,3930624,158446.64,4537.24,117241.93,0.0,3888.5,0,0
2021-02-02,2021-02,7,HV0003,Uber,8276,34171.82,7161786,252586.88,7117.959999999999,180214.31,0.0,7587.25,0,0
2021-02-02,2021-02,8,HV0003,Uber,10851,44026.89,9540196,291653.41,8157.9800000000005,209161.41,0.0,9861.5,0,0
2021-02-02,2021-02,9,HV0003,Uber,12075,46586.25,10463156,262493.35,8002.04,194199.93,0.0,10158.5,0,0
2021-02-02,2021-02,10,HV0003,Uber,11736,47190.41,10499478,217499.55,7141.97,170094.06,0.0,8747.75,0,0
2021-02-02,2021-02,11,HV0003,Uber,12014,48472.19,10752087,200793.47,6657.77,164767.58,0.0,8929.25,0,0
2021-02-02,2021-02,12,HV0003,Uber,12392,49322.43,11057889,208864.85,6955.49,169147.4,0.0,9160.25,0,0
2021-02-02,2021-02,13,HV0003,Uber,12979,51057.53,11621375,217341.51,6698.76,176695.86,0.0,9218.0,0,0
2021-02-02,2021-02,14,HV0003,Uber,14066,54332.01,12684133,241594.17,6695.93,192181.61,0.0,9732.25,0,0
2021-02-02,2021-02,15,HV0003,Uber,14691,57900.74,13528922,259019.43,7558.32,205000.78,0.0,9861.5,0,0
2021-02-02,2021-02,16,HV0003,Uber,15000,61067.68,14131149,271633.15,7504.14,211825.78,0.0,9154.75,0,0
2021-02-02,2021-02,17,HV0003,Uber,14147,59233.11,13765061,311554.55,8386.64,238429.52,0.0,8676.25,0,0
2021-02-02,2021-02,18,HV0003,Uber,13709,57747.92,13057378,311049.53,8275.39,238617.21,0.0,8813.75,0,0
2021-02-02,2021-02,19,HV0003,Uber,12926,54351.69,11835519,270000.73,7213.56,206869.39,0.0,8607.5,0,0
2021-02-02,2021-02,20,HV0003,Uber,11059,47839.03,10056180,205411.76,4860.34,163327.09,0.0,6597.25,0,0
2021-02-02,2021-02,21,HV0003,Uber,9443,41002.28,8395312,163507.2,3820.97,132485.24,0.0,5552.25,0,0
2021-02-02,2021-02,22,HV0003,Uber,7958,37579.66,7281345,173055.56,3282.03,134661.69,0.0,4699.75,0,0
2021-02-02,2021-02,23,HV0003,Uber,7060,35324.77,6487000,164194.19,2947.57,127857.1,0.0,3770.25,0,0
2021-02-03,2021-02,0,HV0003,Uber,5388,26417.2,4783379,105865.87,1882.57,86355.99,0.0,2675.75,0,0
2021-02-03,2021-02,1,HV0003,Uber,3507,16745.4,3092631,56182.39,1129.14,48789.4,0.0,1771.0,0,0
2021-02-03,2021-02,2,HV0003,Uber,2416,11421.57,2092453,38258.3,785.82,33272.89,0.0,1179.75,0,0
2021-02-03,2021-02,3,HV0003,Uber,1980,11067.79,1853512,35988.71,739.0,31983.39,0.0,1056.0,0,0
2021-02-03,2021-02,4,HV0003,Uber,2666,16432.059999999998,2551537,59294.75,1811.3799999999999,54635.54,0.0,1551.0,0,0
2021-02-03,2021-02,5,HV0003,Uber,5252,32942.2,5366964,135845.7,3866.57,132793.3,0.0,4103.0,0,0
2021-02-03,2021-02,6,HV0003,Uber,10301,56805.99,11108789,281609.67,7921.37,309703.12,0.0,9278.5,0,0
2021-02-03,2021-02,7,HV0003,Uber,16464,81027.15,18783771,454882.89,13122.57,534707.48,0.0,15218.5,0,0
2021-02-03,2021-02,8,HV0003,Uber,21815,94344.59,25295237,579826.02,16480.31,720593.93,0.0,20985.25,0,0
2021-02-03,2021-02,9,HV0003,Uber,20764,88115.72,23289899,423067.79,14377.84,497168.34,0.0,18460.75,0,0
2021-02-03,2021-02,10,HV0003,Uber,17390,73905.20999999999,19282836,303445.33,10435.65,302309.02,0.0,14300.0,0,0
2021-02-03,2021-02,11,HV0003,Uber,16653,71039.28,18032515,285961.89,9286.93,268322.1,0.0,13673.0,0,0
2021-02-03,2021-02,12,HV0003,Uber,16521,68571.66,17590181,278012.17,9142.6,259614.88,0.0,13208.25,0,0
2021-02-03,2021-02,13,HV0003,Uber,16933,71848.07,18640192,309015.55,9389.09,271105.64,0.0,13255.0,0,0
2021-02-03,2021-02,14,HV0003,Uber,16717,73056.95,19854731,359575.32999999996,10369.2,293029.99,0.0,13469.5,0,0
2021-02-03,2021-02,15,HV0003,Uber,16529,73626.05,20166511,386517.95,10386.4,311890.1,0.0,12243.0,0,0
2021-02-03,2021-02,16,HV0003,Uber,16582,72950.37,20414059,381715.43,10912.16,311141.52,0.0,11805.75,0,0
2021-02-03,2021-02,17,HV0003,Uber,16505,72172.34,20109220,417345.62,12014.93,335015.54,0.0,11990.0,0,0
2021-02-03,2021-02,18,HV0003,Uber,16684,69541.93,18127031,404440.65,11298.53,320309.84,0.0,12328.25,0,0
2021-02-03,2021-02,19,HV0003,Uber,16411,69831.95,16139473,335917.2,9140.85,266803.37,0.0,12498.75,0,0
2021-02-03,2021-02,20,HV0003,Uber,14362,63047.04,13440071,247157.7,6701.62,202439.26,0.0,10010.0,0,0
2021-02-03,2021-02,21,HV0003,Uber,12270,54919.08,11136374,210973.11,5241.45,173323.83,0.0,8261.0,0,0
2021-02-03,2021-02,22,HV0003,Uber,10882,50969.05,9990364,206905.6,4618.54,164266.75,0.0,7752.25,0,0
2021-02-03,2021-02,23,HV0003,Uber,9014,43922.85,8220650,169425.0,3345.91,134213.67,0.0,5442.25,0,0
2021-02-04,2021-02,0,HV0003,Uber,6477,30653.72,5647281,108451.66,2148.49,88731.81,0.0,3448.5,0,0
2021-02-04,2021-02,1,HV0003,Uber,4106,19740.08,3593129,64663.34,1250.88,55072.64,0.0,2189.0,0,0
2021-02-04,2021-02,2,HV0003,Uber,2713,13258.28,2361099,42751.25,690.53,36261.56,0.0,1465.75,0,0
2021-02-04,2021-02,3,HV0003,Uber,2213,11834.47,1968287,36911.9,583.08,31104.61,0.0,1160.5,0,0
2021-02-04,2021-02,4,HV0003,Uber,2539,16534.89,2450918,53890.89,1435.23,42804.53,0.0,1597.75,0,0
2021-02-04,2021-02,5,HV0003,Uber,4806,30694.91,4821911,110447.15,3324.96,87241.05,0.0,3883.0,0,0
2021-02-04,2021-02,6,HV0003,Uber,9152,52309.89,9855163,226824.6,6457.29,175306.03,0.0,8811.0,0,0
2021-02-04,2021-02,7,HV0003,Uber,14566,72360.96,16659900,356790.42,10289.89,281069.5,0.0,14157.0,0,0
2021-02-04,2021-02,8,HV0003,Uber,17977,80401.96,21397305,443119.56,13257.51,349805.08,0.0,18150.0,0,0
2021-02-04,2021-02,9,HV0003,Uber,17224,77417.15,20531960,370110.56,11856.48,305953.23,0.0,17429.5,0,0
2021-02-04,2021-02,10,HV0003,Uber,15499,67362.87,18087502,295619.03,10287.48,250696.15,0.0,14239.5,0,0
