pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2026-01-01,2026-01,0,HV0003,Uber,44019,210745.4,50865031,1369937.01,52875.93,1128727.59,1202.5,40972.25,21744.0,1408,1021
2026-01-01,2026-01,1,HV0003,Uber,48342,240913.47,55733039,1962415.3399999999,69742.61,1571495.17,503.75,38587.75,21387.0,2279,1682
2026-01-01,2026-01,2,HV0003,Uber,43943,230672.45,48995046,1637228.51,54323.29,1383658.24,848.75,34443.5,19638.0,2183,1731
2026-01-01,2026-01,3,HV0003,Uber,36814,196201.3,39908234,1054366.77,32919.48,895583.99,2146.25,26201.25,15195.0,1414,1085
2026-01-01,2026-01,4,HV0003,Uber,24426,133740.89,25722180,653593.22,19457.7,523656.63,3038.75,15249.0,8931.0,841,595
2026-01-01,2026-01,5,HV0003,Uber,15528,89748.48,16379032,417557.54,11560.2,329775.78,3368.75,8639.75,4864.5,598,395
2026-01-01,2026-01,6,HV0003,Uber,12513,76547.08,14241002,422311.81,11346.6,343467.13,3266.25,7067.0,3909.0,812,521
2026-01-01,2026-01,7,HV0003,Uber,12228,70015.3,12451799,367821.98,10307.61,277150.2,3087.5,6460.5,3429.0,737,467
2026-01-01,2026-01,8,HV0003,Uber,11101,58929.82,10485469,273205.93,8899.89,212017.62,2761.25,5963.0,3052.5,419,212
2026-01-01,2026-01,9,HV0003,Uber,11312,60913.99,10550338,283791.38,12141.78,210755.13,3365.0,7672.75,4038.0,300,159
2026-01-01,2026-01,10,HV0003,Uber,12525,67436.51,11663873,329367.02,14862.65,236834.72,3746.25,10578.75,5509.5,232,93
2026-01-01,2026-01,11,HV0003,Uber,14318,74676.2,13503227,385480.2,18247.25,276178.39,4093.75,13274.25,7038.0,229,75
2026-01-01,2026-01,12,HV0003,Uber,15744,81407.57,14956077,441634.39,19802.31,314910.36,4412.5,14874.5,7797.0,207,62
2026-01-01,2026-01,13,HV0003,Uber,17627,86189.99,16963483,464852.43,21130.92,335652.84,4283.75,15702.0,8209.5,246,96
2026-01-01,2026-01,14,HV0003,Uber,19073,92159.2,18857799,507071.42,20944.85,364133.48,4292.5,16317.75,8542.5,310,125
2026-01-01,2026-01,15,HV0003,Uber,21080,101473.89,21387862,552427.61,23765.6,404069.98,4783.75,17574.75,9129.0,369,152
2026-01-01,2026-01,16,HV0003,Uber,21087,97163.68,21261820,532192.33,21850.170000000002,391214.55000000005,4050.0,17711.5,9255.0,371,143
2026-01-01,2026-01,17,HV0003,Uber,22138,101312.67,22401924,550853.53,22613.53,411906.78,3956.25,18383.0,9457.5,405,166
2026-01-01,2026-01,18,HV0003,Uber,22131,97722.34,21785958,520616.03,21550.37,395376.39,3562.5,18524.0,9391.5,392,175
2026-01-01,2026-01,19,HV0003,Uber,21644,96752.81,20893835,501933.94999999995,20090.85,382919.06000000006,3325.0,17948.75,9097.5,441,220
2026-01-01,2026-01,20,HV0003,Uber,20207,94126.21,19629005,472215.87,18162.4,364187.49,3122.5,16209.5,8323.5,475,272
2026-01-01,2026-01,21,HV0003,Uber,19292,89160.29,18275985,442166.62,16386.56,339747.07,2593.75,15585.75,8088.0,467,279
2026-01-01,2026-01,22,HV0003,Uber,18176,84250.46,16779566,400194.22,13521.7,311308.74,1978.75,13892.25,7066.5,619,408
2026-01-01,2026-01,23,HV0003,Uber,16354,78331.27,14985104,347438.34,10621.73,278454.32,2053.75,11072.75,5772.0,682,472
2026-01-02,2026-01,0,HV0003,Uber,12043,59198.46,10972314,259617.34,7757.4,207331.02,1733.75,8307.25,4408.5,493,287
2026-01-02,2026-01,1,HV0003,Uber,7421,35680.45,6593051,154542.19,4119.41,123581.6,716.25,5061.25,2752.5,291,167
2026-01-02,2026-01,2,HV0003,Uber,5379,27861.26,4916414,120691.07,3279.76,94197.53,928.75,3284.5,1864.5,206,106
2026-01-02,2026-01,3,HV0003,Uber,4611,28554.15,4490870,126004.63,3609.04,92270.86,2122.5,2798.0,1741.5,172,70
2026-01-02,2026-01,4,HV0003,Uber,5360,38336.76,5684288,176056.87,5906.98,122607.11,3727.5,3358.75,2029.5,234,123
2026-01-02,2026-01,5,HV0003,Uber,6832,48312.96,7540050,222814.32,7691.56,155442.68,4255.0,4626.0,2595.0,309,179
2026-01-02,2026-01,6,HV0003,Uber,10291,65979.09,10730514,304877.91000000003,10977.130000000001,213199.59,4323.75,7621.75,3790.5,486,292
2026-01-02,2026-01,7,HV0003,Uber,14189,75820.36,13546912,352672.59,11364.25,257326.76,3673.75,9214.75,4495.5,465,259
2026-01-02,2026-01,8,HV0003,Uber,18711,88258.11,17221956,415681.42,15212.16,316127.05,3486.25,11477.0,5424.0,430,203
2026-01-02,2026-01,9,HV0003,Uber,18729,87767.47,17641527,431997.28,18673.37,323096.99,4287.5,13627.75,6523.5,285,124
2026-01-02,2026-01,10,HV0003,Uber,17920,83045.55,17593051,443984.68000000005,20123.42,320889.73,4010.0,15286.0,7380.0,246,74
2026-01-02,2026-01,11,HV0003,Uber,19295,87065.97,19918787,487674.4,22424.91,353763.62,4317.5,17355.0,8554.5,226,50
2026-01-02,2026-01,12,HV0003,Uber,20444,90436.15,21020704,519413.17,24730.17,372155.18,4417.5,18444.25,9030.0,243,78
2026-01-02,2026-01,13,HV0003,Uber,21858,96571.25,23360898,562864.77,25601.89,406947.82,4730.0,19471.25,9673.5,340,151
2026-01-02,2026-01,14,HV0003,Uber,22606,99545.34,24681287,587430.68,24443.989999999998,426031.54,4860.0,18628.25,9301.5,355,110
2026-01-02,2026-01,15,HV0003,Uber,23964,104696.39,26350880,616219.07,26135.79,453936.75,5160.0,20102.25,10039.5,438,176
2026-01-02,2026-01,16,HV0003,Uber,24980,105237.05,27417970,606185.95,26410.7,464788.14,4488.75,20654.0,10393.5,472,205
2026-01-02,2026-01,17,HV0003,Uber,27133,116238.2,30193343,661993.28,28463.67,512729.16,4530.0,23590.25,11730.0,497,223
2026-01-02,2026-01,18,HV0003,Uber,27961,117012.75,29409626,664198.78,28507.17,507679.69,3641.25,25529.5,12759.0,510,229
2026-01-02,2026-01,19,HV0003,Uber,26870,113964.8,26963081,612750.91,26019.85,474579.62,3416.25,24651.25,12520.5,522,220
2026-01-02,2026-01,20,HV0003,Uber,23823,106182.66,23241818,541541.03,21715.73,419841.0,2986.25,21553.75,11062.5,547,309
2026-01-02,2026-01,21,HV0003,Uber,22720,105546.68,22280443,520072.31,21407.89,406913.07,2953.75,20939.75,10948.5,569,361
2026-01-02,2026-01,22,HV0003,Uber,23636,110374.3,23049543,541444.63,21120.11,420819.84,2287.5,22209.5,11640.0,733,486
2026-01-02,2026-01,23,HV0003,Uber,23694,113574.79000000001,22697952,525454.37,18591.8,417923.07999999996,2738.75,21171.5,11139.0,882,628
2026-01-03,2026-01,0,HV0003,Uber,19242,98055.85,18652688,428736.62,15042.79,348538.91,2961.25,17027.25,9222.0,764,507
2026-01-03,2026-01,1,HV0003,Uber,14203,71646.47,13390793,310010.75,10276.3,249156.1,1311.25,12966.5,7293.0,576,401
2026-01-03,2026-01,2,HV0003,Uber,10801,56088.87,10264315,238429.29,7423.03,191605.79,972.5,9680.0,5605.5,479,326
2026-01-03,2026-01,3,HV0003,Uber,8602,50150.3,8559480,213212.32,6662.0599999999995,165297.09,2173.75,6558.75,4027.5,414,260
2026-01-03,2026-01,4,HV0003,Uber,7510,49003.61,7721240,217126.07,7396.87,158366.94,3581.25,4742.0,2922.0,360,194
2026-01-03,2026-01,5,HV0003,Uber,6961,46014.74,7150787,195782.95,7456.11,144488.36,3827.5,4458.25,2475.0,286,150
2026-01-03,2026-01,6,HV0003,Uber,9143,60234.88,9454580,248737.21,9004.91,188135.84,3895.0,6368.75,3309.0,470,284
2026-01-03,2026-01,7,HV0003,Uber,11476,65932.44,10940925,274238.49,10129.69,211714.99,3507.5,7505.75,3726.0,470,273
2026-01-03,2026-01,8,HV0003,Uber,14119,76813.52,13377664,333073.67,13927.5,257282.84,4005.0,9664.75,4818.0,431,229
2026-01-03,2026-01,9,HV0003,Uber,17600,88378.37,16420506,406312.36,19035.35,310699.93,4757.5,14016.5,6808.5,403,188
2026-01-03,2026-01,10,HV0003,Uber,19427,88747.08,17854824,431052.0,20774.38,328606.35000000003,4280.0,17223.25,8515.5,315,131
2026-01-03,2026-01,11,HV0003,Uber,20986,95027.38,20321718,479034.55,23647.81,365713.56,4438.75,19358.0,9744.0,350,135
2026-01-03,2026-01,12,HV0003,Uber,22037,100683.94,22351021,522136.57,25637.07,398720.99,4937.5,21145.0,10585.5,310,114
2026-01-03,2026-01,13,HV0003,Uber,23639,106827.4,24920097,564423.18,26371.510000000002,436318.11,4926.25,22180.25,10993.5,335,142
2026-01-03,2026-01,14,HV0003,Uber,24439,113357.51,26579756,604906.78,26882.24,467387.7,5398.75,21436.0,10948.5,398,182
2026-01-03,2026-01,15,HV0003,Uber,24973,115105.81,27963757,614584.84,27360.47,481656.01,5577.5,21486.0,10830.0,461,213
2026-01-03,2026-01,16,HV0003,Uber,26422,121718.79,30636563,663891.68,29859.65,524543.61,5180.0,24220.5,12153.0,440,205
2026-01-03,2026-01,17,HV0003,Uber,28253,125159.73,32845648,687583.78,30811.48,554003.77,4586.25,26058.25,13162.5,552,292
2026-01-03,2026-01,18,HV0003,Uber,29260,129090.69,33522994,714863.59,30693.36,569686.04,4328.75,27394.5,13791.0,539,289
2026-01-03,2026-01,19,HV0003,Uber,29884,129820.01000000001,32454410,700117.11,29083.46,558354.98,4003.75,28387.75,14355.0,577,292
2026-01-03,2026-01,20,HV0003,Uber,27403,127774.11,29085198,630701.65,24697.13,515733.24,3810.0,24738.0,12714.0,549,305
2026-01-03,2026-01,21,HV0003,Uber,26244,120708.88,26525386,584500.62,22964.8,473597.44,3062.5,24844.0,12813.0,612,422
2026-01-03,2026-01,22,HV0003,Uber,27498,132613.71,28068929,630367.64,23487.420000000002,508321.66000000003,2620.0,26899.25,14071.5,802,556
2026-01-03,2026-01,23,HV0003,Uber,27210,133029.33,27049934,604555.17,21331.18,492926.13,2847.5,25152.25,13339.5,964,708
2026-01-04,2026-01,0,HV0003,Uber,22509,113831.71,21873760,504700.71,16824.87,408389.87,2741.25,21264.25,11491.5,822,588
2026-01-04,2026-01,1,HV0003,Uber,16740,83781.74,15872449,372759.98,11630.13,293671.92,1103.75,16195.25,9061.5,655,484
2026-01-04,2026-01,2,HV0003,Uber,12751,67210.39,12279903,293735.86,8328.06,230623.03,1197.5,11914.75,6787.5,593,449
2026-01-04,2026-01,3,HV0003,Uber,10022,59500.79,10015885,256329.67,7020.0,195483.05,2565.0,8141.25,4897.5,448,295
2026-01-04,2026-01,4,HV0003,Uber,8220,54092.19,8626692,241290.95,7501.03,174748.67,3773.75,5178.75,3178.5,368,210
2026-01-04,2026-01,5,HV0003,Uber,6917,48502.04,7648063,208973.3,8190.16,153643.04,4367.5,4690.5,2622.0,306,181
2026-01-04,2026-01,6,HV0003,Uber,8745,61297.97,9756127,263722.04,9783.22,194952.98,4732.5,6888.75,3574.5,489,306
2026-01-04,2026-01,7,HV0003,Uber,11237,69138.31999999999,11114044,290564.31,11151.75,219854.61,4251.25,7861.5,3927.0,522,306
2026-01-04,2026-01,8,HV0003,Uber,13069,74233.42,12373031,316847.14,13121.25,241904.13,4211.25,9691.25,4893.0,414,223
2026-01-04,2026-01,9,HV0003,Uber,17145,90291.78,16196167,406451.28,18922.29,309491.31,5243.75,13443.25,6748.5,372,187
2026-01-04,2026-01,10,HV0003,Uber,20180,97681.61,18849530,469756.28,21433.52,353724.28,5323.75,16786.25,8283.0,371,178
2026-01-04,2026-01,11,HV0003,Uber,20893,96799.03,20285377,493936.18,22862.21,368891.86,4897.5,18830.25,9529.5,337,128
2026-01-04,2026-01,12,HV0003,Uber,21465,100313.34,21572032,512624.86,22852.19,387449.5,5420.0,19373.0,9672.0,342,138
2026-01-04,2026-01,13,HV0003,Uber,21905,106081.51,23525215,551984.69,24895.31,418799.4,6218.75,19439.25,9672.0,384,164
2026-01-04,2026-01,14,HV0003,Uber,22933,112345.1,26338138,586753.14,24715.16,458747.09,6365.0,18840.5,9505.5,431,224
2026-01-04,2026-01,15,HV0003,Uber,23371,114524.5,27169009,607280.48,24958.94,474889.27,6887.5,18672.5,9432.0,471,229
2026-01-04,2026-01,16,HV0003,Uber,23228,112721.75,26882858,597317.19,25081.95,466993.4,6212.5,19737.0,9841.5,434,205
2026-01-04,2026-01,17,HV0003,Uber,24432,114638.21,27274195,586632.17,23431.43,474780.75,5768.75,20285.75,10060.5,406,200
2026-01-04,2026-01,18,HV0003,Uber,24669,114763.51999999999,26938564,573110.14,22738.94,469591.75,4633.75,20797.75,10480.5,562,332
2026-01-04,2026-01,19,HV0003,Uber,24029,117711.87,26005056,555797.75,21299.1,464159.9,4745.0,20875.0,10605.0,664,434
2026-01-04,2026-01,20,HV0003,Uber,21155,109828.38,22043132,484122.91,18433.09,413071.58,4726.25,17189.5,8665.5,556,333
2026-01-04,2026-01,21,HV0003,Uber,19402,102463.81000000001,19631776,438458.8,15662.2,375930.71,4585.0,15598.5,7930.5,561,350
2026-01-04,2026-01,22,HV0003,Uber,17528,94064.23,17394455,379812.7,12113.12,332151.65,3943.75,13419.5,6735.0,628,421
2026-01-04,2026-01,23,HV0003,Uber,15275,88048.51,15307536,344278.5,10844.5,301363.3,4660.0,10826.25,5595.0,704,484
2026-01-05,2026-01,0,HV0003,Uber,10470,63333.51,10428300,251261.03,7780.49,214657.13,3947.5,6845.25,3558.0,464,272
2026-01-05,2026-01,1,HV0003,Uber,5927,33172.29,5498003,128015.89,3762.58,108171.98,1670.0,3643.5,1917.0,229,106
2026-01-05,2026-01,2,HV0003,Uber,4162,26054.81,4077516,97429.09,2876.18,81691.78,1447.5,2586.0,1488.0,175,93
2026-01-05,2026-01,3,HV0003,Uber,3869,26099.12,3879787,104059.57,3301.44,80665.15,2202.5,2353.25,1399.5,151,64
2026-01-05,2026-01,4,HV0003,Uber,5403,39816.8,5750850,169851.21,7690.12,122784.39,4116.25,3448.25,1996.5,169,68
2026-01-05,2026-01,5,HV0003,Uber,8601,59630.28,9635114,260127.19,11172.06,191569.01,5133.75,6560.75,3394.5,254,152
2026-01-05,2026-01,6,HV0003,Uber,14913,91887.84,17846997,427542.09,16534.23,327030.29,5415.0,12641.5,6229.5,523,311
2026-01-05,2026-01,7,HV0003,Uber,23969,116267.57,28670851,668498.18,22995.55,494575.72,4726.25,18402.75,8703.0,718,448
2026-01-05,2026-01,8,HV0003,Uber,29571,124417.34,33579437,742589.53,26088.74,557323.33,4253.75,23255.25,11166.0,669,322
2026-01-05,2026-01,9,HV0003,Uber,23026,104385.5,25609724,575590.12,24102.52,435403.12,4520.0,19013.25,9141.0,408,177
2026-01-05,2026-01,10,HV0003,Uber,18475,87007.16,20000690,467070.92,21460.06,349511.74,4660.0,14923.75,7120.5,281,91
2026-01-05,2026-01,11,HV0003,Uber,17478,83543.65,19095068,441657.3,20981.78,335163.74,4463.75,14405.0,6828.0,237,70
2026-01-05,2026-01,12,HV0003,Uber,17608,85022.28,19309757,445894.34,20422.79,339858.17,4742.5,14516.25,6823.5,241,75
2026-01-05,2026-01,13,HV0003,Uber,18819,89205.67,20792887,479140.19,22371.210000000003,362278.76999999996,4930.0,14893.25,7306.5,287,92
2026-01-05,2026-01,14,HV0003,Uber,21499,98469.67,24757002,553053.95,23850.27,420880.06,5298.75,15624.5,7561.5,323,116
2026-01-05,2026-01,15,HV0003,Uber,22629,103254.75,27790674,597966.51,26139.07,463475.98,5886.25,16744.75,8077.5,368,126
2026-01-05,2026-01,16,HV0003,Uber,22717,99945.2,28685292,594053.13,25191.73,466125.67000000004,5438.75,17304.5,8253.0,420,155
2026-01-05,2026-01,17,HV0003,Uber,25042,102876.51,29664108,617044.96,25057.49,483618.47,4678.75,20137.5,9693.0,485,196
2026-01-05,2026-01,18,HV0003,Uber,23755,98159.11,24854466,551823.0,23115.13,424210.79,3671.25,20807.75,10144.5,437,167
2026-01-05,2026-01,19,HV0003,Uber,20891,94862.65,20229326,481665.82,21457.85,366896.68,3770.0,19007.0,9550.5,419,186
2026-01-05,2026-01,20,HV0003,Uber,19659,101109.0,19598326,499541.73,23413.58,376387.09,4371.25,20254.5,10812.0,375,189
