pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-04-01,2025-04,0,HV0003,Uber,9882,54683.59,9771627,271140.21,10000.98,193695.45,2363.75,8228.0,4549.5,834,450
2025-04-01,2025-04,1,HV0003,Uber,5922,34650.42,5715672,181081.32,7186.9800000000005,123871.83,2138.75,5228.5,2922.0,360,178
2025-04-01,2025-04,2,HV0003,Uber,4034,25993.35,4007387,142873.75,6331.87,94300.83,2051.25,3662.5,2020.5,225,86
2025-04-01,2025-04,3,HV0003,Uber,3202,22125.67,3226190,99767.7,3792.47,70135.69,1926.25,2384.75,1359.0,208,56
2025-04-01,2025-04,4,HV0003,Uber,4617,34925.85,4855204,154476.57,6288.14,108016.83,3887.5,3444.25,1965.0,278,116
2025-04-01,2025-04,5,HV0003,Uber,7323,50201.36,7864377,230495.92,9157.78,163405.68,4497.5,6257.25,3301.5,508,261
2025-04-01,2025-04,6,HV0003,Uber,14071,80544.17,15651306,406174.7,14533.17,291810.82,4356.25,12192.75,6121.5,759,489
2025-04-01,2025-04,7,HV0003,Uber,24292,113133.39000000001,28785525,710992.85,25087.68,517087.56,4916.25,19664.75,9505.5,1030,617
2025-04-01,2025-04,8,HV0003,Uber,29503,120799.36,34309100,813767.82,29231.69,587571.85,4326.25,25795.25,12913.5,1047,581
2025-04-01,2025-04,9,HV0003,Uber,24410,106567.37,28311975,667424.92,27281.33,474715.13,4796.25,24043.5,12078.0,754,369
2025-04-01,2025-04,10,HV0003,Uber,19610,95832.18,24040474,586138.87,25224.63,411484.1,5162.5,20195.5,10014.0,474,174
2025-04-01,2025-04,11,HV0003,Uber,17793,88339.38,21732170,541911.19,23928.26,375179.04,4855.0,18537.0,9438.0,361,109
2025-04-01,2025-04,12,HV0003,Uber,17828,88787.52,21528948,534428.97,24237.43,372182.47,4738.75,18211.5,9202.5,407,129
2025-04-01,2025-04,13,HV0003,Uber,18807,93896.06,22875793,569624.2,25659.07,396206.97,5592.5,18547.75,9487.5,439,159
2025-04-01,2025-04,14,HV0003,Uber,20540,98232.44,26616222,624787.01,26619.93,442833.6,5658.75,18467.0,9462.0,574,206
2025-04-01,2025-04,15,HV0003,Uber,21782,102611.01,29577993,666155.75,29127.02,481980.7,5776.25,19931.25,10113.0,734,318
2025-04-01,2025-04,16,HV0003,Uber,23065,104258.79,30622885,678908.62,29045.96,498828.82,5457.5,21985.0,11091.0,727,321
2025-04-01,2025-04,17,HV0003,Uber,26289,109349.82999999999,32530696,708916.27,29848.899999999998,526175.44,4378.75,27215.0,13774.5,794,367
2025-04-01,2025-04,18,HV0003,Uber,27158,117893.12,31263677,706035.64,30574.17,524461.88,4655.0,31135.75,15892.5,728,331
2025-04-01,2025-04,19,HV0003,Uber,24308,118777.1,26441297,662110.45,29397.11,477596.06,4398.75,27118.25,14221.5,677,311
2025-04-01,2025-04,20,HV0003,Uber,24198,132369.75,26688836,713545.8099999999,32559.050000000003,503012.68,3545.0,28264.25,15786.0,844,465
2025-04-01,2025-04,21,HV0003,Uber,23384,137462.19,25942677,741899.83,35903.83,508927.3,3611.25,28160.5,15900.0,863,495
2025-04-01,2025-04,22,HV0003,Uber,21779,127227.84,23906571,665073.53,28496.27,469778.55,3396.25,23588.75,13249.5,1085,718
2025-04-01,2025-04,23,HV0003,Uber,17430,97837.48,18069250,464032.49,16998.13,344276.1,3141.25,16913.75,9363.0,1069,721
2025-04-02,2025-04,0,HV0003,Uber,11042,60606.07000000001,10687719,276016.73,10101.869999999999,206667.28999999998,1952.5,11045.0,6073.5,729,429
2025-04-02,2025-04,1,HV0003,Uber,6385,33880.67,5881923,150388.75,4720.85,113261.04,941.25,6153.0,3454.5,354,187
2025-04-02,2025-04,2,HV0003,Uber,4106,22092.55,3725979,95483.52,2763.97,72427.13,550.0,3637.5,2052.0,238,111
2025-04-02,2025-04,3,HV0003,Uber,3509,22025.75,3420552,93070.28,2776.48,69121.25,1501.25,2744.75,1605.0,216,86
2025-04-02,2025-04,4,HV0003,Uber,4936,35575.24,5183411,155684.83,6598.99,110862.91,3620.0,3886.75,2233.5,319,139
2025-04-02,2025-04,5,HV0003,Uber,8099,56385.81,8823238,253573.43,11007.62,179786.33,5207.5,7088.25,3678.0,434,215
2025-04-02,2025-04,6,HV0003,Uber,15338,88437.64,17318917,430411.93,16028.92,315998.25,4816.25,13623.75,6925.5,804,487
2025-04-02,2025-04,7,HV0003,Uber,24960,114533.18000000001,29192459,691127.9600000001,25065.5,494341.48,4221.25,21180.25,10378.5,932,513
2025-04-02,2025-04,8,HV0003,Uber,31137,126418.37,35584272,827862.63,31554.84,586728.85,4097.5,28637.75,14274.0,988,535
2025-04-02,2025-04,9,HV0003,Uber,26149,112189.24,29919759,678870.17,28188.78,492827.39,4171.25,26451.0,13342.5,754,361
2025-04-02,2025-04,10,HV0003,Uber,21148,99252.4,24854147,583500.24,25754.23,419842.98,4648.75,21963.0,11046.0,436,153
2025-04-02,2025-04,11,HV0003,Uber,19528,92762.09,23363548,554277.76,24604.2,394701.27,4358.75,20433.5,10329.0,373,108
2025-04-02,2025-04,12,HV0003,Uber,19655,96809.25,23797467,569811.41,26475.27,407495.01,4966.25,20707.25,10494.0,350,107
2025-04-02,2025-04,13,HV0003,Uber,20601,99047.69,24980766,582805.52,25713.44,423483.75,4980.0,20219.25,10318.5,479,140
2025-04-02,2025-04,14,HV0003,Uber,23217,107122.97,29891117,662756.7,28701.1,486902.77,5547.5,20669.25,10599.0,571,204
