pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-08-01,2025-08,0,HV0003,Uber,15591,90638.79,16389217,400853.76,16544.94,316601.06,3625.0,16027.75,8992.5,1355,880
2025-08-01,2025-08,1,HV0003,Uber,9902,57134.19,9969097,244919.19,9256.3,194334.57,2120.0,10890.75,6232.5,792,481
2025-08-01,2025-08,2,HV0003,Uber,6828,39777.48,6817654,166882.09,5217.94,132360.27,1512.5,7331.5,4203.0,527,329
2025-08-01,2025-08,3,HV0003,Uber,5508,37055.65,5708803,148174.71,5660.92,115167.7,2577.5,4937.25,3069.0,482,300
2025-08-01,2025-08,4,HV0003,Uber,6102,49045.74,6958553,221194.01,9209.79,154359.32,5382.5,4669.0,2961.0,465,280
2025-08-01,2025-08,5,HV0003,Uber,8768,68176.19,10230269,294668.47,13636.34,214481.78,6716.25,7185.25,4104.0,610,437
2025-08-01,2025-08,6,HV0003,Uber,13828,90821.32,15962200,403203.43,16406.58,306588.12,6080.0,12243.25,6508.5,889,608
2025-08-01,2025-08,7,HV0003,Uber,20737,115896.48000000001,24439830,579067.56,22123.73,439610.68,6132.5,16592.0,8727.0,1324,925
2025-08-01,2025-08,8,HV0003,Uber,25974,129218.25,30177641,687082.5,26538.08,523667.05,6038.75,20619.0,10576.5,1409,950
2025-08-01,2025-08,9,HV0003,Uber,23914,119364.77,27836213,621255.0,26683.58,481375.45,5607.5,20370.5,10398.0,1051,656
2025-08-01,2025-08,10,HV0003,Uber,20960,109777.04999999999,26101100,582380.77,28323.96,450381.3,5988.75,19189.0,9843.0,808,412
2025-08-01,2025-08,11,HV0003,Uber,20120,104163.47,25852506,576576.2,27922.79,441235.1,6091.25,18479.75,9609.0,743,410
2025-08-01,2025-08,12,HV0003,Uber,20603,109373.28,27620431,612249.78,28440.01,469506.13,6811.25,18114.25,9507.0,785,432
2025-08-01,2025-08,13,HV0003,Uber,20889,109932.13,28752267,630589.06,28726.43,484295.29,6923.75,18395.5,9673.5,781,385
2025-08-01,2025-08,14,HV0003,Uber,22529,113885.08,32866214,689307.81,30591.86,536255.62,6956.25,18659.5,9822.0,1023,627
2025-08-01,2025-08,15,HV0003,Uber,24118,122239.4,36635082,741191.48,33430.9,589929.65,7161.25,19354.75,10195.5,1119,689
2025-08-01,2025-08,16,HV0003,Uber,25211,121798.39,36918284,735699.0,31955.510000000002,589132.44,6787.5,20501.75,10645.5,1110,624
2025-08-01,2025-08,17,HV0003,Uber,26997,125472.75,36613307,733131.63,30034.35,587663.67,5725.0,22228.75,11604.0,1507,935
2025-08-01,2025-08,18,HV0003,Uber,28816,134340.63,35575104,734723.78,29837.68,587754.01,5317.5,26536.5,13809.0,1511,1032
2025-08-01,2025-08,19,HV0003,Uber,28240,131516.66999999998,32295759,682098.66,27642.239999999998,545120.8200000001,4472.5,27210.5,14197.5,1382,994
2025-08-01,2025-08,20,HV0003,Uber,26754,129917.47,30357472,643713.27,24949.68,520923.25,4271.25,26327.25,14061.0,1294,881
2025-08-01,2025-08,21,HV0003,Uber,27182,132929.98,30488878,652849.22,25464.489999999998,524048.14,3637.5,26402.25,14118.0,1521,1048
2025-08-01,2025-08,22,HV0003,Uber,28674,148701.6,33706064,724472.65,27484.36,583977.89,3488.75,28643.5,15469.5,1759,1344
2025-08-01,2025-08,23,HV0003,Uber,27855,143599.01,32641243,684324.68,23991.57,560110.08,2997.5,26237.5,14646.0,1973,1584
2025-08-02,2025-08,0,HV0003,Uber,23898,127853.61,26893972,623180.56,21990.36,489102.79000000004,2857.5,22133.5,12547.5,1810,1271
2025-08-02,2025-08,1,HV0003,Uber,18647,97879.52,19735069,449506.83,13052.15,357002.09,1375.0,17904.25,10522.5,1611,1236
2025-08-02,2025-08,2,HV0003,Uber,14642,79315.11,15433822,359618.55,9436.33,285917.06,1072.5,14628.5,8676.0,1297,958
2025-08-02,2025-08,3,HV0003,Uber,11395,69768.3,12356959,312471.71,8325.48,241544.04,2075.0,10710.25,6613.5,1093,790
2025-08-02,2025-08,4,HV0003,Uber,9254,62326.24,10215435,270204.53,7372.48,205389.05,3626.25,6877.75,4239.0,922,666
2025-08-02,2025-08,5,HV0003,Uber,8252,59239.909999999996,9238489,242874.52,8554.94,184045.98,4496.25,5655.0,3340.5,790,515
2025-08-02,2025-08,6,HV0003,Uber,10133,70563.78,11124620,280802.58,10320.17,220447.32,4192.5,7467.5,4012.5,946,650
2025-08-02,2025-08,7,HV0003,Uber,12356,81715.23,13676971,330048.24,12971.82,261902.01,4326.25,8986.0,4779.0,1038,733
2025-08-02,2025-08,8,HV0003,Uber,15026,91068.58,16549156,386762.75,15416.18,307630.74,4121.25,11376.5,5989.5,1080,704
2025-08-02,2025-08,9,HV0003,Uber,17776,96570.95,19573620,440083.05,19476.52,353352.57,3595.0,14027.5,7252.5,1022,673
2025-08-02,2025-08,10,HV0003,Uber,19896,105485.57999999999,23256932,507155.1,23612.32,410663.65,4210.0,17062.75,8982.0,853,540
2025-08-02,2025-08,11,HV0003,Uber,21335,110742.64,26213226,557327.76,25293.67,454395.87,3986.25,18068.5,9496.5,887,562
2025-08-02,2025-08,12,HV0003,Uber,21845,114733.25,28343121,595501.77,26664.52,486779.9,4573.75,18300.25,9723.0,1003,662
2025-08-02,2025-08,13,HV0003,Uber,22741,116955.0,29585562,624437.18,26502.62,511035.28,4527.5,18564.0,9873.0,1080,659
2025-08-02,2025-08,14,HV0003,Uber,23578,122527.31,31403495,647122.59,26652.62,535113.41,4478.75,17791.0,9517.5,1264,857
2025-08-02,2025-08,15,HV0003,Uber,25389,131363.95,34308384,691034.84,28247.02,579404.57,4815.0,19109.75,10050.0,1350,898
2025-08-02,2025-08,16,HV0003,Uber,26396,132505.35,34282711,699411.78,28480.199999999997,583182.49,3821.25,21483.5,11433.0,1383,887
2025-08-02,2025-08,17,HV0003,Uber,27706,135087.4,34184268,699541.13,28465.8,578895.56,3662.5,24176.25,12832.5,1427,1003
2025-08-02,2025-08,18,HV0003,Uber,29495,145015.17,35484050,722221.55,28644.07,604040.07,3691.25,26554.75,13893.0,1500,1089
2025-08-02,2025-08,19,HV0003,Uber,28761,137239.83000000002,33605392,693045.04,26477.699999999997,573497.83,3157.5,26870.75,14179.5,1388,944
2025-08-02,2025-08,20,HV0003,Uber,27956,134809.14,32786046,666335.61,23727.31,558052.94,2922.5,25292.75,13552.5,1588,1132
2025-08-02,2025-08,21,HV0003,Uber,28876,141917.51,33741629,685512.03,24869.88,573124.79,2330.0,26312.25,14008.5,1746,1284
2025-08-02,2025-08,22,HV0003,Uber,30431,154812.17,35704012,752967.29,24756.95,616383.05,2403.75,28710.5,15616.5,2024,1571
2025-08-02,2025-08,23,HV0003,Uber,29234,151508.13,33202684,724320.3,22947.99,583319.34,2447.5,26704.0,14682.0,2094,1637
2025-08-03,2025-08,0,HV0003,Uber,25810,134112.38,27507985,639415.13,18687.89,500545.68000000005,1981.25,23224.5,13153.5,1902,1502
2025-08-03,2025-08,1,HV0003,Uber,20502,107195.56,21083799,485416.57,12810.01,382233.2,917.5,18958.75,10951.5,1655,1322
2025-08-03,2025-08,2,HV0003,Uber,15594,84714.83,15905057,382402.49,9746.05,295292.94,817.5,14440.75,8557.5,1377,1025
2025-08-03,2025-08,3,HV0003,Uber,11880,72118.42,12562569,316035.24,7629.860000000001,239753.63,2196.25,10333.0,6427.5,1186,839
2025-08-03,2025-08,4,HV0003,Uber,9245,64258.28,10304539,280571.66,6830.72,208360.32,3550.0,6399.5,4125.0,957,687
2025-08-03,2025-08,5,HV0003,Uber,7828,57439.15,8659251,232637.1,7465.25,175300.28,4198.75,5176.75,3069.0,746,528
2025-08-03,2025-08,6,HV0003,Uber,9018,65982.7,9871717,263483.64,9172.83,199908.68,4423.75,7133.25,3840.0,921,658
2025-08-03,2025-08,7,HV0003,Uber,10500,71316.7,10856315,281936.45,10755.02,216517.84,3822.5,7676.25,4012.5,1026,745
2025-08-03,2025-08,8,HV0003,Uber,12454,76057.18,12427174,319627.85,13726.36,242189.32,3968.75,9744.0,5247.0,930,626
2025-08-03,2025-08,9,HV0003,Uber,15878,90445.57,15989773,398869.64,18033.95,304341.19,4302.5,12708.75,6736.5,931,614
2025-08-03,2025-08,10,HV0003,Uber,19006,98377.17,19204203,457846.39,20342.120000000003,353156.43000000005,4168.75,15854.0,8238.0,846,531
2025-08-03,2025-08,11,HV0003,Uber,20309,106208.45,21981244,505176.89,23043.14,395223.83,4733.75,18069.25,9576.0,936,591
2025-08-03,2025-08,12,HV0003,Uber,21544,114275.51,24620402,556692.66,24710.48,440933.87,5885.0,20260.5,10632.0,830,509
2025-08-03,2025-08,13,HV0003,Uber,22392,118700.03,26722569,585614.4299999999,26354.43,472296.48,6236.25,20135.25,10684.5,1038,689
2025-08-03,2025-08,14,HV0003,Uber,23065,125689.07,28611163,632119.46,25734.01,507953.18,6953.75,20011.0,10684.5,1215,819
2025-08-03,2025-08,15,HV0003,Uber,23374,126374.91,29358807,635971.75,24924.69,511715.64,6830.0,19995.25,10573.5,1235,791
2025-08-03,2025-08,16,HV0003,Uber,23068,125939.66,30262551,634477.0800000001,26148.4,519651.18000000005,6591.25,20375.25,10963.5,1227,798
2025-08-03,2025-08,17,HV0003,Uber,22737,120226.55,28422002,597432.87,23858.24,490755.9,5787.5,20193.0,10783.5,1252,878
2025-08-03,2025-08,18,HV0003,Uber,23157,122655.62,27919831,600573.97,23492.88,490015.08,5807.5,21419.5,11313.0,1168,805
2025-08-03,2025-08,19,HV0003,Uber,21369,112215.65,24491602,528952.51,20187.41,435610.93,4886.25,19463.25,10209.0,1089,714
2025-08-03,2025-08,20,HV0003,Uber,21332,114246.44,24689708,513104.04,18584.18,438957.25,4503.75,19382.5,10195.5,1270,910
2025-08-03,2025-08,21,HV0003,Uber,21288,110231.7,23473212,490652.95,16068.84,418420.13,3597.5,19107.0,10096.5,1432,1047
2025-08-03,2025-08,22,HV0003,Uber,20296,112991.32,22484813,482139.82,15974.75,412679.81,4608.75,17178.25,9099.0,1576,1197
