pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-11-01,2025-11,0,HV0003,Uber,32166,174983.19,45792120,1462896.09,44917.84,1064412.72,1870.0,33372.75,18675.0,2048,1446
2025-11-01,2025-11,1,HV0003,Uber,31107,177361.17,40544532,1490220.09,44054.77,1059481.78,1380.0,32711.25,18982.5,2030,1611
2025-11-01,2025-11,2,HV0003,Uber,31005,186382.63,38439122,1458067.3,38701.42,1163775.1,807.5,33934.5,20575.5,2194,1789
2025-11-01,2025-11,3,HV0003,Uber,26765,172152.63,33328245,1216027.98,30532.52,996995.07,1556.25,27038.0,16818.0,2099,1745
2025-11-01,2025-11,4,HV0003,Uber,20770,136723.68,25663667,816273.1599999999,19762.39,695606.2,3026.25,18395.5,11224.5,1412,1089
2025-11-01,2025-11,5,HV0003,Uber,13763,87337.48,15572446,418635.98,12061.87,334801.11,3752.5,11597.75,6682.5,776,533
2025-11-01,2025-11,6,HV0003,Uber,13082,83059.52,14258705,371650.42,12383.65,317593.46,4097.5,11499.0,6004.5,650,422
2025-11-01,2025-11,7,HV0003,Uber,14744,88661.32,15720570,380116.64,13816.7,301352.86,3805.0,12247.5,6220.5,676,438
2025-11-01,2025-11,8,HV0003,Uber,18040,99149.66,19306186,448384.19,17701.62,355909.45,3945.0,15943.25,7767.0,597,370
2025-11-01,2025-11,9,HV0003,Uber,20616,106496.94,21956749,518523.87,23516.68,404154.57,4255.0,19167.25,9181.5,523,257
2025-11-01,2025-11,10,HV0003,Uber,23113,111933.47,24867776,571937.35,27603.38,443827.87,4328.75,23854.5,11671.5,391,185
2025-11-01,2025-11,11,HV0003,Uber,24611,115305.4,27738132,607330.34,27990.92,479429.12,4016.25,27168.0,13555.5,364,173
2025-11-01,2025-11,12,HV0003,Uber,25175,115882.36,29256501,640797.44,28834.76,502695.32999999996,3648.75,28342.75,14229.0,386,174
2025-11-01,2025-11,13,HV0003,Uber,26581,119980.66,31518686,680322.67,31520.35,536981.17,4021.25,29985.75,15201.0,405,187
2025-11-01,2025-11,14,HV0003,Uber,27117,127650.33,33373765,712957.26,30770.22,565727.55,4582.5,28365.5,14619.0,485,237
2025-11-01,2025-11,15,HV0003,Uber,27698,130476.47,35219323,740206.22,32253.39,591774.36,4461.25,29367.5,15034.5,502,249
2025-11-01,2025-11,16,HV0003,Uber,29013,135219.39,37784035,775827.24,35112.38,630587.46,4140.0,31594.75,16350.0,486,248
2025-11-01,2025-11,17,HV0003,Uber,30342,140024.13,39720753,822978.24,36098.17,665129.35,3682.5,34914.75,17832.0,492,259
2025-11-01,2025-11,18,HV0003,Uber,33146,148276.46,43270945,909706.73,38514.16,722323.74,3436.25,37809.0,19462.5,697,412
2025-11-01,2025-11,19,HV0003,Uber,36222,160186.49,44981011,925522.1399999999,37523.0,765942.3400000001,2835.0,40484.75,20856.0,702,418
2025-11-01,2025-11,20,HV0003,Uber,36618,167718.53,43888934,874118.38,32590.95,738869.6,2508.75,41151.75,21283.5,784,494
2025-11-01,2025-11,21,HV0003,Uber,34765,166521.51,42290398,865819.9299999999,31532.46,715924.9,2556.25,39801.0,20973.0,824,545
2025-11-01,2025-11,22,HV0003,Uber,35317,175948.37,44853920,950245.23,35928.42,773764.09,2006.25,41140.75,22093.5,1133,838
2025-11-01,2025-11,23,HV0003,Uber,36100,183593.91999999998,46086594,1046678.0800000001,33733.63,915724.86,1793.75,41624.75,22527.0,1352,1007
2025-11-02,2025-11,0,HV0003,Uber,36360,184978.18,43129476,1109026.53,34299.85,958292.89,1356.25,42387.5,23691.0,1523,1181
2025-11-02,2025-11,1,HV0003,Uber,52338,279199.3,58426510,1419086.07,42164.1,1192652.74,896.25,64358.25,36850.5,2409,1661
2025-11-02,2025-11,2,HV0003,Uber,16890,98697.31,18633499,457999.79,11741.22,370692.58,560.0,19447.75,11356.5,849,631
2025-11-02,2025-11,3,HV0003,Uber,13759,86998.6,15386912,406425.77,9697.79,323925.94,1846.25,14053.25,8389.5,770,560
2025-11-02,2025-11,4,HV0003,Uber,11753,77341.64,13052688,394855.82,11470.84,306470.11,3788.75,11432.25,6774.0,623,437
2025-11-02,2025-11,5,HV0003,Uber,11233,76664.72,12432714,388166.87,14255.46,301648.36,5127.5,12746.5,7119.0,516,338
2025-11-02,2025-11,6,HV0003,Uber,11751,80377.61,13244894,361245.13,14276.15,287386.63,4886.25,12100.25,6358.5,535,356
2025-11-02,2025-11,7,HV0003,Uber,12223,76911.22,12956976,330644.79,13762.57,255127.61,4332.5,10496.75,5436.0,494,280
