pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2019-03-01,2019-03,0,HV0003,Uber,18457,103384.78,19919181,304294.05,7868.63,301352.34,0,20106.75,4780,3587
2019-03-01,2019-03,1,HV0003,Uber,10403,54768.19,10138762,155521.72,3696.68,155343.37,0,10844.25,2818,1923
2019-03-01,2019-03,2,HV0003,Uber,6918,36166.6,6430083,98985.34,2204.61,98710.93,0,6779.75,2017,1333
2019-03-01,2019-03,3,HV0003,Uber,5275,31515.37,5096843,83941.44,1869.02,83294.91,0,4711.0,1430,891
2019-03-01,2019-03,4,HV0003,Uber,5913,42692.14,6420640,114538.04,2789.13,111879.81,0,5162.0,1417,924
2019-03-01,2019-03,5,HV0003,Uber,8197,59033.75,9899540,167063.3,4744.84,165063.01,0,7826.25,1723,1160
2019-03-01,2019-03,6,HV0003,Uber,15446,89214.54000000001,19436863,293479.3,7104.73,296551.16000000003,0,12904.5,3482,2688
2019-03-01,2019-03,7,HV0003,Uber,25884,108127.2,31496863,476294.43,10163.09,485610.54,0,20653.0,4942,3984
2019-03-01,2019-03,8,HV0003,Uber,33667,124436.43,40198034,553794.31,11903.89,566484.14,0,29240.0,7363,5739
2019-03-01,2019-03,9,HV0003,Uber,28298,110279.14,32813185,425377.5,10535.26,426421.19,0,28377.5,6576,4718
2019-03-01,2019-03,10,HV0003,Uber,22085,95371.68,25682288,341112.42,9484.01,342994.66,0,22489.25,5316,3739
2019-03-01,2019-03,11,HV0003,Uber,21367,95848.73,25278797,340666.94,9947.11,342513.58,0,22062.5,5300,3582
2019-03-01,2019-03,12,HV0003,Uber,22183,101827.17,25999735,351955.38,10224.0,355039.66000000003,0,21580.25,6067,4298
2019-03-01,2019-03,13,HV0003,Uber,23496,112716.05,28712434,385595.15,10736.35,389210.49,0,21759.5,6561,4745
2019-03-01,2019-03,14,HV0003,Uber,25718,117067.96,33458867,432596.0,12146.23,435407.44,0,23037.0,7088,5308
2019-03-01,2019-03,15,HV0003,Uber,26551,117972.65,36007809,458936.27999999997,12908.85,460984.43,0,24377.0,7100,5261
2019-03-01,2019-03,16,HV0003,Uber,28185,121809.0,37873494,481008.93,13195.02,476533.65,0,26174.5,7195,5297
2019-03-01,2019-03,17,HV0003,Uber,32933,130227.2,41445130,505344.68,13032.369999999999,510614.61,0,30890.5,8879,6898
2019-03-01,2019-03,18,HV0003,Uber,37535,147237.89,44072853,553560.87,14747.12,555663.53,0,37728.75,9482,7459
2019-03-01,2019-03,19,HV0003,Uber,39965,164613.93,44129150,569530.54,15560.67,579366.45,0,41965.75,9942,7599
2019-03-01,2019-03,20,HV0003,Uber,37627,166182.6,40026519,536291.26,13573.53,544817.99,0,40062.0,8867,6551
2019-03-01,2019-03,21,HV0003,Uber,35165,163178.26,37182267,518570.67000000004,13227.46,521118.78,0,37054.25,7845,5980
2019-03-01,2019-03,22,HV0003,Uber,36492,172361.62,38804099,544143.5,13427.53,545933.56,0,39962.5,7756,6056
2019-03-01,2019-03,23,HV0003,Uber,35748,174702.55,38293724,541472.89,13026.09,541913.35,0,38890.0,7875,6293
2019-03-02,2019-03,0,HV0003,Uber,29647,144071.4,30582852,441246.8,10085.8,444103.41,0,30483.0,6484,5137
2019-03-02,2019-03,1,HV0003,Uber,22925,109889.79999999999,22836740,333824.99,6878.34,336291.07,0,23441.5,5070,3900
2019-03-02,2019-03,2,HV0003,Uber,16983,83473.23,17860479,251815.08,5203.36,259103.0,0,17178.75,3748,2822
2019-03-02,2019-03,3,HV0003,Uber,11741,60456.14,14030296,192036.45,4000.27,201182.18,0,10117.25,2629,2002
2019-03-02,2019-03,4,HV0003,Uber,9329,52018.48,11710285,191903.6,4130.82,197994.9,0,6598.75,2046,1602
2019-03-02,2019-03,5,HV0003,Uber,7864,52420.09,10318545,160080.53,4855.29,166895.38,0,5514.5,1777,1369
2019-03-02,2019-03,6,HV0003,Uber,9378,62244.69,11525814,194155.85,5229.82,199435.71,0,6960.0,2214,1774
2019-03-02,2019-03,7,HV0003,Uber,13511,76846.74,14930521,222132.41,6308.33,234867.64,0,10208.0,3864,3076
2019-03-02,2019-03,8,HV0003,Uber,18848,91606.47,19046781,269096.11,7360.35,285378.09,0,14503.25,5399,4372
2019-03-02,2019-03,9,HV0003,Uber,23257,100028.65,21854024,305387.79,9030.39,320576.23,0,20707.75,6080,4735
2019-03-02,2019-03,10,HV0003,Uber,25102,103970.95999999999,23278564,317310.95999999996,9761.05,330530.05,0,25285.75,6111,4568
2019-03-02,2019-03,11,HV0003,Uber,27274,112809.86,26271780,346812.65,10518.55,362512.44,0,28443.5,7077,5366
