pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-06-01,2025-06,0,HV0003,Uber,30415,157117.75,33978779,804523.03,24760.81,661680.22,1465.0,29116.25,16317.0,2061,1479
2025-06-01,2025-06,1,HV0003,Uber,23157,118945.25,24249052,565554.18,15819.27,451946.64,766.25,22487.25,13059.0,1723,1295
2025-06-01,2025-06,2,HV0003,Uber,17293,93043.06,17956889,439134.18,11632.289999999999,340480.54,640.0,17043.5,10158.0,1406,1013
2025-06-01,2025-06,3,HV0003,Uber,13160,78594.36,13819612,360937.07,8763.92,272886.71,1871.25,12177.25,7447.5,1126,793
2025-06-01,2025-06,4,HV0003,Uber,10149,69235.82,11119688,334380.79,8779.4,241904.38,3585.0,7526.0,4705.5,850,585
2025-06-01,2025-06,5,HV0003,Uber,8231,60035.84,8948961,246360.62,8917.52,187171.61,4362.5,6174.0,3543.0,642,400
2025-06-01,2025-06,6,HV0003,Uber,9388,68897.77,10097722,271543.48,9879.54,209803.22,4708.75,7444.25,3940.5,787,506
2025-06-01,2025-06,7,HV0003,Uber,11415,77365.18,11889362,305694.21,12071.94,241663.98,4606.25,9426.5,4962.0,904,575
2025-06-01,2025-06,8,HV0003,Uber,13630,83264.59,13763628,349743.91,14390.48,272945.63,4731.25,11576.25,5941.5,778,464
2025-06-01,2025-06,9,HV0003,Uber,17573,99286.22,17833435,442526.36,20444.18,344533.67,5283.75,15776.25,7980.0,726,368
2025-06-01,2025-06,10,HV0003,Uber,21501,113507.77,22676253,531443.26,24431.19,418895.81,5196.25,19916.0,9799.5,722,388
2025-06-01,2025-06,11,HV0003,Uber,22193,115335.55,25689632,572793.2,26355.27,454180.71,5647.5,21483.25,10803.0,662,329
2025-06-01,2025-06,12,HV0003,Uber,22185,119227.18000000001,28393090,623608.16,28562.63,492555.33999999997,6147.5,21477.0,10987.5,700,360
2025-06-01,2025-06,13,HV0003,Uber,22246,122059.37,29689359,658302.33,29732.96,514019.57,6850.0,20679.75,10614.0,696,347
2025-06-01,2025-06,14,HV0003,Uber,23018,127209.43,31284685,694538.89,29954.57,537669.28,7530.0,20101.75,10237.5,835,433
2025-06-01,2025-06,15,HV0003,Uber,24247,133900.3,32900011,706958.75,30062.89,561155.6599999999,8030.0,21061.75,10827.0,989,574
2025-06-01,2025-06,16,HV0003,Uber,24986,138590.79,34400352,728316.61,31037.64,587310.86,8000.0,22930.75,11985.0,964,551
2025-06-01,2025-06,17,HV0003,Uber,23721,129164.98,31380748,667607.17,29366.13,539915.21,7212.5,22910.75,11842.5,894,505
2025-06-01,2025-06,18,HV0003,Uber,24745,132442.77,30329292,661855.78,28158.32,531998.46,7098.75,24717.25,12717.0,971,579
2025-06-01,2025-06,19,HV0003,Uber,22600,122325.49,25732871,580883.52,24002.13,467525.92,6055.0,21930.5,11272.5,821,465
2025-06-01,2025-06,20,HV0003,Uber,21305,114944.18,23734314,514635.46,20670.03,434044.65,4885.0,19947.25,10332.0,974,586
2025-06-01,2025-06,21,HV0003,Uber,22086,119207.92,24252597,532578.86,21440.73,444120.01,4470.0,20769.75,10966.5,1218,843
2025-06-01,2025-06,22,HV0003,Uber,20502,114418.79,22233794,503385.3,17959.56,415169.02,4618.75,18262.75,9798.0,1479,1057
2025-06-01,2025-06,23,HV0003,Uber,16891,97471.22,17669276,392008.74,12018.56,333281.76,4192.5,12827.25,6966.0,1465,1065
2025-06-02,2025-06,0,HV0003,Uber,11199,66442.45,11345477,270187.61,8709.7,222307.18,2996.25,8503.0,4650.0,992,664
2025-06-02,2025-06,1,HV0003,Uber,6856,39977.01,6639297,160913.75,4589.67,129643.2,1536.25,4895.5,2733.0,528,303
2025-06-02,2025-06,2,HV0003,Uber,4445,25269.25,4194451,100681.15,2452.86,81059.07,765.0,3200.75,1839.0,366,201
2025-06-02,2025-06,3,HV0003,Uber,4037,26668.65,4018669,105808.87,3113.28,82193.69,1858.75,2581.0,1564.5,325,156
2025-06-02,2025-06,4,HV0003,Uber,5507,41997.62,5849963,178818.71,7230.25,129026.59,4311.25,3936.75,2218.5,333,165
2025-06-02,2025-06,5,HV0003,Uber,8108,60832.6,8922358,261904.47,11269.49,189299.83,5392.5,6951.0,3583.5,495,287
2025-06-02,2025-06,6,HV0003,Uber,13716,86538.33,15799114,401774.84,15137.33,298223.4,5493.75,11477.5,5934.0,762,485
2025-06-02,2025-06,7,HV0003,Uber,21645,108759.8,25373649,593263.0,23111.71,439389.26,5237.5,17409.75,8689.5,971,580
2025-06-02,2025-06,8,HV0003,Uber,25681,117186.65,29620412,667770.97,27583.64,497670.84,5502.5,22409.75,11278.5,1028,536
