pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-12-01,2025-12,0,HV0003,Uber,10294,60587.37,10240274,254118.52,8548.16,209859.69,3442.5,7849.5,4221.0,643,412
2025-12-01,2025-12,1,HV0003,Uber,6154,36808.87,6020075,144182.0,4777.81,120767.37,2297.5,4382.25,2443.5,339,209
2025-12-01,2025-12,2,HV0003,Uber,4066,23783.71,3814353,94466.45,2697.54,76252.84,1280.0,2833.75,1569.0,215,88
2025-12-01,2025-12,3,HV0003,Uber,3867,26408.45,3873634,105039.1,3933.56,79724.95,2436.25,2611.0,1551.0,170,77
2025-12-01,2025-12,4,HV0003,Uber,5984,47804.72,6965980,205171.13,9948.49,146819.68,5382.5,4305.0,2493.0,225,105
2025-12-01,2025-12,5,HV0003,Uber,8907,66333.45,11317617,301844.48,14455.28,221376.88,6168.75,7402.0,3882.0,346,206
2025-12-01,2025-12,6,HV0003,Uber,14964,92136.55,19076504,458869.66,18871.93,341779.76,6213.75,12275.0,6271.5,573,379
2025-12-01,2025-12,7,HV0003,Uber,23941,116826.62,31227013,717248.3300000001,26860.87,529036.47,5960.0,17943.75,8850.0,725,443
2025-12-01,2025-12,8,HV0003,Uber,29069,125440.27,36268227,788301.26,31533.38,595899.1,5848.75,23144.0,11506.5,734,426
2025-12-01,2025-12,9,HV0003,Uber,24037,110506.05,29323890,644875.19,28856.96,490247.95,5805.0,21525.5,10603.5,501,234
2025-12-01,2025-12,10,HV0003,Uber,19816,97935.76000000001,24577487,575300.83,28006.83,425202.13,6027.5,18281.5,8862.0,340,114
2025-12-01,2025-12,11,HV0003,Uber,18399,91046.73,23448237,543714.61,27331.66,400020.58,6035.0,17429.25,8620.5,249,80
2025-12-01,2025-12,12,HV0003,Uber,18752,93839.48,23751332,560630.78,28746.47,406045.8,6267.5,18090.25,8956.5,283,105
2025-12-01,2025-12,13,HV0003,Uber,19682,98136.04,25440839,597128.48,29257.53,433626.42,6545.0,18120.75,9075.0,331,99
2025-12-01,2025-12,14,HV0003,Uber,21906,105643.53,30396517,685358.82,33215.67,503344.94,7360.0,18745.5,9523.5,358,134
2025-12-01,2025-12,15,HV0003,Uber,22917,106942.82,33274358,718401.3,36254.66,537712.82,7310.0,20233.5,10023.0,379,131
2025-12-01,2025-12,16,HV0003,Uber,24716,112276.07,36903349,758882.03,38499.74,586832.75,7048.75,22122.25,10914.0,463,199
2025-12-01,2025-12,17,HV0003,Uber,27561,116685.6,38759755,800910.54,37615.53,619968.08,6122.5,26398.5,13144.5,609,284
2025-12-01,2025-12,18,HV0003,Uber,27153,118118.95,33366888,728346.95,34045.98,556194.15,5675.0,27988.75,13885.5,541,262
2025-12-01,2025-12,19,HV0003,Uber,24391,115539.70999999999,27381822,648818.46,31256.55,488473.0,5257.5,25672.0,13303.5,488,227
2025-12-01,2025-12,20,HV0003,Uber,23302,124286.89,25690009,666953.19,34076.76,490081.46,4322.5,27167.5,14781.0,519,294
2025-12-01,2025-12,21,HV0003,Uber,21862,119744.89,23676485,634783.23,32128.04,464926.14,4516.25,26997.75,14844.0,478,284
2025-12-01,2025-12,22,HV0003,Uber,19862,106149.99,21391730,527799.11,25355.67,414581.31,3831.25,22717.25,12322.5,655,429
2025-12-01,2025-12,23,HV0003,Uber,15690,85220.43,16356105,402350.42000000004,17191.15,316812.18000000005,3818.75,15980.0,8545.5,662,454
2025-12-02,2025-12,0,HV0003,Uber,11249,65202.39,11837359,310145.28,14079.57,253775.7,4566.25,10922.5,5931.0,539,341
2025-12-02,2025-12,1,HV0003,Uber,6028,31638.02,5568253,133682.51,4623.95,107263.37,1438.75,5480.25,3015.0,266,134
2025-12-02,2025-12,2,HV0003,Uber,3820,20517.98,3449156,83619.54,2953.87,67139.23,1032.5,3289.5,1809.0,168,75
2025-12-02,2025-12,3,HV0003,Uber,3557,22819.62,3476864,92689.52,3658.65,70558.11,2185.0,2668.25,1557.0,149,59
2025-12-02,2025-12,4,HV0003,Uber,5166,38488.2,5618294,165711.59,8474.28,118592.88,4562.5,4185.5,2404.5,148,59
2025-12-02,2025-12,5,HV0003,Uber,8559,59617.68,9785471,264650.77,13351.57,194402.62,5768.75,7509.0,3915.0,281,164
2025-12-02,2025-12,6,HV0003,Uber,15405,89465.73,18098565,431776.71,19345.13,328509.37,5313.75,13691.0,6841.5,474,303
2025-12-02,2025-12,7,HV0003,Uber,26454,116805.9,31149361,701825.17,29208.989999999998,535502.35,4696.25,22190.0,10755.0,628,367
2025-12-02,2025-12,8,HV0003,Uber,32073,129018.24,38163652,830335.15,36315.44,634360.57,4670.0,30072.5,14790.0,577,241
2025-12-02,2025-12,9,HV0003,Uber,29483,117633.6,35608427,759488.1,35359.06,578838.7,4915.0,30234.5,14815.5,494,194
2025-12-02,2025-12,10,HV0003,Uber,24782,104315.56,30365253,700730.87,36024.69,500727.61,5338.75,25681.0,12432.0,382,137
2025-12-02,2025-12,11,HV0003,Uber,23569,98661.38,29308728,685073.72,38568.53,483708.75,5128.75,25681.5,12712.5,323,124
2025-12-02,2025-12,12,HV0003,Uber,23429,99124.20999999999,28811840,670834.29,35836.71,477340.84,5477.5,24849.75,12138.0,317,89
2025-12-02,2025-12,13,HV0003,Uber,24748,103984.37,30953013,704790.48,37688.31,509222.45,5678.75,25201.25,12556.5,400,114
2025-12-02,2025-12,14,HV0003,Uber,30847,117037.74,38864999,836575.83,41231.15,617767.17,5725.0,26966.25,13249.5,512,194
2025-12-02,2025-12,15,HV0003,Uber,31741,121270.65,42314835,926326.98,45589.58,674386.67,6381.25,28501.25,14002.5,587,235
2025-12-02,2025-12,16,HV0003,Uber,29945,115870.88,40227012,887624.23,44936.69,643633.59,5662.5,28313.5,13900.5,656,304
2025-12-02,2025-12,17,HV0003,Uber,31894,121602.98000000001,40461284,943866.0900000001,47064.73,672624.4299999999,4880.0,33084.75,16371.0,697,355
2025-12-02,2025-12,18,HV0003,Uber,30704,120813.82,35058260,833013.96,41207.44,599435.46,4458.75,35894.5,17914.5,629,299
2025-12-02,2025-12,19,HV0003,Uber,27127,124024.16,28906952,718103.73,36004.82,520235.91,3631.25,31803.75,16887.0,480,221
2025-12-02,2025-12,20,HV0003,Uber,26120,145978.91,29455810,808729.64,44760.899999999994,570697.02,3985.0,32926.25,18520.5,465,256
2025-12-02,2025-12,21,HV0003,Uber,24563,150306.67,28199540,970266.49,53367.17,640039.3,3938.75,31535.5,18183.0,539,313
2025-12-02,2025-12,22,HV0003,Uber,22539,131012.75,25080255,774970.29,40828.28,531742.75,3300.0,27605.25,15829.5,680,454
2025-12-02,2025-12,23,HV0003,Uber,18189,99937.67,19184372,488666.03,22692.48,379837.17,3165.0,20757.0,11613.0,662,473
2025-12-03,2025-12,0,HV0003,Uber,12412,68657.26,12491950,323811.99,14690.88,248336.99,2936.25,13650.75,7710.0,556,362
