pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2019-11-01,2019-11,0,HV0003,Uber,25142,116700.4,25381390,406040.12,11008.33,364734.75,0.0,29298.25,3730,2785
2019-11-01,2019-11,1,HV0003,Uber,20646,96530.42,19780565,333966.72,8082.31,304816.66,0.0,24463.5,3104,2490
2019-11-01,2019-11,2,HV0003,Uber,15502,76409.05,14781214,252426.1,5955.16,232245.45,0.0,17825.0,2552,1940
2019-11-01,2019-11,3,HV0003,Uber,12055,62789.03,11400562,205877.07,4248.89,190492.56,0.0,12355.5,1988,1397
2019-11-01,2019-11,4,HV0003,Uber,10159,61081.78,9890683,188678.18,4289.45,172581.75,0.0,9307.25,1559,1019
2019-11-01,2019-11,5,HV0003,Uber,10060,64002.52,10364845,182399.92,5592.19,165912.71,0.0,9492.75,1296,738
2019-11-01,2019-11,6,HV0003,Uber,14166,77772.08,15681151,261772.45,7249.77,237574.93,0.0,12795.0,1553,933
2019-11-01,2019-11,7,HV0003,Uber,23212,96919.62,25718677,403986.53,11459.33,374568.75,0.0,19279.75,2142,1323
2019-11-01,2019-11,8,HV0003,Uber,28282,107669.92000000001,31452365,459773.55,13611.09,425592.83,0.0,25125.75,2862,1748
2019-11-01,2019-11,9,HV0003,Uber,23790,97990.06,26988623,385057.51,12555.74,347860.6,0.0,24538.75,2601,1475
2019-11-01,2019-11,10,HV0003,Uber,19936,88980.78,23303760,338228.39,12856.01,303059.93,0.0,21003.75,2390,1286
2019-11-01,2019-11,11,HV0003,Uber,18850,85167.58,22576180,323843.26999999996,12667.66,292173.44,0.0,20455.5,2332,1207
2019-11-01,2019-11,12,HV0003,Uber,19357,89180.58,23966459,345700.38,13545.62,310154.3,0.0,20678.5,2564,1478
2019-11-01,2019-11,13,HV0003,Uber,20440,93146.75,25553237,368263.18,14485.94,328566.43,0.0,20737.75,2788,1716
2019-11-01,2019-11,14,HV0003,Uber,22280,96221.79000000001,30430873,409583.14,15364.329999999998,373280.15,0.0,21811.75,2988,1808
2019-11-01,2019-11,15,HV0003,Uber,22966,97224.63,34084411,442628.45,16872.79,403863.82,0.0,22892.0,3111,1840
2019-11-01,2019-11,16,HV0003,Uber,23925,95916.56,34649050,446379.03,17124.75,406244.96,0.0,24040.25,2994,1842
2019-11-01,2019-11,17,HV0003,Uber,28526,107795.13,38732706,493388.42000000004,18162.05,455010.69,0.0,29511.0,3683,2406
2019-11-01,2019-11,18,HV0003,Uber,32506,119934.51,40611013,541348.5,18840.71,495125.34,0.0,35072.5,4053,2787
2019-11-01,2019-11,19,HV0003,Uber,34861,132173.91,39320878,541600.01,17861.41,500281.18999999994,0.0,39445.0,3793,2642
2019-11-01,2019-11,20,HV0003,Uber,35303,148078.91,37893851,532675.12,17639.3,495042.37,0.0,40137.25,3816,2680
2019-11-01,2019-11,21,HV0003,Uber,34813,154512.13,37076912,532676.79,16538.7,495792.29,0.0,40185.25,3860,2796
2019-11-01,2019-11,22,HV0003,Uber,36508,165815.46,39769511,574999.37,18179.49,531868.54,0.0,42291.75,4124,3296
2019-11-01,2019-11,23,HV0003,Uber,34896,162225.83,37772738,594425.87,19170.33,532139.34,0.0,39904.25,4020,3350
2019-11-02,2019-11,0,HV0003,Uber,30990,139966.51,30972564,480198.12,13172.31,435932.22,0.0,35927.5,3690,2774
2019-11-02,2019-11,1,HV0003,Uber,25076,115440.79000000001,23739163,366007.10000000003,9768.05,336530.97,0.0,28368.0,3160,2481
2019-11-02,2019-11,2,HV0003,Uber,19215,92766.28,17935328,287548.82,6905.49,263374.98,0.0,21462.5,2477,1917
2019-11-02,2019-11,3,HV0003,Uber,14553,73715.78,13543382,223907.17,4821.57,204270.57,0.0,14946.75,1913,1385
2019-11-02,2019-11,4,HV0003,Uber,11011,60008.17,10324700,179820.34,4725.9,163331.25,0.0,10130.75,1507,979
2019-11-02,2019-11,5,HV0003,Uber,7673,47985.66,7510241,129195.32,3645.12,117740.0,0.0,5989.25,1123,616
2019-11-02,2019-11,6,HV0003,Uber,9209,56225.0,9094450,155027.09,4651.73,141348.42,0.0,7554.5,1350,772
2019-11-02,2019-11,7,HV0003,Uber,13199,71283.51999999999,12414719,206720.59,6305.63,188951.53,0.0,11342.25,1756,1005
2019-11-02,2019-11,8,HV0003,Uber,16857,82845.71,16718757,249900.31,8449.76,236720.98,0.0,15282.75,2108,1199
2019-11-02,2019-11,9,HV0003,Uber,20021,90243.93,19549338,292283.99,10588.63,273913.6,0.0,19587.25,2293,1336
2019-11-02,2019-11,10,HV0003,Uber,21966,94330.51,21575953,319506.03,12413.81,294904.31,0.0,24041.5,2326,1314
2019-11-02,2019-11,11,HV0003,Uber,23383,98832.73999999999,24090302,347921.53,13650.26,320458.24,0.0,26245.5,2470,1435
2019-11-02,2019-11,12,HV0003,Uber,24760,102292.76,26674399,376118.07,14089.37,346481.6,0.0,28584.75,2631,1653
2019-11-02,2019-11,13,HV0003,Uber,25850,106865.74,28454473,396597.3,14489.84,365925.72,0.0,29096.0,2819,1848
2019-11-02,2019-11,14,HV0003,Uber,25815,106388.45,28847312,401078.86,14390.44,368766.38,0.0,27423.5,2877,1795
2019-11-02,2019-11,15,HV0003,Uber,26360,107582.57,30170390,416209.28,14752.38,382417.04,0.0,28102.5,2931,1871
2019-11-02,2019-11,16,HV0003,Uber,28060,112775.37,33041286,443389.08,16157.62,412767.53,0.0,30641.25,3142,2062
2019-11-02,2019-11,17,HV0003,Uber,30721,125119.8,37463126,503078.98,18862.77,466666.33,0.0,36320.75,3081,2137
2019-11-02,2019-11,18,HV0003,Uber,34179,133136.79,41005872,548799.56,19067.72,514112.66000000003,0.0,39772.25,3462,2497
2019-11-02,2019-11,19,HV0003,Uber,36930,143040.98,43239466,592919.22,20199.43,561226.03,0.0,43745.0,3527,2644
2019-11-02,2019-11,20,HV0003,Uber,35233,141431.35,41145650,526236.52,16471.05,517942.37,0.0,38574.25,3431,2620
2019-11-02,2019-11,21,HV0003,Uber,35181,149417.65,38788757,523541.56,16203.29,504275.04,0.0,38143.25,3466,2647
2019-11-02,2019-11,22,HV0003,Uber,37060,162806.16,40244740,570969.7,16779.45,535581.01,0.0,40784.0,3933,3269
2019-11-02,2019-11,23,HV0003,Uber,37377,168866.95,40946657,618585.32,18468.32,573642.83,0.0,41388.5,3862,3359
2019-11-03,2019-11,0,HV0003,Uber,33849,153675.19,36165946,550349.86,15483.970000000001,518799.67000000004,0.0,36297.5,3703,6049
2019-11-03,2019-11,1,HV0003,Uber,52225,255743.98,51380684,870490.77,22315.59,802706.43,0.0,55207.75,6201,39114
2019-11-03,2019-11,2,HV0003,Uber,17201,89318.36,16144604,270000.0,5696.61,249846.66999999998,0.0,17210.5,2151,1569
2019-11-03,2019-11,3,HV0003,Uber,12978,71543.76,12205179,219673.87,4367.67,198990.31,0.0,11721.75,1551,1016
2019-11-03,2019-11,4,HV0003,Uber,10194,58103.34,9475624,167945.22,4315.96,153707.48,0.0,8964.25,1243,724
2019-11-03,2019-11,5,HV0003,Uber,9333,55960.99,8712103,169550.73,6058.7,154107.69,0.0,11459.75,1068,617
2019-11-03,2019-11,6,HV0003,Uber,9072,57727.22,8722556,162648.4,6144.49,145885.04,0.0,8997.0,1226,697
2019-11-03,2019-11,7,HV0003,Uber,10165,62083.69,9633359,172676.47,6380.87,156808.0,0.0,9066.0,1377,723
2019-11-03,2019-11,8,HV0003,Uber,12200,65523.83,11331475,191950.31,6977.639999999999,175094.45,0.0,10664.0,1579,827
2019-11-03,2019-11,9,HV0003,Uber,15333,75411.64,14988291,238356.5,8824.36,223156.6,0.0,13643.5,1777,1015
2019-11-03,2019-11,10,HV0003,Uber,18835,86816.3,18287633,305957.18,10932.64,281369.27,0.0,17007.0,2133,1256
2019-11-03,2019-11,11,HV0003,Uber,20300,89689.46,19719322,313971.73,11236.62,289215.07,0.0,20253.0,2097,1210
2019-11-03,2019-11,12,HV0003,Uber,21352,97995.53,21871281,352680.47,13119.79,323687.54000000004,0.0,21882.75,2147,1211
2019-11-03,2019-11,13,HV0003,Uber,21716,102949.02,23662924,372670.73,14396.34,337660.15,0.0,22297.0,2190,1343
2019-11-03,2019-11,14,HV0003,Uber,22179,107610.99,25853106,415080.93,15201.22,377543.34,0.0,22482.5,2226,1326
2019-11-03,2019-11,15,HV0003,Uber,22933,112973.65,27761829,464665.03,16906.329999999998,417905.47,0.0,23241.25,2396,1555
2019-11-03,2019-11,16,HV0003,Uber,23815,114136.64,28820469,484060.54,17811.33,433991.98,0.0,24671.75,2593,1744
2019-11-03,2019-11,17,HV0003,Uber,26258,121010.61,31261286,524452.52,18743.53,474263.07,0.0,28263.0,2803,1991
2019-11-03,2019-11,18,HV0003,Uber,27700,122475.32,30034357,482717.54000000004,16989.0,435533.06999999995,0.0,30709.75,3016,2008
2019-11-03,2019-11,19,HV0003,Uber,27227,125419.32,28050475,427510.15,15349.25,394398.82,0.0,30089.75,3117,2101
2019-11-03,2019-11,20,HV0003,Uber,25360,121858.61,25459389,394411.96,13602.0,362150.51,0.0,27629.25,3013,2025
2019-11-03,2019-11,21,HV0003,Uber,23099,113954.2,22002752,355028.97000000003,12522.91,324879.77,0.0,24599.25,2785,1780
2019-11-03,2019-11,22,HV0003,Uber,20254,101100.94,18669660,300687.86,9693.39,278190.1,0.0,19807.25,2842,1975
2019-11-03,2019-11,23,HV0003,Uber,15976,78084.18,13872359,227093.5,6848.88,209524.8,0.0,14182.0,2514,1572
2019-11-04,2019-11,0,HV0003,Uber,10903,57087.63,9541675,149626.47,4071.11,146734.51,0.0,8579.0,1940,1069
2019-11-04,2019-11,1,HV0003,Uber,6279,30994.12,5237355,78985.65000000001,2002.45,79016.15,0.0,4710.75,1248,682
2019-11-04,2019-11,2,HV0003,Uber,4035,20431.44,3403380,52512.72,1386.32,52013.72,0.0,2947.0,777,366
2019-11-04,2019-11,3,HV0003,Uber,3430,20874.02,3091589,52490.17,1656.39,50327.56,0.0,2470.5,556,267
2019-11-04,2019-11,4,HV0003,Uber,5548,40796.98,5593244,111597.03,4291.8,100114.7,0.0,4868.0,687,345
2019-11-04,2019-11,5,HV0003,Uber,9074,68582.54,10158937,191450.89,7684.92,172350.91,0.0,8808.5,904,480
2019-11-04,2019-11,6,HV0003,Uber,15246,92347.4,18157642,296707.61,10862.06,270194.18,0.0,14344.25,1522,852
2019-11-04,2019-11,7,HV0003,Uber,23755,107584.76,28853226,399404.7,14462.75,386699.79,0.0,21016.0,2205,1332
2019-11-04,2019-11,8,HV0003,Uber,26829,112769.23000000001,32951691,424290.29,15465.029999999999,426088.79000000004,0.0,25440.0,2822,1718
2019-11-04,2019-11,9,HV0003,Uber,21919,97457.52,26225374,345362.02,14694.33,339575.93,0.0,23504.5,2463,1303
2019-11-04,2019-11,10,HV0003,Uber,18134,86403.13,21983243,297683.6,13381.0,292614.44,0.0,19512.75,2195,1148
2019-11-04,2019-11,11,HV0003,Uber,16763,80808.39,20251257,280366.65,13205.75,270120.87,0.0,18434.25,2020,1021
2019-11-04,2019-11,12,HV0003,Uber,17383,85073.94,20885367,290924.76,13533.29,279558.56,0.0,19134.0,2195,1156
2019-11-04,2019-11,13,HV0003,Uber,18197,89995.88,21849296,312540.91,13567.49,298796.19,0.0,19011.75,2626,1464
2019-11-04,2019-11,14,HV0003,Uber,20490,97859.52,25550350,352206.81,14807.95,336770.88,0.0,20226.0,2675,1532
2019-11-04,2019-11,15,HV0003,Uber,22025,101122.54000000001,29298017,380834.72000000003,15861.539999999999,369339.84,0.0,22790.0,2886,1651
2019-11-04,2019-11,16,HV0003,Uber,23467,101615.8,32253464,389743.3,16729.96,393091.4,0.0,23547.25,3102,1916
2019-11-04,2019-11,17,HV0003,Uber,27671,111346.26,38174659,443171.15,18190.35,466377.62,0.0,27958.75,3717,2502
2019-11-04,2019-11,18,HV0003,Uber,28928,114170.1,35446004,464620.20999999996,18415.9,467692.32999999996,0.0,30796.0,4039,2705
2019-11-04,2019-11,19,HV0003,Uber,26643,114318.25,29019682,387386.43,15116.68,384345.23,0.0,29076.0,3932,2622
