pickup_date,pickup_month,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2019-10-01,2019-10,0,HV0003,Uber,9811,51524.4,8899355,157149.1,4274.28,132790.44,0.0,8375.5,2231,1311
2019-10-01,2019-10,1,HV0003,Uber,5790,27493.28,4798093,82905.29,1822.25,70425.27,0.0,4878.25,1348,762
2019-10-01,2019-10,2,HV0003,Uber,3936,18744.66,3234687,55945.02,1291.45,48062.65,0.0,3093.25,948,479
2019-10-01,2019-10,3,HV0003,Uber,3049,16700.1,2657614,48965.58,1149.38,41343.37,0.0,2312.0,660,297
2019-10-01,2019-10,4,HV0003,Uber,4149,28300.27,3967319,81722.63,2698.84,66285.2,0.0,3333.75,728,360
2019-10-01,2019-10,5,HV0003,Uber,6463,44739.47,6495199,132046.24,4318.62,106457.88,0.0,6204.0,938,466
2019-10-01,2019-10,6,HV0003,Uber,11218,64191.9,11568257,212196.97,6230.44,171336.23,0.0,10919.25,1617,995
2019-10-01,2019-10,7,HV0003,Uber,17719,83297.92,18192530,320003.42,10152.69,253327.53,0.0,18070.75,2104,1199
2019-10-01,2019-10,8,HV0003,Uber,21507,90759.74,22254484,369373.7,11273.96,294319.45999999996,0.0,22850.5,2834,1766
2019-10-01,2019-10,9,HV0003,Uber,18529,80069.61,19252530,316975.82,10773.35,256759.61,0.0,21083.5,2760,1602
2019-10-01,2019-10,10,HV0003,Uber,15566,71977.01,16684328,280095.74,10284.34,227655.37,0.0,17547.0,2324,1264
2019-10-01,2019-10,11,HV0003,Uber,14775,69434.12,16200620,269160.63,10891.72,219853.92,0.0,16820.25,2239,1207
2019-10-01,2019-10,12,HV0003,Uber,14870,69405.82,15982507,269991.41,10903.369999999999,218800.7,0.0,16326.25,2361,1193
2019-10-01,2019-10,13,HV0003,Uber,15486,75952.78,16927866,289176.03,11027.87,234467.24,0.0,16511.25,2362,1198
2019-10-01,2019-10,14,HV0003,Uber,16446,81304.5,18981057,325368.81,12719.49,260590.68,0.0,17707.5,2459,1303
2019-10-01,2019-10,15,HV0003,Uber,17657,82709.91,20326905,348128.6,13710.12,274288.19,0.0,19036.75,2695,1475
2019-10-01,2019-10,16,HV0003,Uber,18470,82955.68,21115989,352431.23,13245.41,278625.91000000003,0.0,19667.75,2940,1679
2019-10-01,2019-10,17,HV0003,Uber,21157,87994.72,23228381,380496.73,13616.99,300669.54,0.0,23572.5,3611,2282
2019-10-01,2019-10,18,HV0003,Uber,23599,99185.57,24388781,401131.7,14714.85,322865.6,0.0,28192.25,4054,2740
2019-10-01,2019-10,19,HV0003,Uber,23721,108197.07,23970628,402084.44,14199.509999999998,329176.42000000004,0.0,27385.25,4108,2774
2019-10-01,2019-10,20,HV0003,Uber,22833,120519.84,23851671,427257.76,14716.03,347662.43,0.0,27015.5,3569,2407
2019-10-01,2019-10,21,HV0003,Uber,22090,119610.52,23289980,425869.56,14847.79,343525.88,0.0,27979.5,3293,2155
2019-10-01,2019-10,22,HV0003,Uber,19735,105918.56,20325458,370269.34,13542.010000000002,300131.36,0.0,24690.75,3082,2074
2019-10-01,2019-10,23,HV0003,Uber,15907,83978.63,15730102,281966.65,8541.91,231149.13999999998,0.0,17841.0,2794,1831
2019-10-02,2019-10,0,HV0003,Uber,10769,57839.65,10155950,179602.52,5088.93,150194.49,0.0,10884.75,2356,1399
2019-10-02,2019-10,1,HV0003,Uber,6615,35465.45,5944120,107677.96,3084.18,90397.05,0.0,6397.0,1467,888
2019-10-02,2019-10,2,HV0003,Uber,4070,20183.28,3461405,59351.29,1281.36,51960.9,0.0,3525.0,1019,534
2019-10-02,2019-10,3,HV0003,Uber,3218,18780.01,2866629,54326.29,1467.65,45651.4,0.0,2542.25,697,308
2019-10-02,2019-10,4,HV0003,Uber,4171,29500.25,4145589,85017.72,2640.05,68705.63,0.0,3648.25,718,355
2019-10-02,2019-10,5,HV0003,Uber,6918,48028.1,7196302,144634.18,4910.17,117056.4,0.0,6883.25,909,455
2019-10-02,2019-10,6,HV0003,Uber,13346,74525.23,15012626,252272.19,8131.16,212405.31,0.0,13210.25,1736,1073
2019-10-02,2019-10,7,HV0003,Uber,22916,98360.19,27348564,412481.73,11900.16,357634.48,0.0,21513.5,2334,1471
2019-10-02,2019-10,8,HV0003,Uber,26124,102105.49,31277724,452235.58,13973.78,394503.63,0.0,27013.5,3083,1930
2019-10-02,2019-10,9,HV0003,Uber,22382,94510.04000000001,27067641,396437.48,13146.57,337969.47000000003,0.0,25509.75,3089,1900
2019-10-02,2019-10,10,HV0003,Uber,17456,78800.3,21177556,323023.17,12504.26,274645.27,0.0,19476.0,2533,1412
2019-10-02,2019-10,11,HV0003,Uber,16376,76844.0,20774526,316777.03,13010.35,267138.07,0.0,19334.75,2404,1316
2019-10-02,2019-10,12,HV0003,Uber,17027,77016.17,21259146,324114.66,13581.49,273535.7,0.0,19330.0,2617,1445
2019-10-02,2019-10,13,HV0003,Uber,18303,87173.55,23031552,355324.30000000005,13778.64,299035.73,0.0,19693.0,2912,1680
2019-10-02,2019-10,14,HV0003,Uber,20936,95293.43,28006134,410307.59,15941.72,351392.87,0.0,21805.5,3082,1825
2019-10-02,2019-10,15,HV0003,Uber,21586,95407.87,31332401,440972.06,16063.58,378962.56,0.0,23403.75,3288,1974
2019-10-02,2019-10,16,HV0003,Uber,22930,94970.52,32598998,447679.79,17329.39,386216.75,0.0,25098.75,3588,2202
2019-10-02,2019-10,17,HV0003,Uber,26137,99961.97,36050376,471720.65,17497.32,419006.35,0.0,30001.5,4273,2818
2019-10-02,2019-10,18,HV0003,Uber,35416,118467.73,42909424,623530.34,21736.95,563071.07,0.0,39881.5,6253,4674
2019-10-02,2019-10,19,HV0003,Uber,32720,125906.84,36837573,613480.46,21100.96,534427.01,0.0,39502.5,5452,3957
2019-10-02,2019-10,20,HV0003,Uber,25976,134291.66,29483182,503986.74,18588.34,413169.44,0.0,31939.5,4001,2658
2019-10-02,2019-10,21,HV0003,Uber,24876,138400.7,27408709,500405.82,18525.84,402646.36,0.0,33026.0,3525,2406
2019-10-02,2019-10,22,HV0003,Uber,22134,125086.05,23440806,437533.8,16088.41,350948.93,0.0,28968.25,3215,2216
2019-10-02,2019-10,23,HV0003,Uber,17925,101259.09,18740181,342596.57,12417.29,279865.08,0.0,21450.75,2846,1922
2019-10-03,2019-10,0,HV0003,Uber,11847,62529.71,11357789,202883.05,6505.3,168920.35,0.0,12826.25,2245,1367
2019-10-03,2019-10,1,HV0003,Uber,7516,35611.79,6648996,114877.32,2895.25,96990.27,0.0,7626.25,1593,934
2019-10-03,2019-10,2,HV0003,Uber,4867,22863.65,4172518,72157.91,1726.87,61259.03,0.0,4800.25,1053,572
2019-10-03,2019-10,3,HV0003,Uber,3416,19496.45,3109794,57674.26,1353.78,48703.85,0.0,2886.5,702,305
2019-10-03,2019-10,4,HV0003,Uber,4736,31919.83,4755354,94275.64,2799.13,77239.68,0.0,4192.5,833,416
2019-10-03,2019-10,5,HV0003,Uber,7774,51698.94,8410334,157549.55,5458.5,130659.83,0.0,7768.25,1050,614
2019-10-03,2019-10,6,HV0003,Uber,15483,79144.91,17518913,290226.61,8508.47,251770.63,0.0,15295.0,2005,1306
2019-10-03,2019-10,7,HV0003,Uber,25601,101404.7,30996752,476900.83,14026.98,427477.16,0.0,24231.5,2624,1715
2019-10-03,2019-10,8,HV0003,Uber,31469,110683.63,38492012,609588.75,18488.579999999998,543839.18,0.0,32884.75,3582,2282
2019-10-03,2019-10,9,HV0003,Uber,27473,100895.59,34595824,483332.7,15698.19,428155.49,0.0,32715.5,3515,2229
