pickup_date,pickup_month,company,trips
2018-01-01,2018-01,Uber,161851
2018-01-02,2018-01,Uber,114008
2018-01-03,2018-01,Uber,119314
2018-01-04,2018-01,Uber,83925
2018-01-05,2018-01,Uber,154244
2018-01-06,2018-01,Uber,177838
2018-01-07,2018-01,Uber,150542
2018-01-08,2018-01,Uber,126525
2018-01-09,2018-01,Uber,125057
2018-01-10,2018-01,Uber,126435
2018-01-11,2018-01,Uber,131520
2018-01-12,2018-01,Uber,158084
2018-01-13,2018-01,Uber,174739
2018-01-14,2018-01,Uber,167159
2018-01-15,2018-01,Uber,130852
2018-01-16,2018-01,Uber,131870
2018-01-17,2018-01,Uber,141552
2018-01-18,2018-01,Uber,147715
2018-01-19,2018-01,Uber,163190
2018-01-20,2018-01,Uber,174406
2018-01-21,2018-01,Uber,149338
2018-01-22,2018-01,Uber,123663
2018-01-23,2018-01,Uber,133029
2018-01-24,2018-01,Uber,140378
2018-01-25,2018-01,Uber,156976
2018-01-26,2018-01,Uber,175777
2018-01-27,2018-01,Uber,184607
2018-01-28,2018-01,Uber,159193
2018-01-29,2018-01,Uber,128879
2018-01-30,2018-01,Uber,140107
2018-01-31,2018-01,Uber,150226
