pickup_date,pickup_month,company,trips
2016-01-01,2016-01,Uber,139780
2016-01-02,2016-01,Uber,101993
2016-01-03,2016-01,Uber,96852
2016-01-04,2016-01,Uber,96891
2016-01-05,2016-01,Uber,106338
2016-01-06,2016-01,Uber,101416
2016-01-07,2016-01,Uber,106302
2016-01-08,2016-01,Uber,120582
2016-01-09,2016-01,Uber,133525
2016-01-10,2016-01,Uber,127325
2016-01-11,2016-01,Uber,102034
2016-01-12,2016-01,Uber,107207
2016-01-13,2016-01,Uber,123853
2016-01-14,2016-01,Uber,126431
2016-01-15,2016-01,Uber,129978
2016-01-16,2016-01,Uber,142469
2016-01-17,2016-01,Uber,140372
2016-01-18,2016-01,Uber,116712
2016-01-19,2016-01,Uber,131554
2016-01-20,2016-01,Uber,123149
2016-01-21,2016-01,Uber,133532
2016-01-22,2016-01,Uber,149094
2016-01-23,2016-01,Uber,45721
2016-01-24,2016-01,Uber,84940
2016-01-25,2016-01,Uber,117247
2016-01-26,2016-01,Uber,121292
2016-01-27,2016-01,Uber,122560
2016-01-28,2016-01,Uber,131663
2016-01-29,2016-01,Uber,155749
2016-01-30,2016-01,Uber,176595
2016-01-31,2016-01,Uber,144328
