pickup_date,pickup_month,company,trips
2018-08-01,2018-08,Uber,146151
2018-08-02,2018-08,Uber,152198
2018-08-03,2018-08,Uber,163517
2018-08-04,2018-08,Uber,177359
2018-08-05,2018-08,Uber,161460
2018-08-06,2018-08,Uber,137440
2018-08-07,2018-08,Uber,144959
2018-08-08,2018-08,Uber,148391
2018-08-09,2018-08,Uber,151753
2018-08-10,2018-08,Uber,162906
2018-08-11,2018-08,Uber,175820
2018-08-12,2018-08,Uber,153925
2018-08-13,2018-08,Uber,141767
2018-08-14,2018-08,Uber,141660
2018-08-15,2018-08,Uber,145836
2018-08-16,2018-08,Uber,153854
2018-08-17,2018-08,Uber,169203
2018-08-18,2018-08,Uber,182462
2018-08-19,2018-08,Uber,157259
2018-08-20,2018-08,Uber,130204
2018-08-21,2018-08,Uber,130727
2018-08-22,2018-08,Uber,139077
2018-08-23,2018-08,Uber,144826
2018-08-24,2018-08,Uber,159634
2018-08-25,2018-08,Uber,174414
2018-08-26,2018-08,Uber,159800
2018-08-27,2018-08,Uber,137893
2018-08-28,2018-08,Uber,148010
2018-08-29,2018-08,Uber,153597
2018-08-30,2018-08,Uber,154039
2018-08-31,2018-08,Uber,166704
