pickup_date,pickup_month,company,trips
2015-10-01,2015-10,Uber,146169
2015-10-02,2015-10,Uber,185230
2015-10-03,2015-10,Uber,158224
2015-10-04,2015-10,Uber,123177
2015-10-05,2015-10,Uber,96791
2015-10-06,2015-10,Uber,106135
2015-10-07,2015-10,Uber,121014
2015-10-08,2015-10,Uber,135608
2015-10-09,2015-10,Uber,151350
2015-10-10,2015-10,Uber,156634
2015-10-11,2015-10,Uber,135090
2015-10-12,2015-10,Uber,100669
2015-10-13,2015-10,Uber,112494
2015-10-14,2015-10,Uber,120117
2015-10-15,2015-10,Uber,138914
2015-10-16,2015-10,Uber,151859
2015-10-17,2015-10,Uber,173101
2015-10-18,2015-10,Uber,148273
2015-10-19,2015-10,Uber,113526
2015-10-20,2015-10,Uber,115764
2015-10-21,2015-10,Uber,122638
2015-10-22,2015-10,Uber,139555
2015-10-23,2015-10,Uber,154264
2015-10-24,2015-10,Uber,171920
2015-10-25,2015-10,Uber,142185
2015-10-26,2015-10,Uber,109246
2015-10-27,2015-10,Uber,119664
2015-10-28,2015-10,Uber,165206
2015-10-29,2015-10,Uber,146604
2015-10-30,2015-10,Uber,164214
2015-10-31,2015-10,Uber,191361
