pickup_date,pickup_month,company,trips
2018-07-01,2018-07,Uber,150809
2018-07-02,2018-07,Uber,132446
2018-07-03,2018-07,Uber,138910
2018-07-04,2018-07,Uber,127959
2018-07-05,2018-07,Uber,128983
2018-07-06,2018-07,Uber,137779
2018-07-07,2018-07,Uber,152058
2018-07-08,2018-07,Uber,139145
2018-07-09,2018-07,Uber,128865
2018-07-10,2018-07,Uber,136013
2018-07-11,2018-07,Uber,141964
2018-07-12,2018-07,Uber,147703
2018-07-13,2018-07,Uber,160913
2018-07-14,2018-07,Uber,178867
2018-07-15,2018-07,Uber,160062
2018-07-16,2018-07,Uber,142691
2018-07-17,2018-07,Uber,158915
2018-07-18,2018-07,Uber,146892
2018-07-19,2018-07,Uber,149287
2018-07-20,2018-07,Uber,165100
2018-07-21,2018-07,Uber,193505
2018-07-22,2018-07,Uber,163340
2018-07-23,2018-07,Uber,139568
2018-07-24,2018-07,Uber,142152
2018-07-25,2018-07,Uber,156621
2018-07-26,2018-07,Uber,155111
2018-07-27,2018-07,Uber,179629
2018-07-28,2018-07,Uber,178058
2018-07-29,2018-07,Uber,161211
2018-07-30,2018-07,Uber,134615
2018-07-31,2018-07,Uber,137123
