pickup_date,pickup_month,company,trips
2018-10-01,2018-10,Uber,126590
2018-10-02,2018-10,Uber,135713
2018-10-03,2018-10,Uber,143359
2018-10-04,2018-10,Uber,154619
2018-10-05,2018-10,Uber,161148
2018-10-06,2018-10,Uber,181517
2018-10-07,2018-10,Uber,159763
2018-10-08,2018-10,Uber,128819
2018-10-09,2018-10,Uber,136190
2018-10-10,2018-10,Uber,143882
2018-10-11,2018-10,Uber,163703
2018-10-12,2018-10,Uber,169397
2018-10-13,2018-10,Uber,187348
2018-10-14,2018-10,Uber,162038
2018-10-15,2018-10,Uber,137009
2018-10-16,2018-10,Uber,142626
2018-10-17,2018-10,Uber,146251
2018-10-18,2018-10,Uber,157257
2018-10-19,2018-10,Uber,167629
2018-10-20,2018-10,Uber,186345
2018-10-21,2018-10,Uber,169319
2018-10-22,2018-10,Uber,138825
2018-10-23,2018-10,Uber,139677
2018-10-24,2018-10,Uber,146611
2018-10-25,2018-10,Uber,154635
2018-10-26,2018-10,Uber,172152
2018-10-27,2018-10,Uber,217729
2018-10-28,2018-10,Uber,172033
2018-10-29,2011-10,Uber,4
2018-10-29,2018-10,Uber,134439
2018-10-30,2018-10,Uber,137622
2018-10-31,2018-10,Uber,146024
