pickup_date,pickup_month,company,trips
2018-02-01,2018-02,Uber,104042
2018-02-02,2018-02,Uber,129041
2018-02-03,2018-02,Uber,139046
2018-02-04,2018-02,Uber,127776
2018-02-05,2018-02,Uber,100345
2018-02-06,2018-02,Uber,99189
2018-02-07,2018-02,Uber,119510
2018-02-08,2018-02,Uber,112929
2018-02-09,2018-02,Uber,123660
2018-02-10,2018-02,Uber,141212
2018-02-11,2018-02,Uber,119826
2018-02-12,2018-02,Uber,97230
2018-02-13,2018-02,Uber,106720
2018-02-14,2018-02,Uber,116571
2018-02-15,2018-02,Uber,114518
2018-02-16,2018-02,Uber,121915
2018-02-17,2018-02,Uber,138575
2018-02-18,2018-02,Uber,116733
2018-02-19,2018-02,Uber,96963
2018-02-20,2018-02,Uber,92406
2018-02-21,2018-02,Uber,98651
2018-02-22,2018-02,Uber,115858
2018-02-23,2018-02,Uber,124550
2018-02-24,2018-02,Uber,136884
2018-02-25,2018-02,Uber,119695
2018-02-26,2018-02,Uber,95940
2018-02-27,2018-02,Uber,99778
2018-02-28,2018-02,Uber,104037
