pickup_date,pickup_month,company,trips
2015-07-01,2015-07,Uber,91761
2015-07-02,2015-07,Uber,89431
2015-07-03,2015-07,Uber,73750
2015-07-04,2015-07,Uber,68477
2015-07-05,2015-07,Uber,72250
2015-07-06,2015-07,Uber,69497
2015-07-07,2015-07,Uber,83174
2015-07-08,2015-07,Uber,93236
2015-07-09,2015-07,Uber,109393
2015-07-10,2015-07,Uber,103287
2015-07-11,2015-07,Uber,112606
2015-07-12,2015-07,Uber,100038
2015-07-13,2015-07,Uber,80605
2015-07-14,2015-07,Uber,96197
2015-07-15,2015-07,Uber,107777
2015-07-16,2015-07,Uber,108857
2015-07-17,2015-07,Uber,109134
2015-07-18,2015-07,Uber,125026
2015-07-19,2015-07,Uber,112083
2015-07-20,2015-07,Uber,96732
2015-07-21,2015-07,Uber,100881
2015-07-22,2015-07,Uber,105280
2015-07-23,2015-07,Uber,112012
2015-07-24,2015-07,Uber,114601
2015-07-25,2015-07,Uber,117782
2015-07-26,2015-07,Uber,103966
2015-07-27,2015-07,Uber,88716
2015-07-28,2015-07,Uber,102164
2015-07-29,2015-07,Uber,110881
2015-07-30,2015-07,Uber,127067
2015-07-31,2015-07,Uber,120897
