pickup_date,pickup_month,company,trips
2019-01-01,2019-01,Uber,162865
2019-01-02,2019-01,Uber,110376
2019-01-03,2019-01,Uber,113384
2019-01-04,2019-01,Uber,129058
2019-01-05,2019-01,Uber,155060
2019-01-06,2019-01,Uber,133244
2019-01-07,2019-01,Uber,123875
2019-01-08,2019-01,Uber,121486
2019-01-09,2019-01,Uber,127595
2019-01-10,2019-01,Uber,142182
2019-01-11,2019-01,Uber,165480
2019-01-12,2019-01,Uber,178633
2019-01-13,2019-01,Uber,153971
2019-01-14,2019-01,Uber,137494
2019-01-15,2019-01,Uber,139264
2019-01-16,2019-01,Uber,140937
2019-01-17,2019-01,Uber,148352
2019-01-18,2019-01,Uber,156967
2019-01-19,2019-01,Uber,167324
2019-01-20,2019-01,Uber,157822
2019-01-21,2019-01,Uber,152164
2019-01-22,2019-01,Uber,144279
2019-01-23,2019-01,Uber,137670
2019-01-24,2019-01,Uber,160686
2019-01-25,2019-01,Uber,165383
2019-01-26,2019-01,Uber,183373
2019-01-27,2019-01,Uber,150975
2019-01-28,2019-01,Uber,123091
2019-01-29,2019-01,Uber,137601
2019-01-30,2019-01,Uber,149502
2019-01-31,2019-01,Uber,169540
