pickup_date,pickup_month,company,trips
2015-04-01,2015-04,Uber,69216
2015-04-02,2015-04,Uber,74063
2015-04-03,2015-04,Uber,75975
2015-04-04,2015-04,Uber,69185
2015-04-05,2015-04,Uber,58354
2015-04-06,2015-04,Uber,53560
2015-04-07,2015-04,Uber,68073
2015-04-08,2015-04,Uber,72020
2015-04-09,2015-04,Uber,77516
2015-04-10,2015-04,Uber,81434
2015-04-11,2015-04,Uber,82544
2015-04-12,2015-04,Uber,67717
2015-04-13,2015-04,Uber,56652
2015-04-14,2015-04,Uber,63389
2015-04-15,2015-04,Uber,66531
2015-04-16,2015-04,Uber,78806
2015-04-17,2015-04,Uber,83846
2015-04-18,2015-04,Uber,94168
2015-04-19,2015-04,Uber,78067
2015-04-20,2015-04,Uber,78072
2015-04-21,2015-04,Uber,68708
2015-04-22,2015-04,Uber,82108
2015-04-23,2015-04,Uber,92072
2015-04-24,2015-04,Uber,99635
2015-04-25,2015-04,Uber,106158
2015-04-26,2015-04,Uber,88571
2015-04-27,2015-04,Uber,64775
2015-04-28,2015-04,Uber,68858
2015-04-29,2015-04,Uber,75934
2015-04-30,2015-04,Uber,84325
