pickup_date,pickup_month,company,trips
2015-08-01,2015-08,Uber,125858
2015-08-02,2015-08,Uber,108850
2015-08-03,2015-08,Uber,91760
2015-08-04,2015-08,Uber,103030
2015-08-05,2015-08,Uber,106988
2015-08-06,2015-08,Uber,113652
2015-08-07,2015-08,Uber,116983
2015-08-08,2015-08,Uber,108649
2015-08-09,2015-08,Uber,99549
2015-08-10,2015-08,Uber,84396
2015-08-11,2015-08,Uber,106779
2015-08-12,2015-08,Uber,102048
2015-08-13,2015-08,Uber,109383
2015-08-14,2015-08,Uber,113564
2015-08-15,2015-08,Uber,119779
2015-08-16,2015-08,Uber,107941
2015-08-17,2015-08,Uber,91851
2015-08-18,2015-08,Uber,100044
2015-08-19,2015-08,Uber,106768
2015-08-20,2015-08,Uber,116561
2015-08-21,2015-08,Uber,117702
2015-08-22,2015-08,Uber,121361
2015-08-23,2015-08,Uber,106317
2015-08-24,2015-08,Uber,89308
2015-08-25,2015-08,Uber,96178
2015-08-26,2015-08,Uber,100361
2015-08-27,2015-08,Uber,108152
2015-08-28,2015-08,Uber,113437
2015-08-29,2015-08,Uber,121876
2015-08-30,2015-08,Uber,113021
2015-08-31,2015-08,Uber,94235
