weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,16972
0,Monday,1,Uber,10528
0,Monday,2,Uber,6457
0,Monday,3,Uber,4609
0,Monday,4,Uber,5643
0,Monday,5,Uber,10384
0,Monday,6,Uber,15230
0,Monday,7,Uber,22993
0,Monday,8,Uber,29738
0,Monday,9,Uber,28189
0,Monday,10,Uber,20193
0,Monday,11,Uber,18203
0,Monday,12,Uber,18150
0,Monday,13,Uber,18100
0,Monday,14,Uber,19613
0,Monday,15,Uber,20517
0,Monday,16,Uber,21842
0,Monday,17,Uber,28767
0,Monday,18,Uber,34074
0,Monday,19,Uber,32142
0,Monday,20,Uber,29553
0,Monday,21,Uber,30000
0,Monday,22,Uber,28257
0,Monday,23,Uber,22434
1,Tuesday,0,Uber,15820
1,Tuesday,1,Uber,9630
1,Tuesday,2,Uber,5832
1,Tuesday,3,Uber,4057
1,Tuesday,4,Uber,4861
1,Tuesday,5,Uber,7403
1,Tuesday,6,Uber,11876
1,Tuesday,7,Uber,22306
1,Tuesday,8,Uber,30697
1,Tuesday,9,Uber,28470
1,Tuesday,10,Uber,20296
1,Tuesday,11,Uber,18755
1,Tuesday,12,Uber,18899
1,Tuesday,13,Uber,19094
1,Tuesday,14,Uber,20848
1,Tuesday,15,Uber,21792
1,Tuesday,16,Uber,23918
1,Tuesday,17,Uber,31282
1,Tuesday,18,Uber,37900
1,Tuesday,19,Uber,35626
1,Tuesday,20,Uber,34415
1,Tuesday,21,Uber,35058
1,Tuesday,22,Uber,33633
1,Tuesday,23,Uber,27332
2,Wednesday,0,Uber,18471
2,Wednesday,1,Uber,11158
2,Wednesday,2,Uber,6531
2,Wednesday,3,Uber,4498
2,Wednesday,4,Uber,5457
2,Wednesday,5,Uber,7691
2,Wednesday,6,Uber,12327
2,Wednesday,7,Uber,23606
2,Wednesday,8,Uber,32009
2,Wednesday,9,Uber,30444
2,Wednesday,10,Uber,21562
2,Wednesday,11,Uber,19855
2,Wednesday,12,Uber,20265
2,Wednesday,13,Uber,21120
2,Wednesday,14,Uber,21856
2,Wednesday,15,Uber,22990
2,Wednesday,16,Uber,24873
2,Wednesday,17,Uber,33705
2,Wednesday,18,Uber,40056
2,Wednesday,19,Uber,38588
2,Wednesday,20,Uber,36485
2,Wednesday,21,Uber,38094
2,Wednesday,22,Uber,36669
2,Wednesday,23,Uber,30711
3,Thursday,0,Uber,17134
3,Thursday,1,Uber,9980
3,Thursday,2,Uber,5940
3,Thursday,3,Uber,4395
3,Thursday,4,Uber,5155
3,Thursday,5,Uber,6695
3,Thursday,6,Uber,10478
3,Thursday,7,Uber,19836
3,Thursday,8,Uber,27100
3,Thursday,9,Uber,25535
3,Thursday,10,Uber,18210
3,Thursday,11,Uber,16591
3,Thursday,12,Uber,16787
3,Thursday,13,Uber,17169
3,Thursday,14,Uber,19025
3,Thursday,15,Uber,19498
3,Thursday,16,Uber,21927
3,Thursday,17,Uber,29766
3,Thursday,18,Uber,35469
3,Thursday,19,Uber,33808
3,Thursday,20,Uber,32100
3,Thursday,21,Uber,33197
3,Thursday,22,Uber,32811
3,Thursday,23,Uber,28316
4,Friday,0,Uber,21611
4,Friday,1,Uber,14188
4,Friday,2,Uber,8567
4,Friday,3,Uber,5849
4,Friday,4,Uber,6094
4,Friday,5,Uber,7239
4,Friday,6,Uber,10258
4,Friday,7,Uber,18434
4,Friday,8,Uber,25645
4,Friday,9,Uber,25351
4,Friday,10,Uber,18918
4,Friday,11,Uber,17773
4,Friday,12,Uber,18521
4,Friday,13,Uber,18963
4,Friday,14,Uber,20668
4,Friday,15,Uber,22358
4,Friday,16,Uber,24367
4,Friday,17,Uber,30191
4,Friday,18,Uber,34577
4,Friday,19,Uber,35764
4,Friday,20,Uber,33082
4,Friday,21,Uber,32310
4,Friday,22,Uber,33924
4,Friday,23,Uber,35433
5,Saturday,0,Uber,33082
5,Saturday,1,Uber,25632
5,Saturday,2,Uber,19591
5,Saturday,3,Uber,13335
5,Saturday,4,Uber,9540
5,Saturday,5,Uber,7059
5,Saturday,6,Uber,7623
5,Saturday,7,Uber,8989
5,Saturday,8,Uber,11886
5,Saturday,9,Uber,16328
5,Saturday,10,Uber,19690
5,Saturday,11,Uber,22863
5,Saturday,12,Uber,23645
5,Saturday,13,Uber,24875
5,Saturday,14,Uber,23800
5,Saturday,15,Uber,24041
5,Saturday,16,Uber,26327
5,Saturday,17,Uber,30572
5,Saturday,18,Uber,32295
5,Saturday,19,Uber,33904
5,Saturday,20,Uber,32745
5,Saturday,21,Uber,32692
5,Saturday,22,Uber,35528
5,Saturday,23,Uber,37065
6,Sunday,0,Uber,34727
6,Sunday,1,Uber,28056
6,Sunday,2,Uber,22022
6,Sunday,3,Uber,14958
6,Sunday,4,Uber,10239
6,Sunday,5,Uber,6919
6,Sunday,6,Uber,6733
6,Sunday,7,Uber,7722
6,Sunday,8,Uber,9875
6,Sunday,9,Uber,13325
6,Sunday,10,Uber,19057
6,Sunday,11,Uber,22919
6,Sunday,12,Uber,25163
6,Sunday,13,Uber,25495
6,Sunday,14,Uber,26748
6,Sunday,15,Uber,26637
6,Sunday,16,Uber,27533
6,Sunday,17,Uber,28623
6,Sunday,18,Uber,29608
6,Sunday,19,Uber,28098
6,Sunday,20,Uber,24458
6,Sunday,21,Uber,22904
6,Sunday,22,Uber,21567
6,Sunday,23,Uber,18819
