weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,6256
0,Monday,1,Uber,3492
0,Monday,2,Uber,1880
0,Monday,3,Uber,1510
0,Monday,4,Uber,2750
0,Monday,5,Uber,4804
0,Monday,6,Uber,8120
0,Monday,7,Uber,12168
0,Monday,8,Uber,15540
0,Monday,9,Uber,15488
0,Monday,10,Uber,12957
0,Monday,11,Uber,11260
0,Monday,12,Uber,10944
0,Monday,13,Uber,10014
0,Monday,14,Uber,10443
0,Monday,15,Uber,11500
0,Monday,16,Uber,12144
0,Monday,17,Uber,14324
0,Monday,18,Uber,16872
0,Monday,19,Uber,15505
0,Monday,20,Uber,15676
0,Monday,21,Uber,15230
0,Monday,22,Uber,13523
0,Monday,23,Uber,10659
1,Tuesday,0,Uber,6946
1,Tuesday,1,Uber,3988
1,Tuesday,2,Uber,2338
1,Tuesday,3,Uber,1529
1,Tuesday,4,Uber,2126
1,Tuesday,5,Uber,3956
1,Tuesday,6,Uber,7203
1,Tuesday,7,Uber,11883
1,Tuesday,8,Uber,15636
1,Tuesday,9,Uber,14671
1,Tuesday,10,Uber,10703
1,Tuesday,11,Uber,9330
1,Tuesday,12,Uber,9364
1,Tuesday,13,Uber,9067
1,Tuesday,14,Uber,10270
1,Tuesday,15,Uber,11805
1,Tuesday,16,Uber,13487
1,Tuesday,17,Uber,16637
1,Tuesday,18,Uber,20105
1,Tuesday,19,Uber,20306
1,Tuesday,20,Uber,19152
1,Tuesday,21,Uber,18686
1,Tuesday,22,Uber,16992
1,Tuesday,23,Uber,12848
2,Wednesday,0,Uber,9750
2,Wednesday,1,Uber,5466
2,Wednesday,2,Uber,3198
2,Wednesday,3,Uber,2207
2,Wednesday,4,Uber,3038
2,Wednesday,5,Uber,5137
2,Wednesday,6,Uber,9176
2,Wednesday,7,Uber,14638
2,Wednesday,8,Uber,18741
2,Wednesday,9,Uber,17567
2,Wednesday,10,Uber,13179
2,Wednesday,11,Uber,12371
2,Wednesday,12,Uber,12602
2,Wednesday,13,Uber,12289
2,Wednesday,14,Uber,13788
2,Wednesday,15,Uber,16952
2,Wednesday,16,Uber,19855
2,Wednesday,17,Uber,22815
2,Wednesday,18,Uber,27137
2,Wednesday,19,Uber,27119
2,Wednesday,20,Uber,26710
2,Wednesday,21,Uber,25625
2,Wednesday,22,Uber,26359
2,Wednesday,23,Uber,20090
3,Thursday,0,Uber,11922
3,Thursday,1,Uber,6508
3,Thursday,2,Uber,3644
3,Thursday,3,Uber,2570
3,Thursday,4,Uber,3588
3,Thursday,5,Uber,5754
3,Thursday,6,Uber,9509
3,Thursday,7,Uber,14829
3,Thursday,8,Uber,19197
3,Thursday,9,Uber,18546
3,Thursday,10,Uber,14533
3,Thursday,11,Uber,13269
3,Thursday,12,Uber,13615
3,Thursday,13,Uber,13378
3,Thursday,14,Uber,15089
3,Thursday,15,Uber,17569
3,Thursday,16,Uber,20380
3,Thursday,17,Uber,24620
3,Thursday,18,Uber,29877
3,Thursday,19,Uber,30481
3,Thursday,20,Uber,29703
3,Thursday,21,Uber,31078
3,Thursday,22,Uber,30792
3,Thursday,23,Uber,26331
4,Friday,0,Uber,13758
4,Friday,1,Uber,7396
4,Friday,2,Uber,4447
4,Friday,3,Uber,3106
4,Friday,4,Uber,3806
4,Friday,5,Uber,4873
4,Friday,6,Uber,7598
4,Friday,7,Uber,11156
4,Friday,8,Uber,14903
4,Friday,9,Uber,15332
4,Friday,10,Uber,12723
4,Friday,11,Uber,11800
4,Friday,12,Uber,12008
4,Friday,13,Uber,12018
4,Friday,14,Uber,13103
4,Friday,15,Uber,14807
4,Friday,16,Uber,16646
4,Friday,17,Uber,19482
4,Friday,18,Uber,22164
4,Friday,19,Uber,24298
4,Friday,20,Uber,23850
4,Friday,21,Uber,22429
4,Friday,22,Uber,23768
4,Friday,23,Uber,25419
5,Saturday,0,Uber,21929
5,Saturday,1,Uber,15467
5,Saturday,2,Uber,10578
5,Saturday,3,Uber,7053
5,Saturday,4,Uber,5391
5,Saturday,5,Uber,3756
5,Saturday,6,Uber,3999
5,Saturday,7,Uber,4570
5,Saturday,8,Uber,6372
5,Saturday,9,Uber,8569
5,Saturday,10,Uber,10342
5,Saturday,11,Uber,11763
5,Saturday,12,Uber,13077
5,Saturday,13,Uber,13653
5,Saturday,14,Uber,14303
5,Saturday,15,Uber,15202
5,Saturday,16,Uber,17782
5,Saturday,17,Uber,21046
5,Saturday,18,Uber,22483
5,Saturday,19,Uber,24236
5,Saturday,20,Uber,24537
5,Saturday,21,Uber,23417
5,Saturday,22,Uber,25238
5,Saturday,23,Uber,27292
6,Sunday,0,Uber,25075
6,Sunday,1,Uber,20268
6,Sunday,2,Uber,14484
6,Sunday,3,Uber,9558
6,Sunday,4,Uber,6451
6,Sunday,5,Uber,4046
6,Sunday,6,Uber,3795
6,Sunday,7,Uber,4078
6,Sunday,8,Uber,5341
6,Sunday,9,Uber,7395
6,Sunday,10,Uber,10201
6,Sunday,11,Uber,11906
6,Sunday,12,Uber,13127
6,Sunday,13,Uber,13744
6,Sunday,14,Uber,14182
6,Sunday,15,Uber,14328
6,Sunday,16,Uber,15129
6,Sunday,17,Uber,15803
6,Sunday,18,Uber,15768
6,Sunday,19,Uber,15178
6,Sunday,20,Uber,14994
6,Sunday,21,Uber,13890
6,Sunday,22,Uber,13267
6,Sunday,23,Uber,10701
