weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,21264
0,Monday,1,Uber,11126
0,Monday,2,Uber,6904
0,Monday,3,Uber,5103
0,Monday,4,Uber,6626
0,Monday,5,Uber,9603
0,Monday,6,Uber,16213
0,Monday,7,Uber,23815
0,Monday,8,Uber,30168
0,Monday,9,Uber,28462
0,Monday,10,Uber,24048
0,Monday,11,Uber,23530
0,Monday,12,Uber,22582
0,Monday,13,Uber,22080
0,Monday,14,Uber,23050
0,Monday,15,Uber,25445
0,Monday,16,Uber,27539
0,Monday,17,Uber,31149
0,Monday,18,Uber,36877
0,Monday,19,Uber,36771
0,Monday,20,Uber,34292
0,Monday,21,Uber,32671
0,Monday,22,Uber,30156
0,Monday,23,Uber,23169
1,Tuesday,0,Uber,11831
1,Tuesday,1,Uber,6703
1,Tuesday,2,Uber,4235
1,Tuesday,3,Uber,3180
1,Tuesday,4,Uber,4118
1,Tuesday,5,Uber,7162
1,Tuesday,6,Uber,13222
1,Tuesday,7,Uber,21186
1,Tuesday,8,Uber,26892
1,Tuesday,9,Uber,25321
1,Tuesday,10,Uber,19685
1,Tuesday,11,Uber,17738
1,Tuesday,12,Uber,18957
1,Tuesday,13,Uber,20056
1,Tuesday,14,Uber,22668
1,Tuesday,15,Uber,23069
1,Tuesday,16,Uber,23332
1,Tuesday,17,Uber,28280
1,Tuesday,18,Uber,35032
1,Tuesday,19,Uber,34855
1,Tuesday,20,Uber,34446
1,Tuesday,21,Uber,33144
1,Tuesday,22,Uber,30293
1,Tuesday,23,Uber,23322
2,Wednesday,0,Uber,14364
2,Wednesday,1,Uber,7942
2,Wednesday,2,Uber,4637
2,Wednesday,3,Uber,3399
2,Wednesday,4,Uber,4647
2,Wednesday,5,Uber,7419
2,Wednesday,6,Uber,13420
2,Wednesday,7,Uber,22134
2,Wednesday,8,Uber,28671
2,Wednesday,9,Uber,26833
2,Wednesday,10,Uber,20871
2,Wednesday,11,Uber,20208
2,Wednesday,12,Uber,21546
2,Wednesday,13,Uber,21681
2,Wednesday,14,Uber,23129
2,Wednesday,15,Uber,25126
2,Wednesday,16,Uber,27470
2,Wednesday,17,Uber,33139
2,Wednesday,18,Uber,38012
2,Wednesday,19,Uber,38355
2,Wednesday,20,Uber,36369
2,Wednesday,21,Uber,35201
2,Wednesday,22,Uber,32436
2,Wednesday,23,Uber,25748
3,Thursday,0,Uber,15730
3,Thursday,1,Uber,8866
3,Thursday,2,Uber,5524
3,Thursday,3,Uber,4112
3,Thursday,4,Uber,5185
3,Thursday,5,Uber,7852
3,Thursday,6,Uber,13762
3,Thursday,7,Uber,22223
3,Thursday,8,Uber,27838
3,Thursday,9,Uber,26127
3,Thursday,10,Uber,20751
3,Thursday,11,Uber,18774
3,Thursday,12,Uber,18972
3,Thursday,13,Uber,19310
3,Thursday,14,Uber,21316
3,Thursday,15,Uber,24308
3,Thursday,16,Uber,27063
3,Thursday,17,Uber,31826
3,Thursday,18,Uber,39774
3,Thursday,19,Uber,42695
3,Thursday,20,Uber,41898
3,Thursday,21,Uber,41806
3,Thursday,22,Uber,39613
3,Thursday,23,Uber,33307
4,Friday,0,Uber,22696
4,Friday,1,Uber,12613
4,Friday,2,Uber,7803
4,Friday,3,Uber,5739
4,Friday,4,Uber,6721
4,Friday,5,Uber,8558
4,Friday,6,Uber,14349
4,Friday,7,Uber,23265
4,Friday,8,Uber,30190
4,Friday,9,Uber,28810
4,Friday,10,Uber,23351
4,Friday,11,Uber,21596
4,Friday,12,Uber,21152
4,Friday,13,Uber,21063
4,Friday,14,Uber,22334
4,Friday,15,Uber,24580
4,Friday,16,Uber,27596
4,Friday,17,Uber,33948
4,Friday,18,Uber,41820
4,Friday,19,Uber,47336
4,Friday,20,Uber,46034
4,Friday,21,Uber,43060
4,Friday,22,Uber,44585
4,Friday,23,Uber,44531
5,Saturday,0,Uber,38414
5,Saturday,1,Uber,28498
5,Saturday,2,Uber,20842
5,Saturday,3,Uber,14854
5,Saturday,4,Uber,10759
5,Saturday,5,Uber,7797
5,Saturday,6,Uber,8405
5,Saturday,7,Uber,10322
5,Saturday,8,Uber,14100
5,Saturday,9,Uber,19087
5,Saturday,10,Uber,22977
5,Saturday,11,Uber,25650
5,Saturday,12,Uber,27611
5,Saturday,13,Uber,28587
5,Saturday,14,Uber,28759
5,Saturday,15,Uber,29642
5,Saturday,16,Uber,32966
5,Saturday,17,Uber,37711
5,Saturday,18,Uber,43203
5,Saturday,19,Uber,48522
5,Saturday,20,Uber,47801
5,Saturday,21,Uber,45529
5,Saturday,22,Uber,47181
5,Saturday,23,Uber,48177
6,Sunday,0,Uber,43130
6,Sunday,1,Uber,34951
6,Sunday,2,Uber,26541
6,Sunday,3,Uber,18450
6,Sunday,4,Uber,12427
6,Sunday,5,Uber,7838
6,Sunday,6,Uber,7648
6,Sunday,7,Uber,8386
6,Sunday,8,Uber,12007
6,Sunday,9,Uber,16584
6,Sunday,10,Uber,22303
6,Sunday,11,Uber,26827
6,Sunday,12,Uber,28666
6,Sunday,13,Uber,29095
6,Sunday,14,Uber,29061
6,Sunday,15,Uber,28440
6,Sunday,16,Uber,30247
6,Sunday,17,Uber,33153
6,Sunday,18,Uber,36247
6,Sunday,19,Uber,32795
6,Sunday,20,Uber,30321
6,Sunday,21,Uber,30746
6,Sunday,22,Uber,31240
6,Sunday,23,Uber,25822
