weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,13207
0,Monday,1,Uber,7670
0,Monday,2,Uber,4963
0,Monday,3,Uber,3821
0,Monday,4,Uber,4846
0,Monday,5,Uber,7192
0,Monday,6,Uber,11868
0,Monday,7,Uber,17498
0,Monday,8,Uber,21641
0,Monday,9,Uber,19284
0,Monday,10,Uber,15091
0,Monday,11,Uber,14091
0,Monday,12,Uber,13874
0,Monday,13,Uber,14257
0,Monday,14,Uber,15413
0,Monday,15,Uber,16451
0,Monday,16,Uber,16996
0,Monday,17,Uber,21017
0,Monday,18,Uber,23511
0,Monday,19,Uber,22144
0,Monday,20,Uber,21861
0,Monday,21,Uber,22028
0,Monday,22,Uber,20894
0,Monday,23,Uber,17275
1,Tuesday,0,Uber,13186
1,Tuesday,1,Uber,7654
1,Tuesday,2,Uber,4799
1,Tuesday,3,Uber,3353
1,Tuesday,4,Uber,4407
1,Tuesday,5,Uber,6491
1,Tuesday,6,Uber,11648
1,Tuesday,7,Uber,18473
1,Tuesday,8,Uber,23141
1,Tuesday,9,Uber,19856
1,Tuesday,10,Uber,16432
1,Tuesday,11,Uber,14509
1,Tuesday,12,Uber,14475
1,Tuesday,13,Uber,14550
1,Tuesday,14,Uber,16307
1,Tuesday,15,Uber,18694
1,Tuesday,16,Uber,19409
1,Tuesday,17,Uber,25023
1,Tuesday,18,Uber,28899
1,Tuesday,19,Uber,27712
1,Tuesday,20,Uber,28120
1,Tuesday,21,Uber,28064
1,Tuesday,22,Uber,26171
1,Tuesday,23,Uber,20466
2,Wednesday,0,Uber,14033
2,Wednesday,1,Uber,8178
2,Wednesday,2,Uber,5493
2,Wednesday,3,Uber,3803
2,Wednesday,4,Uber,4825
2,Wednesday,5,Uber,6994
2,Wednesday,6,Uber,11912
2,Wednesday,7,Uber,19144
2,Wednesday,8,Uber,23877
2,Wednesday,9,Uber,20789
2,Wednesday,10,Uber,16057
2,Wednesday,11,Uber,16113
2,Wednesday,12,Uber,15907
2,Wednesday,13,Uber,15864
2,Wednesday,14,Uber,16903
2,Wednesday,15,Uber,18212
2,Wednesday,16,Uber,19383
2,Wednesday,17,Uber,23896
2,Wednesday,18,Uber,27778
2,Wednesday,19,Uber,26248
2,Wednesday,20,Uber,26306
2,Wednesday,21,Uber,26519
2,Wednesday,22,Uber,26442
2,Wednesday,23,Uber,22477
3,Thursday,0,Uber,15228
3,Thursday,1,Uber,9166
3,Thursday,2,Uber,5792
3,Thursday,3,Uber,4188
3,Thursday,4,Uber,5319
3,Thursday,5,Uber,7483
3,Thursday,6,Uber,12592
3,Thursday,7,Uber,20461
3,Thursday,8,Uber,25957
3,Thursday,9,Uber,22641
3,Thursday,10,Uber,18195
3,Thursday,11,Uber,17008
3,Thursday,12,Uber,17200
3,Thursday,13,Uber,17079
3,Thursday,14,Uber,18651
3,Thursday,15,Uber,20229
3,Thursday,16,Uber,23034
3,Thursday,17,Uber,26798
3,Thursday,18,Uber,28868
3,Thursday,19,Uber,28757
3,Thursday,20,Uber,28941
3,Thursday,21,Uber,29610
3,Thursday,22,Uber,30214
3,Thursday,23,Uber,26820
4,Friday,0,Uber,20278
4,Friday,1,Uber,13601
4,Friday,2,Uber,8718
4,Friday,3,Uber,6178
4,Friday,4,Uber,6442
4,Friday,5,Uber,7503
4,Friday,6,Uber,11960
4,Friday,7,Uber,17982
4,Friday,8,Uber,23381
4,Friday,9,Uber,22650
4,Friday,10,Uber,18663
4,Friday,11,Uber,17564
4,Friday,12,Uber,16539
4,Friday,13,Uber,16483
4,Friday,14,Uber,18183
4,Friday,15,Uber,19218
4,Friday,16,Uber,20227
4,Friday,17,Uber,24846
4,Friday,18,Uber,28564
4,Friday,19,Uber,31466
4,Friday,20,Uber,31078
4,Friday,21,Uber,30657
4,Friday,22,Uber,32439
4,Friday,23,Uber,34480
5,Saturday,0,Uber,38994
5,Saturday,1,Uber,29539
5,Saturday,2,Uber,21834
5,Saturday,3,Uber,16451
5,Saturday,4,Uber,12328
5,Saturday,5,Uber,9158
5,Saturday,6,Uber,10001
5,Saturday,7,Uber,12539
5,Saturday,8,Uber,17591
5,Saturday,9,Uber,21837
5,Saturday,10,Uber,23299
5,Saturday,11,Uber,25225
5,Saturday,12,Uber,27299
5,Saturday,13,Uber,27876
5,Saturday,14,Uber,27524
5,Saturday,15,Uber,27885
5,Saturday,16,Uber,29161
5,Saturday,17,Uber,33572
5,Saturday,18,Uber,35792
5,Saturday,19,Uber,38484
5,Saturday,20,Uber,34730
5,Saturday,21,Uber,34323
5,Saturday,22,Uber,37524
5,Saturday,23,Uber,40491
6,Sunday,0,Uber,37255
6,Sunday,1,Uber,30363
6,Sunday,2,Uber,23075
6,Sunday,3,Uber,17664
6,Sunday,4,Uber,13097
6,Sunday,5,Uber,8547
6,Sunday,6,Uber,8553
6,Sunday,7,Uber,9639
6,Sunday,8,Uber,12501
6,Sunday,9,Uber,17152
6,Sunday,10,Uber,20261
6,Sunday,11,Uber,22727
6,Sunday,12,Uber,23931
6,Sunday,13,Uber,23317
6,Sunday,14,Uber,23677
6,Sunday,15,Uber,23379
6,Sunday,16,Uber,23983
6,Sunday,17,Uber,24817
6,Sunday,18,Uber,25620
6,Sunday,19,Uber,24850
6,Sunday,20,Uber,27129
6,Sunday,21,Uber,27781
6,Sunday,22,Uber,26693
6,Sunday,23,Uber,22026
