weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,13038
0,Monday,1,Uber,7749
0,Monday,2,Uber,5014
0,Monday,3,Uber,3944
0,Monday,4,Uber,4861
0,Monday,5,Uber,6728
0,Monday,6,Uber,10827
0,Monday,7,Uber,17514
0,Monday,8,Uber,22509
0,Monday,9,Uber,19957
0,Monday,10,Uber,16153
0,Monday,11,Uber,15247
0,Monday,12,Uber,15734
0,Monday,13,Uber,16648
0,Monday,14,Uber,18138
0,Monday,15,Uber,19288
0,Monday,16,Uber,19671
0,Monday,17,Uber,23450
0,Monday,18,Uber,26992
0,Monday,19,Uber,24883
0,Monday,20,Uber,22986
0,Monday,21,Uber,22504
0,Monday,22,Uber,20642
0,Monday,23,Uber,16001
1,Tuesday,0,Uber,10617
1,Tuesday,1,Uber,6147
1,Tuesday,2,Uber,3867
1,Tuesday,3,Uber,2999
1,Tuesday,4,Uber,3798
1,Tuesday,5,Uber,5996
1,Tuesday,6,Uber,11000
1,Tuesday,7,Uber,19116
1,Tuesday,8,Uber,24800
1,Tuesday,9,Uber,21291
1,Tuesday,10,Uber,15933
1,Tuesday,11,Uber,14888
1,Tuesday,12,Uber,15182
1,Tuesday,13,Uber,16052
1,Tuesday,14,Uber,17252
1,Tuesday,15,Uber,18707
1,Tuesday,16,Uber,19408
1,Tuesday,17,Uber,24198
1,Tuesday,18,Uber,28717
1,Tuesday,19,Uber,26453
1,Tuesday,20,Uber,25012
1,Tuesday,21,Uber,24764
1,Tuesday,22,Uber,23671
1,Tuesday,23,Uber,18225
2,Wednesday,0,Uber,12004
2,Wednesday,1,Uber,6972
2,Wednesday,2,Uber,4440
2,Wednesday,3,Uber,3325
2,Wednesday,4,Uber,4064
2,Wednesday,5,Uber,5884
2,Wednesday,6,Uber,11015
2,Wednesday,7,Uber,19876
2,Wednesday,8,Uber,25423
2,Wednesday,9,Uber,22779
2,Wednesday,10,Uber,17253
2,Wednesday,11,Uber,16036
2,Wednesday,12,Uber,17080
2,Wednesday,13,Uber,17774
2,Wednesday,14,Uber,19947
2,Wednesday,15,Uber,20645
2,Wednesday,16,Uber,21858
2,Wednesday,17,Uber,26743
2,Wednesday,18,Uber,31991
2,Wednesday,19,Uber,29790
2,Wednesday,20,Uber,28012
2,Wednesday,21,Uber,27605
2,Wednesday,22,Uber,25981
2,Wednesday,23,Uber,22272
3,Thursday,0,Uber,14038
3,Thursday,1,Uber,7977
3,Thursday,2,Uber,4989
3,Thursday,3,Uber,3704
3,Thursday,4,Uber,4365
3,Thursday,5,Uber,6101
3,Thursday,6,Uber,11143
3,Thursday,7,Uber,19684
3,Thursday,8,Uber,25848
3,Thursday,9,Uber,22074
3,Thursday,10,Uber,16843
3,Thursday,11,Uber,15620
3,Thursday,12,Uber,16262
3,Thursday,13,Uber,17297
3,Thursday,14,Uber,17836
3,Thursday,15,Uber,20520
3,Thursday,16,Uber,22711
3,Thursday,17,Uber,27519
3,Thursday,18,Uber,31503
3,Thursday,19,Uber,30431
3,Thursday,20,Uber,28347
3,Thursday,21,Uber,29063
3,Thursday,22,Uber,29233
3,Thursday,23,Uber,24239
4,Friday,0,Uber,16343
4,Friday,1,Uber,10021
4,Friday,2,Uber,6456
4,Friday,3,Uber,4861
4,Friday,4,Uber,5267
4,Friday,5,Uber,6543
4,Friday,6,Uber,11313
4,Friday,7,Uber,19523
4,Friday,8,Uber,25689
4,Friday,9,Uber,22912
4,Friday,10,Uber,18218
4,Friday,11,Uber,17537
4,Friday,12,Uber,18325
4,Friday,13,Uber,19052
4,Friday,14,Uber,21283
4,Friday,15,Uber,23335
4,Friday,16,Uber,24443
4,Friday,17,Uber,29048
4,Friday,18,Uber,33564
4,Friday,19,Uber,34988
4,Friday,20,Uber,32965
4,Friday,21,Uber,31579
4,Friday,22,Uber,33107
4,Friday,23,Uber,32794
5,Saturday,0,Uber,27813
5,Saturday,1,Uber,20738
5,Saturday,2,Uber,15198
5,Saturday,3,Uber,11397
5,Saturday,4,Uber,8855
5,Saturday,5,Uber,6689
5,Saturday,6,Uber,7878
5,Saturday,7,Uber,10144
5,Saturday,8,Uber,14306
5,Saturday,9,Uber,18142
5,Saturday,10,Uber,20102
5,Saturday,11,Uber,22073
5,Saturday,12,Uber,23880
5,Saturday,13,Uber,25153
5,Saturday,14,Uber,25967
5,Saturday,15,Uber,27705
5,Saturday,16,Uber,27525
5,Saturday,17,Uber,29560
5,Saturday,18,Uber,34358
5,Saturday,19,Uber,38290
5,Saturday,20,Uber,35954
5,Saturday,21,Uber,34034
5,Saturday,22,Uber,35060
5,Saturday,23,Uber,34896
6,Sunday,0,Uber,30931
6,Sunday,1,Uber,24701
6,Sunday,2,Uber,18616
6,Sunday,3,Uber,13692
6,Sunday,4,Uber,10579
6,Sunday,5,Uber,6786
6,Sunday,6,Uber,6950
6,Sunday,7,Uber,8678
6,Sunday,8,Uber,12030
6,Sunday,9,Uber,16673
6,Sunday,10,Uber,20899
6,Sunday,11,Uber,23993
6,Sunday,12,Uber,25087
6,Sunday,13,Uber,25988
6,Sunday,14,Uber,24705
6,Sunday,15,Uber,24016
6,Sunday,16,Uber,24453
6,Sunday,17,Uber,27169
6,Sunday,18,Uber,28155
6,Sunday,19,Uber,23924
6,Sunday,20,Uber,22113
6,Sunday,21,Uber,21534
6,Sunday,22,Uber,22385
6,Sunday,23,Uber,19973
