weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,14177
0,Monday,1,Uber,7603
0,Monday,2,Uber,4365
0,Monday,3,Uber,3583
0,Monday,4,Uber,7275
0,Monday,5,Uber,11987
0,Monday,6,Uber,18447
0,Monday,7,Uber,26798
0,Monday,8,Uber,32581
0,Monday,9,Uber,29750
0,Monday,10,Uber,22477
0,Monday,11,Uber,20537
0,Monday,12,Uber,20357
0,Monday,13,Uber,20546
0,Monday,14,Uber,22850
0,Monday,15,Uber,25914
0,Monday,16,Uber,28155
0,Monday,17,Uber,33886
0,Monday,18,Uber,40069
0,Monday,19,Uber,37169
0,Monday,20,Uber,35032
0,Monday,21,Uber,35060
0,Monday,22,Uber,31362
0,Monday,23,Uber,22980
1,Tuesday,0,Uber,11863
1,Tuesday,1,Uber,6305
1,Tuesday,2,Uber,4035
1,Tuesday,3,Uber,2889
1,Tuesday,4,Uber,4620
1,Tuesday,5,Uber,7596
1,Tuesday,6,Uber,13023
1,Tuesday,7,Uber,21415
1,Tuesday,8,Uber,27099
1,Tuesday,9,Uber,25205
1,Tuesday,10,Uber,19942
1,Tuesday,11,Uber,18947
1,Tuesday,12,Uber,18968
1,Tuesday,13,Uber,18808
1,Tuesday,14,Uber,20786
1,Tuesday,15,Uber,23553
1,Tuesday,16,Uber,26242
1,Tuesday,17,Uber,31193
1,Tuesday,18,Uber,37496
1,Tuesday,19,Uber,36409
1,Tuesday,20,Uber,33332
1,Tuesday,21,Uber,34924
1,Tuesday,22,Uber,33535
1,Tuesday,23,Uber,24893
2,Wednesday,0,Uber,15364
2,Wednesday,1,Uber,8749
2,Wednesday,2,Uber,5030
2,Wednesday,3,Uber,3847
2,Wednesday,4,Uber,5403
2,Wednesday,5,Uber,8250
2,Wednesday,6,Uber,13091
2,Wednesday,7,Uber,21070
2,Wednesday,8,Uber,25989
2,Wednesday,9,Uber,24281
2,Wednesday,10,Uber,18718
2,Wednesday,11,Uber,17841
2,Wednesday,12,Uber,18226
2,Wednesday,13,Uber,18104
2,Wednesday,14,Uber,19688
2,Wednesday,15,Uber,22379
2,Wednesday,16,Uber,25509
2,Wednesday,17,Uber,29977
2,Wednesday,18,Uber,34928
2,Wednesday,19,Uber,34335
2,Wednesday,20,Uber,31670
2,Wednesday,21,Uber,33107
2,Wednesday,22,Uber,31342
2,Wednesday,23,Uber,24840
3,Thursday,0,Uber,16523
3,Thursday,1,Uber,10065
3,Thursday,2,Uber,6795
3,Thursday,3,Uber,5050
3,Thursday,4,Uber,6169
3,Thursday,5,Uber,8325
3,Thursday,6,Uber,12826
3,Thursday,7,Uber,19285
3,Thursday,8,Uber,23466
3,Thursday,9,Uber,22290
3,Thursday,10,Uber,18904
3,Thursday,11,Uber,19320
3,Thursday,12,Uber,19618
3,Thursday,13,Uber,19867
3,Thursday,14,Uber,22882
3,Thursday,15,Uber,25376
3,Thursday,16,Uber,29871
3,Thursday,17,Uber,35129
3,Thursday,18,Uber,41473
3,Thursday,19,Uber,43430
3,Thursday,20,Uber,42064
3,Thursday,21,Uber,42765
3,Thursday,22,Uber,40740
3,Thursday,23,Uber,33082
4,Friday,0,Uber,21756
4,Friday,1,Uber,12647
4,Friday,2,Uber,7465
4,Friday,3,Uber,5188
4,Friday,4,Uber,6027
4,Friday,5,Uber,7468
4,Friday,6,Uber,11393
4,Friday,7,Uber,17024
4,Friday,8,Uber,21446
4,Friday,9,Uber,21254
4,Friday,10,Uber,18204
4,Friday,11,Uber,18087
4,Friday,12,Uber,19330
4,Friday,13,Uber,19931
4,Friday,14,Uber,21355
4,Friday,15,Uber,23853
4,Friday,16,Uber,27266
4,Friday,17,Uber,32811
4,Friday,18,Uber,38208
4,Friday,19,Uber,42691
4,Friday,20,Uber,37848
4,Friday,21,Uber,35173
4,Friday,22,Uber,39348
4,Friday,23,Uber,41342
5,Saturday,0,Uber,35399
5,Saturday,1,Uber,26206
5,Saturday,2,Uber,18672
5,Saturday,3,Uber,13365
5,Saturday,4,Uber,10277
5,Saturday,5,Uber,7330
5,Saturday,6,Uber,7603
5,Saturday,7,Uber,9441
5,Saturday,8,Uber,12948
5,Saturday,9,Uber,16834
5,Saturday,10,Uber,20249
5,Saturday,11,Uber,23515
5,Saturday,12,Uber,25899
5,Saturday,13,Uber,26260
5,Saturday,14,Uber,26748
5,Saturday,15,Uber,29273
5,Saturday,16,Uber,35377
5,Saturday,17,Uber,41133
5,Saturday,18,Uber,43407
5,Saturday,19,Uber,47165
5,Saturday,20,Uber,40593
5,Saturday,21,Uber,37666
5,Saturday,22,Uber,41846
5,Saturday,23,Uber,47162
6,Sunday,0,Uber,58707
6,Sunday,1,Uber,66655
6,Sunday,2,Uber,37450
6,Sunday,3,Uber,26311
6,Sunday,4,Uber,17845
6,Sunday,5,Uber,11768
6,Sunday,6,Uber,10790
6,Sunday,7,Uber,10844
6,Sunday,8,Uber,13586
6,Sunday,9,Uber,19104
6,Sunday,10,Uber,24624
6,Sunday,11,Uber,28985
6,Sunday,12,Uber,31868
6,Sunday,13,Uber,32365
6,Sunday,14,Uber,32946
6,Sunday,15,Uber,33774
6,Sunday,16,Uber,37343
6,Sunday,17,Uber,39429
6,Sunday,18,Uber,39788
6,Sunday,19,Uber,35800
6,Sunday,20,Uber,31233
6,Sunday,21,Uber,29417
6,Sunday,22,Uber,27875
6,Sunday,23,Uber,21143
