weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,15009
0,Monday,1,Uber,10638
0,Monday,2,Uber,7316
0,Monday,3,Uber,5569
0,Monday,4,Uber,5916
0,Monday,5,Uber,7415
0,Monday,6,Uber,10733
0,Monday,7,Uber,17476
0,Monday,8,Uber,20571
0,Monday,9,Uber,19264
0,Monday,10,Uber,16736
0,Monday,11,Uber,16030
0,Monday,12,Uber,16267
0,Monday,13,Uber,16977
0,Monday,14,Uber,18700
0,Monday,15,Uber,20328
0,Monday,16,Uber,21006
0,Monday,17,Uber,24872
0,Monday,18,Uber,27490
0,Monday,19,Uber,26365
0,Monday,20,Uber,25408
0,Monday,21,Uber,25126
0,Monday,22,Uber,24425
0,Monday,23,Uber,20140
1,Tuesday,0,Uber,13825
1,Tuesday,1,Uber,8278
1,Tuesday,2,Uber,5169
1,Tuesday,3,Uber,3770
1,Tuesday,4,Uber,4454
1,Tuesday,5,Uber,6359
1,Tuesday,6,Uber,10616
1,Tuesday,7,Uber,18416
1,Tuesday,8,Uber,22862
1,Tuesday,9,Uber,20467
1,Tuesday,10,Uber,16896
1,Tuesday,11,Uber,16374
1,Tuesday,12,Uber,16809
1,Tuesday,13,Uber,17913
1,Tuesday,14,Uber,19566
1,Tuesday,15,Uber,20923
1,Tuesday,16,Uber,22230
1,Tuesday,17,Uber,26689
1,Tuesday,18,Uber,29942
1,Tuesday,19,Uber,30392
1,Tuesday,20,Uber,30079
1,Tuesday,21,Uber,30308
1,Tuesday,22,Uber,28921
1,Tuesday,23,Uber,23601
2,Wednesday,0,Uber,15762
2,Wednesday,1,Uber,9037
2,Wednesday,2,Uber,5690
2,Wednesday,3,Uber,4029
2,Wednesday,4,Uber,4911
2,Wednesday,5,Uber,6744
2,Wednesday,6,Uber,11206
2,Wednesday,7,Uber,19357
2,Wednesday,8,Uber,25080
2,Wednesday,9,Uber,22739
2,Wednesday,10,Uber,19042
2,Wednesday,11,Uber,18558
2,Wednesday,12,Uber,19072
2,Wednesday,13,Uber,19579
2,Wednesday,14,Uber,20844
2,Wednesday,15,Uber,22623
2,Wednesday,16,Uber,24439
2,Wednesday,17,Uber,29864
2,Wednesday,18,Uber,33416
2,Wednesday,19,Uber,33854
2,Wednesday,20,Uber,30807
2,Wednesday,21,Uber,31014
2,Wednesday,22,Uber,31168
2,Wednesday,23,Uber,27093
3,Thursday,0,Uber,18568
3,Thursday,1,Uber,10979
3,Thursday,2,Uber,6806
3,Thursday,3,Uber,4789
3,Thursday,4,Uber,5522
3,Thursday,5,Uber,7161
3,Thursday,6,Uber,11715
3,Thursday,7,Uber,19818
3,Thursday,8,Uber,25710
3,Thursday,9,Uber,23533
3,Thursday,10,Uber,19927
3,Thursday,11,Uber,19214
3,Thursday,12,Uber,20293
3,Thursday,13,Uber,20678
3,Thursday,14,Uber,22781
3,Thursday,15,Uber,24093
3,Thursday,16,Uber,25983
3,Thursday,17,Uber,31479
3,Thursday,18,Uber,35476
3,Thursday,19,Uber,36127
3,Thursday,20,Uber,32934
3,Thursday,21,Uber,33007
3,Thursday,22,Uber,33366
3,Thursday,23,Uber,30508
4,Friday,0,Uber,27347
4,Friday,1,Uber,17618
4,Friday,2,Uber,11205
4,Friday,3,Uber,7900
4,Friday,4,Uber,8303
4,Friday,5,Uber,9460
4,Friday,6,Uber,14627
4,Friday,7,Uber,24279
4,Friday,8,Uber,31250
4,Friday,9,Uber,29649
4,Friday,10,Uber,25798
4,Friday,11,Uber,25301
4,Friday,12,Uber,26234
4,Friday,13,Uber,27713
4,Friday,14,Uber,29835
4,Friday,15,Uber,32335
4,Friday,16,Uber,34037
4,Friday,17,Uber,39301
4,Friday,18,Uber,44620
4,Friday,19,Uber,48472
4,Friday,20,Uber,44296
4,Friday,21,Uber,42948
4,Friday,22,Uber,44622
4,Friday,23,Uber,45212
5,Saturday,0,Uber,39698
5,Saturday,1,Uber,31057
5,Saturday,2,Uber,22665
5,Saturday,3,Uber,16648
5,Saturday,4,Uber,13190
5,Saturday,5,Uber,9615
5,Saturday,6,Uber,10734
5,Saturday,7,Uber,13812
5,Saturday,8,Uber,18058
5,Saturday,9,Uber,23367
5,Saturday,10,Uber,27871
5,Saturday,11,Uber,32329
5,Saturday,12,Uber,34281
5,Saturday,13,Uber,34855
5,Saturday,14,Uber,34108
5,Saturday,15,Uber,34854
5,Saturday,16,Uber,36897
5,Saturday,17,Uber,40817
5,Saturday,18,Uber,45072
5,Saturday,19,Uber,47536
5,Saturday,20,Uber,44636
5,Saturday,21,Uber,42218
5,Saturday,22,Uber,43716
5,Saturday,23,Uber,45014
6,Sunday,0,Uber,41044
6,Sunday,1,Uber,33719
6,Sunday,2,Uber,24765
6,Sunday,3,Uber,18473
6,Sunday,4,Uber,14265
6,Sunday,5,Uber,9447
6,Sunday,6,Uber,9399
6,Sunday,7,Uber,11552
6,Sunday,8,Uber,14621
6,Sunday,9,Uber,20165
6,Sunday,10,Uber,25773
6,Sunday,11,Uber,28570
6,Sunday,12,Uber,29840
6,Sunday,13,Uber,30733
6,Sunday,14,Uber,31452
6,Sunday,15,Uber,32221
6,Sunday,16,Uber,33818
6,Sunday,17,Uber,36567
6,Sunday,18,Uber,38248
6,Sunday,19,Uber,39761
6,Sunday,20,Uber,40082
6,Sunday,21,Uber,40871
6,Sunday,22,Uber,38761
6,Sunday,23,Uber,30888
