weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,15192
0,Monday,1,Uber,8291
0,Monday,2,Uber,5198
0,Monday,3,Uber,4024
0,Monday,4,Uber,5139
0,Monday,5,Uber,7428
0,Monday,6,Uber,11385
0,Monday,7,Uber,18126
0,Monday,8,Uber,23293
0,Monday,9,Uber,20637
0,Monday,10,Uber,15711
0,Monday,11,Uber,15090
0,Monday,12,Uber,15149
0,Monday,13,Uber,15533
0,Monday,14,Uber,16580
0,Monday,15,Uber,17933
0,Monday,16,Uber,18732
0,Monday,17,Uber,21018
0,Monday,18,Uber,23883
0,Monday,19,Uber,25303
0,Monday,20,Uber,23519
0,Monday,21,Uber,23500
0,Monday,22,Uber,21824
0,Monday,23,Uber,16723
1,Tuesday,0,Uber,10746
1,Tuesday,1,Uber,6272
1,Tuesday,2,Uber,3952
1,Tuesday,3,Uber,2858
1,Tuesday,4,Uber,3899
1,Tuesday,5,Uber,6358
1,Tuesday,6,Uber,11728
1,Tuesday,7,Uber,20837
1,Tuesday,8,Uber,27252
1,Tuesday,9,Uber,22197
1,Tuesday,10,Uber,16222
1,Tuesday,11,Uber,15856
1,Tuesday,12,Uber,15191
1,Tuesday,13,Uber,15537
1,Tuesday,14,Uber,16947
1,Tuesday,15,Uber,18035
1,Tuesday,16,Uber,19151
1,Tuesday,17,Uber,24355
1,Tuesday,18,Uber,28808
1,Tuesday,19,Uber,28377
1,Tuesday,20,Uber,27137
1,Tuesday,21,Uber,26940
1,Tuesday,22,Uber,25198
1,Tuesday,23,Uber,19979
2,Wednesday,0,Uber,12935
2,Wednesday,1,Uber,7228
2,Wednesday,2,Uber,4611
2,Wednesday,3,Uber,3305
2,Wednesday,4,Uber,4222
2,Wednesday,5,Uber,6468
2,Wednesday,6,Uber,11247
2,Wednesday,7,Uber,20327
2,Wednesday,8,Uber,25987
2,Wednesday,9,Uber,22074
2,Wednesday,10,Uber,15682
2,Wednesday,11,Uber,14410
2,Wednesday,12,Uber,14659
2,Wednesday,13,Uber,15205
2,Wednesday,14,Uber,16226
2,Wednesday,15,Uber,17391
2,Wednesday,16,Uber,18141
2,Wednesday,17,Uber,22618
2,Wednesday,18,Uber,26290
2,Wednesday,19,Uber,28358
2,Wednesday,20,Uber,26917
2,Wednesday,21,Uber,28045
2,Wednesday,22,Uber,25952
2,Wednesday,23,Uber,21113
3,Thursday,0,Uber,13617
3,Thursday,1,Uber,8173
3,Thursday,2,Uber,4867
3,Thursday,3,Uber,3740
3,Thursday,4,Uber,4415
3,Thursday,5,Uber,6168
3,Thursday,6,Uber,10798
3,Thursday,7,Uber,18557
3,Thursday,8,Uber,23502
3,Thursday,9,Uber,20348
3,Thursday,10,Uber,15054
3,Thursday,11,Uber,14097
3,Thursday,12,Uber,14421
3,Thursday,13,Uber,14869
3,Thursday,14,Uber,15420
3,Thursday,15,Uber,16954
3,Thursday,16,Uber,14894
3,Thursday,17,Uber,18545
3,Thursday,18,Uber,26991
3,Thursday,19,Uber,30286
3,Thursday,20,Uber,28819
3,Thursday,21,Uber,29546
3,Thursday,22,Uber,29003
3,Thursday,23,Uber,24312
4,Friday,0,Uber,16978
4,Friday,1,Uber,10100
4,Friday,2,Uber,6714
4,Friday,3,Uber,4986
4,Friday,4,Uber,5088
4,Friday,5,Uber,6737
4,Friday,6,Uber,11280
4,Friday,7,Uber,19761
4,Friday,8,Uber,26015
4,Friday,9,Uber,23990
4,Friday,10,Uber,18101
4,Friday,11,Uber,17235
4,Friday,12,Uber,17514
4,Friday,13,Uber,18227
4,Friday,14,Uber,19413
4,Friday,15,Uber,20635
4,Friday,16,Uber,22087
4,Friday,17,Uber,27665
4,Friday,18,Uber,33509
4,Friday,19,Uber,36545
4,Friday,20,Uber,34577
4,Friday,21,Uber,32381
4,Friday,22,Uber,33914
4,Friday,23,Uber,34992
5,Saturday,0,Uber,30931
5,Saturday,1,Uber,23062
5,Saturday,2,Uber,17306
5,Saturday,3,Uber,13015
5,Saturday,4,Uber,9488
5,Saturday,5,Uber,6770
5,Saturday,6,Uber,7651
5,Saturday,7,Uber,9292
5,Saturday,8,Uber,12842
5,Saturday,9,Uber,16902
5,Saturday,10,Uber,19188
5,Saturday,11,Uber,21519
5,Saturday,12,Uber,22960
5,Saturday,13,Uber,23319
5,Saturday,14,Uber,22343
5,Saturday,15,Uber,22867
5,Saturday,16,Uber,24643
5,Saturday,17,Uber,28961
5,Saturday,18,Uber,33199
5,Saturday,19,Uber,40090
5,Saturday,20,Uber,36576
5,Saturday,21,Uber,33215
5,Saturday,22,Uber,34816
5,Saturday,23,Uber,37172
6,Sunday,0,Uber,33587
6,Sunday,1,Uber,27472
6,Sunday,2,Uber,21433
6,Sunday,3,Uber,15605
6,Sunday,4,Uber,11118
6,Sunday,5,Uber,6710
6,Sunday,6,Uber,6681
6,Sunday,7,Uber,7725
6,Sunday,8,Uber,11095
6,Sunday,9,Uber,15317
6,Sunday,10,Uber,20150
6,Sunday,11,Uber,23944
6,Sunday,12,Uber,25366
6,Sunday,13,Uber,25790
6,Sunday,14,Uber,24973
6,Sunday,15,Uber,24368
6,Sunday,16,Uber,25563
6,Sunday,17,Uber,28077
6,Sunday,18,Uber,28780
6,Sunday,19,Uber,25407
6,Sunday,20,Uber,22854
6,Sunday,21,Uber,22216
6,Sunday,22,Uber,24075
6,Sunday,23,Uber,21930
