weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,16399
0,Monday,1,Uber,10368
0,Monday,2,Uber,6717
0,Monday,3,Uber,4971
0,Monday,4,Uber,6118
0,Monday,5,Uber,8641
0,Monday,6,Uber,13357
0,Monday,7,Uber,18665
0,Monday,8,Uber,24154
0,Monday,9,Uber,23614
0,Monday,10,Uber,19456
0,Monday,11,Uber,17919
0,Monday,12,Uber,17326
0,Monday,13,Uber,17805
0,Monday,14,Uber,18692
0,Monday,15,Uber,19622
0,Monday,16,Uber,20583
0,Monday,17,Uber,23900
0,Monday,18,Uber,26496
0,Monday,19,Uber,24754
0,Monday,20,Uber,24483
0,Monday,21,Uber,25063
0,Monday,22,Uber,24599
0,Monday,23,Uber,20518
1,Tuesday,0,Uber,12785
1,Tuesday,1,Uber,8495
1,Tuesday,2,Uber,5850
1,Tuesday,3,Uber,4126
1,Tuesday,4,Uber,4506
1,Tuesday,5,Uber,5743
1,Tuesday,6,Uber,9048
1,Tuesday,7,Uber,13567
1,Tuesday,8,Uber,17771
1,Tuesday,9,Uber,16580
1,Tuesday,10,Uber,13242
1,Tuesday,11,Uber,13138
1,Tuesday,12,Uber,14014
1,Tuesday,13,Uber,14322
1,Tuesday,14,Uber,15497
1,Tuesday,15,Uber,16308
1,Tuesday,16,Uber,17683
1,Tuesday,17,Uber,21187
1,Tuesday,18,Uber,24008
1,Tuesday,19,Uber,21982
1,Tuesday,20,Uber,20954
1,Tuesday,21,Uber,22370
1,Tuesday,22,Uber,23414
1,Tuesday,23,Uber,20541
2,Wednesday,0,Uber,14860
2,Wednesday,1,Uber,9120
2,Wednesday,2,Uber,5741
2,Wednesday,3,Uber,4143
2,Wednesday,4,Uber,4583
2,Wednesday,5,Uber,6291
2,Wednesday,6,Uber,10216
2,Wednesday,7,Uber,15967
2,Wednesday,8,Uber,20819
2,Wednesday,9,Uber,19567
2,Wednesday,10,Uber,15056
2,Wednesday,11,Uber,14329
2,Wednesday,12,Uber,14511
2,Wednesday,13,Uber,14861
2,Wednesday,14,Uber,15686
2,Wednesday,15,Uber,16135
2,Wednesday,16,Uber,17352
2,Wednesday,17,Uber,21564
2,Wednesday,18,Uber,24182
2,Wednesday,19,Uber,23413
2,Wednesday,20,Uber,22366
2,Wednesday,21,Uber,23987
2,Wednesday,22,Uber,23964
2,Wednesday,23,Uber,20076
3,Thursday,0,Uber,14169
3,Thursday,1,Uber,8721
3,Thursday,2,Uber,5524
3,Thursday,3,Uber,4068
3,Thursday,4,Uber,4674
3,Thursday,5,Uber,6270
3,Thursday,6,Uber,10580
3,Thursday,7,Uber,16764
3,Thursday,8,Uber,22200
3,Thursday,9,Uber,20477
3,Thursday,10,Uber,16116
3,Thursday,11,Uber,15143
3,Thursday,12,Uber,15346
3,Thursday,13,Uber,15477
3,Thursday,14,Uber,17199
3,Thursday,15,Uber,17712
3,Thursday,16,Uber,19094
3,Thursday,17,Uber,23045
3,Thursday,18,Uber,26655
3,Thursday,19,Uber,25676
3,Thursday,20,Uber,25499
3,Thursday,21,Uber,26422
3,Thursday,22,Uber,26683
3,Thursday,23,Uber,23536
4,Friday,0,Uber,17576
4,Friday,1,Uber,11942
4,Friday,2,Uber,7692
4,Friday,3,Uber,5519
4,Friday,4,Uber,5590
4,Friday,5,Uber,6846
4,Friday,6,Uber,10612
4,Friday,7,Uber,16683
4,Friday,8,Uber,22622
4,Friday,9,Uber,21832
4,Friday,10,Uber,18997
4,Friday,11,Uber,18688
4,Friday,12,Uber,16630
4,Friday,13,Uber,16598
4,Friday,14,Uber,17774
4,Friday,15,Uber,18958
4,Friday,16,Uber,20405
4,Friday,17,Uber,23238
4,Friday,18,Uber,25937
4,Friday,19,Uber,27432
4,Friday,20,Uber,26416
4,Friday,21,Uber,28579
4,Friday,22,Uber,28420
4,Friday,23,Uber,29895
5,Saturday,0,Uber,32975
5,Saturday,1,Uber,27046
5,Saturday,2,Uber,20576
5,Saturday,3,Uber,15480
5,Saturday,4,Uber,11474
5,Saturday,5,Uber,8389
5,Saturday,6,Uber,9375
5,Saturday,7,Uber,11277
5,Saturday,8,Uber,14766
5,Saturday,9,Uber,18478
5,Saturday,10,Uber,20578
5,Saturday,11,Uber,23157
5,Saturday,12,Uber,24465
5,Saturday,13,Uber,24952
5,Saturday,14,Uber,25683
5,Saturday,15,Uber,27207
5,Saturday,16,Uber,27461
5,Saturday,17,Uber,28987
5,Saturday,18,Uber,31712
5,Saturday,19,Uber,35327
5,Saturday,20,Uber,30818
5,Saturday,21,Uber,33004
5,Saturday,22,Uber,35245
5,Saturday,23,Uber,38657
6,Sunday,0,Uber,36999
6,Sunday,1,Uber,30323
6,Sunday,2,Uber,22712
6,Sunday,3,Uber,17320
6,Sunday,4,Uber,13043
6,Sunday,5,Uber,8383
6,Sunday,6,Uber,8061
6,Sunday,7,Uber,9181
6,Sunday,8,Uber,11657
6,Sunday,9,Uber,15956
6,Sunday,10,Uber,20267
6,Sunday,11,Uber,23256
6,Sunday,12,Uber,24590
6,Sunday,13,Uber,24669
6,Sunday,14,Uber,25011
6,Sunday,15,Uber,25247
6,Sunday,16,Uber,25562
6,Sunday,17,Uber,26294
6,Sunday,18,Uber,27081
6,Sunday,19,Uber,25761
6,Sunday,20,Uber,23853
6,Sunday,21,Uber,24726
6,Sunday,22,Uber,25677
6,Sunday,23,Uber,22711
