weekday_num,weekday,hour,company,trips
0,Monday,0,Uber,14845
0,Monday,1,Uber,8745
0,Monday,2,Uber,5490
0,Monday,3,Uber,4366
0,Monday,4,Uber,5941
0,Monday,5,Uber,9262
0,Monday,6,Uber,15822
0,Monday,7,Uber,25997
0,Monday,8,Uber,33025
0,Monday,9,Uber,29838
0,Monday,10,Uber,24822
0,Monday,11,Uber,22160
0,Monday,12,Uber,22441
0,Monday,13,Uber,23672
0,Monday,14,Uber,26441
0,Monday,15,Uber,30653
0,Monday,16,Uber,32026
0,Monday,17,Uber,36072
0,Monday,18,Uber,37799
0,Monday,19,Uber,36333
0,Monday,20,Uber,32906
0,Monday,21,Uber,30818
0,Monday,22,Uber,27904
0,Monday,23,Uber,23097
1,Tuesday,0,Uber,15750
1,Tuesday,1,Uber,8601
1,Tuesday,2,Uber,5540
1,Tuesday,3,Uber,4058
1,Tuesday,4,Uber,5449
1,Tuesday,5,Uber,9047
1,Tuesday,6,Uber,16445
1,Tuesday,7,Uber,27932
1,Tuesday,8,Uber,35150
1,Tuesday,9,Uber,30227
1,Tuesday,10,Uber,25965
1,Tuesday,11,Uber,24661
1,Tuesday,12,Uber,24535
1,Tuesday,13,Uber,25384
1,Tuesday,14,Uber,26343
1,Tuesday,15,Uber,29541
1,Tuesday,16,Uber,30236
1,Tuesday,17,Uber,35923
1,Tuesday,18,Uber,39492
1,Tuesday,19,Uber,38774
1,Tuesday,20,Uber,35654
1,Tuesday,21,Uber,34383
1,Tuesday,22,Uber,31961
1,Tuesday,23,Uber,26090
2,Wednesday,0,Uber,17823
2,Wednesday,1,Uber,10250
2,Wednesday,2,Uber,6503
2,Wednesday,3,Uber,4762
2,Wednesday,4,Uber,5642
2,Wednesday,5,Uber,8633
2,Wednesday,6,Uber,16096
2,Wednesday,7,Uber,27358
2,Wednesday,8,Uber,33277
2,Wednesday,9,Uber,28962
2,Wednesday,10,Uber,23945
2,Wednesday,11,Uber,22706
2,Wednesday,12,Uber,23310
2,Wednesday,13,Uber,24893
2,Wednesday,14,Uber,27375
2,Wednesday,15,Uber,29118
2,Wednesday,16,Uber,30337
2,Wednesday,17,Uber,36149
2,Wednesday,18,Uber,40305
2,Wednesday,19,Uber,39389
2,Wednesday,20,Uber,37044
2,Wednesday,21,Uber,36987
2,Wednesday,22,Uber,35334
2,Wednesday,23,Uber,30107
3,Thursday,0,Uber,28082
3,Thursday,1,Uber,18299
3,Thursday,2,Uber,13008
3,Thursday,3,Uber,9661
3,Thursday,4,Uber,9301
3,Thursday,5,Uber,11359
3,Thursday,6,Uber,19502
3,Thursday,7,Uber,31602
3,Thursday,8,Uber,38488
3,Thursday,9,Uber,33893
3,Thursday,10,Uber,28874
3,Thursday,11,Uber,28345
3,Thursday,12,Uber,29375
3,Thursday,13,Uber,31023
3,Thursday,14,Uber,34613
3,Thursday,15,Uber,36117
3,Thursday,16,Uber,37830
3,Thursday,17,Uber,43375
3,Thursday,18,Uber,47179
3,Thursday,19,Uber,47625
3,Thursday,20,Uber,47156
3,Thursday,21,Uber,48110
3,Thursday,22,Uber,47754
3,Thursday,23,Uber,43140
4,Friday,0,Uber,31044
4,Friday,1,Uber,19507
4,Friday,2,Uber,11996
4,Friday,3,Uber,8668
4,Friday,4,Uber,8509
4,Friday,5,Uber,10934
4,Friday,6,Uber,18971
4,Friday,7,Uber,31488
4,Friday,8,Uber,40187
4,Friday,9,Uber,36022
4,Friday,10,Uber,30722
4,Friday,11,Uber,30193
4,Friday,12,Uber,31624
4,Friday,13,Uber,34179
4,Friday,14,Uber,37267
4,Friday,15,Uber,41187
4,Friday,16,Uber,43326
4,Friday,17,Uber,48857
4,Friday,18,Uber,53974
4,Friday,19,Uber,58480
4,Friday,20,Uber,53727
4,Friday,21,Uber,51510
4,Friday,22,Uber,53080
4,Friday,23,Uber,53695
5,Saturday,0,Uber,35271
5,Saturday,1,Uber,26032
5,Saturday,2,Uber,19598
5,Saturday,3,Uber,14466
5,Saturday,4,Uber,11243
5,Saturday,5,Uber,8540
5,Saturday,6,Uber,10681
5,Saturday,7,Uber,14526
5,Saturday,8,Uber,19732
5,Saturday,9,Uber,24383
5,Saturday,10,Uber,27155
5,Saturday,11,Uber,30260
5,Saturday,12,Uber,32525
5,Saturday,13,Uber,33692
5,Saturday,14,Uber,33386
5,Saturday,15,Uber,34893
5,Saturday,16,Uber,37454
5,Saturday,17,Uber,40484
5,Saturday,18,Uber,43801
5,Saturday,19,Uber,47142
5,Saturday,20,Uber,47112
5,Saturday,21,Uber,46153
5,Saturday,22,Uber,48291
5,Saturday,23,Uber,49039
6,Sunday,0,Uber,42852
6,Sunday,1,Uber,37788
6,Sunday,2,Uber,23275
6,Sunday,3,Uber,17343
6,Sunday,4,Uber,13281
6,Sunday,5,Uber,9632
6,Sunday,6,Uber,10607
6,Sunday,7,Uber,12780
6,Sunday,8,Uber,15871
6,Sunday,9,Uber,21030
6,Sunday,10,Uber,26416
6,Sunday,11,Uber,28984
6,Sunday,12,Uber,29408
6,Sunday,13,Uber,30205
6,Sunday,14,Uber,30467
6,Sunday,15,Uber,30793
6,Sunday,16,Uber,32024
6,Sunday,17,Uber,33677
6,Sunday,18,Uber,34945
6,Sunday,19,Uber,34319
6,Sunday,20,Uber,30607
6,Sunday,21,Uber,29519
6,Sunday,22,Uber,27012
6,Sunday,23,Uber,22012
