weekday_num,weekday,hour,base,base_name,trips
5,Saturday,8,B02764,Danach-NY,1007
5,Saturday,9,B02512,Unter,744
5,Saturday,9,B02598,Hinter,5307
5,Saturday,9,B02617,Weiter,5427
5,Saturday,9,B02682,Schmecken,4941
5,Saturday,9,B02764,Danach-NY,1250
5,Saturday,10,B02512,Unter,957
5,Saturday,10,B02598,Hinter,6065
5,Saturday,10,B02617,Weiter,6474
5,Saturday,10,B02682,Schmecken,5652
5,Saturday,10,B02764,Danach-NY,1448
5,Saturday,11,B02512,Unter,1072
5,Saturday,11,B02598,Hinter,6867
5,Saturday,11,B02617,Weiter,7227
5,Saturday,11,B02682,Schmecken,5995
5,Saturday,11,B02764,Danach-NY,1557
5,Saturday,12,B02512,Unter,1131
5,Saturday,12,B02598,Hinter,7310
5,Saturday,12,B02617,Weiter,7857
5,Saturday,12,B02682,Schmecken,6218
5,Saturday,12,B02764,Danach-NY,1782
5,Saturday,13,B02512,Unter,1168
5,Saturday,13,B02598,Hinter,8154
5,Saturday,13,B02617,Weiter,8512
5,Saturday,13,B02682,Schmecken,6883
5,Saturday,13,B02764,Danach-NY,1919
5,Saturday,14,B02512,Unter,1390
5,Saturday,14,B02598,Hinter,9705
5,Saturday,14,B02617,Weiter,9984
5,Saturday,14,B02682,Schmecken,8042
5,Saturday,14,B02764,Danach-NY,2297
5,Saturday,15,B02512,Unter,1660
5,Saturday,15,B02598,Hinter,12129
5,Saturday,15,B02617,Weiter,12158
5,Saturday,15,B02682,Schmecken,10144
5,Saturday,15,B02764,Danach-NY,2678
5,Saturday,16,B02512,Unter,1920
5,Saturday,16,B02598,Hinter,13740
5,Saturday,16,B02617,Weiter,13499
5,Saturday,16,B02682,Schmecken,11454
5,Saturday,16,B02764,Danach-NY,2899
5,Saturday,17,B02512,Unter,1812
5,Saturday,17,B02598,Hinter,13273
5,Saturday,17,B02617,Weiter,13639
5,Saturday,17,B02682,Schmecken,11145
5,Saturday,17,B02764,Danach-NY,2975
5,Saturday,18,B02512,Unter,1977
5,Saturday,18,B02598,Hinter,14286
5,Saturday,18,B02617,Weiter,14317
5,Saturday,18,B02682,Schmecken,12157
5,Saturday,18,B02764,Danach-NY,3146
5,Saturday,19,B02512,Unter,1807
5,Saturday,19,B02598,Hinter,12661
5,Saturday,19,B02617,Weiter,12994
5,Saturday,19,B02682,Schmecken,10698
5,Saturday,19,B02764,Danach-NY,2938
5,Saturday,20,B02512,Unter,1655
5,Saturday,20,B02598,Hinter,12000
5,Saturday,20,B02617,Weiter,12432
5,Saturday,20,B02682,Schmecken,9973
5,Saturday,20,B02764,Danach-NY,2654
5,Saturday,21,B02512,Unter,1902
5,Saturday,21,B02598,Hinter,13854
5,Saturday,21,B02617,Weiter,13956
5,Saturday,21,B02682,Schmecken,11353
5,Saturday,21,B02764,Danach-NY,2761
5,Saturday,22,B02512,Unter,2035
5,Saturday,22,B02598,Hinter,15099
5,Saturday,22,B02617,Weiter,15411
5,Saturday,22,B02682,Schmecken,12505
5,Saturday,22,B02764,Danach-NY,2901
5,Saturday,23,B02512,Unter,1694
5,Saturday,23,B02598,Hinter,13594
5,Saturday,23,B02617,Weiter,13812
5,Saturday,23,B02682,Schmecken,11369
5,Saturday,23,B02764,Danach-NY,2705
6,Sunday,0,B02512,Unter,1134
6,Sunday,0,B02598,Hinter,10068
6,Sunday,0,B02617,Weiter,10711
6,Sunday,0,B02682,Schmecken,8787
6,Sunday,0,B02764,Danach-NY,2177
6,Sunday,1,B02512,Unter,685
6,Sunday,1,B02598,Hinter,6785
6,Sunday,1,B02617,Weiter,7868
6,Sunday,1,B02682,Schmecken,6083
6,Sunday,1,B02764,Danach-NY,1594
6,Sunday,2,B02512,Unter,448
6,Sunday,2,B02598,Hinter,4306
6,Sunday,2,B02617,Weiter,5532
6,Sunday,2,B02682,Schmecken,4032
6,Sunday,2,B02764,Danach-NY,1118
6,Sunday,3,B02512,Unter,268
6,Sunday,3,B02598,Hinter,3101
6,Sunday,3,B02617,Weiter,3767
6,Sunday,3,B02682,Schmecken,2778
6,Sunday,3,B02764,Danach-NY,683
6,Sunday,4,B02512,Unter,167
6,Sunday,4,B02598,Hinter,1948
6,Sunday,4,B02617,Weiter,2179
6,Sunday,4,B02682,Schmecken,1651
6,Sunday,4,B02764,Danach-NY,429
6,Sunday,5,B02512,Unter,187
6,Sunday,5,B02598,Hinter,1842
6,Sunday,5,B02617,Weiter,2023
6,Sunday,5,B02682,Schmecken,1707
6,Sunday,5,B02764,Danach-NY,410
6,Sunday,6,B02512,Unter,263
6,Sunday,6,B02598,Hinter,1906
6,Sunday,6,B02617,Weiter,2168
6,Sunday,6,B02682,Schmecken,1863
6,Sunday,6,B02764,Danach-NY,396
6,Sunday,7,B02512,Unter,397
6,Sunday,7,B02598,Hinter,2467
6,Sunday,7,B02617,Weiter,2861
6,Sunday,7,B02682,Schmecken,2400
6,Sunday,7,B02764,Danach-NY,603
6,Sunday,8,B02512,Unter,592
6,Sunday,8,B02598,Hinter,3518
6,Sunday,8,B02617,Weiter,3945
6,Sunday,8,B02682,Schmecken,3256
6,Sunday,8,B02764,Danach-NY,817
6,Sunday,9,B02512,Unter,825
6,Sunday,9,B02598,Hinter,4804
6,Sunday,9,B02617,Weiter,5371
6,Sunday,9,B02682,Schmecken,4379
6,Sunday,9,B02764,Danach-NY,1022
6,Sunday,10,B02512,Unter,981
6,Sunday,10,B02598,Hinter,5861
6,Sunday,10,B02617,Weiter,6664
6,Sunday,10,B02682,Schmecken,5134
6,Sunday,10,B02764,Danach-NY,1199
6,Sunday,11,B02512,Unter,1123
6,Sunday,11,B02598,Hinter,6920
6,Sunday,11,B02617,Weiter,7500
6,Sunday,11,B02682,Schmecken,5893
6,Sunday,11,B02764,Danach-NY,1420
6,Sunday,12,B02512,Unter,1202
6,Sunday,12,B02598,Hinter,7245
6,Sunday,12,B02617,Weiter,7838
6,Sunday,12,B02682,Schmecken,6106
6,Sunday,12,B02764,Danach-NY,1520
6,Sunday,13,B02512,Unter,1201
6,Sunday,13,B02598,Hinter,8044
6,Sunday,13,B02617,Weiter,8668
6,Sunday,13,B02682,Schmecken,6750
6,Sunday,13,B02764,Danach-NY,1754
6,Sunday,14,B02512,Unter,1291
6,Sunday,14,B02598,Hinter,8457
6,Sunday,14,B02617,Weiter,9431
6,Sunday,14,B02682,Schmecken,7096
6,Sunday,14,B02764,Danach-NY,1876
6,Sunday,15,B02512,Unter,1455
6,Sunday,15,B02598,Hinter,9407
6,Sunday,15,B02617,Weiter,10246
6,Sunday,15,B02682,Schmecken,7966
6,Sunday,15,B02764,Danach-NY,2038
6,Sunday,16,B02512,Unter,1472
6,Sunday,16,B02598,Hinter,10094
6,Sunday,16,B02617,Weiter,11106
6,Sunday,16,B02682,Schmecken,8294
6,Sunday,16,B02764,Danach-NY,2072
6,Sunday,17,B02512,Unter,1325
6,Sunday,17,B02598,Hinter,9610
6,Sunday,17,B02617,Weiter,10724
6,Sunday,17,B02682,Schmecken,7893
6,Sunday,17,B02764,Danach-NY,1969
6,Sunday,18,B02512,Unter,1161
6,Sunday,18,B02598,Hinter,8346
6,Sunday,18,B02617,Weiter,9699
6,Sunday,18,B02682,Schmecken,7096
6,Sunday,18,B02764,Danach-NY,1989
6,Sunday,19,B02512,Unter,1108
6,Sunday,19,B02598,Hinter,7596
6,Sunday,19,B02617,Weiter,8789
6,Sunday,19,B02682,Schmecken,6653
6,Sunday,19,B02764,Danach-NY,1802
6,Sunday,20,B02512,Unter,1018
6,Sunday,20,B02598,Hinter,7428
6,Sunday,20,B02617,Weiter,8546
6,Sunday,20,B02682,Schmecken,6401
6,Sunday,20,B02764,Danach-NY,1683
6,Sunday,21,B02512,Unter,999
6,Sunday,21,B02598,Hinter,7274
6,Sunday,21,B02617,Weiter,7971
6,Sunday,21,B02682,Schmecken,6192
6,Sunday,21,B02764,Danach-NY,1531
6,Sunday,22,B02512,Unter,726
6,Sunday,22,B02598,Hinter,5909
6,Sunday,22,B02617,Weiter,6702
6,Sunday,22,B02682,Schmecken,4983
6,Sunday,22,B02764,Danach-NY,1246
6,Sunday,23,B02512,Unter,462
6,Sunday,23,B02598,Hinter,3716
6,Sunday,23,B02617,Weiter,4143
6,Sunday,23,B02682,Schmecken,3118
6,Sunday,23,B02764,Danach-NY,727
