pickup_date,pickup_month,affiliated_base,trips
2015-02-01,2015-02,B02054,5
2015-02-01,2015-02,B02067,149
2015-02-01,2015-02,B02073,5
2015-02-01,2015-02,B02096,32
2015-02-01,2015-02,B02101,97
2015-02-01,2015-02,B02110,31
2015-02-01,2015-02,B02127,2
2015-02-01,2015-02,B02133,6
2015-02-01,2015-02,B02155,5
2015-02-01,2015-02,B02160,1
2015-02-01,2015-02,B02191,1
2015-02-01,2015-02,B02202,36
2015-02-01,2015-02,B02207,151
2015-02-01,2015-02,B02216,254
2015-02-01,2015-02,B02222,1
2015-02-01,2015-02,B02225,30
2015-02-01,2015-02,B02240,4
2015-02-01,2015-02,B02241,15
2015-02-01,2015-02,B02252,8
2015-02-01,2015-02,B02253,15
2015-02-01,2015-02,B02254,19
2015-02-01,2015-02,B02256,2
2015-02-01,2015-02,B02273,5
2015-02-01,2015-02,B02280,18
2015-02-01,2015-02,B02285,18
2015-02-01,2015-02,B02306,1
2015-02-01,2015-02,B02330,6
2015-02-01,2015-02,B02331,8
2015-02-01,2015-02,B02334,20
2015-02-01,2015-02,B02342,4
2015-02-01,2015-02,B02345,64
2015-02-01,2015-02,B02352,5
2015-02-01,2015-02,B02356,7
2015-02-01,2015-02,B02376,11
2015-02-01,2015-02,B02382,48
2015-02-01,2015-02,B02394,8
2015-02-01,2015-02,B02401,53
2015-02-01,2015-02,B02408,31
2015-02-01,2015-02,B02410,6
2015-02-01,2015-02,B02424,1
2015-02-01,2015-02,B02440,18
2015-02-01,2015-02,B02453,80
2015-02-01,2015-02,B02459,6
2015-02-01,2015-02,B02460,8
2015-02-01,2015-02,B02468,21
2015-02-01,2015-02,B02469,20
2015-02-01,2015-02,B02472,4
2015-02-01,2015-02,B02480,2
2015-02-01,2015-02,B02489,9
2015-02-01,2015-02,B02492,7
2015-02-01,2015-02,B02499,3
2015-02-01,2015-02,B02503,9
2015-02-01,2015-02,B02507,37
2015-02-01,2015-02,B02512,1059
2015-02-01,2015-02,B02514,11
2015-02-01,2015-02,B02522,12
2015-02-01,2015-02,B02532,24
2015-02-01,2015-02,B02533,24
2015-02-01,2015-02,B02534,11
2015-02-01,2015-02,B02550,2
2015-02-01,2015-02,B02554,15
2015-02-01,2015-02,B02587,9
2015-02-01,2015-02,B02588,13
2015-02-01,2015-02,B02598,8116
2015-02-01,2015-02,B02608,5
2015-02-01,2015-02,B02609,44
2015-02-01,2015-02,B02611,7
2015-02-01,2015-02,B02612,3
2015-02-01,2015-02,B02617,12736
2015-02-01,2015-02,B02630,13
2015-02-01,2015-02,B02633,15
2015-02-01,2015-02,B02638,9
2015-02-01,2015-02,B02639,5
2015-02-01,2015-02,B02642,17
2015-02-01,2015-02,B02644,98
2015-02-01,2015-02,B02646,120
2015-02-01,2015-02,B02651,39
2015-02-01,2015-02,B02655,6
2015-02-01,2015-02,B02662,2
2015-02-01,2015-02,B02668,17
2015-02-01,2015-02,B02670,13
2015-02-01,2015-02,B02682,10310
2015-02-01,2015-02,B02683,12
2015-02-01,2015-02,B02686,4
2015-02-01,2015-02,B02689,20
2015-02-01,2015-02,B02699,10
2015-02-01,2015-02,B02715,146
2015-02-01,2015-02,B02718,2
2015-02-01,2015-02,B02723,14
2015-02-01,2015-02,B02724,17
2015-02-01,2015-02,B02725,34
2015-02-01,2015-02,B02729,978
2015-02-01,2015-02,B02732,15
2015-02-01,2015-02,B02747,16
2015-02-01,2015-02,B02749,49
2015-02-01,2015-02,B02763,28
2015-02-01,2015-02,B02764,30351
2015-02-01,2015-02,B02765,2012
2015-02-01,2015-02,B02767,7
2015-02-01,2015-02,B02769,27
2015-02-01,2015-02,B02770,36
2015-02-01,2015-02,B02771,4
2015-02-01,2015-02,B02772,7
2015-02-01,2015-02,B02774,415
2015-02-01,2015-02,B02780,2
2015-02-01,2015-02,B02787,2
2015-02-01,2015-02,B02788,234
2015-02-01,2015-02,B02789,211
2015-02-01,2015-02,B02795,1
2015-02-01,2015-02,B02800,35
2015-02-01,2015-02,B02806,23
2015-02-01,2015-02,B02809,22
2015-02-01,2015-02,B02810,6
2015-02-01,2015-02,B02815,27
2015-02-01,2015-02,B02818,129
2015-02-01,2015-02,B02820,5
2015-02-01,2015-02,B02822,17
2015-02-01,2015-02,B02826,10
2015-02-01,2015-02,B02834,8
2015-02-01,2015-02,B02835,25
2015-02-01,2015-02,,3195
2015-02-02,2015-02,B00013,144
2015-02-02,2015-02,B00014,113
2015-02-02,2015-02,B00053,136
2015-02-02,2015-02,B00083,10
2015-02-02,2015-02,B00084,2
2015-02-02,2015-02,B00111,472
2015-02-02,2015-02,B00202,15
2015-02-02,2015-02,B00208,4
2015-02-02,2015-02,B00227,182
2015-02-02,2015-02,B00235,4
2015-02-02,2015-02,B00254,64
2015-02-02,2015-02,B00271,247
2015-02-02,2015-02,B00272,260
2015-02-02,2015-02,B00277,49
2015-02-02,2015-02,B00280,64
2015-02-02,2015-02,B00296,50
2015-02-02,2015-02,B00381,46
2015-02-02,2015-02,B00411,27
2015-02-02,2015-02,B00412,94
2015-02-02,2015-02,B00446,111
2015-02-02,2015-02,B00448,291
2015-02-02,2015-02,B00477,176
2015-02-02,2015-02,B00608,39
2015-02-02,2015-02,B00628,261
2015-02-02,2015-02,B00789,331
2015-02-02,2015-02,B00837,99
2015-02-02,2015-02,B00888,47
2015-02-02,2015-02,B01087,284
2015-02-02,2015-02,B01183,15
2015-02-02,2015-02,B01197,180
2015-02-02,2015-02,B01309,8
2015-02-02,2015-02,B01367,98
2015-02-02,2015-02,B01779,64
2015-02-02,2015-02,B01800,4
2015-02-02,2015-02,B01803,16
2015-02-02,2015-02,B01854,2
2015-02-02,2015-02,B01861,4
2015-02-02,2015-02,B01871,9
2015-02-02,2015-02,B01875,53
2015-02-02,2015-02,B01876,6
2015-02-02,2015-02,B01877,92
2015-02-02,2015-02,B01899,175
2015-02-02,2015-02,B01912,6
2015-02-02,2015-02,B01913,3
2015-02-02,2015-02,B01938,3
2015-02-02,2015-02,B01944,3
2015-02-02,2015-02,B01949,122
2015-02-02,2015-02,B01970,9
2015-02-02,2015-02,B01976,29
2015-02-02,2015-02,B01985,14
2015-02-02,2015-02,B01989,3
2015-02-02,2015-02,B01990,2
2015-02-02,2015-02,B01998,262
2015-02-02,2015-02,B02003,142
2015-02-02,2015-02,B02005,20
2015-02-02,2015-02,B02016,44
2015-02-02,2015-02,B02022,8
2015-02-02,2015-02,B02054,4
2015-02-02,2015-02,B02067,137
2015-02-02,2015-02,B02073,9
2015-02-02,2015-02,B02096,27
2015-02-02,2015-02,B02101,90
2015-02-02,2015-02,B02110,22
2015-02-02,2015-02,B02133,6
2015-02-02,2015-02,B02147,7
2015-02-02,2015-02,B02155,9
2015-02-02,2015-02,B02160,6
2015-02-02,2015-02,B02173,23
2015-02-02,2015-02,B02175,6
2015-02-02,2015-02,B02191,4
2015-02-02,2015-02,B02202,18
2015-02-02,2015-02,B02207,70
2015-02-02,2015-02,B02216,94
2015-02-02,2015-02,B02222,5
2015-02-02,2015-02,B02225,15
2015-02-02,2015-02,B02240,2
2015-02-02,2015-02,B02252,8
2015-02-02,2015-02,B02253,15
2015-02-02,2015-02,B02273,14
2015-02-02,2015-02,B02277,16
2015-02-02,2015-02,B02280,33
2015-02-02,2015-02,B02285,18
2015-02-02,2015-02,B02302,13
2015-02-02,2015-02,B02306,10
2015-02-02,2015-02,B02330,5
2015-02-02,2015-02,B02331,3
2015-02-02,2015-02,B02334,1
2015-02-02,2015-02,B02339,3
2015-02-02,2015-02,B02342,22
2015-02-02,2015-02,B02345,75
2015-02-02,2015-02,B02382,6
2015-02-02,2015-02,B02394,12
2015-02-02,2015-02,B02401,70
2015-02-02,2015-02,B02408,26
2015-02-02,2015-02,B02410,4
2015-02-02,2015-02,B02424,5
2015-02-02,2015-02,B02429,7
2015-02-02,2015-02,B02440,9
2015-02-02,2015-02,B02453,47
2015-02-02,2015-02,B02455,2
2015-02-02,2015-02,B02459,1
2015-02-02,2015-02,B02460,4
2015-02-02,2015-02,B02468,7
2015-02-02,2015-02,B02469,16
2015-02-02,2015-02,B02472,7
2015-02-02,2015-02,B02480,2
2015-02-02,2015-02,B02489,4
2015-02-02,2015-02,B02492,9
2015-02-02,2015-02,B02499,18
2015-02-02,2015-02,B02503,1
2015-02-02,2015-02,B02507,17
2015-02-02,2015-02,B02510,20
2015-02-02,2015-02,B02512,1441
2015-02-02,2015-02,B02514,3
2015-02-02,2015-02,B02515,7
2015-02-02,2015-02,B02518,15
2015-02-02,2015-02,B02522,21
2015-02-02,2015-02,B02524,6
2015-02-02,2015-02,B02532,3
2015-02-02,2015-02,B02533,12
2015-02-02,2015-02,B02534,10
2015-02-02,2015-02,B02550,2
2015-02-02,2015-02,B02554,11
2015-02-02,2015-02,B02587,8
2015-02-02,2015-02,B02588,12
2015-02-02,2015-02,B02598,8026
2015-02-02,2015-02,B02609,40
2015-02-02,2015-02,B02610,4
2015-02-02,2015-02,B02617,11627
2015-02-02,2015-02,B02633,10
2015-02-02,2015-02,B02642,16
2015-02-02,2015-02,B02644,36
2015-02-02,2015-02,B02646,88
2015-02-02,2015-02,B02651,62
2015-02-02,2015-02,B02655,31
2015-02-02,2015-02,B02662,16
2015-02-02,2015-02,B02664,16
2015-02-02,2015-02,B02668,13
2015-02-02,2015-02,B02670,9
2015-02-02,2015-02,B02680,11
2015-02-02,2015-02,B02682,10025
2015-02-02,2015-02,B02683,8
2015-02-02,2015-02,B02686,11
2015-02-02,2015-02,B02689,19
2015-02-02,2015-02,B02691,1
2015-02-02,2015-02,B02699,10
2015-02-02,2015-02,B02712,15
2015-02-02,2015-02,B02715,215
2015-02-02,2015-02,B02718,2
2015-02-02,2015-02,B02723,1
2015-02-02,2015-02,B02724,5
2015-02-02,2015-02,B02725,22
2015-02-02,2015-02,B02729,897
2015-02-02,2015-02,B02732,1
2015-02-02,2015-02,B02739,3
2015-02-02,2015-02,B02749,68
2015-02-02,2015-02,B02763,8
2015-02-02,2015-02,B02764,25419
2015-02-02,2015-02,B02765,1879
2015-02-02,2015-02,B02767,22
2015-02-02,2015-02,B02769,29
2015-02-02,2015-02,B02770,41
2015-02-02,2015-02,B02771,37
2015-02-02,2015-02,B02772,32
2015-02-02,2015-02,B02773,8
2015-02-02,2015-02,B02774,436
2015-02-02,2015-02,B02780,13
2015-02-02,2015-02,B02787,15
2015-02-02,2015-02,B02788,295
2015-02-02,2015-02,B02789,147
2015-02-02,2015-02,B02800,5
2015-02-02,2015-02,B02806,27
2015-02-02,2015-02,B02809,2
2015-02-02,2015-02,B02810,19
2015-02-02,2015-02,B02815,22
2015-02-02,2015-02,B02818,99
2015-02-02,2015-02,B02820,1
2015-02-02,2015-02,B02822,31
2015-02-02,2015-02,B02826,5
2015-02-02,2015-02,B02834,7
2015-02-02,2015-02,B02835,11
2015-02-02,2015-02,,2622
2015-02-03,2015-02,B00013,158
2015-02-03,2015-02,B00014,96
2015-02-03,2015-02,B00035,3
2015-02-03,2015-02,B00053,167
2015-02-03,2015-02,B00083,11
2015-02-03,2015-02,B00084,4
2015-02-03,2015-02,B00111,390
2015-02-03,2015-02,B00202,6
2015-02-03,2015-02,B00208,1
2015-02-03,2015-02,B00227,252
2015-02-03,2015-02,B00235,7
2015-02-03,2015-02,B00254,58
2015-02-03,2015-02,B00271,217
2015-02-03,2015-02,B00272,352
2015-02-03,2015-02,B00277,57
2015-02-03,2015-02,B00280,112
2015-02-03,2015-02,B00296,46
2015-02-03,2015-02,B00381,77
2015-02-03,2015-02,B00411,31
2015-02-03,2015-02,B00412,116
2015-02-03,2015-02,B00446,106
2015-02-03,2015-02,B00448,265
2015-02-03,2015-02,B00477,218
2015-02-03,2015-02,B00608,32
2015-02-03,2015-02,B00623,5
2015-02-03,2015-02,B00628,217
2015-02-03,2015-02,B00789,245
2015-02-03,2015-02,B00837,87
2015-02-03,2015-02,B00888,50
2015-02-03,2015-02,B01087,241
2015-02-03,2015-02,B01183,24
2015-02-03,2015-02,B01197,138
2015-02-03,2015-02,B01309,2
2015-02-03,2015-02,B01367,107
2015-02-03,2015-02,B01779,51
2015-02-03,2015-02,B01803,21
2015-02-03,2015-02,B01861,12
2015-02-03,2015-02,B01871,4
2015-02-03,2015-02,B01875,61
2015-02-03,2015-02,B01876,6
2015-02-03,2015-02,B01877,71
2015-02-03,2015-02,B01899,141
2015-02-03,2015-02,B01907,9
2015-02-03,2015-02,B01912,14
2015-02-03,2015-02,B01913,2
2015-02-03,2015-02,B01944,3
2015-02-03,2015-02,B01949,102
2015-02-03,2015-02,B01970,12
2015-02-03,2015-02,B01976,49
2015-02-03,2015-02,B01985,17
2015-02-03,2015-02,B01989,8
2015-02-03,2015-02,B01990,1
2015-02-03,2015-02,B01998,300
2015-02-03,2015-02,B02003,126
2015-02-03,2015-02,B02005,10
2015-02-03,2015-02,B02016,20
2015-02-03,2015-02,B02022,12
2015-02-03,2015-02,B02054,5
2015-02-03,2015-02,B02067,113
2015-02-03,2015-02,B02073,1
2015-02-03,2015-02,B02096,34
2015-02-03,2015-02,B02101,88
2015-02-03,2015-02,B02110,12
2015-02-03,2015-02,B02127,2
2015-02-03,2015-02,B02133,11
2015-02-03,2015-02,B02147,5
2015-02-03,2015-02,B02155,11
2015-02-03,2015-02,B02160,5
2015-02-03,2015-02,B02173,10
2015-02-03,2015-02,B02175,6
2015-02-03,2015-02,B02191,4
2015-02-03,2015-02,B02202,18
2015-02-03,2015-02,B02207,87
2015-02-03,2015-02,B02216,103
2015-02-03,2015-02,B02217,1
2015-02-03,2015-02,B02222,3
2015-02-03,2015-02,B02225,23
2015-02-03,2015-02,B02241,16
2015-02-03,2015-02,B02252,11
2015-02-03,2015-02,B02253,11
2015-02-03,2015-02,B02254,11
2015-02-03,2015-02,B02273,14
2015-02-03,2015-02,B02277,12
2015-02-03,2015-02,B02280,18
2015-02-03,2015-02,B02285,13
2015-02-03,2015-02,B02302,6
2015-02-03,2015-02,B02306,7
2015-02-03,2015-02,B02330,3
2015-02-03,2015-02,B02331,2
2015-02-03,2015-02,B02334,11
2015-02-03,2015-02,B02339,4
2015-02-03,2015-02,B02342,9
2015-02-03,2015-02,B02345,47
2015-02-03,2015-02,B02360,2
2015-02-03,2015-02,B02376,15
2015-02-03,2015-02,B02382,16
2015-02-03,2015-02,B02394,7
2015-02-03,2015-02,B02401,54
2015-02-03,2015-02,B02408,36
2015-02-03,2015-02,B02410,20
2015-02-03,2015-02,B02424,6
2015-02-03,2015-02,B02429,4
2015-02-03,2015-02,B02440,11
2015-02-03,2015-02,B02453,67
2015-02-03,2015-02,B02455,6
2015-02-03,2015-02,B02459,4
2015-02-03,2015-02,B02460,3
2015-02-03,2015-02,B02468,2
2015-02-03,2015-02,B02469,6
2015-02-03,2015-02,B02472,5
2015-02-03,2015-02,B02480,1
2015-02-03,2015-02,B02492,3
2015-02-03,2015-02,B02499,10
2015-02-03,2015-02,B02503,9
2015-02-03,2015-02,B02507,18
2015-02-03,2015-02,B02510,24
2015-02-03,2015-02,B02512,1557
2015-02-03,2015-02,B02515,11
2015-02-03,2015-02,B02524,3
2015-02-03,2015-02,B02532,15
2015-02-03,2015-02,B02533,6
2015-02-03,2015-02,B02534,7
2015-02-03,2015-02,B02535,2
2015-02-03,2015-02,B02550,2
2015-02-03,2015-02,B02587,3
2015-02-03,2015-02,B02588,10
2015-02-03,2015-02,B02598,8209
2015-02-03,2015-02,B02609,49
2015-02-03,2015-02,B02610,3
2015-02-03,2015-02,B02612,4
2015-02-03,2015-02,B02617,11935
2015-02-03,2015-02,B02633,7
2015-02-03,2015-02,B02642,18
2015-02-03,2015-02,B02644,59
2015-02-03,2015-02,B02646,44
2015-02-03,2015-02,B02651,33
2015-02-03,2015-02,B02655,35
2015-02-03,2015-02,B02662,7
2015-02-03,2015-02,B02664,9
2015-02-03,2015-02,B02668,7
2015-02-03,2015-02,B02670,13
2015-02-03,2015-02,B02680,17
2015-02-03,2015-02,B02682,9793
2015-02-03,2015-02,B02683,1
2015-02-03,2015-02,B02686,2
2015-02-03,2015-02,B02689,6
2015-02-03,2015-02,B02691,5
2015-02-03,2015-02,B02699,6
2015-02-03,2015-02,B02715,214
2015-02-03,2015-02,B02718,2
2015-02-03,2015-02,B02724,7
2015-02-03,2015-02,B02725,9
2015-02-03,2015-02,B02729,962
2015-02-03,2015-02,B02732,4
2015-02-03,2015-02,B02739,15
2015-02-03,2015-02,B02740,1
2015-02-03,2015-02,B02749,95
2015-02-03,2015-02,B02763,52
2015-02-03,2015-02,B02764,26180
2015-02-03,2015-02,B02765,2208
2015-02-03,2015-02,B02767,15
2015-02-03,2015-02,B02769,25
2015-02-03,2015-02,B02770,39
2015-02-03,2015-02,B02771,35
2015-02-03,2015-02,B02772,1
2015-02-03,2015-02,B02773,11
2015-02-03,2015-02,B02774,380
2015-02-03,2015-02,B02780,17
2015-02-03,2015-02,B02787,34
2015-02-03,2015-02,B02788,285
2015-02-03,2015-02,B02789,131
2015-02-03,2015-02,B02800,1
2015-02-03,2015-02,B02806,12
2015-02-03,2015-02,B02810,15
2015-02-03,2015-02,B02815,34
2015-02-03,2015-02,B02818,127
2015-02-03,2015-02,B02820,1
2015-02-03,2015-02,B02822,13
2015-02-03,2015-02,B02826,3
2015-02-03,2015-02,B02834,5
2015-02-03,2015-02,B02835,12
2015-02-03,2015-02,,2693
2015-02-04,2015-02,B00013,95
2015-02-04,2015-02,B00014,93
2015-02-04,2015-02,B00035,10
2015-02-04,2015-02,B00053,177
2015-02-04,2015-02,B00083,6
2015-02-04,2015-02,B00084,1
2015-02-04,2015-02,B00111,327
2015-02-04,2015-02,B00202,10
2015-02-04,2015-02,B00208,10
2015-02-04,2015-02,B00227,185
2015-02-04,2015-02,B00235,11
2015-02-04,2015-02,B00254,51
2015-02-04,2015-02,B00271,205
2015-02-04,2015-02,B00272,238
2015-02-04,2015-02,B00277,48
2015-02-04,2015-02,B00280,108
2015-02-04,2015-02,B00296,68
2015-02-04,2015-02,B00381,61
2015-02-04,2015-02,B00411,23
2015-02-04,2015-02,B00412,88
2015-02-04,2015-02,B00446,107
2015-02-04,2015-02,B00448,278
2015-02-04,2015-02,B00477,179
2015-02-04,2015-02,B00608,24
2015-02-04,2015-02,B00628,182
2015-02-04,2015-02,B00789,255
2015-02-04,2015-02,B00837,81
2015-02-04,2015-02,B00888,44
2015-02-04,2015-02,B01087,252
2015-02-04,2015-02,B01183,10
