pickup_date,pickup_month,affiliated_base,trips
2015-03-30,2015-03,B00448,381
2015-03-30,2015-03,B00477,216
2015-03-30,2015-03,B00608,35
2015-03-30,2015-03,B00623,1
2015-03-30,2015-03,B00628,246
2015-03-30,2015-03,B00789,328
2015-03-30,2015-03,B00837,30
2015-03-30,2015-03,B00888,81
2015-03-30,2015-03,B01087,302
2015-03-30,2015-03,B01183,19
2015-03-30,2015-03,B01197,148
2015-03-30,2015-03,B01367,85
2015-03-30,2015-03,B01779,28
2015-03-30,2015-03,B01803,26
2015-03-30,2015-03,B01871,27
2015-03-30,2015-03,B01875,79
2015-03-30,2015-03,B01877,74
2015-03-30,2015-03,B01899,166
2015-03-30,2015-03,B01907,16
2015-03-30,2015-03,B01912,21
2015-03-30,2015-03,B01913,7
2015-03-30,2015-03,B01916,8
2015-03-30,2015-03,B01928,1
2015-03-30,2015-03,B01938,3
2015-03-30,2015-03,B01949,104
2015-03-30,2015-03,B01964,1
2015-03-30,2015-03,B01970,6
2015-03-30,2015-03,B01976,34
2015-03-30,2015-03,B01985,29
2015-03-30,2015-03,B01989,1
2015-03-30,2015-03,B01998,312
2015-03-30,2015-03,B02003,121
2015-03-30,2015-03,B02005,25
2015-03-30,2015-03,B02016,18
2015-03-30,2015-03,B02022,22
2015-03-30,2015-03,B02027,6
2015-03-30,2015-03,B02054,3
2015-03-30,2015-03,B02067,87
2015-03-30,2015-03,B02073,1
2015-03-30,2015-03,B02096,28
2015-03-30,2015-03,B02101,66
2015-03-30,2015-03,B02110,9
2015-03-30,2015-03,B02133,29
2015-03-30,2015-03,B02155,9
2015-03-30,2015-03,B02157,4
2015-03-30,2015-03,B02160,13
2015-03-30,2015-03,B02173,6
2015-03-30,2015-03,B02175,4
2015-03-30,2015-03,B02200,4
2015-03-30,2015-03,B02202,31
2015-03-30,2015-03,B02207,89
2015-03-30,2015-03,B02216,124
2015-03-30,2015-03,B02217,4
2015-03-30,2015-03,B02222,1
2015-03-30,2015-03,B02225,23
2015-03-30,2015-03,B02240,4
2015-03-30,2015-03,B02241,8
2015-03-30,2015-03,B02252,4
2015-03-30,2015-03,B02253,12
2015-03-30,2015-03,B02254,2
2015-03-30,2015-03,B02256,5
2015-03-30,2015-03,B02273,8
2015-03-30,2015-03,B02277,12
2015-03-30,2015-03,B02280,4
2015-03-30,2015-03,B02285,28
2015-03-30,2015-03,B02306,4
2015-03-30,2015-03,B02330,9
2015-03-30,2015-03,B02331,3
2015-03-30,2015-03,B02334,10
2015-03-30,2015-03,B02339,21
2015-03-30,2015-03,B02342,14
2015-03-30,2015-03,B02345,62
2015-03-30,2015-03,B02364,2
2015-03-30,2015-03,B02373,9
2015-03-30,2015-03,B02376,10
2015-03-30,2015-03,B02382,34
2015-03-30,2015-03,B02401,48
2015-03-30,2015-03,B02408,17
2015-03-30,2015-03,B02410,12
2015-03-30,2015-03,B02418,10
2015-03-30,2015-03,B02419,11
2015-03-30,2015-03,B02424,1
2015-03-30,2015-03,B02429,28
2015-03-30,2015-03,B02440,30
2015-03-30,2015-03,B02453,21
2015-03-30,2015-03,B02455,11
2015-03-30,2015-03,B02459,1
2015-03-30,2015-03,B02468,2
2015-03-30,2015-03,B02469,10
2015-03-30,2015-03,B02472,20
2015-03-30,2015-03,B02480,7
2015-03-30,2015-03,B02492,6
2015-03-30,2015-03,B02499,9
2015-03-30,2015-03,B02503,4
2015-03-30,2015-03,B02507,9
2015-03-30,2015-03,B02510,27
2015-03-30,2015-03,B02512,1178
2015-03-30,2015-03,B02515,4
2015-03-30,2015-03,B02518,13
2015-03-30,2015-03,B02522,8
2015-03-30,2015-03,B02524,1
2015-03-30,2015-03,B02532,21
2015-03-30,2015-03,B02533,13
2015-03-30,2015-03,B02534,11
2015-03-30,2015-03,B02554,6
2015-03-30,2015-03,B02579,12
2015-03-30,2015-03,B02587,9
2015-03-30,2015-03,B02588,11
2015-03-30,2015-03,B02598,5704
2015-03-30,2015-03,B02608,6
2015-03-30,2015-03,B02609,22
2015-03-30,2015-03,B02610,3
2015-03-30,2015-03,B02612,1
2015-03-30,2015-03,B02617,8829
2015-03-30,2015-03,B02629,3
2015-03-30,2015-03,B02637,1
2015-03-30,2015-03,B02642,8
2015-03-30,2015-03,B02644,24
2015-03-30,2015-03,B02646,53
2015-03-30,2015-03,B02651,41
2015-03-30,2015-03,B02655,21
2015-03-30,2015-03,B02662,8
2015-03-30,2015-03,B02664,10
2015-03-30,2015-03,B02669,11
2015-03-30,2015-03,B02670,3
2015-03-30,2015-03,B02682,13010
2015-03-30,2015-03,B02683,4
2015-03-30,2015-03,B02686,36
2015-03-30,2015-03,B02689,5
2015-03-30,2015-03,B02699,3
2015-03-30,2015-03,B02700,20
2015-03-30,2015-03,B02701,7
2015-03-30,2015-03,B02715,163
2015-03-30,2015-03,B02718,12
2015-03-30,2015-03,B02722,5
2015-03-30,2015-03,B02723,1
2015-03-30,2015-03,B02724,15
2015-03-30,2015-03,B02725,8
2015-03-30,2015-03,B02729,615
2015-03-30,2015-03,B02732,7
2015-03-30,2015-03,B02739,11
2015-03-30,2015-03,B02747,13
2015-03-30,2015-03,B02749,77
2015-03-30,2015-03,B02763,7
2015-03-30,2015-03,B02764,18944
2015-03-30,2015-03,B02765,5905
2015-03-30,2015-03,B02769,34
2015-03-30,2015-03,B02770,25
2015-03-30,2015-03,B02771,18
2015-03-30,2015-03,B02774,316
2015-03-30,2015-03,B02775,2
2015-03-30,2015-03,B02776,7
2015-03-30,2015-03,B02783,4
2015-03-30,2015-03,B02787,10
2015-03-30,2015-03,B02788,312
2015-03-30,2015-03,B02789,227
2015-03-30,2015-03,B02795,9
2015-03-30,2015-03,B02798,14
2015-03-30,2015-03,B02800,6
2015-03-30,2015-03,B02806,8
2015-03-30,2015-03,B02809,15
2015-03-30,2015-03,B02810,22
2015-03-30,2015-03,B02814,5
2015-03-30,2015-03,B02815,20
2015-03-30,2015-03,B02818,95
2015-03-30,2015-03,B02820,2
2015-03-30,2015-03,B02821,26
2015-03-30,2015-03,B02822,19
2015-03-30,2015-03,B02825,25
2015-03-30,2015-03,B02826,7
2015-03-30,2015-03,B02833,8
2015-03-30,2015-03,B02834,11
2015-03-30,2015-03,B02835,34
2015-03-30,2015-03,B02836,30
2015-03-30,2015-03,B02847,20
2015-03-31,2015-03,B00013,185
2015-03-31,2015-03,B00014,215
2015-03-31,2015-03,B00035,28
2015-03-31,2015-03,B00053,204
2015-03-31,2015-03,B00083,13
2015-03-31,2015-03,B00084,10
2015-03-31,2015-03,B00111,472
2015-03-31,2015-03,B00202,10
2015-03-31,2015-03,B00227,267
2015-03-31,2015-03,B00235,12
2015-03-31,2015-03,B00254,23
2015-03-31,2015-03,B00271,248
2015-03-31,2015-03,B00272,320
2015-03-31,2015-03,B00277,79
2015-03-31,2015-03,B00280,167
2015-03-31,2015-03,B00296,97
2015-03-31,2015-03,B00381,166
2015-03-31,2015-03,B00411,28
2015-03-31,2015-03,B00412,101
2015-03-31,2015-03,B00446,149
2015-03-31,2015-03,B00448,362
2015-03-31,2015-03,B00477,235
2015-03-31,2015-03,B00608,38
2015-03-31,2015-03,B00628,337
2015-03-31,2015-03,B00789,397
2015-03-31,2015-03,B00837,52
2015-03-31,2015-03,B00888,101
2015-03-31,2015-03,B01087,405
2015-03-31,2015-03,B01183,24
2015-03-31,2015-03,B01197,180
2015-03-31,2015-03,B01309,1
2015-03-31,2015-03,B01367,88
2015-03-31,2015-03,B01779,41
2015-03-31,2015-03,B01803,27
2015-03-31,2015-03,B01871,15
2015-03-31,2015-03,B01875,59
2015-03-31,2015-03,B01877,91
2015-03-31,2015-03,B01899,180
2015-03-31,2015-03,B01907,9
2015-03-31,2015-03,B01912,31
2015-03-31,2015-03,B01913,6
2015-03-31,2015-03,B01916,12
2015-03-31,2015-03,B01928,16
2015-03-31,2015-03,B01938,7
2015-03-31,2015-03,B01949,174
2015-03-31,2015-03,B01970,12
2015-03-31,2015-03,B01976,50
2015-03-31,2015-03,B01985,15
2015-03-31,2015-03,B01989,12
2015-03-31,2015-03,B01998,361
2015-03-31,2015-03,B02003,181
2015-03-31,2015-03,B02005,22
2015-03-31,2015-03,B02016,27
2015-03-31,2015-03,B02022,19
2015-03-31,2015-03,B02027,4
2015-03-31,2015-03,B02054,1
2015-03-31,2015-03,B02067,121
2015-03-31,2015-03,B02073,1
2015-03-31,2015-03,B02096,20
2015-03-31,2015-03,B02101,93
2015-03-31,2015-03,B02110,13
2015-03-31,2015-03,B02127,9
2015-03-31,2015-03,B02133,27
2015-03-31,2015-03,B02147,2
2015-03-31,2015-03,B02148,7
2015-03-31,2015-03,B02155,27
2015-03-31,2015-03,B02160,18
2015-03-31,2015-03,B02173,3
2015-03-31,2015-03,B02175,2
2015-03-31,2015-03,B02200,3
2015-03-31,2015-03,B02202,46
2015-03-31,2015-03,B02207,124
2015-03-31,2015-03,B02216,166
2015-03-31,2015-03,B02217,14
2015-03-31,2015-03,B02225,11
2015-03-31,2015-03,B02241,15
2015-03-31,2015-03,B02253,33
2015-03-31,2015-03,B02254,3
2015-03-31,2015-03,B02256,7
2015-03-31,2015-03,B02273,14
2015-03-31,2015-03,B02277,6
2015-03-31,2015-03,B02280,5
2015-03-31,2015-03,B02285,15
2015-03-31,2015-03,B02302,5
2015-03-31,2015-03,B02330,7
2015-03-31,2015-03,B02334,7
2015-03-31,2015-03,B02339,13
2015-03-31,2015-03,B02342,15
2015-03-31,2015-03,B02345,71
2015-03-31,2015-03,B02360,4
2015-03-31,2015-03,B02364,2
2015-03-31,2015-03,B02373,7
2015-03-31,2015-03,B02376,9
2015-03-31,2015-03,B02382,18
2015-03-31,2015-03,B02394,10
2015-03-31,2015-03,B02401,45
2015-03-31,2015-03,B02406,1
2015-03-31,2015-03,B02408,27
2015-03-31,2015-03,B02410,19
2015-03-31,2015-03,B02418,9
2015-03-31,2015-03,B02419,3
2015-03-31,2015-03,B02424,1
2015-03-31,2015-03,B02429,30
2015-03-31,2015-03,B02440,14
2015-03-31,2015-03,B02453,26
2015-03-31,2015-03,B02455,2
2015-03-31,2015-03,B02460,2
2015-03-31,2015-03,B02468,16
2015-03-31,2015-03,B02469,2
2015-03-31,2015-03,B02472,25
2015-03-31,2015-03,B02480,6
2015-03-31,2015-03,B02492,23
2015-03-31,2015-03,B02499,6
2015-03-31,2015-03,B02503,21
2015-03-31,2015-03,B02507,35
2015-03-31,2015-03,B02510,34
2015-03-31,2015-03,B02512,1490
2015-03-31,2015-03,B02515,2
2015-03-31,2015-03,B02518,12
2015-03-31,2015-03,B02522,15
2015-03-31,2015-03,B02532,33
2015-03-31,2015-03,B02533,9
2015-03-31,2015-03,B02534,15
2015-03-31,2015-03,B02554,15
2015-03-31,2015-03,B02579,11
2015-03-31,2015-03,B02587,6
2015-03-31,2015-03,B02588,14
2015-03-31,2015-03,B02598,7490
2015-03-31,2015-03,B02608,3
2015-03-31,2015-03,B02609,41
2015-03-31,2015-03,B02617,11311
2015-03-31,2015-03,B02629,2
2015-03-31,2015-03,B02637,17
2015-03-31,2015-03,B02642,10
2015-03-31,2015-03,B02644,14
2015-03-31,2015-03,B02646,39
2015-03-31,2015-03,B02651,82
2015-03-31,2015-03,B02655,6
2015-03-31,2015-03,B02664,9
2015-03-31,2015-03,B02669,22
2015-03-31,2015-03,B02670,23
2015-03-31,2015-03,B02680,4
2015-03-31,2015-03,B02682,16128
2015-03-31,2015-03,B02683,4
2015-03-31,2015-03,B02686,16
2015-03-31,2015-03,B02689,12
2015-03-31,2015-03,B02699,15
2015-03-31,2015-03,B02700,18
2015-03-31,2015-03,B02711,10
2015-03-31,2015-03,B02715,252
2015-03-31,2015-03,B02718,9
2015-03-31,2015-03,B02722,1
2015-03-31,2015-03,B02723,1
2015-03-31,2015-03,B02724,20
2015-03-31,2015-03,B02725,8
2015-03-31,2015-03,B02727,1
2015-03-31,2015-03,B02729,917
2015-03-31,2015-03,B02732,17
2015-03-31,2015-03,B02739,6
2015-03-31,2015-03,B02747,11
2015-03-31,2015-03,B02749,96
2015-03-31,2015-03,B02764,24015
2015-03-31,2015-03,B02765,7225
2015-03-31,2015-03,B02769,48
2015-03-31,2015-03,B02770,36
2015-03-31,2015-03,B02771,23
2015-03-31,2015-03,B02772,6
2015-03-31,2015-03,B02773,5
2015-03-31,2015-03,B02774,461
2015-03-31,2015-03,B02783,1
2015-03-31,2015-03,B02787,29
2015-03-31,2015-03,B02788,350
2015-03-31,2015-03,B02789,313
2015-03-31,2015-03,B02795,51
2015-03-31,2015-03,B02798,2
2015-03-31,2015-03,B02800,10
2015-03-31,2015-03,B02806,35
2015-03-31,2015-03,B02809,13
2015-03-31,2015-03,B02810,14
2015-03-31,2015-03,B02814,3
2015-03-31,2015-03,B02815,40
2015-03-31,2015-03,B02817,6
2015-03-31,2015-03,B02818,89
2015-03-31,2015-03,B02820,2
2015-03-31,2015-03,B02821,26
2015-03-31,2015-03,B02822,11
2015-03-31,2015-03,B02825,13
2015-03-31,2015-03,B02826,1
2015-03-31,2015-03,B02833,5
2015-03-31,2015-03,B02834,11
2015-03-31,2015-03,B02835,26
2015-03-31,2015-03,B02836,48
2015-03-31,2015-03,B02847,32
2015-04-01,2015-04,B00013,111
2015-04-01,2015-04,B00014,191
2015-04-01,2015-04,B00035,22
2015-04-01,2015-04,B00053,151
2015-04-01,2015-04,B00083,7
2015-04-01,2015-04,B00111,412
2015-04-01,2015-04,B00202,26
2015-04-01,2015-04,B00235,12
2015-04-01,2015-04,B00254,31
2015-04-01,2015-04,B00271,198
2015-04-01,2015-04,B00272,256
2015-04-01,2015-04,B00277,75
2015-04-01,2015-04,B00280,95
2015-04-01,2015-04,B00296,51
2015-04-01,2015-04,B00381,94
2015-04-01,2015-04,B00411,43
2015-04-01,2015-04,B00412,66
2015-04-01,2015-04,B00446,100
2015-04-01,2015-04,B00448,390
2015-04-01,2015-04,B00477,161
2015-04-01,2015-04,B00608,29
2015-04-01,2015-04,B00628,308
2015-04-01,2015-04,B00789,348
2015-04-01,2015-04,B00888,66
2015-04-01,2015-04,B01087,280
2015-04-01,2015-04,B01183,18
2015-04-01,2015-04,B01197,122
2015-04-01,2015-04,B01309,3
2015-04-01,2015-04,B01367,75
2015-04-01,2015-04,B01779,58
2015-04-01,2015-04,B01803,45
2015-04-01,2015-04,B01875,53
2015-04-01,2015-04,B01899,182
2015-04-01,2015-04,B01912,28
2015-04-01,2015-04,B01949,101
2015-04-01,2015-04,B01985,26
2015-04-01,2015-04,B01998,286
2015-04-01,2015-04,B02003,128
2015-04-01,2015-04,B02005,26
2015-04-01,2015-04,B02022,17
2015-04-01,2015-04,B02067,123
2015-04-01,2015-04,B02096,30
2015-04-01,2015-04,B02101,70
2015-04-01,2015-04,B02110,19
2015-04-01,2015-04,B02133,25
2015-04-01,2015-04,B02160,14
2015-04-01,2015-04,B02202,40
2015-04-01,2015-04,B02207,113
2015-04-01,2015-04,B02216,120
2015-04-01,2015-04,B02225,21
2015-04-01,2015-04,B02240,1
2015-04-01,2015-04,B02243,2
2015-04-01,2015-04,B02254,12
2015-04-01,2015-04,B02256,9
2015-04-01,2015-04,B02302,1
2015-04-01,2015-04,B02306,6
2015-04-01,2015-04,B02330,3
2015-04-01,2015-04,B02334,7
2015-04-01,2015-04,B02342,18
2015-04-01,2015-04,B02345,49
2015-04-01,2015-04,B02360,2
2015-04-01,2015-04,B02373,10
2015-04-01,2015-04,B02376,9
2015-04-01,2015-04,B02401,23
2015-04-01,2015-04,B02408,14
2015-04-01,2015-04,B02418,6
2015-04-01,2015-04,B02429,19
2015-04-01,2015-04,B02453,32
2015-04-01,2015-04,B02455,5
2015-04-01,2015-04,B02469,6
2015-04-01,2015-04,B02472,28
2015-04-01,2015-04,B02492,12
2015-04-01,2015-04,B02507,11
2015-04-01,2015-04,B02510,24
2015-04-01,2015-04,B02518,11
2015-04-01,2015-04,B02532,11
2015-04-01,2015-04,B02534,15
2015-04-01,2015-04,B02579,8
2015-04-01,2015-04,B02587,1
2015-04-01,2015-04,B02588,9
2015-04-01,2015-04,B02598,6834
2015-04-01,2015-04,B02608,11
2015-04-01,2015-04,B02609,21
2015-04-01,2015-04,B02612,2
2015-04-01,2015-04,B02617,10235
2015-04-01,2015-04,B02630,4
2015-04-01,2015-04,B02637,10
2015-04-01,2015-04,B02642,2
2015-04-01,2015-04,B02644,37
2015-04-01,2015-04,B02646,68
2015-04-01,2015-04,B02651,39
2015-04-01,2015-04,B02664,12
2015-04-01,2015-04,B02680,2
2015-04-01,2015-04,B02682,15068
2015-04-01,2015-04,B02686,12
2015-04-01,2015-04,B02699,30
2015-04-01,2015-04,B02700,21
2015-04-01,2015-04,B02701,1
2015-04-01,2015-04,B02711,5
2015-04-01,2015-04,B02715,135
2015-04-01,2015-04,B02723,2
2015-04-01,2015-04,B02725,7
2015-04-01,2015-04,B02729,826
2015-04-01,2015-04,B02732,8
2015-04-01,2015-04,B02739,16
2015-04-01,2015-04,B02747,9
2015-04-01,2015-04,B02749,105
2015-04-01,2015-04,B02763,3
2015-04-01,2015-04,B02764,21926
2015-04-01,2015-04,B02765,6652
2015-04-01,2015-04,B02769,33
2015-04-01,2015-04,B02770,25
2015-04-01,2015-04,B02771,20
2015-04-01,2015-04,B02772,8
2015-04-01,2015-04,B02774,318
2015-04-01,2015-04,B02775,3
2015-04-01,2015-04,B02783,4
2015-04-01,2015-04,B02787,20
2015-04-01,2015-04,B02788,330
2015-04-01,2015-04,B02789,271
2015-04-01,2015-04,B02795,16
2015-04-01,2015-04,B02800,10
2015-04-01,2015-04,B02806,28
2015-04-01,2015-04,B02809,9
2015-04-01,2015-04,B02810,19
2015-04-01,2015-04,B02814,5
2015-04-01,2015-04,B02815,34
2015-04-01,2015-04,B02817,2
2015-04-01,2015-04,B02818,120
2015-04-01,2015-04,B02821,37
2015-04-01,2015-04,B02822,1
2015-04-01,2015-04,B02825,21
2015-04-01,2015-04,B02826,1
2015-04-01,2015-04,B02829,1
2015-04-01,2015-04,B02833,19
2015-04-01,2015-04,B02834,7
2015-04-01,2015-04,B02835,41
2015-04-01,2015-04,B02836,43
2015-04-01,2015-04,B02846,17
2015-04-01,2015-04,B02847,27
2015-04-02,2015-04,B00013,136
2015-04-02,2015-04,B00014,153
2015-04-02,2015-04,B00035,22
2015-04-02,2015-04,B00053,184
2015-04-02,2015-04,B00083,8
2015-04-02,2015-04,B00111,425
2015-04-02,2015-04,B00202,15
2015-04-02,2015-04,B00235,6
2015-04-02,2015-04,B00236,4
2015-04-02,2015-04,B00254,51
2015-04-02,2015-04,B00271,235
2015-04-02,2015-04,B00272,285
2015-04-02,2015-04,B00277,69
2015-04-02,2015-04,B00280,137
2015-04-02,2015-04,B00296,73
2015-04-02,2015-04,B00381,138
2015-04-02,2015-04,B00411,46
2015-04-02,2015-04,B00412,51
2015-04-02,2015-04,B00446,122
2015-04-02,2015-04,B00448,380
2015-04-02,2015-04,B00477,183
2015-04-02,2015-04,B00608,32
2015-04-02,2015-04,B00628,343
2015-04-02,2015-04,B00789,341
2015-04-02,2015-04,B00888,72
2015-04-02,2015-04,B01087,254
2015-04-02,2015-04,B01183,19
2015-04-02,2015-04,B01197,181
2015-04-02,2015-04,B01367,101
2015-04-02,2015-04,B01779,55
2015-04-02,2015-04,B01803,19
2015-04-02,2015-04,B01875,57
2015-04-02,2015-04,B01899,136
2015-04-02,2015-04,B01912,42
2015-04-02,2015-04,B01949,100
2015-04-02,2015-04,B01985,19
2015-04-02,2015-04,B01998,260
2015-04-02,2015-04,B02003,139
2015-04-02,2015-04,B02005,10
2015-04-02,2015-04,B02022,15
2015-04-02,2015-04,B02067,130
2015-04-02,2015-04,B02096,34
2015-04-02,2015-04,B02101,101
2015-04-02,2015-04,B02110,11
2015-04-02,2015-04,B02133,36
2015-04-02,2015-04,B02160,17
2015-04-02,2015-04,B02202,29
2015-04-02,2015-04,B02207,105
2015-04-02,2015-04,B02216,201
2015-04-02,2015-04,B02225,13
2015-04-02,2015-04,B02240,3
2015-04-02,2015-04,B02254,4
2015-04-02,2015-04,B02256,1
2015-04-02,2015-04,B02306,7
2015-04-02,2015-04,B02331,7
2015-04-02,2015-04,B02334,6
2015-04-02,2015-04,B02342,21
2015-04-02,2015-04,B02345,63
2015-04-02,2015-04,B02360,5
2015-04-02,2015-04,B02373,22
2015-04-02,2015-04,B02376,7
2015-04-02,2015-04,B02401,39
2015-04-02,2015-04,B02408,10
2015-04-02,2015-04,B02418,3
2015-04-02,2015-04,B02429,24
2015-04-02,2015-04,B02453,28
2015-04-02,2015-04,B02455,2
2015-04-02,2015-04,B02469,13
2015-04-02,2015-04,B02472,25
2015-04-02,2015-04,B02492,30
2015-04-02,2015-04,B02507,35
2015-04-02,2015-04,B02510,37
2015-04-02,2015-04,B02518,9
2015-04-02,2015-04,B02532,16
2015-04-02,2015-04,B02534,20
2015-04-02,2015-04,B02579,12
2015-04-02,2015-04,B02587,2
2015-04-02,2015-04,B02588,7
2015-04-02,2015-04,B02598,7253
2015-04-02,2015-04,B02608,4
2015-04-02,2015-04,B02609,35
2015-04-02,2015-04,B02617,10888
2015-04-02,2015-04,B02630,7
2015-04-02,2015-04,B02637,8
2015-04-02,2015-04,B02642,3
2015-04-02,2015-04,B02644,28
2015-04-02,2015-04,B02646,65
2015-04-02,2015-04,B02651,37
2015-04-02,2015-04,B02664,11
2015-04-02,2015-04,B02680,7
2015-04-02,2015-04,B02682,16072
2015-04-02,2015-04,B02686,23
2015-04-02,2015-04,B02699,21
2015-04-02,2015-04,B02700,7
2015-04-02,2015-04,B02701,1
2015-04-02,2015-04,B02711,4
2015-04-02,2015-04,B02715,175
2015-04-02,2015-04,B02723,14
2015-04-02,2015-04,B02725,4
2015-04-02,2015-04,B02729,868
2015-04-02,2015-04,B02732,7
2015-04-02,2015-04,B02739,18
2015-04-02,2015-04,B02747,8
2015-04-02,2015-04,B02749,102
2015-04-02,2015-04,B02763,15
2015-04-02,2015-04,B02764,23412
2015-04-02,2015-04,B02765,7338
2015-04-02,2015-04,B02769,38
2015-04-02,2015-04,B02770,27
2015-04-02,2015-04,B02771,11
2015-04-02,2015-04,B02772,4
2015-04-02,2015-04,B02774,401
2015-04-02,2015-04,B02775,5
2015-04-02,2015-04,B02776,3
2015-04-02,2015-04,B02783,2
2015-04-02,2015-04,B02787,20
2015-04-02,2015-04,B02788,326
2015-04-02,2015-04,B02789,283
2015-04-02,2015-04,B02795,27
2015-04-02,2015-04,B02800,9
2015-04-02,2015-04,B02806,24
2015-04-02,2015-04,B02809,4
2015-04-02,2015-04,B02810,19
2015-04-02,2015-04,B02814,13
2015-04-02,2015-04,B02815,25
2015-04-02,2015-04,B02817,5
2015-04-02,2015-04,B02818,124
2015-04-02,2015-04,B02821,40
2015-04-02,2015-04,B02822,4
2015-04-02,2015-04,B02825,17
2015-04-02,2015-04,B02826,7
2015-04-02,2015-04,B02829,4
2015-04-02,2015-04,B02833,14
2015-04-02,2015-04,B02834,10
2015-04-02,2015-04,B02835,32
2015-04-02,2015-04,B02836,44
2015-04-02,2015-04,B02846,13
2015-04-02,2015-04,B02847,26
2015-04-03,2015-04,B00013,168
2015-04-03,2015-04,B00014,227
2015-04-03,2015-04,B00035,23
2015-04-03,2015-04,B00053,233
2015-04-03,2015-04,B00083,23
2015-04-03,2015-04,B00111,493
2015-04-03,2015-04,B00235,15
2015-04-03,2015-04,B00236,2
2015-04-03,2015-04,B00254,76
2015-04-03,2015-04,B00271,260
2015-04-03,2015-04,B00272,314
2015-04-03,2015-04,B00277,81
2015-04-03,2015-04,B00280,141
2015-04-03,2015-04,B00296,88
2015-04-03,2015-04,B00381,133
2015-04-03,2015-04,B00411,41
2015-04-03,2015-04,B00412,110
2015-04-03,2015-04,B00446,152
2015-04-03,2015-04,B00448,446
2015-04-03,2015-04,B00477,168
2015-04-03,2015-04,B00608,37
2015-04-03,2015-04,B00628,343
2015-04-03,2015-04,B00789,427
2015-04-03,2015-04,B00888,73
2015-04-03,2015-04,B01087,283
2015-04-03,2015-04,B01183,27
2015-04-03,2015-04,B01197,142
2015-04-03,2015-04,B01309,9
2015-04-03,2015-04,B01367,62
2015-04-03,2015-04,B01779,56
2015-04-03,2015-04,B01803,49
2015-04-03,2015-04,B01875,38
2015-04-03,2015-04,B01899,223
2015-04-03,2015-04,B01912,12
2015-04-03,2015-04,B01949,142
2015-04-03,2015-04,B01985,16
2015-04-03,2015-04,B01998,368
2015-04-03,2015-04,B02003,129
2015-04-03,2015-04,B02005,14
2015-04-03,2015-04,B02022,18
2015-04-03,2015-04,B02067,156
2015-04-03,2015-04,B02096,39
2015-04-03,2015-04,B02101,118
2015-04-03,2015-04,B02110,19
2015-04-03,2015-04,B02133,25
2015-04-03,2015-04,B02160,14
2015-04-03,2015-04,B02202,34
2015-04-03,2015-04,B02207,144
2015-04-03,2015-04,B02216,187
2015-04-03,2015-04,B02225,23
2015-04-03,2015-04,B02256,5
2015-04-03,2015-04,B02302,6
2015-04-03,2015-04,B02330,12
2015-04-03,2015-04,B02331,7
2015-04-03,2015-04,B02334,1
2015-04-03,2015-04,B02342,16
2015-04-03,2015-04,B02345,66
2015-04-03,2015-04,B02356,1
2015-04-03,2015-04,B02360,9
2015-04-03,2015-04,B02373,13
2015-04-03,2015-04,B02376,9
2015-04-03,2015-04,B02401,36
2015-04-03,2015-04,B02408,17
2015-04-03,2015-04,B02429,20
2015-04-03,2015-04,B02447,7
2015-04-03,2015-04,B02453,25
2015-04-03,2015-04,B02455,3
2015-04-03,2015-04,B02459,3
2015-04-03,2015-04,B02469,9
2015-04-03,2015-04,B02472,27
2015-04-03,2015-04,B02492,32
2015-04-03,2015-04,B02507,23
2015-04-03,2015-04,B02510,67
2015-04-03,2015-04,B02518,11
2015-04-03,2015-04,B02532,28
2015-04-03,2015-04,B02534,30
2015-04-03,2015-04,B02579,3
2015-04-03,2015-04,B02588,13
2015-04-03,2015-04,B02598,6605
2015-04-03,2015-04,B02608,5
2015-04-03,2015-04,B02609,39
2015-04-03,2015-04,B02612,3
2015-04-03,2015-04,B02617,10368
2015-04-03,2015-04,B02630,15
2015-04-03,2015-04,B02637,10
2015-04-03,2015-04,B02644,59
2015-04-03,2015-04,B02646,70
2015-04-03,2015-04,B02651,55
2015-04-03,2015-04,B02664,10
2015-04-03,2015-04,B02680,2
2015-04-03,2015-04,B02682,17066
2015-04-03,2015-04,B02686,10
2015-04-03,2015-04,B02699,20
2015-04-03,2015-04,B02700,14
2015-04-03,2015-04,B02711,7
2015-04-03,2015-04,B02712,1
2015-04-03,2015-04,B02715,192
2015-04-03,2015-04,B02723,2
2015-04-03,2015-04,B02725,14
2015-04-03,2015-04,B02729,837
2015-04-03,2015-04,B02732,30
2015-04-03,2015-04,B02739,11
2015-04-03,2015-04,B02747,17
2015-04-03,2015-04,B02749,99
2015-04-03,2015-04,B02763,27
2015-04-03,2015-04,B02764,24235
2015-04-03,2015-04,B02765,7434
2015-04-03,2015-04,B02769,39
2015-04-03,2015-04,B02770,21
2015-04-03,2015-04,B02771,17
2015-04-03,2015-04,B02774,491
2015-04-03,2015-04,B02775,3
2015-04-03,2015-04,B02776,1
2015-04-03,2015-04,B02783,3
2015-04-03,2015-04,B02787,18
2015-04-03,2015-04,B02788,367
2015-04-03,2015-04,B02789,329
2015-04-03,2015-04,B02795,21
2015-04-03,2015-04,B02800,11
2015-04-03,2015-04,B02806,21
2015-04-03,2015-04,B02809,18
2015-04-03,2015-04,B02810,23
2015-04-03,2015-04,B02815,34
2015-04-03,2015-04,B02817,7
2015-04-03,2015-04,B02818,145
2015-04-03,2015-04,B02821,44
2015-04-03,2015-04,B02822,13
2015-04-03,2015-04,B02825,20
2015-04-03,2015-04,B02829,2
