pickup_date,pickup_month,borough,trips,year,month,month_name,weekday,weekday_num,week_start,is_weekend,is_month_start,is_month_end,holiday_name,is_federal_holiday,nyc_event,has_nyc_event,weather_code,temperature_2m_max,temperature_2m_min,temperature_avg_f,apparent_temperature_max,apparent_temperature_min,apparent_temperature_avg_f,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,has_rain,has_snow,has_precipitation
2015-01-06,2015-01,Unknown,18,2015,1,January,Tuesday,1,2015-01-05,False,False,False,,False,,False,73,24.1,19.9,22.0,15.4,9.3,12.350000000000001,0.047,0.0,0.413,6.0,10.6,False,True,True
2015-01-07,2015-01,Bronx,604,2015,1,January,Wednesday,2,2015-01-05,False,False,False,,False,,False,3,24.4,9.5,16.95,12.5,-4.1,4.2,0.0,0.0,0.0,0.0,18.3,False,False,False
2015-01-07,2015-01,Brooklyn,8851,2015,1,January,Wednesday,2,2015-01-05,False,False,False,,False,,False,3,24.4,9.5,16.95,12.5,-4.1,4.2,0.0,0.0,0.0,0.0,18.3,False,False,False
2015-01-07,2015-01,Manhattan,49607,2015,1,January,Wednesday,2,2015-01-05,False,False,False,,False,,False,3,24.4,9.5,16.95,12.5,-4.1,4.2,0.0,0.0,0.0,0.0,18.3,False,False,False
2015-01-07,2015-01,Queens,4273,2015,1,January,Wednesday,2,2015-01-05,False,False,False,,False,,False,3,24.4,9.5,16.95,12.5,-4.1,4.2,0.0,0.0,0.0,0.0,18.3,False,False,False
2015-01-07,2015-01,Staten Island,22,2015,1,January,Wednesday,2,2015-01-05,False,False,False,,False,,False,3,24.4,9.5,16.95,12.5,-4.1,4.2,0.0,0.0,0.0,0.0,18.3,False,False,False
2015-01-07,2015-01,Unknown,18,2015,1,January,Wednesday,2,2015-01-05,False,False,False,,False,,False,3,24.4,9.5,16.95,12.5,-4.1,4.2,0.0,0.0,0.0,0.0,18.3,False,False,False
2015-01-08,2015-01,Bronx,701,2015,1,January,Thursday,3,2015-01-05,False,False,False,,False,,False,3,21.0,7.9,14.45,10.0,-5.5,2.25,0.0,0.0,0.0,0.0,16.1,False,False,False
2015-01-08,2015-01,Brooklyn,9348,2015,1,January,Thursday,3,2015-01-05,False,False,False,,False,,False,3,21.0,7.9,14.45,10.0,-5.5,2.25,0.0,0.0,0.0,0.0,16.1,False,False,False
2015-01-08,2015-01,EWR,1,2015,1,January,Thursday,3,2015-01-05,False,False,False,,False,,False,3,21.0,7.9,14.45,10.0,-5.5,2.25,0.0,0.0,0.0,0.0,16.1,False,False,False
2015-01-08,2015-01,Manhattan,57947,2015,1,January,Thursday,3,2015-01-05,False,False,False,,False,,False,3,21.0,7.9,14.45,10.0,-5.5,2.25,0.0,0.0,0.0,0.0,16.1,False,False,False
2015-01-08,2015-01,Queens,4980,2015,1,January,Thursday,3,2015-01-05,False,False,False,,False,,False,3,21.0,7.9,14.45,10.0,-5.5,2.25,0.0,0.0,0.0,0.0,16.1,False,False,False
2015-01-08,2015-01,Staten Island,17,2015,1,January,Thursday,3,2015-01-05,False,False,False,,False,,False,3,21.0,7.9,14.45,10.0,-5.5,2.25,0.0,0.0,0.0,0.0,16.1,False,False,False
2015-01-08,2015-01,Unknown,22,2015,1,January,Thursday,3,2015-01-05,False,False,False,,False,,False,3,21.0,7.9,14.45,10.0,-5.5,2.25,0.0,0.0,0.0,0.0,16.1,False,False,False
2015-01-09,2015-01,Bronx,766,2015,1,January,Friday,4,2015-01-05,False,False,False,,False,,False,73,32.9,16.5,24.7,20.3,6.2,13.25,0.035,0.0,0.248,4.0,15.4,False,True,True
2015-01-09,2015-01,Brooklyn,10048,2015,1,January,Friday,4,2015-01-05,False,False,False,,False,,False,73,32.9,16.5,24.7,20.3,6.2,13.25,0.035,0.0,0.248,4.0,15.4,False,True,True
2015-01-09,2015-01,Manhattan,55779,2015,1,January,Friday,4,2015-01-05,False,False,False,,False,,False,73,32.9,16.5,24.7,20.3,6.2,13.25,0.035,0.0,0.248,4.0,15.4,False,True,True
2015-01-09,2015-01,Queens,5468,2015,1,January,Friday,4,2015-01-05,False,False,False,,False,,False,73,32.9,16.5,24.7,20.3,6.2,13.25,0.035,0.0,0.248,4.0,15.4,False,True,True
2015-01-09,2015-01,Staten Island,37,2015,1,January,Friday,4,2015-01-05,False,False,False,,False,,False,73,32.9,16.5,24.7,20.3,6.2,13.25,0.035,0.0,0.248,4.0,15.4,False,True,True
2015-01-09,2015-01,Unknown,26,2015,1,January,Friday,4,2015-01-05,False,False,False,,False,,False,73,32.9,16.5,24.7,20.3,6.2,13.25,0.035,0.0,0.248,4.0,15.4,False,True,True
2015-01-10,2015-01,Bronx,801,2015,1,January,Saturday,5,2015-01-05,True,False,False,,False,,False,0,22.7,14.3,18.5,11.7,3.7,7.699999999999999,0.0,0.0,0.0,0.0,10.9,False,False,False
2015-01-10,2015-01,Brooklyn,14464,2015,1,January,Saturday,5,2015-01-05,True,False,False,,False,,False,0,22.7,14.3,18.5,11.7,3.7,7.699999999999999,0.0,0.0,0.0,0.0,10.9,False,False,False
2015-01-10,2015-01,EWR,1,2015,1,January,Saturday,5,2015-01-05,True,False,False,,False,,False,0,22.7,14.3,18.5,11.7,3.7,7.699999999999999,0.0,0.0,0.0,0.0,10.9,False,False,False
2015-01-10,2015-01,Manhattan,59628,2015,1,January,Saturday,5,2015-01-05,True,False,False,,False,,False,0,22.7,14.3,18.5,11.7,3.7,7.699999999999999,0.0,0.0,0.0,0.0,10.9,False,False,False
2015-01-10,2015-01,Queens,5706,2015,1,January,Saturday,5,2015-01-05,True,False,False,,False,,False,0,22.7,14.3,18.5,11.7,3.7,7.699999999999999,0.0,0.0,0.0,0.0,10.9,False,False,False
2015-01-10,2015-01,Staten Island,25,2015,1,January,Saturday,5,2015-01-05,True,False,False,,False,,False,0,22.7,14.3,18.5,11.7,3.7,7.699999999999999,0.0,0.0,0.0,0.0,10.9,False,False,False
2015-01-10,2015-01,Unknown,31,2015,1,January,Saturday,5,2015-01-05,True,False,False,,False,,False,0,22.7,14.3,18.5,11.7,3.7,7.699999999999999,0.0,0.0,0.0,0.0,10.9,False,False,False
2015-01-11,2015-01,Bronx,687,2015,1,January,Sunday,6,2015-01-05,True,False,False,,False,,False,3,35.3,15.7,25.5,25.6,6.6,16.1,0.0,0.0,0.0,0.0,9.3,False,False,False
2015-01-11,2015-01,Brooklyn,11503,2015,1,January,Sunday,6,2015-01-05,True,False,False,,False,,False,3,35.3,15.7,25.5,25.6,6.6,16.1,0.0,0.0,0.0,0.0,9.3,False,False,False
2015-01-11,2015-01,Manhattan,40814,2015,1,January,Sunday,6,2015-01-05,True,False,False,,False,,False,3,35.3,15.7,25.5,25.6,6.6,16.1,0.0,0.0,0.0,0.0,9.3,False,False,False
2015-01-11,2015-01,Queens,5701,2015,1,January,Sunday,6,2015-01-05,True,False,False,,False,,False,3,35.3,15.7,25.5,25.6,6.6,16.1,0.0,0.0,0.0,0.0,9.3,False,False,False
2015-01-11,2015-01,Staten Island,18,2015,1,January,Sunday,6,2015-01-05,True,False,False,,False,,False,3,35.3,15.7,25.5,25.6,6.6,16.1,0.0,0.0,0.0,0.0,9.3,False,False,False
2015-01-11,2015-01,Unknown,28,2015,1,January,Sunday,6,2015-01-05,True,False,False,,False,,False,3,35.3,15.7,25.5,25.6,6.6,16.1,0.0,0.0,0.0,0.0,9.3,False,False,False
2015-01-12,2015-01,Bronx,639,2015,1,January,Monday,0,2015-01-12,False,False,False,,False,,False,61,36.2,29.4,32.8,31.1,22.1,26.6,0.488,0.488,0.0,14.0,7.8,True,False,True
2015-01-12,2015-01,Brooklyn,7418,2015,1,January,Monday,0,2015-01-12,False,False,False,,False,,False,61,36.2,29.4,32.8,31.1,22.1,26.6,0.488,0.488,0.0,14.0,7.8,True,False,True
2015-01-12,2015-01,EWR,1,2015,1,January,Monday,0,2015-01-12,False,False,False,,False,,False,61,36.2,29.4,32.8,31.1,22.1,26.6,0.488,0.488,0.0,14.0,7.8,True,False,True
2015-01-12,2015-01,Manhattan,46081,2015,1,January,Monday,0,2015-01-12,False,False,False,,False,,False,61,36.2,29.4,32.8,31.1,22.1,26.6,0.488,0.488,0.0,14.0,7.8,True,False,True
2015-01-12,2015-01,Queens,4807,2015,1,January,Monday,0,2015-01-12,False,False,False,,False,,False,61,36.2,29.4,32.8,31.1,22.1,26.6,0.488,0.488,0.0,14.0,7.8,True,False,True
2015-01-12,2015-01,Staten Island,21,2015,1,January,Monday,0,2015-01-12,False,False,False,,False,,False,61,36.2,29.4,32.8,31.1,22.1,26.6,0.488,0.488,0.0,14.0,7.8,True,False,True
2015-01-12,2015-01,Unknown,24,2015,1,January,Monday,0,2015-01-12,False,False,False,,False,,False,61,36.2,29.4,32.8,31.1,22.1,26.6,0.488,0.488,0.0,14.0,7.8,True,False,True
2015-01-13,2015-01,Bronx,639,2015,1,January,Tuesday,1,2015-01-12,False,False,False,,False,,False,71,34.5,17.3,25.9,28.4,8.0,18.2,0.043,0.031,0.083,3.0,12.3,True,True,True
2015-01-13,2015-01,Brooklyn,7919,2015,1,January,Tuesday,1,2015-01-12,False,False,False,,False,,False,71,34.5,17.3,25.9,28.4,8.0,18.2,0.043,0.031,0.083,3.0,12.3,True,True,True
2015-01-13,2015-01,EWR,1,2015,1,January,Tuesday,1,2015-01-12,False,False,False,,False,,False,71,34.5,17.3,25.9,28.4,8.0,18.2,0.043,0.031,0.083,3.0,12.3,True,True,True
2015-01-13,2015-01,Manhattan,52056,2015,1,January,Tuesday,1,2015-01-12,False,False,False,,False,,False,71,34.5,17.3,25.9,28.4,8.0,18.2,0.043,0.031,0.083,3.0,12.3,True,True,True
2015-01-13,2015-01,Queens,4105,2015,1,January,Tuesday,1,2015-01-12,False,False,False,,False,,False,71,34.5,17.3,25.9,28.4,8.0,18.2,0.043,0.031,0.083,3.0,12.3,True,True,True
2015-01-13,2015-01,Staten Island,23,2015,1,January,Tuesday,1,2015-01-12,False,False,False,,False,,False,71,34.5,17.3,25.9,28.4,8.0,18.2,0.043,0.031,0.083,3.0,12.3,True,True,True
2015-01-13,2015-01,Unknown,22,2015,1,January,Tuesday,1,2015-01-12,False,False,False,,False,,False,71,34.5,17.3,25.9,28.4,8.0,18.2,0.043,0.031,0.083,3.0,12.3,True,True,True
2015-01-14,2015-01,Bronx,675,2015,1,January,Wednesday,2,2015-01-12,False,False,False,,False,,False,3,31.7,16.8,24.25,23.8,6.7,15.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2015-01-14,2015-01,Brooklyn,8379,2015,1,January,Wednesday,2,2015-01-12,False,False,False,,False,,False,3,31.7,16.8,24.25,23.8,6.7,15.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2015-01-14,2015-01,Manhattan,51568,2015,1,January,Wednesday,2,2015-01-12,False,False,False,,False,,False,3,31.7,16.8,24.25,23.8,6.7,15.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2015-01-14,2015-01,Queens,4063,2015,1,January,Wednesday,2,2015-01-12,False,False,False,,False,,False,3,31.7,16.8,24.25,23.8,6.7,15.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2015-01-14,2015-01,Staten Island,25,2015,1,January,Wednesday,2,2015-01-12,False,False,False,,False,,False,3,31.7,16.8,24.25,23.8,6.7,15.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2015-01-14,2015-01,Unknown,15,2015,1,January,Wednesday,2,2015-01-12,False,False,False,,False,,False,3,31.7,16.8,24.25,23.8,6.7,15.25,0.0,0.0,0.0,0.0,8.4,False,False,False
2015-01-15,2015-01,Bronx,723,2015,1,January,Thursday,3,2015-01-12,False,False,False,,False,,False,2,34.1,22.5,28.3,24.9,15.3,20.1,0.0,0.0,0.0,0.0,8.1,False,False,False
2015-01-15,2015-01,Brooklyn,9006,2015,1,January,Thursday,3,2015-01-12,False,False,False,,False,,False,2,34.1,22.5,28.3,24.9,15.3,20.1,0.0,0.0,0.0,0.0,8.1,False,False,False
2015-01-15,2015-01,Manhattan,53495,2015,1,January,Thursday,3,2015-01-12,False,False,False,,False,,False,2,34.1,22.5,28.3,24.9,15.3,20.1,0.0,0.0,0.0,0.0,8.1,False,False,False
2015-01-15,2015-01,Queens,4942,2015,1,January,Thursday,3,2015-01-12,False,False,False,,False,,False,2,34.1,22.5,28.3,24.9,15.3,20.1,0.0,0.0,0.0,0.0,8.1,False,False,False
2015-01-15,2015-01,Staten Island,25,2015,1,January,Thursday,3,2015-01-12,False,False,False,,False,,False,2,34.1,22.5,28.3,24.9,15.3,20.1,0.0,0.0,0.0,0.0,8.1,False,False,False
2015-01-15,2015-01,Unknown,20,2015,1,January,Thursday,3,2015-01-12,False,False,False,,False,,False,2,34.1,22.5,28.3,24.9,15.3,20.1,0.0,0.0,0.0,0.0,8.1,False,False,False
2015-01-16,2015-01,Bronx,868,2015,1,January,Friday,4,2015-01-12,False,False,False,,False,,False,3,40.5,20.8,30.65,29.1,9.2,19.15,0.0,0.0,0.0,0.0,14.2,False,False,False
2015-01-16,2015-01,Brooklyn,10717,2015,1,January,Friday,4,2015-01-12,False,False,False,,False,,False,3,40.5,20.8,30.65,29.1,9.2,19.15,0.0,0.0,0.0,0.0,14.2,False,False,False
2015-01-16,2015-01,EWR,2,2015,1,January,Friday,4,2015-01-12,False,False,False,,False,,False,3,40.5,20.8,30.65,29.1,9.2,19.15,0.0,0.0,0.0,0.0,14.2,False,False,False
2015-01-16,2015-01,Manhattan,56986,2015,1,January,Friday,4,2015-01-12,False,False,False,,False,,False,3,40.5,20.8,30.65,29.1,9.2,19.15,0.0,0.0,0.0,0.0,14.2,False,False,False
2015-01-16,2015-01,Queens,5556,2015,1,January,Friday,4,2015-01-12,False,False,False,,False,,False,3,40.5,20.8,30.65,29.1,9.2,19.15,0.0,0.0,0.0,0.0,14.2,False,False,False
