pickup_date,pickup_month,base,base_name,trips,vehicles
2015-01-01,2015-01,B01300,KENNEDY RAD DISP INC,633,78
2015-01-01,2015-01,B01312,BROOKLYN RAD DISP INC,390,49
2015-01-01,2015-01,B01313,JOY CAR SERVICES INC.,10,10
2015-01-01,2015-01,B01315,"V.I.T. CAR SERVICE, INC.",1234,120
2015-01-01,2015-01,B01341,A NEW DAY RAD DISP INC,1035,97
2015-01-01,2015-01,B01346,ARECIBO C/S INC,543,78
2015-01-01,2015-01,B01367,"ROYAL DISPATCH SERVICES, INC.",13,8
2015-01-01,2015-01,B01386,FENIX CAR SVCE CORP,1841,136
2015-01-01,2015-01,B01522,"STM ENTERPRISES,INC",61,12
2015-01-01,2015-01,B01651,U.P.S. RADIO DISPATCH CORP.,380,49
2015-01-01,2015-01,B01777,PREMIUM RADIO DISP & MULTI SVC,1195,92
2015-01-01,2015-01,B01848,GRAND LIMO & CAR SERVICE INC.,20,1
2015-01-01,2015-01,B01877,U.S.A. LIMO. INC.,27,23
2015-01-01,2015-01,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",341,41
2015-01-01,2015-01,B01984,NY 88 EXPRESS CORP.,169,51
2015-01-01,2015-01,B01990,SUK INCORPORATED,20,8
2015-01-01,2015-01,B02003,"AVALON CORPORATE CAR,INC.",25,16
2015-01-01,2015-01,B02022,GOLD SEAL CAR & LIMO INC.,15,6
2015-01-01,2015-01,B02096,"CET GROUP, INC",3,3
2015-01-01,2015-01,B02107,APOLLO RADIO DISPATCH INC.,1263,67
2015-01-01,2015-01,B02120,HARRISON GLOBAL LLC,53,32
2015-01-01,2015-01,B02147,"MITA LIMOUSINE, INC.",14,4
2015-01-01,2015-01,B02285,"VALERA GLOBAL, INC.",28,23
2015-01-01,2015-01,B02475,ECKFORD LITE CAR & LIMO INC.,8,3
2015-01-01,2015-01,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",1,1
2015-01-01,2015-01,B02566,GSL LIMOUSINES CORP.,1,1
2015-01-01,2015-01,B02569,GOGREENRIDE INC.,54,1
2015-01-01,2015-01,B02653,NEW COLLEGE CAR SVCE INC,1778,84
2015-01-01,2015-01,B02715,GROUNDANYWHERE LLC,78,43
2015-01-02,2015-01,B00013,LOVE CORP CAR INC,79,42
2015-01-02,2015-01,B00014,NY ONE CORP CAR INC,110,62
2015-01-02,2015-01,B00029,COMMUNITY CAR SVC CORP,1136,46
2015-01-02,2015-01,B00053,CHARGE AND RIDE INC,26,22
2015-01-02,2015-01,B00095,LIBERTY CAR SERVICE INC.,830,82
2015-01-02,2015-01,B00221,PROFESSIONAL CAR SERVICE INC,354,72
2015-01-02,2015-01,B00227,"PARK WEST EXEC. SERVICES, INC.",78,51
2015-01-02,2015-01,B00248,YELLOWSTONE TRANSPORTATION INC.,1008,129
2015-01-02,2015-01,B00254,XYZ TWO WAY RADIO,320,162
2015-01-02,2015-01,B00280,FLEET RADIO DISPATCH CORP.,91,43
2015-01-02,2015-01,B00310,WATSON CAR SERVICE INC.,1697,152
2015-01-02,2015-01,B00381,BELL RADIO INC,78,41
2015-01-02,2015-01,B00412,NYC 2 WAY INTERNATIONAL LTD,179,46
2015-01-02,2015-01,B00457,PREMIUM BRONX CORP,1180,112
2015-01-02,2015-01,B00477,INTA-BORO ACRES INC,136,73
2015-01-02,2015-01,B00552,HINO-MARU ENTERPRISES INC.,14,11
2015-01-02,2015-01,B00623,MANHATTAN INT'L LIMO NETWORK LLC,5,3
2015-01-02,2015-01,B00837,CAREY LIMO N Y INC,121,58
2015-01-02,2015-01,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,1867,651
2015-01-02,2015-01,B00919,HARLEM CARS INC.,594,76
2015-01-02,2015-01,B00948,510 CAR SERVICE CORP,643,58
2015-01-02,2015-01,B01066,DOMINICANA RAD DISP INC,674,84
2015-01-02,2015-01,B01083,BROAD DYCKMAN C/S INC,830,98
2015-01-02,2015-01,B01087,ELITE LIMO PLUS INC,142,88
2015-01-02,2015-01,B01148,EVELYN CAR SERVICE INC,451,61
2015-01-02,2015-01,B01197,"TEL-A-CAR OF NEW YORK, LLC",76,32
2015-01-02,2015-01,B01282,NEW LOTS C/S INC,1117,71
2015-01-02,2015-01,B01285,UNION RADIO DISPATCH INC,1341,140
2015-01-02,2015-01,B01300,KENNEDY RAD DISP INC,705,108
2015-01-02,2015-01,B01312,BROOKLYN RAD DISP INC,506,96
2015-01-02,2015-01,B01313,JOY CAR SERVICES INC.,8,8
2015-01-02,2015-01,B01315,"V.I.T. CAR SERVICE, INC.",1592,143
2015-01-02,2015-01,B01341,A NEW DAY RAD DISP INC,1062,138
2015-01-02,2015-01,B01346,ARECIBO C/S INC,684,106
2015-01-02,2015-01,B01367,"ROYAL DISPATCH SERVICES, INC.",52,23
2015-01-02,2015-01,B01386,FENIX CAR SVCE CORP,2170,183
2015-01-02,2015-01,B01522,"STM ENTERPRISES,INC",66,14
2015-01-02,2015-01,B01651,U.P.S. RADIO DISPATCH CORP.,411,56
2015-01-02,2015-01,B01777,PREMIUM RADIO DISP & MULTI SVC,677,131
2015-01-02,2015-01,B01848,GRAND LIMO & CAR SERVICE INC.,11,0
2015-01-02,2015-01,B01877,U.S.A. LIMO. INC.,76,43
2015-01-02,2015-01,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",726,88
2015-01-02,2015-01,B01949,FIRST CLASS OF NEW YORK INC.,1,1
2015-01-02,2015-01,B01984,NY 88 EXPRESS CORP.,448,85
2015-01-02,2015-01,B01990,SUK INCORPORATED,22,9
2015-01-02,2015-01,B02003,"AVALON CORPORATE CAR,INC.",41,33
2015-01-02,2015-01,B02022,GOLD SEAL CAR & LIMO INC.,11,7
2015-01-02,2015-01,B02096,"CET GROUP, INC",7,7
2015-01-02,2015-01,B02107,APOLLO RADIO DISPATCH INC.,806,87
2015-01-02,2015-01,B02120,HARRISON GLOBAL LLC,123,56
2015-01-02,2015-01,B02147,"MITA LIMOUSINE, INC.",8,4
2015-01-02,2015-01,B02183,BANGLA CAR & LIMO. SERVICE INC.,12,12
2015-01-02,2015-01,B02285,"VALERA GLOBAL, INC.",38,29
2015-01-02,2015-01,B02475,ECKFORD LITE CAR & LIMO INC.,15,7
2015-01-02,2015-01,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",6,3
2015-01-02,2015-01,B02566,GSL LIMOUSINES CORP.,7,5
2015-01-02,2015-01,B02569,GOGREENRIDE INC.,49,1
2015-01-02,2015-01,B02653,NEW COLLEGE CAR SVCE INC,1122,111
2015-01-02,2015-01,B02715,GROUNDANYWHERE LLC,114,53
2015-01-03,2015-01,B00013,LOVE CORP CAR INC,62,34
2015-01-03,2015-01,B00014,NY ONE CORP CAR INC,126,62
2015-01-03,2015-01,B00029,COMMUNITY CAR SVC CORP,1127,43
2015-01-03,2015-01,B00053,CHARGE AND RIDE INC,21,18
2015-01-03,2015-01,B00095,LIBERTY CAR SERVICE INC.,1053,82
2015-01-03,2015-01,B00221,PROFESSIONAL CAR SERVICE INC,345,64
2015-01-03,2015-01,B00227,"PARK WEST EXEC. SERVICES, INC.",75,48
2015-01-03,2015-01,B00248,YELLOWSTONE TRANSPORTATION INC.,964,125
2015-01-03,2015-01,B00254,XYZ TWO WAY RADIO,267,114
2015-01-03,2015-01,B00280,FLEET RADIO DISPATCH CORP.,103,43
2015-01-03,2015-01,B00310,WATSON CAR SERVICE INC.,1804,151
2015-01-03,2015-01,B00381,BELL RADIO INC,58,27
2015-01-03,2015-01,B00412,NYC 2 WAY INTERNATIONAL LTD,135,29
2015-01-03,2015-01,B00448,DIAL CAR INC.,1,1
2015-01-03,2015-01,B00457,PREMIUM BRONX CORP,1333,117
2015-01-03,2015-01,B00477,INTA-BORO ACRES INC,93,46
2015-01-03,2015-01,B00552,HINO-MARU ENTERPRISES INC.,9,7
2015-01-03,2015-01,B00623,MANHATTAN INT'L LIMO NETWORK LLC,6,3
2015-01-03,2015-01,B00837,CAREY LIMO N Y INC,161,61
2015-01-03,2015-01,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2033,616
2015-01-03,2015-01,B00919,HARLEM CARS INC.,718,68
2015-01-03,2015-01,B00948,510 CAR SERVICE CORP,722,59
2015-01-03,2015-01,B01020,MICHAELS CAR SERVICE INC.,1,1
2015-01-03,2015-01,B01066,DOMINICANA RAD DISP INC,829,88
2015-01-03,2015-01,B01083,BROAD DYCKMAN C/S INC,846,83
2015-01-03,2015-01,B01087,ELITE LIMO PLUS INC,160,82
2015-01-03,2015-01,B01148,EVELYN CAR SERVICE INC,528,56
2015-01-03,2015-01,B01197,"TEL-A-CAR OF NEW YORK, LLC",53,33
2015-01-03,2015-01,B01282,NEW LOTS C/S INC,1042,67
2015-01-03,2015-01,B01285,UNION RADIO DISPATCH INC,1546,147
2015-01-03,2015-01,B01300,KENNEDY RAD DISP INC,853,115
2015-01-03,2015-01,B01312,BROOKLYN RAD DISP INC,444,75
2015-01-03,2015-01,B01313,JOY CAR SERVICES INC.,5,5
2015-01-03,2015-01,B01315,"V.I.T. CAR SERVICE, INC.",1584,140
2015-01-03,2015-01,B01341,A NEW DAY RAD DISP INC,1004,137
2015-01-03,2015-01,B01346,ARECIBO C/S INC,840,114
2015-01-03,2015-01,B01367,"ROYAL DISPATCH SERVICES, INC.",32,19
2015-01-03,2015-01,B01386,FENIX CAR SVCE CORP,2720,192
2015-01-03,2015-01,B01522,"STM ENTERPRISES,INC",81,15
2015-01-03,2015-01,B01651,U.P.S. RADIO DISPATCH CORP.,387,52
2015-01-03,2015-01,B01777,PREMIUM RADIO DISP & MULTI SVC,826,122
2015-01-03,2015-01,B01848,GRAND LIMO & CAR SERVICE INC.,10,0
2015-01-03,2015-01,B01877,U.S.A. LIMO. INC.,75,49
2015-01-03,2015-01,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",874,83
2015-01-03,2015-01,B01984,NY 88 EXPRESS CORP.,238,69
2015-01-03,2015-01,B01990,SUK INCORPORATED,32,13
2015-01-03,2015-01,B02003,"AVALON CORPORATE CAR,INC.",42,28
2015-01-03,2015-01,B02022,GOLD SEAL CAR & LIMO INC.,12,5
2015-01-03,2015-01,B02096,"CET GROUP, INC",4,4
2015-01-03,2015-01,B02107,APOLLO RADIO DISPATCH INC.,836,86
2015-01-03,2015-01,B02120,HARRISON GLOBAL LLC,82,36
2015-01-03,2015-01,B02147,"MITA LIMOUSINE, INC.",24,5
2015-01-03,2015-01,B02183,BANGLA CAR & LIMO. SERVICE INC.,6,6
2015-01-03,2015-01,B02285,"VALERA GLOBAL, INC.",56,30
2015-01-03,2015-01,B02475,ECKFORD LITE CAR & LIMO INC.,13,6
2015-01-03,2015-01,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",5,2
2015-01-03,2015-01,B02566,GSL LIMOUSINES CORP.,1,1
2015-01-03,2015-01,B02569,GOGREENRIDE INC.,56,1
2015-01-03,2015-01,B02653,NEW COLLEGE CAR SVCE INC,1281,110
2015-01-03,2015-01,B02715,GROUNDANYWHERE LLC,136,51
2015-01-04,2015-01,B00013,LOVE CORP CAR INC,76,42
2015-01-04,2015-01,B00014,NY ONE CORP CAR INC,108,61
2015-01-04,2015-01,B00029,COMMUNITY CAR SVC CORP,1230,39
2015-01-04,2015-01,B00053,CHARGE AND RIDE INC,16,14
2015-01-04,2015-01,B00095,LIBERTY CAR SERVICE INC.,733,76
2015-01-04,2015-01,B00221,PROFESSIONAL CAR SERVICE INC,224,50
2015-01-04,2015-01,B00227,"PARK WEST EXEC. SERVICES, INC.",118,61
2015-01-04,2015-01,B00248,YELLOWSTONE TRANSPORTATION INC.,877,108
2015-01-04,2015-01,B00254,XYZ TWO WAY RADIO,310,140
2015-01-04,2015-01,B00280,FLEET RADIO DISPATCH CORP.,69,35
2015-01-04,2015-01,B00310,WATSON CAR SERVICE INC.,1539,131
2015-01-04,2015-01,B00381,BELL RADIO INC,71,34
2015-01-04,2015-01,B00412,NYC 2 WAY INTERNATIONAL LTD,102,22
2015-01-04,2015-01,B00448,DIAL CAR INC.,2,2
2015-01-04,2015-01,B00457,PREMIUM BRONX CORP,1082,98
2015-01-04,2015-01,B00477,INTA-BORO ACRES INC,104,51
2015-01-04,2015-01,B00552,HINO-MARU ENTERPRISES INC.,18,12
2015-01-04,2015-01,B00623,MANHATTAN INT'L LIMO NETWORK LLC,3,1
2015-01-04,2015-01,B00837,CAREY LIMO N Y INC,206,74
2015-01-04,2015-01,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2197,653
2015-01-04,2015-01,B00919,HARLEM CARS INC.,556,70
2015-01-04,2015-01,B00948,510 CAR SERVICE CORP,578,57
2015-01-04,2015-01,B01066,DOMINICANA RAD DISP INC,713,83
2015-01-04,2015-01,B01083,BROAD DYCKMAN C/S INC,805,84
2015-01-04,2015-01,B01087,ELITE LIMO PLUS INC,149,91
2015-01-04,2015-01,B01148,EVELYN CAR SERVICE INC,447,55
2015-01-04,2015-01,B01197,"TEL-A-CAR OF NEW YORK, LLC",36,23
2015-01-04,2015-01,B01282,NEW LOTS C/S INC,943,64
2015-01-04,2015-01,B01285,UNION RADIO DISPATCH INC,1374,136
2015-01-04,2015-01,B01300,KENNEDY RAD DISP INC,759,109
2015-01-04,2015-01,B01312,BROOKLYN RAD DISP INC,442,79
2015-01-04,2015-01,B01315,"V.I.T. CAR SERVICE, INC.",1382,130
2015-01-04,2015-01,B01341,A NEW DAY RAD DISP INC,741,106
2015-01-04,2015-01,B01346,ARECIBO C/S INC,668,108
2015-01-04,2015-01,B01367,"ROYAL DISPATCH SERVICES, INC.",37,23
2015-01-04,2015-01,B01386,FENIX CAR SVCE CORP,2107,176
2015-01-04,2015-01,B01522,"STM ENTERPRISES,INC",62,12
2015-01-04,2015-01,B01651,U.P.S. RADIO DISPATCH CORP.,378,51
2015-01-04,2015-01,B01777,PREMIUM RADIO DISP & MULTI SVC,688,114
2015-01-04,2015-01,B01848,GRAND LIMO & CAR SERVICE INC.,11,0
2015-01-04,2015-01,B01877,U.S.A. LIMO. INC.,103,53
2015-01-04,2015-01,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",767,72
2015-01-04,2015-01,B01949,FIRST CLASS OF NEW YORK INC.,1,1
2015-01-04,2015-01,B01984,NY 88 EXPRESS CORP.,60,30
2015-01-04,2015-01,B01990,SUK INCORPORATED,38,14
2015-01-04,2015-01,B02003,"AVALON CORPORATE CAR,INC.",48,36
2015-01-04,2015-01,B02022,GOLD SEAL CAR & LIMO INC.,25,11
2015-01-04,2015-01,B02096,"CET GROUP, INC",3,3
2015-01-04,2015-01,B02107,APOLLO RADIO DISPATCH INC.,683,79
2015-01-04,2015-01,B02120,HARRISON GLOBAL LLC,103,46
2015-01-04,2015-01,B02147,"MITA LIMOUSINE, INC.",26,7
2015-01-04,2015-01,B02285,"VALERA GLOBAL, INC.",48,28
2015-01-04,2015-01,B02475,ECKFORD LITE CAR & LIMO INC.,11,6
2015-01-04,2015-01,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",3,2
2015-01-04,2015-01,B02566,GSL LIMOUSINES CORP.,4,4
2015-01-04,2015-01,B02569,GOGREENRIDE INC.,50,1
2015-01-04,2015-01,B02653,NEW COLLEGE CAR SVCE INC,1069,108
2015-01-04,2015-01,B02715,GROUNDANYWHERE LLC,138,52
2015-01-05,2015-01,B00013,LOVE CORP CAR INC,292,99
2015-01-05,2015-01,B00014,NY ONE CORP CAR INC,441,144
2015-01-05,2015-01,B00029,COMMUNITY CAR SVC CORP,1174,46
2015-01-05,2015-01,B00053,CHARGE AND RIDE INC,72,50
2015-01-05,2015-01,B00095,LIBERTY CAR SERVICE INC.,399,77
2015-01-05,2015-01,B00221,PROFESSIONAL CAR SERVICE INC,524,79
2015-01-05,2015-01,B00227,"PARK WEST EXEC. SERVICES, INC.",326,134
2015-01-05,2015-01,B00248,YELLOWSTONE TRANSPORTATION INC.,1176,126
2015-01-05,2015-01,B00254,XYZ TWO WAY RADIO,942,296
2015-01-05,2015-01,B00280,FLEET RADIO DISPATCH CORP.,222,81
2015-01-05,2015-01,B00310,WATSON CAR SERVICE INC.,1664,142
2015-01-05,2015-01,B00381,BELL RADIO INC,220,76
2015-01-05,2015-01,B00412,NYC 2 WAY INTERNATIONAL LTD,348,76
2015-01-05,2015-01,B00448,DIAL CAR INC.,7,4
2015-01-05,2015-01,B00457,PREMIUM BRONX CORP,1112,116
2015-01-05,2015-01,B00477,INTA-BORO ACRES INC,440,147
2015-01-05,2015-01,B00552,HINO-MARU ENTERPRISES INC.,22,17
2015-01-05,2015-01,B00623,MANHATTAN INT'L LIMO NETWORK LLC,16,6
2015-01-05,2015-01,B00837,CAREY LIMO N Y INC,313,116
2015-01-05,2015-01,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2427,761
2015-01-05,2015-01,B00919,HARLEM CARS INC.,587,68
2015-01-05,2015-01,B00948,510 CAR SERVICE CORP,595,61
2015-01-05,2015-01,B01066,DOMINICANA RAD DISP INC,685,87
2015-01-05,2015-01,B01083,BROAD DYCKMAN C/S INC,798,97
2015-01-05,2015-01,B01087,ELITE LIMO PLUS INC,559,230
2015-01-05,2015-01,B01148,EVELYN CAR SERVICE INC,397,58
2015-01-05,2015-01,B01197,"TEL-A-CAR OF NEW YORK, LLC",202,69
2015-01-05,2015-01,B01282,NEW LOTS C/S INC,1080,70
2015-01-05,2015-01,B01285,UNION RADIO DISPATCH INC,1264,149
2015-01-05,2015-01,B01300,KENNEDY RAD DISP INC,802,113
2015-01-05,2015-01,B01312,BROOKLYN RAD DISP INC,865,106
2015-01-05,2015-01,B01313,JOY CAR SERVICES INC.,11,11
2015-01-05,2015-01,B01315,"V.I.T. CAR SERVICE, INC.",1287,141
2015-01-05,2015-01,B01341,A NEW DAY RAD DISP INC,1194,153
2015-01-05,2015-01,B01346,ARECIBO C/S INC,773,113
2015-01-05,2015-01,B01367,"ROYAL DISPATCH SERVICES, INC.",190,63
2015-01-05,2015-01,B01386,FENIX CAR SVCE CORP,1985,184
2015-01-05,2015-01,B01522,"STM ENTERPRISES,INC",87,15
2015-01-05,2015-01,B01651,U.P.S. RADIO DISPATCH CORP.,386,50
2015-01-05,2015-01,B01777,PREMIUM RADIO DISP & MULTI SVC,673,126
2015-01-05,2015-01,B01848,GRAND LIMO & CAR SERVICE INC.,8,0
2015-01-05,2015-01,B01877,U.S.A. LIMO. INC.,257,105
2015-01-05,2015-01,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",1200,111
2015-01-05,2015-01,B01949,FIRST CLASS OF NEW YORK INC.,45,23
2015-01-05,2015-01,B01984,NY 88 EXPRESS CORP.,479,94
2015-01-05,2015-01,B01990,SUK INCORPORATED,78,32
2015-01-05,2015-01,B02003,"AVALON CORPORATE CAR,INC.",147,75
2015-01-05,2015-01,B02022,GOLD SEAL CAR & LIMO INC.,65,26
2015-01-05,2015-01,B02096,"CET GROUP, INC",19,13
2015-01-05,2015-01,B02107,APOLLO RADIO DISPATCH INC.,692,87
2015-01-05,2015-01,B02120,HARRISON GLOBAL LLC,213,76
2015-01-05,2015-01,B02147,"MITA LIMOUSINE, INC.",42,10
2015-01-05,2015-01,B02183,BANGLA CAR & LIMO. SERVICE INC.,10,10
2015-01-05,2015-01,B02285,"VALERA GLOBAL, INC.",139,72
2015-01-05,2015-01,B02475,ECKFORD LITE CAR & LIMO INC.,16,8
2015-01-05,2015-01,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",20,7
2015-01-05,2015-01,B02566,GSL LIMOUSINES CORP.,6,5
2015-01-05,2015-01,B02569,GOGREENRIDE INC.,122,1
2015-01-05,2015-01,B02653,NEW COLLEGE CAR SVCE INC,1015,110
2015-01-05,2015-01,B02715,GROUNDANYWHERE LLC,195,60
2015-01-06,2015-01,B00013,LOVE CORP CAR INC,414,107
2015-01-06,2015-01,B00014,NY ONE CORP CAR INC,593,159
2015-01-06,2015-01,B00029,COMMUNITY CAR SVC CORP,1181,50
2015-01-06,2015-01,B00053,CHARGE AND RIDE INC,94,53
2015-01-06,2015-01,B00095,LIBERTY CAR SERVICE INC.,420,79
2015-01-06,2015-01,B00221,PROFESSIONAL CAR SERVICE INC,553,76
2015-01-06,2015-01,B00227,"PARK WEST EXEC. SERVICES, INC.",417,141
2015-01-06,2015-01,B00248,YELLOWSTONE TRANSPORTATION INC.,1082,125
2015-01-06,2015-01,B00254,XYZ TWO WAY RADIO,1199,288
2015-01-06,2015-01,B00280,FLEET RADIO DISPATCH CORP.,213,77
2015-01-06,2015-01,B00310,WATSON CAR SERVICE INC.,1762,148
2015-01-06,2015-01,B00381,BELL RADIO INC,285,82
2015-01-06,2015-01,B00412,NYC 2 WAY INTERNATIONAL LTD,347,74
2015-01-06,2015-01,B00448,DIAL CAR INC.,7,5
2015-01-06,2015-01,B00457,PREMIUM BRONX CORP,1259,112
2015-01-06,2015-01,B00477,INTA-BORO ACRES INC,493,140
2015-01-06,2015-01,B00552,HINO-MARU ENTERPRISES INC.,29,23
2015-01-06,2015-01,B00623,MANHATTAN INT'L LIMO NETWORK LLC,15,7
2015-01-06,2015-01,B00837,CAREY LIMO N Y INC,381,141
2015-01-06,2015-01,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2246,682
2015-01-06,2015-01,B00919,HARLEM CARS INC.,621,71
2015-01-06,2015-01,B00948,510 CAR SERVICE CORP,608,61
2015-01-06,2015-01,B01066,DOMINICANA RAD DISP INC,747,84
2015-01-06,2015-01,B01083,BROAD DYCKMAN C/S INC,773,91
2015-01-06,2015-01,B01087,ELITE LIMO PLUS INC,759,228
2015-01-06,2015-01,B01148,EVELYN CAR SERVICE INC,393,56
2015-01-06,2015-01,B01197,"TEL-A-CAR OF NEW YORK, LLC",265,83
2015-01-06,2015-01,B01282,NEW LOTS C/S INC,955,67
2015-01-06,2015-01,B01285,UNION RADIO DISPATCH INC,1309,146
2015-01-06,2015-01,B01300,KENNEDY RAD DISP INC,733,112
2015-01-06,2015-01,B01312,BROOKLYN RAD DISP INC,930,103
2015-01-06,2015-01,B01313,JOY CAR SERVICES INC.,13,13
2015-01-06,2015-01,B01315,"V.I.T. CAR SERVICE, INC.",1438,145
2015-01-06,2015-01,B01341,A NEW DAY RAD DISP INC,1476,157
2015-01-06,2015-01,B01346,ARECIBO C/S INC,842,107
2015-01-06,2015-01,B01367,"ROYAL DISPATCH SERVICES, INC.",214,67
2015-01-06,2015-01,B01386,FENIX CAR SVCE CORP,2251,191
2015-01-06,2015-01,B01522,"STM ENTERPRISES,INC",88,16
2015-01-06,2015-01,B01651,U.P.S. RADIO DISPATCH CORP.,369,53
2015-01-06,2015-01,B01777,PREMIUM RADIO DISP & MULTI SVC,708,123
2015-01-06,2015-01,B01848,GRAND LIMO & CAR SERVICE INC.,9,0
2015-01-06,2015-01,B01877,U.S.A. LIMO. INC.,369,120
2015-01-06,2015-01,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",1240,123
2015-01-06,2015-01,B01949,FIRST CLASS OF NEW YORK INC.,55,25
2015-01-06,2015-01,B01984,NY 88 EXPRESS CORP.,475,91
2015-01-06,2015-01,B01990,SUK INCORPORATED,104,25
2015-01-06,2015-01,B02003,"AVALON CORPORATE CAR,INC.",198,74
2015-01-06,2015-01,B02022,GOLD SEAL CAR & LIMO INC.,88,27
2015-01-06,2015-01,B02096,"CET GROUP, INC",11,8
2015-01-06,2015-01,B02107,APOLLO RADIO DISPATCH INC.,743,88
2015-01-06,2015-01,B02120,HARRISON GLOBAL LLC,242,90
2015-01-06,2015-01,B02147,"MITA LIMOUSINE, INC.",36,8
2015-01-06,2015-01,B02183,BANGLA CAR & LIMO. SERVICE INC.,8,8
2015-01-06,2015-01,B02285,"VALERA GLOBAL, INC.",201,76
2015-01-06,2015-01,B02475,ECKFORD LITE CAR & LIMO INC.,14,8
2015-01-06,2015-01,B02513,"INTABORO PREMIERE TRANSP. SVCS., INC.",15,4
2015-01-06,2015-01,B02566,GSL LIMOUSINES CORP.,8,7
2015-01-06,2015-01,B02569,GOGREENRIDE INC.,151,1
2015-01-06,2015-01,B02653,NEW COLLEGE CAR SVCE INC,1116,105
2015-01-06,2015-01,B02715,GROUNDANYWHERE LLC,233,68
2015-01-07,2015-01,B00013,LOVE CORP CAR INC,412,106
2015-01-07,2015-01,B00014,NY ONE CORP CAR INC,638,164
2015-01-07,2015-01,B00029,COMMUNITY CAR SVC CORP,814,44
2015-01-07,2015-01,B00053,CHARGE AND RIDE INC,117,63
2015-01-07,2015-01,B00095,LIBERTY CAR SERVICE INC.,447,82
2015-01-07,2015-01,B00221,PROFESSIONAL CAR SERVICE INC,546,76
2015-01-07,2015-01,B00227,"PARK WEST EXEC. SERVICES, INC.",473,152
2015-01-07,2015-01,B00248,YELLOWSTONE TRANSPORTATION INC.,1097,130
2015-01-07,2015-01,B00254,XYZ TWO WAY RADIO,1312,304
2015-01-07,2015-01,B00280,FLEET RADIO DISPATCH CORP.,240,81
2015-01-07,2015-01,B00310,WATSON CAR SERVICE INC.,1723,146
2015-01-07,2015-01,B00381,BELL RADIO INC,314,84
2015-01-07,2015-01,B00412,NYC 2 WAY INTERNATIONAL LTD,403,80
2015-01-07,2015-01,B00448,DIAL CAR INC.,5,3
2015-01-07,2015-01,B00457,PREMIUM BRONX CORP,1373,114
2015-01-07,2015-01,B00477,INTA-BORO ACRES INC,556,139
2015-01-07,2015-01,B00552,HINO-MARU ENTERPRISES INC.,38,26
2015-01-07,2015-01,B00623,MANHATTAN INT'L LIMO NETWORK LLC,22,8
2015-01-07,2015-01,B00837,CAREY LIMO N Y INC,387,146
2015-01-07,2015-01,B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,2136,683
2015-01-07,2015-01,B00919,HARLEM CARS INC.,491,71
2015-01-07,2015-01,B00948,510 CAR SERVICE CORP,605,60
2015-01-07,2015-01,B01066,DOMINICANA RAD DISP INC,720,82
2015-01-07,2015-01,B01083,BROAD DYCKMAN C/S INC,849,94
2015-01-07,2015-01,B01087,ELITE LIMO PLUS INC,843,247
2015-01-07,2015-01,B01148,EVELYN CAR SERVICE INC,500,63
2015-01-07,2015-01,B01197,"TEL-A-CAR OF NEW YORK, LLC",273,82
2015-01-07,2015-01,B01282,NEW LOTS C/S INC,1064,70
2015-01-07,2015-01,B01285,UNION RADIO DISPATCH INC,1377,154
2015-01-07,2015-01,B01300,KENNEDY RAD DISP INC,810,115
2015-01-07,2015-01,B01312,BROOKLYN RAD DISP INC,1108,103
2015-01-07,2015-01,B01313,JOY CAR SERVICES INC.,14,14
2015-01-07,2015-01,B01315,"V.I.T. CAR SERVICE, INC.",1475,149
2015-01-07,2015-01,B01341,A NEW DAY RAD DISP INC,1571,163
2015-01-07,2015-01,B01346,ARECIBO C/S INC,905,111
2015-01-07,2015-01,B01367,"ROYAL DISPATCH SERVICES, INC.",237,69
2015-01-07,2015-01,B01386,FENIX CAR SVCE CORP,2371,193
2015-01-07,2015-01,B01522,"STM ENTERPRISES,INC",98,15
2015-01-07,2015-01,B01651,U.P.S. RADIO DISPATCH CORP.,346,54
2015-01-07,2015-01,B01777,PREMIUM RADIO DISP & MULTI SVC,763,131
2015-01-07,2015-01,B01848,GRAND LIMO & CAR SERVICE INC.,9,0
2015-01-07,2015-01,B01877,U.S.A. LIMO. INC.,400,127
2015-01-07,2015-01,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",1291,118
2015-01-07,2015-01,B01949,FIRST CLASS OF NEW YORK INC.,52,19
2015-01-07,2015-01,B01984,NY 88 EXPRESS CORP.,515,101
2015-01-07,2015-01,B01990,SUK INCORPORATED,142,35
