pickup_date,pickup_month,base,base_name,trips,year,month,month_name,weekday,weekday_num,week_start,is_weekend,is_month_start,is_month_end,holiday_name,is_federal_holiday,nyc_event,has_nyc_event,weather_code,temperature_2m_max,temperature_2m_min,temperature_avg_f,apparent_temperature_max,apparent_temperature_min,apparent_temperature_avg_f,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,has_rain,has_snow,has_precipitation
2014-06-03,2014-06,B02617,Weiter,5249,2014,6,June,Tuesday,1,2014-06-02,False,False,False,,False,,False,61,83.5,60.1,71.8,89.6,59.7,74.65,0.13,0.13,0.0,4.0,7.6,True,False,True
2014-06-03,2014-06,B02682,Schmecken,6915,2014,6,June,Tuesday,1,2014-06-02,False,False,False,,False,,False,61,83.5,60.1,71.8,89.6,59.7,74.65,0.13,0.13,0.0,4.0,7.6,True,False,True
2014-06-03,2014-06,B02764,Danach-NY,349,2014,6,June,Tuesday,1,2014-06-02,False,False,False,,False,,False,61,83.5,60.1,71.8,89.6,59.7,74.65,0.13,0.13,0.0,4.0,7.6,True,False,True
2014-06-04,2014-06,B02512,Unter,1194,2014,6,June,Wednesday,2,2014-06-02,False,False,False,,False,,False,3,78.9,61.0,69.95,83.5,62.4,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-06-04,2014-06,B02598,Hinter,8898,2014,6,June,Wednesday,2,2014-06-02,False,False,False,,False,,False,3,78.9,61.0,69.95,83.5,62.4,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-06-04,2014-06,B02617,Weiter,5560,2014,6,June,Wednesday,2,2014-06-02,False,False,False,,False,,False,3,78.9,61.0,69.95,83.5,62.4,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-06-04,2014-06,B02682,Schmecken,6924,2014,6,June,Wednesday,2,2014-06-02,False,False,False,,False,,False,3,78.9,61.0,69.95,83.5,62.4,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-06-04,2014-06,B02764,Danach-NY,255,2014,6,June,Wednesday,2,2014-06-02,False,False,False,,False,,False,3,78.9,61.0,69.95,83.5,62.4,72.95,0.0,0.0,0.0,0.0,7.4,False,False,False
2014-06-05,2014-06,B02512,Unter,1586,2014,6,June,Thursday,3,2014-06-02,False,False,False,,False,,False,63,73.1,61.9,67.5,73.2,61.1,67.15,0.827,0.827,0.0,15.0,10.1,True,False,True
2014-06-05,2014-06,B02598,Hinter,10970,2014,6,June,Thursday,3,2014-06-02,False,False,False,,False,,False,63,73.1,61.9,67.5,73.2,61.1,67.15,0.827,0.827,0.0,15.0,10.1,True,False,True
2014-06-05,2014-06,B02617,Weiter,6745,2014,6,June,Thursday,3,2014-06-02,False,False,False,,False,,False,63,73.1,61.9,67.5,73.2,61.1,67.15,0.827,0.827,0.0,15.0,10.1,True,False,True
2014-06-05,2014-06,B02682,Schmecken,8680,2014,6,June,Thursday,3,2014-06-02,False,False,False,,False,,False,63,73.1,61.9,67.5,73.2,61.1,67.15,0.827,0.827,0.0,15.0,10.1,True,False,True
2014-06-05,2014-06,B02764,Danach-NY,390,2014,6,June,Thursday,3,2014-06-02,False,False,False,,False,,False,63,73.1,61.9,67.5,73.2,61.1,67.15,0.827,0.827,0.0,15.0,10.1,True,False,True
2014-06-06,2014-06,B02512,Unter,1225,2014,6,June,Friday,4,2014-06-02,False,False,False,,False,,False,3,73.0,58.5,65.75,71.1,55.5,63.3,0.0,0.0,0.0,0.0,10.2,False,False,False
2014-06-06,2014-06,B02598,Hinter,9396,2014,6,June,Friday,4,2014-06-02,False,False,False,,False,,False,3,73.0,58.5,65.75,71.1,55.5,63.3,0.0,0.0,0.0,0.0,10.2,False,False,False
2014-06-06,2014-06,B02617,Weiter,6003,2014,6,June,Friday,4,2014-06-02,False,False,False,,False,,False,3,73.0,58.5,65.75,71.1,55.5,63.3,0.0,0.0,0.0,0.0,10.2,False,False,False
2014-06-06,2014-06,B02682,Schmecken,7745,2014,6,June,Friday,4,2014-06-02,False,False,False,,False,,False,3,73.0,58.5,65.75,71.1,55.5,63.3,0.0,0.0,0.0,0.0,10.2,False,False,False
2014-06-06,2014-06,B02764,Danach-NY,314,2014,6,June,Friday,4,2014-06-02,False,False,False,,False,,False,3,73.0,58.5,65.75,71.1,55.5,63.3,0.0,0.0,0.0,0.0,10.2,False,False,False
2014-06-07,2014-06,B02512,Unter,960,2014,6,June,Saturday,5,2014-06-02,True,False,False,,False,,False,2,78.3,56.2,67.25,80.4,54.5,67.45,0.0,0.0,0.0,0.0,6.8,False,False,False
2014-06-07,2014-06,B02598,Hinter,7985,2014,6,June,Saturday,5,2014-06-02,True,False,False,,False,,False,2,78.3,56.2,67.25,80.4,54.5,67.45,0.0,0.0,0.0,0.0,6.8,False,False,False
2014-06-07,2014-06,B02617,Weiter,5213,2014,6,June,Saturday,5,2014-06-02,True,False,False,,False,,False,2,78.3,56.2,67.25,80.4,54.5,67.45,0.0,0.0,0.0,0.0,6.8,False,False,False
2014-06-07,2014-06,B02682,Schmecken,6419,2014,6,June,Saturday,5,2014-06-02,True,False,False,,False,,False,2,78.3,56.2,67.25,80.4,54.5,67.45,0.0,0.0,0.0,0.0,6.8,False,False,False
2014-06-07,2014-06,B02764,Danach-NY,312,2014,6,June,Saturday,5,2014-06-02,True,False,False,,False,,False,2,78.3,56.2,67.25,80.4,54.5,67.45,0.0,0.0,0.0,0.0,6.8,False,False,False
2014-06-08,2014-06,B02512,Unter,787,2014,6,June,Sunday,6,2014-06-02,True,False,False,,False,,False,3,81.7,58.3,70.0,85.1,58.8,71.94999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-08,2014-06,B02598,Hinter,5936,2014,6,June,Sunday,6,2014-06-02,True,False,False,,False,,False,3,81.7,58.3,70.0,85.1,58.8,71.94999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-08,2014-06,B02617,Weiter,4059,2014,6,June,Sunday,6,2014-06-02,True,False,False,,False,,False,3,81.7,58.3,70.0,85.1,58.8,71.94999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-08,2014-06,B02682,Schmecken,4773,2014,6,June,Sunday,6,2014-06-02,True,False,False,,False,,False,3,81.7,58.3,70.0,85.1,58.8,71.94999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-08,2014-06,B02764,Danach-NY,194,2014,6,June,Sunday,6,2014-06-02,True,False,False,,False,,False,3,81.7,58.3,70.0,85.1,58.8,71.94999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-09,2014-06,B02512,Unter,1193,2014,6,June,Monday,0,2014-06-09,False,False,False,,False,,False,61,69.3,64.0,66.65,73.1,64.6,68.85,0.343,0.343,0.0,17.0,6.9,True,False,True
2014-06-09,2014-06,B02598,Hinter,8772,2014,6,June,Monday,0,2014-06-09,False,False,False,,False,,False,61,69.3,64.0,66.65,73.1,64.6,68.85,0.343,0.343,0.0,17.0,6.9,True,False,True
2014-06-09,2014-06,B02617,Weiter,5758,2014,6,June,Monday,0,2014-06-09,False,False,False,,False,,False,61,69.3,64.0,66.65,73.1,64.6,68.85,0.343,0.343,0.0,17.0,6.9,True,False,True
2014-06-09,2014-06,B02682,Schmecken,7147,2014,6,June,Monday,0,2014-06-09,False,False,False,,False,,False,61,69.3,64.0,66.65,73.1,64.6,68.85,0.343,0.343,0.0,17.0,6.9,True,False,True
2014-06-09,2014-06,B02764,Danach-NY,374,2014,6,June,Monday,0,2014-06-09,False,False,False,,False,,False,61,69.3,64.0,66.65,73.1,64.6,68.85,0.343,0.343,0.0,17.0,6.9,True,False,True
2014-06-10,2014-06,B02512,Unter,1204,2014,6,June,Tuesday,1,2014-06-09,False,False,False,,False,,False,51,74.9,64.7,69.80000000000001,79.6,67.9,73.75,0.031,0.031,0.0,5.0,6.1,True,False,True
2014-06-10,2014-06,B02598,Hinter,8639,2014,6,June,Tuesday,1,2014-06-09,False,False,False,,False,,False,51,74.9,64.7,69.80000000000001,79.6,67.9,73.75,0.031,0.031,0.0,5.0,6.1,True,False,True
2014-06-10,2014-06,B02617,Weiter,5826,2014,6,June,Tuesday,1,2014-06-09,False,False,False,,False,,False,51,74.9,64.7,69.80000000000001,79.6,67.9,73.75,0.031,0.031,0.0,5.0,6.1,True,False,True
2014-06-10,2014-06,B02682,Schmecken,6902,2014,6,June,Tuesday,1,2014-06-09,False,False,False,,False,,False,51,74.9,64.7,69.80000000000001,79.6,67.9,73.75,0.031,0.031,0.0,5.0,6.1,True,False,True
2014-06-10,2014-06,B02764,Danach-NY,303,2014,6,June,Tuesday,1,2014-06-09,False,False,False,,False,,False,51,74.9,64.7,69.80000000000001,79.6,67.9,73.75,0.031,0.031,0.0,5.0,6.1,True,False,True
2014-06-11,2014-06,B02512,Unter,1330,2014,6,June,Wednesday,2,2014-06-09,False,False,False,,False,,False,53,68.0,60.8,64.4,69.2,60.6,64.9,0.039,0.039,0.0,2.0,11.4,True,False,True
2014-06-11,2014-06,B02598,Hinter,9503,2014,6,June,Wednesday,2,2014-06-09,False,False,False,,False,,False,53,68.0,60.8,64.4,69.2,60.6,64.9,0.039,0.039,0.0,2.0,11.4,True,False,True
2014-06-11,2014-06,B02617,Weiter,6601,2014,6,June,Wednesday,2,2014-06-09,False,False,False,,False,,False,53,68.0,60.8,64.4,69.2,60.6,64.9,0.039,0.039,0.0,2.0,11.4,True,False,True
2014-06-11,2014-06,B02682,Schmecken,7914,2014,6,June,Wednesday,2,2014-06-09,False,False,False,,False,,False,53,68.0,60.8,64.4,69.2,60.6,64.9,0.039,0.039,0.0,2.0,11.4,True,False,True
2014-06-11,2014-06,B02764,Danach-NY,368,2014,6,June,Wednesday,2,2014-06-09,False,False,False,,False,,False,53,68.0,60.8,64.4,69.2,60.6,64.9,0.039,0.039,0.0,2.0,11.4,True,False,True
2014-06-12,2014-06,B02512,Unter,1590,2014,6,June,Thursday,3,2014-06-09,False,False,False,,False,,False,51,72.3,60.5,66.4,73.5,59.9,66.7,0.039,0.039,0.0,5.0,11.9,True,False,True
2014-06-12,2014-06,B02598,Hinter,10898,2014,6,June,Thursday,3,2014-06-09,False,False,False,,False,,False,51,72.3,60.5,66.4,73.5,59.9,66.7,0.039,0.039,0.0,5.0,11.9,True,False,True
2014-06-12,2014-06,B02617,Weiter,7965,2014,6,June,Thursday,3,2014-06-09,False,False,False,,False,,False,51,72.3,60.5,66.4,73.5,59.9,66.7,0.039,0.039,0.0,5.0,11.9,True,False,True
2014-06-12,2014-06,B02682,Schmecken,8881,2014,6,June,Thursday,3,2014-06-09,False,False,False,,False,,False,51,72.3,60.5,66.4,73.5,59.9,66.7,0.039,0.039,0.0,5.0,11.9,True,False,True
2014-06-12,2014-06,B02764,Danach-NY,510,2014,6,June,Thursday,3,2014-06-09,False,False,False,,False,,False,51,72.3,60.5,66.4,73.5,59.9,66.7,0.039,0.039,0.0,5.0,11.9,True,False,True
2014-06-13,2014-06,B02512,Unter,1651,2014,6,June,Friday,4,2014-06-09,False,False,False,,False,,False,61,76.2,64.8,70.5,81.9,66.8,74.35,0.756,0.756,0.0,18.0,9.0,True,False,True
2014-06-13,2014-06,B02598,Hinter,11382,2014,6,June,Friday,4,2014-06-09,False,False,False,,False,,False,61,76.2,64.8,70.5,81.9,66.8,74.35,0.756,0.756,0.0,18.0,9.0,True,False,True
2014-06-13,2014-06,B02617,Weiter,8234,2014,6,June,Friday,4,2014-06-09,False,False,False,,False,,False,61,76.2,64.8,70.5,81.9,66.8,74.35,0.756,0.756,0.0,18.0,9.0,True,False,True
2014-06-13,2014-06,B02682,Schmecken,9502,2014,6,June,Friday,4,2014-06-09,False,False,False,,False,,False,61,76.2,64.8,70.5,81.9,66.8,74.35,0.756,0.756,0.0,18.0,9.0,True,False,True
2014-06-13,2014-06,B02764,Danach-NY,438,2014,6,June,Friday,4,2014-06-09,False,False,False,,False,,False,61,76.2,64.8,70.5,81.9,66.8,74.35,0.756,0.756,0.0,18.0,9.0,True,False,True
2014-06-14,2014-06,B02512,Unter,910,2014,6,June,Saturday,5,2014-06-09,True,False,False,,False,,False,53,73.3,60.9,67.1,75.1,57.1,66.1,0.031,0.031,0.0,1.0,12.8,True,False,True
2014-06-14,2014-06,B02598,Hinter,7190,2014,6,June,Saturday,5,2014-06-09,True,False,False,,False,,False,53,73.3,60.9,67.1,75.1,57.1,66.1,0.031,0.031,0.0,1.0,12.8,True,False,True
2014-06-14,2014-06,B02617,Weiter,5144,2014,6,June,Saturday,5,2014-06-09,True,False,False,,False,,False,53,73.3,60.9,67.1,75.1,57.1,66.1,0.031,0.031,0.0,1.0,12.8,True,False,True
2014-06-14,2014-06,B02682,Schmecken,5833,2014,6,June,Saturday,5,2014-06-09,True,False,False,,False,,False,53,73.3,60.9,67.1,75.1,57.1,66.1,0.031,0.031,0.0,1.0,12.8,True,False,True
2014-06-14,2014-06,B02764,Danach-NY,250,2014,6,June,Saturday,5,2014-06-09,True,False,False,,False,,False,53,73.3,60.9,67.1,75.1,57.1,66.1,0.031,0.031,0.0,1.0,12.8,True,False,True
2014-06-15,2014-06,B02512,Unter,649,2014,6,June,Sunday,6,2014-06-09,True,False,False,,False,,False,3,77.3,57.1,67.2,77.7,53.4,65.55,0.0,0.0,0.0,0.0,9.8,False,False,False
2014-06-15,2014-06,B02598,Hinter,5369,2014,6,June,Sunday,6,2014-06-09,True,False,False,,False,,False,3,77.3,57.1,67.2,77.7,53.4,65.55,0.0,0.0,0.0,0.0,9.8,False,False,False
2014-06-15,2014-06,B02617,Weiter,4139,2014,6,June,Sunday,6,2014-06-09,True,False,False,,False,,False,3,77.3,57.1,67.2,77.7,53.4,65.55,0.0,0.0,0.0,0.0,9.8,False,False,False
2014-06-15,2014-06,B02682,Schmecken,4163,2014,6,June,Sunday,6,2014-06-09,True,False,False,,False,,False,3,77.3,57.1,67.2,77.7,53.4,65.55,0.0,0.0,0.0,0.0,9.8,False,False,False
2014-06-15,2014-06,B02764,Danach-NY,191,2014,6,June,Sunday,6,2014-06-09,True,False,False,,False,,False,3,77.3,57.1,67.2,77.7,53.4,65.55,0.0,0.0,0.0,0.0,9.8,False,False,False
2014-06-16,2014-06,B02512,Unter,931,2014,6,June,Monday,0,2014-06-16,False,False,False,,False,,False,3,78.3,58.4,68.35,84.4,58.7,71.55000000000001,0.0,0.0,0.0,0.0,8.3,False,False,False
2014-06-16,2014-06,B02598,Hinter,6540,2014,6,June,Monday,0,2014-06-16,False,False,False,,False,,False,3,78.3,58.4,68.35,84.4,58.7,71.55000000000001,0.0,0.0,0.0,0.0,8.3,False,False,False
2014-06-16,2014-06,B02617,Weiter,4962,2014,6,June,Monday,0,2014-06-16,False,False,False,,False,,False,3,78.3,58.4,68.35,84.4,58.7,71.55000000000001,0.0,0.0,0.0,0.0,8.3,False,False,False
2014-06-16,2014-06,B02682,Schmecken,5069,2014,6,June,Monday,0,2014-06-16,False,False,False,,False,,False,3,78.3,58.4,68.35,84.4,58.7,71.55000000000001,0.0,0.0,0.0,0.0,8.3,False,False,False
2014-06-16,2014-06,B02764,Danach-NY,276,2014,6,June,Monday,0,2014-06-16,False,False,False,,False,,False,3,78.3,58.4,68.35,84.4,58.7,71.55000000000001,0.0,0.0,0.0,0.0,8.3,False,False,False
2014-06-17,2014-06,B02512,Unter,1125,2014,6,June,Tuesday,1,2014-06-16,False,False,False,,False,,False,3,86.9,65.6,76.25,93.3,67.6,80.44999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-17,2014-06,B02598,Hinter,7975,2014,6,June,Tuesday,1,2014-06-16,False,False,False,,False,,False,3,86.9,65.6,76.25,93.3,67.6,80.44999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-17,2014-06,B02617,Weiter,6071,2014,6,June,Tuesday,1,2014-06-16,False,False,False,,False,,False,3,86.9,65.6,76.25,93.3,67.6,80.44999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-17,2014-06,B02682,Schmecken,6310,2014,6,June,Tuesday,1,2014-06-16,False,False,False,,False,,False,3,86.9,65.6,76.25,93.3,67.6,80.44999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-17,2014-06,B02764,Danach-NY,326,2014,6,June,Tuesday,1,2014-06-16,False,False,False,,False,,False,3,86.9,65.6,76.25,93.3,67.6,80.44999999999999,0.0,0.0,0.0,0.0,9.1,False,False,False
2014-06-18,2014-06,B02512,Unter,1198,2014,6,June,Wednesday,2,2014-06-16,False,False,False,,False,,False,3,87.0,73.1,80.05,90.0,76.5,83.25,0.0,0.0,0.0,0.0,12.2,False,False,False
2014-06-18,2014-06,B02598,Hinter,8911,2014,6,June,Wednesday,2,2014-06-16,False,False,False,,False,,False,3,87.0,73.1,80.05,90.0,76.5,83.25,0.0,0.0,0.0,0.0,12.2,False,False,False
2014-06-18,2014-06,B02617,Weiter,6958,2014,6,June,Wednesday,2,2014-06-16,False,False,False,,False,,False,3,87.0,73.1,80.05,90.0,76.5,83.25,0.0,0.0,0.0,0.0,12.2,False,False,False
2014-06-18,2014-06,B02682,Schmecken,7223,2014,6,June,Wednesday,2,2014-06-16,False,False,False,,False,,False,3,87.0,73.1,80.05,90.0,76.5,83.25,0.0,0.0,0.0,0.0,12.2,False,False,False
2014-06-18,2014-06,B02764,Danach-NY,357,2014,6,June,Wednesday,2,2014-06-16,False,False,False,,False,,False,3,87.0,73.1,80.05,90.0,76.5,83.25,0.0,0.0,0.0,0.0,12.2,False,False,False
2014-06-19,2014-06,B02512,Unter,1528,2014,6,June,Thursday,3,2014-06-16,False,False,False,,False,,False,61,74.2,66.9,70.55000000000001,76.9,70.2,73.55000000000001,0.343,0.343,0.0,10.0,8.4,True,False,True
2014-06-19,2014-06,B02598,Hinter,10342,2014,6,June,Thursday,3,2014-06-16,False,False,False,,False,,False,61,74.2,66.9,70.55000000000001,76.9,70.2,73.55000000000001,0.343,0.343,0.0,10.0,8.4,True,False,True
2014-06-19,2014-06,B02617,Weiter,8303,2014,6,June,Thursday,3,2014-06-16,False,False,False,,False,,False,61,74.2,66.9,70.55000000000001,76.9,70.2,73.55000000000001,0.343,0.343,0.0,10.0,8.4,True,False,True
2014-06-19,2014-06,B02682,Schmecken,7995,2014,6,June,Thursday,3,2014-06-16,False,False,False,,False,,False,61,74.2,66.9,70.55000000000001,76.9,70.2,73.55000000000001,0.343,0.343,0.0,10.0,8.4,True,False,True
2014-06-19,2014-06,B02764,Danach-NY,426,2014,6,June,Thursday,3,2014-06-16,False,False,False,,False,,False,61,74.2,66.9,70.55000000000001,76.9,70.2,73.55000000000001,0.343,0.343,0.0,10.0,8.4,True,False,True
2014-06-20,2014-06,B02512,Unter,1094,2014,6,June,Friday,4,2014-06-16,False,False,False,,False,,False,3,77.6,61.5,69.55,77.5,59.2,68.35,0.0,0.0,0.0,0.0,10.4,False,False,False
2014-06-20,2014-06,B02598,Hinter,8584,2014,6,June,Friday,4,2014-06-16,False,False,False,,False,,False,3,77.6,61.5,69.55,77.5,59.2,68.35,0.0,0.0,0.0,0.0,10.4,False,False,False
2014-06-20,2014-06,B02617,Weiter,7421,2014,6,June,Friday,4,2014-06-16,False,False,False,,False,,False,3,77.6,61.5,69.55,77.5,59.2,68.35,0.0,0.0,0.0,0.0,10.4,False,False,False
2014-06-20,2014-06,B02682,Schmecken,6851,2014,6,June,Friday,4,2014-06-16,False,False,False,,False,,False,3,77.6,61.5,69.55,77.5,59.2,68.35,0.0,0.0,0.0,0.0,10.4,False,False,False
2014-06-20,2014-06,B02764,Danach-NY,321,2014,6,June,Friday,4,2014-06-16,False,False,False,,False,,False,3,77.6,61.5,69.55,77.5,59.2,68.35,0.0,0.0,0.0,0.0,10.4,False,False,False
2014-06-21,2014-06,B02512,Unter,859,2014,6,June,Saturday,5,2014-06-16,True,False,False,,False,,False,3,74.3,59.9,67.1,75.4,57.3,66.35,0.0,0.0,0.0,0.0,8.7,False,False,False
2014-06-21,2014-06,B02598,Hinter,7148,2014,6,June,Saturday,5,2014-06-16,True,False,False,,False,,False,3,74.3,59.9,67.1,75.4,57.3,66.35,0.0,0.0,0.0,0.0,8.7,False,False,False
2014-06-21,2014-06,B02617,Weiter,6006,2014,6,June,Saturday,5,2014-06-16,True,False,False,,False,,False,3,74.3,59.9,67.1,75.4,57.3,66.35,0.0,0.0,0.0,0.0,8.7,False,False,False
2014-06-21,2014-06,B02682,Schmecken,5687,2014,6,June,Saturday,5,2014-06-16,True,False,False,,False,,False,3,74.3,59.9,67.1,75.4,57.3,66.35,0.0,0.0,0.0,0.0,8.7,False,False,False
2014-06-21,2014-06,B02764,Danach-NY,240,2014,6,June,Saturday,5,2014-06-16,True,False,False,,False,,False,3,74.3,59.9,67.1,75.4,57.3,66.35,0.0,0.0,0.0,0.0,8.7,False,False,False
2014-06-22,2014-06,B02512,Unter,757,2014,6,June,Sunday,6,2014-06-16,True,False,False,,False,,False,3,75.0,62.3,68.65,78.1,63.8,70.94999999999999,0.0,0.0,0.0,0.0,6.5,False,False,False
2014-06-22,2014-06,B02598,Hinter,5649,2014,6,June,Sunday,6,2014-06-16,True,False,False,,False,,False,3,75.0,62.3,68.65,78.1,63.8,70.94999999999999,0.0,0.0,0.0,0.0,6.5,False,False,False
2014-06-22,2014-06,B02617,Weiter,5033,2014,6,June,Sunday,6,2014-06-16,True,False,False,,False,,False,3,75.0,62.3,68.65,78.1,63.8,70.94999999999999,0.0,0.0,0.0,0.0,6.5,False,False,False
2014-06-22,2014-06,B02682,Schmecken,4691,2014,6,June,Sunday,6,2014-06-16,True,False,False,,False,,False,3,75.0,62.3,68.65,78.1,63.8,70.94999999999999,0.0,0.0,0.0,0.0,6.5,False,False,False
2014-06-22,2014-06,B02764,Danach-NY,192,2014,6,June,Sunday,6,2014-06-16,True,False,False,,False,,False,3,75.0,62.3,68.65,78.1,63.8,70.94999999999999,0.0,0.0,0.0,0.0,6.5,False,False,False
2014-06-23,2014-06,B02512,Unter,809,2014,6,June,Monday,0,2014-06-23,False,False,False,,False,,False,3,79.4,60.8,70.1,81.8,61.4,71.6,0.0,0.0,0.0,0.0,9.5,False,False,False
2014-06-23,2014-06,B02598,Hinter,6206,2014,6,June,Monday,0,2014-06-23,False,False,False,,False,,False,3,79.4,60.8,70.1,81.8,61.4,71.6,0.0,0.0,0.0,0.0,9.5,False,False,False
2014-06-23,2014-06,B02617,Weiter,5429,2014,6,June,Monday,0,2014-06-23,False,False,False,,False,,False,3,79.4,60.8,70.1,81.8,61.4,71.6,0.0,0.0,0.0,0.0,9.5,False,False,False
2014-06-23,2014-06,B02682,Schmecken,5013,2014,6,June,Monday,0,2014-06-23,False,False,False,,False,,False,3,79.4,60.8,70.1,81.8,61.4,71.6,0.0,0.0,0.0,0.0,9.5,False,False,False
2014-06-23,2014-06,B02764,Danach-NY,278,2014,6,June,Monday,0,2014-06-23,False,False,False,,False,,False,3,79.4,60.8,70.1,81.8,61.4,71.6,0.0,0.0,0.0,0.0,9.5,False,False,False
2014-06-24,2014-06,B02512,Unter,856,2014,6,June,Tuesday,1,2014-06-23,False,False,False,,False,,False,3,80.2,63.0,71.6,81.6,64.0,72.8,0.0,0.0,0.0,0.0,11.7,False,False,False
2014-06-24,2014-06,B02598,Hinter,7318,2014,6,June,Tuesday,1,2014-06-23,False,False,False,,False,,False,3,80.2,63.0,71.6,81.6,64.0,72.8,0.0,0.0,0.0,0.0,11.7,False,False,False
2014-06-24,2014-06,B02617,Weiter,6507,2014,6,June,Tuesday,1,2014-06-23,False,False,False,,False,,False,3,80.2,63.0,71.6,81.6,64.0,72.8,0.0,0.0,0.0,0.0,11.7,False,False,False
2014-06-24,2014-06,B02682,Schmecken,5812,2014,6,June,Tuesday,1,2014-06-23,False,False,False,,False,,False,3,80.2,63.0,71.6,81.6,64.0,72.8,0.0,0.0,0.0,0.0,11.7,False,False,False
2014-06-24,2014-06,B02764,Danach-NY,286,2014,6,June,Tuesday,1,2014-06-23,False,False,False,,False,,False,3,80.2,63.0,71.6,81.6,64.0,72.8,0.0,0.0,0.0,0.0,11.7,False,False,False
2014-06-25,2014-06,B02512,Unter,1144,2014,6,June,Wednesday,2,2014-06-23,False,False,False,,False,,False,53,83.9,66.9,75.4,89.2,68.9,79.05000000000001,0.043,0.043,0.0,5.0,10.0,True,False,True
2014-06-25,2014-06,B02598,Hinter,9311,2014,6,June,Wednesday,2,2014-06-23,False,False,False,,False,,False,53,83.9,66.9,75.4,89.2,68.9,79.05000000000001,0.043,0.043,0.0,5.0,10.0,True,False,True
2014-06-25,2014-06,B02617,Weiter,8299,2014,6,June,Wednesday,2,2014-06-23,False,False,False,,False,,False,53,83.9,66.9,75.4,89.2,68.9,79.05000000000001,0.043,0.043,0.0,5.0,10.0,True,False,True
2014-06-25,2014-06,B02682,Schmecken,7363,2014,6,June,Wednesday,2,2014-06-23,False,False,False,,False,,False,53,83.9,66.9,75.4,89.2,68.9,79.05000000000001,0.043,0.043,0.0,5.0,10.0,True,False,True
2014-06-25,2014-06,B02764,Danach-NY,343,2014,6,June,Wednesday,2,2014-06-23,False,False,False,,False,,False,53,83.9,66.9,75.4,89.2,68.9,79.05000000000001,0.043,0.043,0.0,5.0,10.0,True,False,True
2014-06-26,2014-06,B02512,Unter,1351,2014,6,June,Thursday,3,2014-06-23,False,False,False,,False,,False,61,83.2,70.6,76.9,86.3,76.0,81.15,0.157,0.157,0.0,5.0,8.0,True,False,True
2014-06-26,2014-06,B02598,Hinter,9818,2014,6,June,Thursday,3,2014-06-23,False,False,False,,False,,False,61,83.2,70.6,76.9,86.3,76.0,81.15,0.157,0.157,0.0,5.0,8.0,True,False,True
2014-06-26,2014-06,B02617,Weiter,8999,2014,6,June,Thursday,3,2014-06-23,False,False,False,,False,,False,61,83.2,70.6,76.9,86.3,76.0,81.15,0.157,0.157,0.0,5.0,8.0,True,False,True
2014-06-26,2014-06,B02682,Schmecken,8002,2014,6,June,Thursday,3,2014-06-23,False,False,False,,False,,False,61,83.2,70.6,76.9,86.3,76.0,81.15,0.157,0.157,0.0,5.0,8.0,True,False,True
2014-06-26,2014-06,B02764,Danach-NY,346,2014,6,June,Thursday,3,2014-06-23,False,False,False,,False,,False,61,83.2,70.6,76.9,86.3,76.0,81.15,0.157,0.157,0.0,5.0,8.0,True,False,True
2014-06-27,2014-06,B02512,Unter,1054,2014,6,June,Friday,4,2014-06-23,False,False,False,,False,,False,51,78.3,66.5,72.4,84.2,68.3,76.25,0.024,0.024,0.0,5.0,8.6,True,False,True
2014-06-27,2014-06,B02598,Hinter,8646,2014,6,June,Friday,4,2014-06-23,False,False,False,,False,,False,51,78.3,66.5,72.4,84.2,68.3,76.25,0.024,0.024,0.0,5.0,8.6,True,False,True
2014-06-27,2014-06,B02617,Weiter,7946,2014,6,June,Friday,4,2014-06-23,False,False,False,,False,,False,51,78.3,66.5,72.4,84.2,68.3,76.25,0.024,0.024,0.0,5.0,8.6,True,False,True
2014-06-27,2014-06,B02682,Schmecken,6938,2014,6,June,Friday,4,2014-06-23,False,False,False,,False,,False,51,78.3,66.5,72.4,84.2,68.3,76.25,0.024,0.024,0.0,5.0,8.6,True,False,True
2014-06-27,2014-06,B02764,Danach-NY,311,2014,6,June,Friday,4,2014-06-23,False,False,False,,False,,False,51,78.3,66.5,72.4,84.2,68.3,76.25,0.024,0.024,0.0,5.0,8.6,True,False,True
2014-06-28,2014-06,B02512,Unter,892,2014,6,June,Saturday,5,2014-06-23,True,False,False,,False,,False,3,82.8,61.7,72.25,86.7,62.9,74.8,0.0,0.0,0.0,0.0,9.6,False,False,False
