pickup_date,pickup_month,hour,company,trips
2016-08-01,2016-08,0,Uber,3007
2016-08-01,2016-08,1,Uber,2347
2016-08-01,2016-08,2,Uber,1376
2016-08-01,2016-08,3,Uber,959
2016-08-01,2016-08,4,Uber,1202
2016-08-01,2016-08,5,Uber,2221
2016-08-01,2016-08,6,Uber,3226
2016-08-01,2016-08,7,Uber,5008
2016-08-01,2016-08,8,Uber,6459
2016-08-01,2016-08,9,Uber,6006
2016-08-01,2016-08,10,Uber,4211
2016-08-01,2016-08,11,Uber,3720
2016-08-01,2016-08,12,Uber,3673
2016-08-01,2016-08,13,Uber,3544
2016-08-01,2016-08,14,Uber,4086
2016-08-01,2016-08,15,Uber,4470
2016-08-01,2016-08,16,Uber,4545
2016-08-01,2016-08,17,Uber,6167
2016-08-01,2016-08,18,Uber,7415
2016-08-01,2016-08,19,Uber,6751
2016-08-01,2016-08,20,Uber,5945
2016-08-01,2016-08,21,Uber,6322
2016-08-01,2016-08,22,Uber,6127
2016-08-01,2016-08,23,Uber,5149
2016-08-02,2016-08,0,Uber,3523
2016-08-02,2016-08,1,Uber,2169
2016-08-02,2016-08,2,Uber,1275
2016-08-02,2016-08,3,Uber,883
2016-08-02,2016-08,4,Uber,1039
2016-08-02,2016-08,5,Uber,1538
2016-08-02,2016-08,6,Uber,2333
2016-08-02,2016-08,7,Uber,4779
2016-08-02,2016-08,8,Uber,6378
2016-08-02,2016-08,9,Uber,6043
2016-08-02,2016-08,10,Uber,4089
2016-08-02,2016-08,11,Uber,3789
2016-08-02,2016-08,12,Uber,3858
2016-08-02,2016-08,13,Uber,3943
2016-08-02,2016-08,14,Uber,4380
2016-08-02,2016-08,15,Uber,4564
2016-08-02,2016-08,16,Uber,5052
2016-08-02,2016-08,17,Uber,6561
2016-08-02,2016-08,18,Uber,8133
2016-08-02,2016-08,19,Uber,7363
2016-08-02,2016-08,20,Uber,6627
2016-08-02,2016-08,21,Uber,7260
2016-08-02,2016-08,22,Uber,7173
2016-08-02,2016-08,23,Uber,6005
2016-08-03,2016-08,0,Uber,4035
2016-08-03,2016-08,1,Uber,2321
2016-08-03,2016-08,2,Uber,1418
2016-08-03,2016-08,3,Uber,989
2016-08-03,2016-08,4,Uber,1157
2016-08-03,2016-08,5,Uber,1664
2016-08-03,2016-08,6,Uber,2523
2016-08-03,2016-08,7,Uber,4885
2016-08-03,2016-08,8,Uber,6358
2016-08-03,2016-08,9,Uber,6020
2016-08-03,2016-08,10,Uber,4250
2016-08-03,2016-08,11,Uber,3841
2016-08-03,2016-08,12,Uber,3891
2016-08-03,2016-08,13,Uber,3880
2016-08-03,2016-08,14,Uber,4386
2016-08-03,2016-08,15,Uber,4655
2016-08-03,2016-08,16,Uber,5026
2016-08-03,2016-08,17,Uber,6795
2016-08-03,2016-08,18,Uber,8133
2016-08-03,2016-08,19,Uber,7556
2016-08-03,2016-08,20,Uber,6981
2016-08-03,2016-08,21,Uber,7771
2016-08-03,2016-08,22,Uber,7822
2016-08-03,2016-08,23,Uber,6805
2016-08-04,2016-08,0,Uber,4480
2016-08-04,2016-08,1,Uber,2669
2016-08-04,2016-08,2,Uber,1559
2016-08-04,2016-08,3,Uber,1120
2016-08-04,2016-08,4,Uber,1336
2016-08-04,2016-08,5,Uber,1777
2016-08-04,2016-08,6,Uber,2559
2016-08-04,2016-08,7,Uber,4985
2016-08-04,2016-08,8,Uber,6707
2016-08-04,2016-08,9,Uber,6154
2016-08-04,2016-08,10,Uber,4403
2016-08-04,2016-08,11,Uber,3939
2016-08-04,2016-08,12,Uber,3979
2016-08-04,2016-08,13,Uber,4025
2016-08-04,2016-08,14,Uber,4597
2016-08-04,2016-08,15,Uber,4645
2016-08-04,2016-08,16,Uber,5695
2016-08-04,2016-08,17,Uber,7090
2016-08-04,2016-08,18,Uber,8405
2016-08-04,2016-08,19,Uber,8115
2016-08-04,2016-08,20,Uber,7549
2016-08-04,2016-08,21,Uber,8335
2016-08-04,2016-08,22,Uber,8528
2016-08-04,2016-08,23,Uber,7696
2016-08-05,2016-08,0,Uber,5619
2016-08-05,2016-08,1,Uber,3382
2016-08-05,2016-08,2,Uber,2147
2016-08-05,2016-08,3,Uber,1535
2016-08-05,2016-08,4,Uber,1599
2016-08-05,2016-08,5,Uber,1875
2016-08-05,2016-08,6,Uber,2564
2016-08-05,2016-08,7,Uber,4612
2016-08-05,2016-08,8,Uber,6369
2016-08-05,2016-08,9,Uber,6027
2016-08-05,2016-08,10,Uber,4445
2016-08-05,2016-08,11,Uber,4212
2016-08-05,2016-08,12,Uber,4620
2016-08-05,2016-08,13,Uber,4877
2016-08-05,2016-08,14,Uber,5307
2016-08-05,2016-08,15,Uber,5923
2016-08-05,2016-08,16,Uber,6279
2016-08-05,2016-08,17,Uber,7579
2016-08-05,2016-08,18,Uber,8643
2016-08-05,2016-08,19,Uber,8902
2016-08-05,2016-08,20,Uber,8051
2016-08-05,2016-08,21,Uber,8013
2016-08-05,2016-08,22,Uber,8834
2016-08-05,2016-08,23,Uber,9209
2016-08-06,2016-08,0,Uber,8882
2016-08-06,2016-08,1,Uber,6729
2016-08-06,2016-08,2,Uber,5136
2016-08-06,2016-08,3,Uber,3453
2016-08-06,2016-08,4,Uber,2518
2016-08-06,2016-08,5,Uber,1883
2016-08-06,2016-08,6,Uber,1875
2016-08-06,2016-08,7,Uber,2213
2016-08-06,2016-08,8,Uber,2807
2016-08-06,2016-08,9,Uber,3896
2016-08-06,2016-08,10,Uber,4745
2016-08-06,2016-08,11,Uber,5747
2016-08-06,2016-08,12,Uber,6016
2016-08-06,2016-08,13,Uber,6222
2016-08-06,2016-08,14,Uber,5815
2016-08-06,2016-08,15,Uber,5880
2016-08-06,2016-08,16,Uber,6971
2016-08-06,2016-08,17,Uber,7787
2016-08-06,2016-08,18,Uber,8159
2016-08-06,2016-08,19,Uber,8638
2016-08-06,2016-08,20,Uber,8092
2016-08-06,2016-08,21,Uber,8052
2016-08-06,2016-08,22,Uber,9100
2016-08-06,2016-08,23,Uber,9551
2016-08-07,2016-08,0,Uber,9134
2016-08-07,2016-08,1,Uber,7320
2016-08-07,2016-08,2,Uber,5715
2016-08-07,2016-08,3,Uber,3853
2016-08-07,2016-08,4,Uber,2597
2016-08-07,2016-08,5,Uber,1794
2016-08-07,2016-08,6,Uber,1598
2016-08-07,2016-08,7,Uber,1861
2016-08-07,2016-08,8,Uber,2320
2016-08-07,2016-08,9,Uber,3255
2016-08-07,2016-08,10,Uber,4792
2016-08-07,2016-08,11,Uber,5710
2016-08-07,2016-08,12,Uber,6230
2016-08-07,2016-08,13,Uber,6329
2016-08-07,2016-08,14,Uber,6381
2016-08-07,2016-08,15,Uber,6427
2016-08-07,2016-08,16,Uber,6623
2016-08-07,2016-08,17,Uber,6854
2016-08-07,2016-08,18,Uber,6822
2016-08-07,2016-08,19,Uber,6667
2016-08-07,2016-08,20,Uber,5779
2016-08-07,2016-08,21,Uber,5726
2016-08-07,2016-08,22,Uber,5566
2016-08-07,2016-08,23,Uber,4835
2016-08-08,2016-08,0,Uber,3670
2016-08-08,2016-08,1,Uber,1971
2016-08-08,2016-08,2,Uber,1188
2016-08-08,2016-08,3,Uber,864
2016-08-08,2016-08,4,Uber,1091
2016-08-08,2016-08,5,Uber,2069
2016-08-08,2016-08,6,Uber,3048
2016-08-08,2016-08,7,Uber,4540
2016-08-08,2016-08,8,Uber,5821
2016-08-08,2016-08,9,Uber,5557
2016-08-08,2016-08,10,Uber,3807
2016-08-08,2016-08,11,Uber,3470
2016-08-08,2016-08,12,Uber,3496
