pickup_date,pickup_month,hour,company,trips
2015-09-01,2015-09,0,Uber,2841
2015-09-01,2015-09,1,Uber,1505
2015-09-01,2015-09,2,Uber,897
2015-09-01,2015-09,3,Uber,639
2015-09-01,2015-09,4,Uber,873
2015-09-01,2015-09,5,Uber,1398
2015-09-01,2015-09,6,Uber,2585
2015-09-01,2015-09,7,Uber,4102
2015-09-01,2015-09,8,Uber,5644
2015-09-01,2015-09,9,Uber,5481
2015-09-01,2015-09,10,Uber,4420
2015-09-01,2015-09,11,Uber,4056
2015-09-01,2015-09,12,Uber,3998
2015-09-01,2015-09,13,Uber,3884
2015-09-01,2015-09,14,Uber,4221
2015-09-01,2015-09,15,Uber,4331
2015-09-01,2015-09,16,Uber,4900
2015-09-01,2015-09,17,Uber,5578
2015-09-01,2015-09,18,Uber,6574
2015-09-01,2015-09,19,Uber,6472
2015-09-01,2015-09,20,Uber,6701
2015-09-01,2015-09,21,Uber,6865
2015-09-01,2015-09,22,Uber,6406
2015-09-01,2015-09,23,Uber,4965
2015-09-02,2015-09,0,Uber,3063
2015-09-02,2015-09,1,Uber,1641
2015-09-02,2015-09,2,Uber,1026
2015-09-02,2015-09,3,Uber,682
2015-09-02,2015-09,4,Uber,902
2015-09-02,2015-09,5,Uber,1589
2015-09-02,2015-09,6,Uber,2610
2015-09-02,2015-09,7,Uber,4160
2015-09-02,2015-09,8,Uber,5803
2015-09-02,2015-09,9,Uber,5612
2015-09-02,2015-09,10,Uber,4388
2015-09-02,2015-09,11,Uber,4267
2015-09-02,2015-09,12,Uber,4138
2015-09-02,2015-09,13,Uber,4195
2015-09-02,2015-09,14,Uber,4374
2015-09-02,2015-09,15,Uber,4751
2015-09-02,2015-09,16,Uber,5201
2015-09-02,2015-09,17,Uber,6134
2015-09-02,2015-09,18,Uber,6957
2015-09-02,2015-09,19,Uber,7171
2015-09-02,2015-09,20,Uber,7124
2015-09-02,2015-09,21,Uber,7433
2015-09-02,2015-09,22,Uber,7080
2015-09-02,2015-09,23,Uber,5696
2015-09-03,2015-09,0,Uber,3551
2015-09-03,2015-09,1,Uber,1967
2015-09-03,2015-09,2,Uber,1150
2015-09-03,2015-09,3,Uber,876
2015-09-03,2015-09,4,Uber,1164
2015-09-03,2015-09,5,Uber,1612
2015-09-03,2015-09,6,Uber,2763
2015-09-03,2015-09,7,Uber,4227
2015-09-03,2015-09,8,Uber,5806
2015-09-03,2015-09,9,Uber,5678
2015-09-03,2015-09,10,Uber,4575
2015-09-03,2015-09,11,Uber,4394
2015-09-03,2015-09,12,Uber,4348
2015-09-03,2015-09,13,Uber,4579
2015-09-03,2015-09,14,Uber,4913
2015-09-03,2015-09,15,Uber,5324
2015-09-03,2015-09,16,Uber,5714
2015-09-03,2015-09,17,Uber,6670
2015-09-03,2015-09,18,Uber,7508
2015-09-03,2015-09,19,Uber,7781
2015-09-03,2015-09,20,Uber,7736
2015-09-03,2015-09,21,Uber,7731
2015-09-03,2015-09,22,Uber,7881
2015-09-03,2015-09,23,Uber,6886
2015-09-04,2015-09,0,Uber,5122
2015-09-04,2015-09,1,Uber,3066
2015-09-04,2015-09,2,Uber,1849
2015-09-04,2015-09,3,Uber,1339
2015-09-04,2015-09,4,Uber,1731
2015-09-04,2015-09,5,Uber,2054
2015-09-04,2015-09,6,Uber,2915
2015-09-04,2015-09,7,Uber,3894
2015-09-04,2015-09,8,Uber,5339
2015-09-04,2015-09,9,Uber,5444
2015-09-04,2015-09,10,Uber,4745
2015-09-04,2015-09,11,Uber,4582
2015-09-04,2015-09,12,Uber,4778
2015-09-04,2015-09,13,Uber,4947
2015-09-04,2015-09,14,Uber,5267
2015-09-04,2015-09,15,Uber,5993
2015-09-04,2015-09,16,Uber,6304
2015-09-04,2015-09,17,Uber,6438
2015-09-04,2015-09,18,Uber,6567
2015-09-04,2015-09,19,Uber,7153
2015-09-04,2015-09,20,Uber,6790
2015-09-04,2015-09,21,Uber,6757
2015-09-04,2015-09,22,Uber,7055
2015-09-04,2015-09,23,Uber,7587
2015-09-05,2015-09,0,Uber,6761
2015-09-05,2015-09,1,Uber,4905
2015-09-05,2015-09,2,Uber,3677
2015-09-05,2015-09,3,Uber,2698
2015-09-05,2015-09,4,Uber,2280
2015-09-05,2015-09,5,Uber,1678
2015-09-05,2015-09,6,Uber,1875
2015-09-05,2015-09,7,Uber,2156
2015-09-05,2015-09,8,Uber,2714
2015-09-05,2015-09,9,Uber,3434
2015-09-05,2015-09,10,Uber,4160
2015-09-05,2015-09,11,Uber,4623
2015-09-05,2015-09,12,Uber,4892
2015-09-05,2015-09,13,Uber,5035
2015-09-05,2015-09,14,Uber,5062
2015-09-05,2015-09,15,Uber,5265
2015-09-05,2015-09,16,Uber,5795
2015-09-05,2015-09,17,Uber,6131
2015-09-05,2015-09,18,Uber,6117
2015-09-05,2015-09,19,Uber,6923
2015-09-05,2015-09,20,Uber,6656
2015-09-05,2015-09,21,Uber,6502
2015-09-05,2015-09,22,Uber,6776
2015-09-05,2015-09,23,Uber,7837
2015-09-06,2015-09,0,Uber,7034
2015-09-06,2015-09,1,Uber,5148
2015-09-06,2015-09,2,Uber,4016
2015-09-06,2015-09,3,Uber,3016
2015-09-06,2015-09,4,Uber,2154
2015-09-06,2015-09,5,Uber,1251
2015-09-06,2015-09,6,Uber,1136
2015-09-06,2015-09,7,Uber,1357
2015-09-06,2015-09,8,Uber,1864
