pickup_date,pickup_month,hour,company,trips
2018-09-01,2018-09,0,Uber,9548
2018-09-01,2018-09,1,Uber,7060
2018-09-01,2018-09,2,Uber,5326
2018-09-01,2018-09,3,Uber,4355
2018-09-01,2018-09,4,Uber,3370
2018-09-01,2018-09,5,Uber,2570
2018-09-01,2018-09,6,Uber,2793
2018-09-01,2018-09,7,Uber,3501
2018-09-01,2018-09,8,Uber,4510
2018-09-01,2018-09,9,Uber,5357
2018-09-01,2018-09,10,Uber,6114
2018-09-01,2018-09,11,Uber,6849
2018-09-01,2018-09,12,Uber,7267
2018-09-01,2018-09,13,Uber,7711
2018-09-01,2018-09,14,Uber,8160
2018-09-01,2018-09,15,Uber,8523
2018-09-01,2018-09,16,Uber,8806
2018-09-01,2018-09,17,Uber,9397
2018-09-01,2018-09,18,Uber,9474
2018-09-01,2018-09,19,Uber,9580
2018-09-01,2018-09,20,Uber,9650
2018-09-01,2018-09,21,Uber,9421
2018-09-01,2018-09,22,Uber,10086
2018-09-01,2018-09,23,Uber,10753
2018-09-02,2018-09,0,Uber,10185
2018-09-02,2018-09,1,Uber,7749
2018-09-02,2018-09,2,Uber,5837
2018-09-02,2018-09,3,Uber,4535
2018-09-02,2018-09,4,Uber,3646
2018-09-02,2018-09,5,Uber,2312
2018-09-02,2018-09,6,Uber,2297
2018-09-02,2018-09,7,Uber,2793
2018-09-02,2018-09,8,Uber,3464
2018-09-02,2018-09,9,Uber,4745
2018-09-02,2018-09,10,Uber,6060
2018-09-02,2018-09,11,Uber,7018
2018-09-02,2018-09,12,Uber,7265
2018-09-02,2018-09,13,Uber,7716
2018-09-02,2018-09,14,Uber,8073
2018-09-02,2018-09,15,Uber,8399
2018-09-02,2018-09,16,Uber,8576
2018-09-02,2018-09,17,Uber,8858
2018-09-02,2018-09,18,Uber,8901
2018-09-02,2018-09,19,Uber,8725
2018-09-02,2018-09,20,Uber,9057
2018-09-02,2018-09,21,Uber,8707
2018-09-02,2018-09,22,Uber,9048
2018-09-02,2018-09,23,Uber,8830
2018-09-03,2018-09,0,Uber,8343
2018-09-03,2018-09,1,Uber,6023
2018-09-03,2018-09,2,Uber,4352
2018-09-03,2018-09,3,Uber,3363
2018-09-03,2018-09,4,Uber,2855
2018-09-03,2018-09,5,Uber,2345
2018-09-03,2018-09,6,Uber,2570
2018-09-03,2018-09,7,Uber,2950
2018-09-03,2018-09,8,Uber,3280
2018-09-03,2018-09,9,Uber,4256
2018-09-03,2018-09,10,Uber,5128
2018-09-03,2018-09,11,Uber,5883
2018-09-03,2018-09,12,Uber,6644
2018-09-03,2018-09,13,Uber,6967
2018-09-03,2018-09,14,Uber,7551
2018-09-03,2018-09,15,Uber,7784
2018-09-03,2018-09,16,Uber,7927
2018-09-03,2018-09,17,Uber,8513
2018-09-03,2018-09,18,Uber,8313
2018-09-03,2018-09,19,Uber,7986
2018-09-03,2018-09,20,Uber,8129
2018-09-03,2018-09,21,Uber,7900
2018-09-03,2018-09,22,Uber,7238
2018-09-03,2018-09,23,Uber,6214
2018-09-04,2018-09,0,Uber,4254
2018-09-04,2018-09,1,Uber,2645
2018-09-04,2018-09,2,Uber,1482
2018-09-04,2018-09,3,Uber,1077
2018-09-04,2018-09,4,Uber,1412
2018-09-04,2018-09,5,Uber,2242
2018-09-04,2018-09,6,Uber,4197
2018-09-04,2018-09,7,Uber,6874
2018-09-04,2018-09,8,Uber,8364
2018-09-04,2018-09,9,Uber,7619
2018-09-04,2018-09,10,Uber,6199
2018-09-04,2018-09,11,Uber,6260
2018-09-04,2018-09,12,Uber,6274
2018-09-04,2018-09,13,Uber,6541
2018-09-04,2018-09,14,Uber,7075
2018-09-04,2018-09,15,Uber,7766
2018-09-04,2018-09,16,Uber,7905
2018-09-04,2018-09,17,Uber,8829
2018-09-04,2018-09,18,Uber,9584
2018-09-04,2018-09,19,Uber,9040
2018-09-04,2018-09,20,Uber,8793
2018-09-04,2018-09,21,Uber,8162
2018-09-04,2018-09,22,Uber,7344
2018-09-04,2018-09,23,Uber,5934
2018-09-05,2018-09,0,Uber,4171
2018-09-05,2018-09,1,Uber,2363
2018-09-05,2018-09,2,Uber,1636
2018-09-05,2018-09,3,Uber,1114
2018-09-05,2018-09,4,Uber,1313
2018-09-05,2018-09,5,Uber,2089
2018-09-05,2018-09,6,Uber,4251
2018-09-05,2018-09,7,Uber,7263
2018-09-05,2018-09,8,Uber,9148
2018-09-05,2018-09,9,Uber,8202
2018-09-05,2018-09,10,Uber,6708
