pickup_date,pickup_month,hour,company,trips
2015-07-01,2015-07,0,Uber,3012
2015-07-01,2015-07,1,Uber,1713
2015-07-01,2015-07,2,Uber,999
2015-07-01,2015-07,3,Uber,794
2015-07-01,2015-07,4,Uber,1145
2015-07-01,2015-07,5,Uber,1585
2015-07-01,2015-07,6,Uber,2397
2015-07-01,2015-07,7,Uber,3605
2015-07-01,2015-07,8,Uber,4908
2015-07-01,2015-07,9,Uber,4755
2015-07-01,2015-07,10,Uber,3497
2015-07-01,2015-07,11,Uber,3266
2015-07-01,2015-07,12,Uber,3297
2015-07-01,2015-07,13,Uber,3317
2015-07-01,2015-07,14,Uber,3630
2015-07-01,2015-07,15,Uber,4104
2015-07-01,2015-07,16,Uber,4797
2015-07-01,2015-07,17,Uber,5400
2015-07-01,2015-07,18,Uber,6220
2015-07-01,2015-07,19,Uber,6179
2015-07-01,2015-07,20,Uber,5922
2015-07-01,2015-07,21,Uber,6008
2015-07-01,2015-07,22,Uber,5937
2015-07-01,2015-07,23,Uber,5274
2015-07-02,2015-07,0,Uber,3298
2015-07-02,2015-07,1,Uber,1937
2015-07-02,2015-07,2,Uber,1207
2015-07-02,2015-07,3,Uber,858
2015-07-02,2015-07,4,Uber,1215
2015-07-02,2015-07,5,Uber,1660
2015-07-02,2015-07,6,Uber,2364
2015-07-02,2015-07,7,Uber,3374
2015-07-02,2015-07,8,Uber,4739
2015-07-02,2015-07,9,Uber,4465
2015-07-02,2015-07,10,Uber,3542
2015-07-02,2015-07,11,Uber,3388
2015-07-02,2015-07,12,Uber,3613
2015-07-02,2015-07,13,Uber,3753
2015-07-02,2015-07,14,Uber,4005
2015-07-02,2015-07,15,Uber,4775
2015-07-02,2015-07,16,Uber,5098
2015-07-02,2015-07,17,Uber,4972
2015-07-02,2015-07,18,Uber,5377
2015-07-02,2015-07,19,Uber,5243
2015-07-02,2015-07,20,Uber,5412
2015-07-02,2015-07,21,Uber,5004
2015-07-02,2015-07,22,Uber,5103
2015-07-02,2015-07,23,Uber,5029
2015-07-03,2015-07,0,Uber,3927
2015-07-03,2015-07,1,Uber,2912
2015-07-03,2015-07,2,Uber,2161
2015-07-03,2015-07,3,Uber,1674
2015-07-03,2015-07,4,Uber,1651
2015-07-03,2015-07,5,Uber,1506
2015-07-03,2015-07,6,Uber,1748
2015-07-03,2015-07,7,Uber,1904
2015-07-03,2015-07,8,Uber,2226
2015-07-03,2015-07,9,Uber,2620
2015-07-03,2015-07,10,Uber,2967
2015-07-03,2015-07,11,Uber,3111
2015-07-03,2015-07,12,Uber,3254
2015-07-03,2015-07,13,Uber,3326
2015-07-03,2015-07,14,Uber,3335
2015-07-03,2015-07,15,Uber,3368
2015-07-03,2015-07,16,Uber,3514
2015-07-03,2015-07,17,Uber,3610
2015-07-03,2015-07,18,Uber,3712
2015-07-03,2015-07,19,Uber,4195
2015-07-03,2015-07,20,Uber,3951
2015-07-03,2015-07,21,Uber,3991
2015-07-03,2015-07,22,Uber,4382
2015-07-03,2015-07,23,Uber,4705
2015-07-04,2015-07,0,Uber,4035
2015-07-04,2015-07,1,Uber,3165
2015-07-04,2015-07,2,Uber,2571
2015-07-04,2015-07,3,Uber,2014
2015-07-04,2015-07,4,Uber,1542
2015-07-04,2015-07,5,Uber,861
2015-07-04,2015-07,6,Uber,803
2015-07-04,2015-07,7,Uber,849
2015-07-04,2015-07,8,Uber,1047
2015-07-04,2015-07,9,Uber,1394
2015-07-04,2015-07,10,Uber,1878
2015-07-04,2015-07,11,Uber,2257
2015-07-04,2015-07,12,Uber,2784
2015-07-04,2015-07,13,Uber,3631
2015-07-04,2015-07,14,Uber,3299
2015-07-04,2015-07,15,Uber,3297
2015-07-04,2015-07,16,Uber,3561
2015-07-04,2015-07,17,Uber,3870
2015-07-04,2015-07,18,Uber,4060
2015-07-04,2015-07,19,Uber,4145
2015-07-04,2015-07,20,Uber,3699
2015-07-04,2015-07,21,Uber,3387
2015-07-04,2015-07,22,Uber,4599
2015-07-04,2015-07,23,Uber,5729
2015-07-05,2015-07,0,Uber,5627
2015-07-05,2015-07,1,Uber,4505
2015-07-05,2015-07,2,Uber,2933
2015-07-05,2015-07,3,Uber,2250
2015-07-05,2015-07,4,Uber,1705
2015-07-05,2015-07,5,Uber,1059
2015-07-05,2015-07,6,Uber,996
2015-07-05,2015-07,7,Uber,964
2015-07-05,2015-07,8,Uber,1173
2015-07-05,2015-07,9,Uber,1643
2015-07-05,2015-07,10,Uber,2296
2015-07-05,2015-07,11,Uber,2874
2015-07-05,2015-07,12,Uber,3302
2015-07-05,2015-07,13,Uber,3326
2015-07-05,2015-07,14,Uber,3555
2015-07-05,2015-07,15,Uber,3549
2015-07-05,2015-07,16,Uber,3796
2015-07-05,2015-07,17,Uber,3906
2015-07-05,2015-07,18,Uber,4102
2015-07-05,2015-07,19,Uber,3742
2015-07-05,2015-07,20,Uber,3436
2015-07-05,2015-07,21,Uber,4396
2015-07-05,2015-07,22,Uber,3922
2015-07-05,2015-07,23,Uber,3193
2015-07-06,2015-07,0,Uber,2098
2015-07-06,2015-07,1,Uber,1040
2015-07-06,2015-07,2,Uber,669
2015-07-06,2015-07,3,Uber,476
2015-07-06,2015-07,4,Uber,940
2015-07-06,2015-07,5,Uber,1465
2015-07-06,2015-07,6,Uber,2342
2015-07-06,2015-07,7,Uber,3216
2015-07-06,2015-07,8,Uber,4367
2015-07-06,2015-07,9,Uber,3808
2015-07-06,2015-07,10,Uber,2855
2015-07-06,2015-07,11,Uber,2655
2015-07-06,2015-07,12,Uber,2675
2015-07-06,2015-07,13,Uber,2819
2015-07-06,2015-07,14,Uber,2846
2015-07-06,2015-07,15,Uber,3139
2015-07-06,2015-07,16,Uber,3278
2015-07-06,2015-07,17,Uber,3860
2015-07-06,2015-07,18,Uber,4304
2015-07-06,2015-07,19,Uber,4381
2015-07-06,2015-07,20,Uber,4215
2015-07-06,2015-07,21,Uber,4394
2015-07-06,2015-07,22,Uber,4372
2015-07-06,2015-07,23,Uber,3283
2015-07-07,2015-07,0,Uber,2070
2015-07-07,2015-07,1,Uber,1138
2015-07-07,2015-07,2,Uber,738
2015-07-07,2015-07,3,Uber,547
2015-07-07,2015-07,4,Uber,870
2015-07-07,2015-07,5,Uber,1381
2015-07-07,2015-07,6,Uber,2057
2015-07-07,2015-07,7,Uber,3302
2015-07-07,2015-07,8,Uber,4834
2015-07-07,2015-07,9,Uber,4520
2015-07-07,2015-07,10,Uber,3232
2015-07-07,2015-07,11,Uber,3052
2015-07-07,2015-07,12,Uber,3026
2015-07-07,2015-07,13,Uber,3089
2015-07-07,2015-07,14,Uber,3313
2015-07-07,2015-07,15,Uber,3602
2015-07-07,2015-07,16,Uber,4107
2015-07-07,2015-07,17,Uber,5622
2015-07-07,2015-07,18,Uber,5914
2015-07-07,2015-07,19,Uber,5617
2015-07-07,2015-07,20,Uber,5249
2015-07-07,2015-07,21,Uber,5742
2015-07-07,2015-07,22,Uber,5542
2015-07-07,2015-07,23,Uber,4610
2015-07-08,2015-07,0,Uber,2854
2015-07-08,2015-07,1,Uber,1534
2015-07-08,2015-07,2,Uber,915
2015-07-08,2015-07,3,Uber,602
2015-07-08,2015-07,4,Uber,828
2015-07-08,2015-07,5,Uber,1236
2015-07-08,2015-07,6,Uber,2091
2015-07-08,2015-07,7,Uber,3601
