pickup_date,pickup_month,hour,company,trips
2016-10-01,2016-10,0,Uber,9297
2016-10-01,2016-10,1,Uber,4230
2016-10-01,2016-10,2,Uber,4886
2016-10-01,2016-10,3,Uber,3188
2016-10-01,2016-10,4,Uber,2286
2016-10-01,2016-10,5,Uber,1561
2016-10-01,2016-10,6,Uber,1716
2016-10-01,2016-10,7,Uber,2411
2016-10-01,2016-10,8,Uber,3190
2016-10-01,2016-10,9,Uber,4046
2016-10-01,2016-10,10,Uber,4967
2016-10-01,2016-10,11,Uber,5504
2016-10-01,2016-10,12,Uber,5958
2016-10-01,2016-10,13,Uber,6062
2016-10-01,2016-10,14,Uber,6349
2016-10-01,2016-10,15,Uber,6457
2016-10-01,2016-10,16,Uber,6784
2016-10-01,2016-10,17,Uber,7783
2016-10-01,2016-10,18,Uber,8223
2016-10-01,2016-10,19,Uber,9463
2016-10-01,2016-10,20,Uber,8653
2016-10-01,2016-10,21,Uber,8249
2016-10-01,2016-10,22,Uber,9489
2016-10-01,2016-10,23,Uber,10600
2016-10-02,2016-10,0,Uber,9545
2016-10-02,2016-10,1,Uber,7604
2016-10-02,2016-10,2,Uber,5836
2016-10-02,2016-10,3,Uber,3867
2016-10-02,2016-10,4,Uber,2759
2016-10-02,2016-10,5,Uber,1645
2016-10-02,2016-10,6,Uber,1574
2016-10-02,2016-10,7,Uber,1898
2016-10-02,2016-10,8,Uber,2578
2016-10-02,2016-10,9,Uber,3449
2016-10-02,2016-10,10,Uber,4763
2016-10-02,2016-10,11,Uber,5831
2016-10-02,2016-10,12,Uber,6200
2016-10-02,2016-10,13,Uber,6329
2016-10-02,2016-10,14,Uber,6210
2016-10-02,2016-10,15,Uber,6132
2016-10-02,2016-10,16,Uber,6380
2016-10-02,2016-10,17,Uber,6708
2016-10-02,2016-10,18,Uber,6496
2016-10-02,2016-10,19,Uber,6296
2016-10-02,2016-10,20,Uber,5350
2016-10-02,2016-10,21,Uber,5365
2016-10-02,2016-10,22,Uber,5305
2016-10-02,2016-10,23,Uber,4619
2016-10-03,2016-10,0,Uber,2890
2016-10-03,2016-10,1,Uber,1621
2016-10-03,2016-10,2,Uber,1082
2016-10-03,2016-10,3,Uber,839
2016-10-03,2016-10,4,Uber,1133
2016-10-03,2016-10,5,Uber,1586
2016-10-03,2016-10,6,Uber,2471
2016-10-03,2016-10,7,Uber,3853
2016-10-03,2016-10,8,Uber,5061
2016-10-03,2016-10,9,Uber,4871
2016-10-03,2016-10,10,Uber,3738
2016-10-03,2016-10,11,Uber,3384
2016-10-03,2016-10,12,Uber,3371
2016-10-03,2016-10,13,Uber,3484
2016-10-03,2016-10,14,Uber,3582
2016-10-03,2016-10,15,Uber,3765
2016-10-03,2016-10,16,Uber,3941
2016-10-03,2016-10,17,Uber,4751
2016-10-03,2016-10,18,Uber,5525
2016-10-03,2016-10,19,Uber,5779
2016-10-03,2016-10,20,Uber,5535
2016-10-03,2016-10,21,Uber,5241
2016-10-03,2016-10,22,Uber,5061
2016-10-03,2016-10,23,Uber,4137
2016-10-04,2016-10,0,Uber,2663
2016-10-04,2016-10,1,Uber,1566
2016-10-04,2016-10,2,Uber,1072
2016-10-04,2016-10,3,Uber,653
2016-10-04,2016-10,4,Uber,1037
2016-10-04,2016-10,5,Uber,1432
2016-10-04,2016-10,6,Uber,2188
2016-10-04,2016-10,7,Uber,4006
2016-10-04,2016-10,8,Uber,5202
2016-10-04,2016-10,9,Uber,4652
2016-10-04,2016-10,10,Uber,3471
2016-10-04,2016-10,11,Uber,3260
2016-10-04,2016-10,12,Uber,3235
2016-10-04,2016-10,13,Uber,3288
2016-10-04,2016-10,14,Uber,3603
2016-10-04,2016-10,15,Uber,3859
2016-10-04,2016-10,16,Uber,4005
2016-10-04,2016-10,17,Uber,5182
2016-10-04,2016-10,18,Uber,6298
2016-10-04,2016-10,19,Uber,6511
2016-10-04,2016-10,20,Uber,6196
2016-10-04,2016-10,21,Uber,6307
2016-10-04,2016-10,22,Uber,5890
2016-10-04,2016-10,23,Uber,4645
2016-10-05,2016-10,0,Uber,3156
2016-10-05,2016-10,1,Uber,1734
2016-10-05,2016-10,2,Uber,1094
2016-10-05,2016-10,3,Uber,786
2016-10-05,2016-10,4,Uber,1045
2016-10-05,2016-10,5,Uber,1648
2016-10-05,2016-10,6,Uber,2492
2016-10-05,2016-10,7,Uber,4997
2016-10-05,2016-10,8,Uber,6171
2016-10-05,2016-10,9,Uber,5316
2016-10-05,2016-10,10,Uber,3939
2016-10-05,2016-10,11,Uber,3641
2016-10-05,2016-10,12,Uber,3569
2016-10-05,2016-10,13,Uber,3624
2016-10-05,2016-10,14,Uber,4138
2016-10-05,2016-10,15,Uber,4553
2016-10-05,2016-10,16,Uber,4890
2016-10-05,2016-10,17,Uber,6635
2016-10-05,2016-10,18,Uber,8097
2016-10-05,2016-10,19,Uber,8158
2016-10-05,2016-10,20,Uber,7507
2016-10-05,2016-10,21,Uber,7863
2016-10-05,2016-10,22,Uber,7267
2016-10-05,2016-10,23,Uber,6037
2016-10-06,2016-10,0,Uber,3998
2016-10-06,2016-10,1,Uber,2238
2016-10-06,2016-10,2,Uber,1335
2016-10-06,2016-10,3,Uber,912
2016-10-06,2016-10,4,Uber,1228
2016-10-06,2016-10,5,Uber,1721
2016-10-06,2016-10,6,Uber,2643
2016-10-06,2016-10,7,Uber,5111
2016-10-06,2016-10,8,Uber,6275
2016-10-06,2016-10,9,Uber,5718
2016-10-06,2016-10,10,Uber,4649
2016-10-06,2016-10,11,Uber,4025
2016-10-06,2016-10,12,Uber,3988
2016-10-06,2016-10,13,Uber,4131
2016-10-06,2016-10,14,Uber,4656
2016-10-06,2016-10,15,Uber,4994
2016-10-06,2016-10,16,Uber,5628
2016-10-06,2016-10,17,Uber,7288
2016-10-06,2016-10,18,Uber,8647
2016-10-06,2016-10,19,Uber,8961
2016-10-06,2016-10,20,Uber,8575
2016-10-06,2016-10,21,Uber,9274
2016-10-06,2016-10,22,Uber,8854
2016-10-06,2016-10,23,Uber,7145
2016-10-07,2016-10,0,Uber,5185
2016-10-07,2016-10,1,Uber,2939
2016-10-07,2016-10,2,Uber,1882
2016-10-07,2016-10,3,Uber,1441
2016-10-07,2016-10,4,Uber,1477
2016-10-07,2016-10,5,Uber,1699
2016-10-07,2016-10,6,Uber,2381
2016-10-07,2016-10,7,Uber,4720
2016-10-07,2016-10,8,Uber,5993
2016-10-07,2016-10,9,Uber,5614
2016-10-07,2016-10,10,Uber,4410
2016-10-07,2016-10,11,Uber,4173
2016-10-07,2016-10,12,Uber,4243
2016-10-07,2016-10,13,Uber,4223
2016-10-07,2016-10,14,Uber,4769
2016-10-07,2016-10,15,Uber,5112
2016-10-07,2016-10,16,Uber,5773
2016-10-07,2016-10,17,Uber,6861
2016-10-07,2016-10,18,Uber,7628
2016-10-07,2016-10,19,Uber,8642
2016-10-07,2016-10,20,Uber,8531
2016-10-07,2016-10,21,Uber,8154
2016-10-07,2016-10,22,Uber,8999
2016-10-07,2016-10,23,Uber,9454
2016-10-08,2016-10,0,Uber,8513
2016-10-08,2016-10,1,Uber,7111
2016-10-08,2016-10,2,Uber,5264
2016-10-08,2016-10,3,Uber,3370
2016-10-08,2016-10,4,Uber,2508
2016-10-08,2016-10,5,Uber,1863
2016-10-08,2016-10,6,Uber,1984
2016-10-08,2016-10,7,Uber,2364
2016-10-08,2016-10,8,Uber,3125
2016-10-08,2016-10,9,Uber,3955
2016-10-08,2016-10,10,Uber,4628
2016-10-08,2016-10,11,Uber,5479
2016-10-08,2016-10,12,Uber,5901
2016-10-08,2016-10,13,Uber,6190
2016-10-08,2016-10,14,Uber,7126
2016-10-08,2016-10,15,Uber,6895
2016-10-08,2016-10,16,Uber,7411
2016-10-08,2016-10,17,Uber,8430
2016-10-08,2016-10,18,Uber,9814
2016-10-08,2016-10,19,Uber,11416
2016-10-08,2016-10,20,Uber,9932
2016-10-08,2016-10,21,Uber,8844
2016-10-08,2016-10,22,Uber,9036
2016-10-08,2016-10,23,Uber,9545
2016-10-09,2016-10,0,Uber,9354
2016-10-09,2016-10,1,Uber,7628
2016-10-09,2016-10,2,Uber,6063
2016-10-09,2016-10,3,Uber,3945
2016-10-09,2016-10,4,Uber,3009
2016-10-09,2016-10,5,Uber,1727
2016-10-09,2016-10,6,Uber,1667
2016-10-09,2016-10,7,Uber,2054
2016-10-09,2016-10,8,Uber,2869
2016-10-09,2016-10,9,Uber,4025
2016-10-09,2016-10,10,Uber,5416
2016-10-09,2016-10,11,Uber,6934
2016-10-09,2016-10,12,Uber,7960
2016-10-09,2016-10,13,Uber,7651
2016-10-09,2016-10,14,Uber,6735
2016-10-09,2016-10,15,Uber,6158
2016-10-09,2016-10,16,Uber,6414
2016-10-09,2016-10,17,Uber,6293
2016-10-09,2016-10,18,Uber,6875
2016-10-09,2016-10,19,Uber,6913
2016-10-09,2016-10,20,Uber,6695
2016-10-09,2016-10,21,Uber,5158
2016-10-09,2016-10,22,Uber,5503
2016-10-09,2016-10,23,Uber,6088
2016-10-10,2016-10,0,Uber,3979
2016-10-10,2016-10,1,Uber,2246
2016-10-10,2016-10,2,Uber,1422
2016-10-10,2016-10,3,Uber,1066
2016-10-10,2016-10,4,Uber,1193
2016-10-10,2016-10,5,Uber,1476
2016-10-10,2016-10,6,Uber,2241
2016-10-10,2016-10,7,Uber,3464
2016-10-10,2016-10,8,Uber,4690
2016-10-10,2016-10,9,Uber,4485
2016-10-10,2016-10,10,Uber,3694
2016-10-10,2016-10,11,Uber,3547
2016-10-10,2016-10,12,Uber,3569
2016-10-10,2016-10,13,Uber,3508
2016-10-10,2016-10,14,Uber,3697
2016-10-10,2016-10,15,Uber,3855
2016-10-10,2016-10,16,Uber,4084
2016-10-10,2016-10,17,Uber,4988
2016-10-10,2016-10,18,Uber,5773
2016-10-10,2016-10,19,Uber,5843
2016-10-10,2016-10,20,Uber,5493
2016-10-10,2016-10,21,Uber,5431
