weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,35590,181110.31,31242058,666549.38,28012.39,551040.75,5462.5,30709.25,0,0
0,Monday,1,HV0003,Uber,21647,107012.38,18380006,391329.18,12560.810000000001,317924.6,2720.0,18018.0,0,0
0,Monday,2,HV0003,Uber,14571,75677.26,12540762,273989.56,9395.869999999999,218883.87,2025.0,12383.25,0,0
0,Monday,3,HV0003,Uber,11905,74525.11,11044850,256938.75,9441.43,200696.13,5725.0,9088.75,0,0
0,Monday,4,HV0003,Uber,15753,120855.63,16506340,442359.74,20574.41,345907.51,13547.5,12886.5,0,0
0,Monday,5,HV0003,Uber,24741,191679.31,27678571,681247.9099999999,32505.1,537322.86,19247.5,21909.25,0,0
0,Monday,6,HV0003,Uber,42899,280104.1,50695882,1096281.21,47638.15,867447.88,18955.0,41428.75,0,0
0,Monday,7,HV0003,Uber,66156,336202.98,77169192,1601613.83,62690.1,1263208.98,15410.0,59716.25,0,0
0,Monday,8,HV0003,Uber,82707,372384.45,92112118,1819790.89,72761.87,1475323.19,14965.0,76824.0,0,0
0,Monday,9,HV0003,Uber,71909,334060.53,77654901,1455997.54,70564.55,1184390.6,15445.0,75900.0,0,0
0,Monday,10,HV0003,Uber,63744,304110.01,69644350,1304551.6,70513.53,1053064.94,14925.0,70268.0,0,0
0,Monday,11,HV0003,Uber,62025,301171.47,69597675,1301993.42,71468.20999999999,1050278.65,15572.5,71029.75,0,0
0,Monday,12,HV0003,Uber,63151,305933.0,71054870,1331704.6800000002,72217.03,1074444.76,16087.5,72814.5,0,0
0,Monday,13,HV0003,Uber,65466,320605.3,75800568,1417757.5,74394.69,1147367.82,17325.0,72025.25,0,0
0,Monday,14,HV0003,Uber,71562,343120.88,88677943,1632356.03,81989.91,1315999.24,19000.0,73801.75,0,0
0,Monday,15,HV0003,Uber,74546,358590.14,99617651,1853436.41,91967.68,1493546.95,20725.0,77407.0,0,0
0,Monday,16,HV0003,Uber,74653,334551.5,98576574,1774106.81,86930.42,1437371.1600000001,17220.0,78806.75,0,0
0,Monday,17,HV0003,Uber,80944,349477.33999999997,100368806,1872864.37,88726.74,1521080.96,14690.0,90706.0,0,0
0,Monday,18,HV0003,Uber,81618,347870.68,89138538,1718279.03,83375.22,1416522.89,12930.0,97979.75,0,0
0,Monday,19,HV0003,Uber,75618,335790.0,75225924,1445417.22,71200.79000000001,1201389.28,11095.0,94393.75,0,0
0,Monday,20,HV0003,Uber,69189,321179.84,65861920,1372942.53,66925.43,1129458.1099999999,8550.0,85090.5,0,0
0,Monday,21,HV0003,Uber,61436,308246.14,57705234,1252919.96,63680.11,1017912.22,7472.5,76007.25,0,0
0,Monday,22,HV0003,Uber,55644,293741.54000000004,52356072,1178538.89,56847.49,967958.91,7745.0,67636.25,0,0
0,Monday,23,HV0003,Uber,46684,247367.83000000002,43167663,956816.3300000001,42443.05,790972.66,7310.0,50745.75,0,0
1,Tuesday,0,HV0003,Uber,31612,166709.69,28194836,622863.88,25936.61,510392.24,5897.5,31487.5,0,0
1,Tuesday,1,HV0003,Uber,18058,90927.67,15326179,333657.45,12742.81,268800.43,2490.0,17352.5,0,0
1,Tuesday,2,HV0003,Uber,12046,61310.75,10241723,222450.84,8174.650000000001,177248.41,1735.0,11574.75,0,0
1,Tuesday,3,HV0003,Uber,9989,62405.28,9258125,211494.77000000002,9183.51,166257.28999999998,5062.5,8068.5,0,0
1,Tuesday,4,HV0003,Uber,13187,100736.6,13672945,342121.14,16179.92,265080.86,11262.5,11134.75,0,0
1,Tuesday,5,HV0003,Uber,22094,164363.39,24174713,568998.8200000001,27851.91,448415.72000000003,16310.0,19926.5,0,0
1,Tuesday,6,HV0003,Uber,38881,239400.39,43766043,923208.69,39624.53,729306.54,14995.0,38296.5,0,0
1,Tuesday,7,HV0003,Uber,64916,312937.62,73191018,1462150.58,59993.44,1155930.58,12950.0,60230.5,0,0
1,Tuesday,8,HV0003,Uber,80227,349797.04000000004,88129621,1694840.58,72020.3,1365434.15,12865.0,78496.0,0,0
1,Tuesday,9,HV0003,Uber,70643,316668.62,75826474,1397942.89,69775.39,1137579.17,12950.0,76791.0,0,0
1,Tuesday,10,HV0003,Uber,63444,292284.23,69441430,1283605.6099999999,68527.58,1036204.36,13087.5,70257.0,0,0
1,Tuesday,11,HV0003,Uber,61471,287361.58,69671003,1277051.87,70297.06,1030792.38,13312.5,71555.0,0,0
1,Tuesday,12,HV0003,Uber,62438,293570.84,71236479,1321960.97,71359.02,1059723.16,13950.0,72300.25,0,0
1,Tuesday,13,HV0003,Uber,65551,313404.36,76393718,1415034.26,73802.26,1136704.46,15520.0,72545.0,0,0
1,Tuesday,14,HV0003,Uber,72525,336481.32999999996,89223330,1620543.12,82368.39,1297450.1500000001,17492.5,76023.75,0,0
1,Tuesday,15,HV0003,Uber,76563,359724.31,102581486,1818857.87,90461.17,1470017.0,19665.0,80451.25,0,0
1,Tuesday,16,HV0003,Uber,75983,338239.33999999997,103200171,1790795.72,86813.53,1457678.6,15810.0,81039.75,0,0
1,Tuesday,17,HV0003,Uber,85575,363029.0,110084036,2036284.4,95075.12,1635197.92,13955.0,96926.5,0,0
1,Tuesday,18,HV0003,Uber,86915,363827.6,98991663,1972560.87,92917.85,1580696.58,11690.0,108872.5,0,0
1,Tuesday,19,HV0003,Uber,79337,355811.68,81319920,1574995.23,75280.39,1290703.73,10097.5,99294.25,0,0
1,Tuesday,20,HV0003,Uber,68141,340122.38,67747596,1376498.17,68287.11,1118500.28,7870.0,84238.0,0,0
1,Tuesday,21,HV0003,Uber,65156,355471.96,65090747,1474417.26,77903.24,1169640.69,7190.0,83239.75,0,0
1,Tuesday,22,HV0003,Uber,63599,363638.19,64327623,1669602.9,82365.55,1314358.01,7060.0,80088.25,0,0
1,Tuesday,23,HV0003,Uber,55203,299035.89,53734232,1228835.49,56150.119999999995,1011729.6699999999,5922.5,66189.75,0,0
2,Wednesday,0,HV0003,Uber,46986,245413.91,43921242,961757.33,40037.71000000001,778889.95,4862.5,52973.25,0,0
2,Wednesday,1,HV0003,Uber,27302,138610.18,23914472,521511.15,20774.08,413436.18,2055.0,30192.25,0,0
