weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,50580,248141.54,43190758,743396.5800000001,18290.59,651651.6,0.0,35685.25,8242,5179
0,Monday,1,HV0003,Uber,31370,142931.1,25434944,423094.16000000003,9571.97,378895.29,0.0,21611.75,5324,3103
0,Monday,2,HV0003,Uber,21462,100036.42,17438232,293210.83999999997,6253.5,262979.38,0.0,14552.0,3576,1957
0,Monday,3,HV0003,Uber,17025,90472.25,14391158,261788.28999999998,5881.47,228319.69,0.0,10998.5,2637,1319
0,Monday,4,HV0003,Uber,18901,125452.16,17852537,367135.4,12481.45,302503.35,0.0,13565.25,2435,1112
0,Monday,5,HV0003,Uber,31573,219507.03,32767062,669312.64,23689.71,543243.75,0.0,26470.0,3439,1770
0,Monday,6,HV0003,Uber,50865,287861.89999999997,53957005,1009218.9,33119.48,820321.86,0.0,43622.25,5459,3145
0,Monday,7,HV0003,Uber,83829,362713.55,88259385,1501905.9300000002,45288.67,1275397.49,0.0,69902.25,7530,4389
0,Monday,8,HV0003,Uber,106544,419210.86,112354898,1812968.06,53936.09,1541935.22,0.0,95022.5,10391,6231
0,Monday,9,HV0003,Uber,90534,374645.76,93285478,1498942.13,50587.01,1258849.29,0.0,89976.75,9660,5416
0,Monday,10,HV0003,Uber,74283,332271.26,75292607,1239114.38,45768.14,1041308.05,0.0,73146.5,8739,4665
0,Monday,11,HV0003,Uber,69434,308913.79,68959230,1145251.93,43949.6,958177.37,0.0,68842.25,8332,4310
0,Monday,12,HV0003,Uber,70941,316415.56,70073220,1177075.07,44662.270000000004,977801.25,0.0,70071.25,8950,4797
0,Monday,13,HV0003,Uber,75134,341594.77,75849583,1259126.1,46615.009999999995,1051786.57,0.0,70374.75,10090,5622
0,Monday,14,HV0003,Uber,81804,363465.22,85475987,1397943.67,49851.39,1163306.85,0.0,72426.5,10651,6007
0,Monday,15,HV0003,Uber,85391,372178.68,92785010,1490148.5,54192.06,1239370.3599999999,0.0,78687.25,11068,6409
0,Monday,16,HV0003,Uber,85413,354605.58,93296835,1471778.22,53040.76,1215649.03,0.0,77908.5,11388,6564
0,Monday,17,HV0003,Uber,98210,375388.51,103548542,1602442.02,54587.69,1325265.19,0.0,92293.5,13623,8512
0,Monday,18,HV0003,Uber,104127,407283.58,102086223,1663113.84,57607.34,1362152.1400000001,0.0,105212.0,14914,9656
0,Monday,19,HV0003,Uber,96902,400049.93000000005,87723890,1457630.81,49711.4,1226538.21,0.0,94326.0,13913,8853
0,Monday,20,HV0003,Uber,89905,435730.66,83458376,1494585.28,53473.83,1241811.01,0.0,90905.75,12625,7918
0,Monday,21,HV0003,Uber,85217,436911.97,79966034,1470718.6,52807.68,1213073.45,0.0,90253.75,11748,7474
0,Monday,22,HV0003,Uber,78355,393517.67,70912879,1289079.33,43220.78,1067403.27,0.0,79828.5,11918,8228
0,Monday,23,HV0003,Uber,60739,303161.83999999997,53417990,953210.53,28073.14,810876.54,0.0,53137.5,10206,6832
1,Tuesday,0,HV0003,Uber,41692,214625.36,36236359,654068.7000000001,19445.91,560960.1,0.0,34409.25,7411,4352
1,Tuesday,1,HV0003,Uber,24277,118023.23,19926869,347835.73,9244.509999999998,303963.81,0.0,18323.5,4385,2286
1,Tuesday,2,HV0003,Uber,15658,73533.26000000001,12487884,212534.09,5034.24,189612.91999999998,0.0,11268.75,2908,1359
1,Tuesday,3,HV0003,Uber,12842,69749.92,10739386,197160.05,4977.860000000001,171403.06,0.0,8111.0,2279,991
1,Tuesday,4,HV0003,Uber,17402,114026.11,16115206,328947.36,10985.14,272839.5,0.0,13136.75,2462,1123
1,Tuesday,5,HV0003,Uber,30055,198561.55,29772754,598282.31,21831.57,492142.86,0.0,26940.25,3465,1713
1,Tuesday,6,HV0003,Uber,53910,279560.14,54952948,959278.64,29563.989999999998,801604.46,0.0,47675.75,5857,3456
1,Tuesday,7,HV0003,Uber,96401,389642.13,102041443,1584272.38,47452.04,1366391.01,0.0,79763.75,8105,4954
1,Tuesday,8,HV0003,Uber,117785,432959.4,125637668,1866736.85,56128.54,1620750.19,0.0,107032.25,10964,6616
1,Tuesday,9,HV0003,Uber,94837,383558.01,101445296,1556919.66,51945.29,1324746.35,0.0,95161.5,10096,5713
1,Tuesday,10,HV0003,Uber,74133,321464.57999999996,77456556,1232000.4,45426.46,1043967.64,0.0,72709.75,8896,4724
1,Tuesday,11,HV0003,Uber,68255,298930.44,70559891,1145706.0,44668.92,964544.24,0.0,69523.25,8237,4168
1,Tuesday,12,HV0003,Uber,68813,306723.2,69854738,1153175.74,44726.38,967583.71,0.0,67848.25,8666,4465
1,Tuesday,13,HV0003,Uber,72343,328591.9,74400172,1229605.01,45138.72,1028784.5,0.0,67048.25,9517,5198
1,Tuesday,14,HV0003,Uber,82202,356175.66000000003,86983733,1406364.45,52103.32,1172103.04,0.0,73369.5,10468,5684
1,Tuesday,15,HV0003,Uber,87810,375186.06,100024829,1560509.8900000001,58813.4,1307401.18,0.0,81565.75,11289,6246
1,Tuesday,16,HV0003,Uber,92783,361293.5,105124976,1610003.1400000001,60155.92,1350338.74,0.0,88046.75,12085,6970
1,Tuesday,17,HV0003,Uber,107741,388146.13,118571215,1736698.53,60034.69,1470544.45,0.0,107649.0,13973,8693
1,Tuesday,18,HV0003,Uber,108950,400049.51,108819101,1685648.95,59898.95,1409676.62,0.0,116778.5,14112,9124
1,Tuesday,19,HV0003,Uber,106033,430993.0,97568274,1605902.84,55716.939999999995,1352242.06,0.0,108031.25,14477,9311
1,Tuesday,20,HV0003,Uber,100332,496222.99,96195090,1745988.9,65681.93000000001,1434054.78,0.0,109275.5,13266,8501
1,Tuesday,21,HV0003,Uber,97737,514093.05,94923967,1787439.4300000002,68065.33,1454387.52,0.0,111463.75,12345,8068
1,Tuesday,22,HV0003,Uber,87507,456859.78,82996286,1561460.6099999999,56021.28,1269633.44,0.0,96822.25,11876,8115
1,Tuesday,23,HV0003,Uber,65726,330707.72,59094077,1068718.93,33993.7,892993.47,0.0,63015.25,10055,6611
2,Wednesday,0,HV0003,Uber,86895,405145.63,79701388,1554075.02,44840.49,1285719.64,0.0,77350.5,11570,8121
2,Wednesday,1,HV0003,Uber,75381,335265.9,69733583,1818633.89,43832.76,1408146.58,0.0,60650.75,10811,8284
2,Wednesday,2,HV0003,Uber,66876,299099.63,60594608,1668228.45,37022.729999999996,1326728.6700000002,0.0,53691.25,8919,6752
2,Wednesday,3,HV0003,Uber,54973,269318.12,49936287,1088049.31,24828.350000000002,918079.6,0.0,38582.5,7248,5014
2,Wednesday,4,HV0003,Uber,46841,259754.43,43595390,903126.08,22872.9,755724.6,0.0,31240.0,5911,3704
2,Wednesday,5,HV0003,Uber,48244,290917.61,46003996,924746.52,27553.010000000002,767830.26,0.0,36629.0,5604,3169
2,Wednesday,6,HV0003,Uber,67670,353104.56,66838294,1222981.75,35724.0,1012290.51,0.0,56160.5,7624,4468
2,Wednesday,7,HV0003,Uber,109344,451169.93,111636697,1804772.48,54052.96,1531257.1,0.0,88041.5,9731,5765
2,Wednesday,8,HV0003,Uber,127592,481462.41000000003,131292355,2031803.53,61271.07,1725348.5,0.0,116063.75,12460,7362
2,Wednesday,9,HV0003,Uber,106020,434589.42,109543006,1739531.43,57420.979999999996,1461989.9300000002,0.0,104990.5,11546,6386
2,Wednesday,10,HV0003,Uber,87059,386178.8,88673155,1479954.8599999999,53942.07,1241409.3900000001,0.0,86944.5,9989,5401
2,Wednesday,11,HV0003,Uber,82883,369110.64,83677983,1435130.44,53675.94,1198828.84,0.0,85373.0,9893,5213
2,Wednesday,12,HV0003,Uber,87673,394919.39,87867004,1532248.6099999999,57468.91,1279459.68,0.0,88416.0,10698,5637
2,Wednesday,13,HV0003,Uber,91926,427471.66000000003,94754099,1625870.3299999998,59879.45,1359191.62,0.0,87651.0,11568,6315
2,Wednesday,14,HV0003,Uber,102664,457841.58999999997,111191628,1833806.72,66627.36,1524169.8,0.0,93500.5,12700,7059
2,Wednesday,15,HV0003,Uber,108073,469187.95,121390929,1950998.87,70833.95,1616239.27,0.0,101441.0,13319,7528
2,Wednesday,16,HV0003,Uber,110898,455970.36,122209006,1947175.22,68972.34999999999,1598635.38,0.0,102643.5,14245,8137
2,Wednesday,17,HV0003,Uber,131940,500397.55,142683182,2187555.77,74887.12,1821355.2999999998,0.0,130627.0,16621,10309
2,Wednesday,18,HV0003,Uber,142670,544107.8,144201963,2246804.93,76764.81,1893263.0,0.0,151985.0,18316,11780
2,Wednesday,19,HV0003,Uber,133013,548575.21,125062820,2064773.8900000001,69710.48,1737448.98,0.0,136605.0,17353,11069
2,Wednesday,20,HV0003,Uber,125750,618729.71,121586383,2203348.71,77434.96,1802945.14,0.0,131334.0,17169,11196
2,Wednesday,21,HV0003,Uber,124525,655081.22,121929881,2287791.89,83705.78,1857771.63,0.0,136922.0,16570,11089
2,Wednesday,22,HV0003,Uber,113683,595852.0,109123656,2057678.42,72135.33,1671365.4300000002,0.0,122188.5,15453,10747
2,Wednesday,23,HV0003,Uber,87411,443342.19999999995,79366248,1458204.23,46500.16,1213212.6400000001,0.0,83691.25,12696,8235
3,Thursday,0,HV0003,Uber,59261,300817.56,52240423,948174.51,27719.83,801568.38,0.0,51411.5,9831,5868
