weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,57977,321360.79,56817797,1395615.06,41299.63,1121411.78,16019.25,40883.5,21672.0,2344,1556
0,Monday,1,HV0003,Uber,33960,194860.89,32748377,861247.82,25582.48,667414.9299999999,10802.0,23197.75,12661.5,1200,676
0,Monday,2,HV0003,Uber,24224,139094.3,23239504,604883.86,17626.0,470220.95,8597.0,16085.25,8985.0,896,455
0,Monday,3,HV0003,Uber,21896,148449.18,22537684,638234.41,22941.47,481155.33,15917.5,14144.5,8346.0,716,301
0,Monday,4,HV0003,Uber,29784,231771.97,34257178,1097918.54,49808.97,791274.49,29849.25,20408.25,12193.5,1011,488
0,Monday,5,HV0003,Uber,48091,348608.36,57423034,1672416.8599999999,75006.91,1233467.28,36475.75,37077.5,20041.5,1686,1074
0,Monday,6,HV0003,Uber,83048,503673.69,101402552,2602166.58,102418.93,1995559.3699999999,33630.5,67985.0,34759.5,2969,1900
0,Monday,7,HV0003,Uber,132574,624078.0700000001,162111137,3984308.9899999998,139089.22,3044256.46,29051.75,98669.75,48991.5,4054,2296
0,Monday,8,HV0003,Uber,167582,688020.79,195875322,4436486.84,161199.34999999998,3448388.9299999997,27949.5,127823.25,63205.5,3728,1829
0,Monday,9,HV0003,Uber,134601,577203.5700000001,153755989,3376847.94,141315.4,2637904.64,26343.0,115698.75,57081.0,2221,930
0,Monday,10,HV0003,Uber,110458,510368.33,128987092,2885058.06,134847.18,2246910.49,29381.5,100155.25,48846.0,1324,439
0,Monday,11,HV0003,Uber,101654,487206.96,121429040,2781074.3499999996,133762.31,2128268.5,30269.75,95176.25,47037.0,1176,373
0,Monday,12,HV0003,Uber,100525,498529.26,121742724,2854526.1799999997,136999.89,2156415.16,34111.25,92810.25,45879.0,1153,344
0,Monday,13,HV0003,Uber,107071,523182.84,130709837,2957499.7,137556.03,2292622.92,34349.75,94804.75,47187.0,1321,452
0,Monday,14,HV0003,Uber,120002,569387.26,151958789,3372181.96,150848.85,2615113.44,37864.5,98169.25,49260.0,1491,497
0,Monday,15,HV0003,Uber,122908,576508.55,163758058,3539974.7399999998,159382.1,2768187.08,39113.5,104173.5,51888.0,1791,675
0,Monday,16,HV0003,Uber,127839,562087.21,170473814,3538022.16,155391.85,2833166.35,34778.0,109426.5,54582.0,1999,781
0,Monday,17,HV0003,Uber,147065,583961.81,176166983,3900983.4,171692.61,3053897.28,28656.25,137752.75,69127.5,2262,941
0,Monday,18,HV0003,Uber,139575,575158.5,150796505,3505929.52,160146.06,2694918.16,25714.5,140394.5,71299.5,2242,988
0,Monday,19,HV0003,Uber,126849,570312.77,127982317,3091738.24,143434.15,2384468.07,23874.25,126421.5,66258.0,2010,831
0,Monday,20,HV0003,Uber,119928,593541.95,122351343,3154355.26,151590.09,2369753.48,20116.25,125882.75,68589.0,1878,878
0,Monday,21,HV0003,Uber,113547,593713.88,117644071,3103930.31,149733.18,2322367.24,21360.5,125844.0,69165.0,2076,1133
0,Monday,22,HV0003,Uber,100855,540896.17,104240187,2621286.04,117403.94,2029368.47,21338.5,106248.25,57736.5,2310,1401
0,Monday,23,HV0003,Uber,80853,430765.16,81117577,2002404.84,78049.75,1573413.02,19086.25,77535.75,41626.5,2500,1624
1,Tuesday,0,HV0003,Uber,54573,293208.46,53101323,1358294.18,54497.46,1049930.38,15468.0,50388.25,27351.0,1892,1083
1,Tuesday,1,HV0003,Uber,31727,172634.38,29891728,788126.22,30172.94,600602.02,8928.0,28810.75,15925.5,1106,610
1,Tuesday,2,HV0003,Uber,21495,120310.89,20049654,540481.33,19486.97,410895.41,8340.75,18395.75,10231.5,667,240
1,Tuesday,3,HV0003,Uber,19605,129943.55,19730528,560754.16,23596.46,419574.87,16185.0,15221.75,8776.5,602,239
1,Tuesday,4,HV0003,Uber,27243,201238.53,29198452,908802.75,44140.3,649725.98,27872.0,21207.0,11931.0,811,332
1,Tuesday,5,HV0003,Uber,44437,299039.74,48382036,1392146.48,63545.130000000005,1007836.12,31959.5,37508.75,19585.5,1457,856
1,Tuesday,6,HV0003,Uber,79498,452706.06,91619936,2266666.95,93420.88,1721000.33,29515.0,67169.0,34129.5,2547,1560
1,Tuesday,7,HV0003,Uber,128319,585325.02,154797070,3631481.19,141473.86000000002,2725578.62,26607.25,98722.5,49279.5,3514,1835
1,Tuesday,8,HV0003,Uber,155310,622438.92,182117302,4233853.33,168514.57,3109445.6999999997,24796.5,127573.0,63936.0,3104,1276
1,Tuesday,9,HV0003,Uber,131035,547897.06,152955726,3521431.48,153443.18,2601434.7800000003,24685.5,118560.5,59131.5,2113,798
1,Tuesday,10,HV0003,Uber,108762,485739.56,129306872,2994145.17,142358.91,2223664.2,27356.75,99713.75,48540.0,1417,497
