weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,53748,284740.0,53071439,747942.84,17008.559999999998,793294.29,0,37759.75,15815,11565
0,Monday,1,HV0003,Uber,32165,171205.85,30516143,435150.4,9129.77,463968.43,0,22125.5,9574,6156
0,Monday,2,HV0003,Uber,20597,107383.69,18692293,272383.08999999997,6004.23,287383.12,0,13984.25,6009,3460
0,Monday,3,HV0003,Uber,15847,92873.9,14765608,238697.87,5551.13,244445.43,0,10285.75,4424,2403
0,Monday,4,HV0003,Uber,20695,148027.93,21214211,393247.5,10072.5,392182.67,0,15909.75,4642,2772
0,Monday,5,HV0003,Uber,32056,241837.79,36330876,660598.38,17353.09,659754.1799999999,0,30191.25,6201,4218
0,Monday,6,HV0003,Uber,58304,365632.16000000003,70758911,1109976.69,27423.41,1167337.8499999999,0,52729.25,12021,9152
0,Monday,7,HV0003,Uber,93748,451377.12,112899092,1528216.6,35915.17,1698305.57,0,77144.25,18410,14439
0,Monday,8,HV0003,Uber,120346,515355.52,142986564,1781110.46,42358.71,1979304.92,0,105819.25,26266,20379
0,Monday,9,HV0003,Uber,103080,453825.92,117794374,1482278.7200000002,41251.67,1601193.06,0,102257.0,24093,17387
0,Monday,10,HV0003,Uber,81115,385598.08,92181524,1216536.63,38104.85,1296815.49,0,79971.5,19262,13050
0,Monday,11,HV0003,Uber,74677,360501.49000000005,84364417,1124859.89,36608.729999999996,1198335.0,0,75026.25,18225,12004
0,Monday,12,HV0003,Uber,75235,358678.73,83357875,1102951.76,35644.81,1184534.06,0,73899.5,19464,12929
0,Monday,13,HV0003,Uber,78968,382618.36,88555548,1159646.3399999999,35908.6,1247702.98,0,72522.0,21855,15088
0,Monday,14,HV0003,Uber,86806,421565.23,102128809,1322316.72,40851.8,1417557.57,0,76721.25,22957,16110
0,Monday,15,HV0003,Uber,91978,442745.06,114552437,1421045.81,44196.490000000005,1548540.57,0,82403.25,24213,17284
0,Monday,16,HV0003,Uber,95721,434906.73,119053559,1423964.23,43504.85,1558003.93,0,85643.75,25984,18837
0,Monday,17,HV0003,Uber,110822,469578.33999999997,129618035,1515457.75,45786.0,1671559.33,0,102938.75,32106,24296
0,Monday,18,HV0003,Uber,118204,491751.38,124705368,1545516.49,48591.69,1662225.04,0,119961.0,33557,25205
0,Monday,19,HV0003,Uber,115470,502254.01,114236397,1484212.17,45159.590000000004,1595452.7,0,113934.75,33673,24964
0,Monday,20,HV0003,Uber,109028,538395.72,108557451,1534840.3900000001,47000.770000000004,1628653.14,0,107997.75,30374,22741
0,Monday,21,HV0003,Uber,102998,551046.51,104621185,1549050.67,46758.74,1624383.78,0,104934.75,28556,21311
0,Monday,22,HV0003,Uber,92957,497546.02,93916562,1358414.14,39557.23,1432534.0,0,92879.0,26874,20689
0,Monday,23,HV0003,Uber,75017,411063.36,75535356,1065072.2,29024.629999999997,1139622.33,0,69521.0,22907,17342
1,Tuesday,0,HV0003,Uber,49244,267829.52,47452549,672245.79,17077.59,719876.98,0,41488.25,15603,11006
1,Tuesday,1,HV0003,Uber,28410,151077.32,25707038,375307.54000000004,9014.869999999999,400973.39,0,23462.75,8960,5535
1,Tuesday,2,HV0003,Uber,17835,91930.5,15696478,225582.28999999998,5095.58,242286.62,0,14108.0,5774,3383
1,Tuesday,3,HV0003,Uber,13703,80503.14,12620266,198994.07,4546.24,207174.22,0,9962.0,4107,2200
1,Tuesday,4,HV0003,Uber,18263,127377.98,18349965,321851.53,8637.04,327638.18,0,15271.75,4616,2646
1,Tuesday,5,HV0003,Uber,30121,207553.45,31801688,536956.26,14583.05,550510.22,0,28680.0,6431,3987
1,Tuesday,6,HV0003,Uber,60231,340766.8,69715340,962384.5,23514.3,1037557.13,0,53858.25,13343,9921
1,Tuesday,7,HV0003,Uber,103316,453033.38,126398374,1556024.71,36642.37,1742642.1700000002,0,84315.75,19669,15328
1,Tuesday,8,HV0003,Uber,127900,504935.06,157681453,1846416.97,44659.94,2052092.66,0,112396.5,27514,21136
1,Tuesday,9,HV0003,Uber,106176,429740.92,126470798,1502095.77,40274.05,1616735.42,0,103799.5,24885,18001
1,Tuesday,10,HV0003,Uber,82460,358907.72000000003,96541557,1211793.1199999999,37000.17,1283578.53,0,81352.75,20044,13729
1,Tuesday,11,HV0003,Uber,75099,335068.45,88508250,1117017.01,35014.119999999995,1190853.99,0,76055.5,18465,12195
1,Tuesday,12,HV0003,Uber,76354,342017.02,88698223,1125071.62,36073.99,1203534.8199999998,0,75663.5,20010,13342
1,Tuesday,13,HV0003,Uber,81430,375278.87,95528528,1214163.63,38478.57,1296370.72,0,75544.25,22027,15062
1,Tuesday,14,HV0003,Uber,90134,412645.76,111493114,1387443.37,41938.520000000004,1486984.83,0,81113.5,22869,15943
1,Tuesday,15,HV0003,Uber,97405,434557.07,129843456,1500514.08,46816.020000000004,1656224.2,0,89461.5,25974,18878
