weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,52865,310600.72000000003,52110386,1412954.78,39293.77,1044137.97,14390.0,38954.5,21028.5,4119,2348
0,Monday,1,HV0003,Uber,31819,185571.57,30352783,846761.14,22854.11,622701.76,8111.25,23217.25,12688.5,2070,880
0,Monday,2,HV0003,Uber,20943,119703.69,19488160,540296.24,12338.14,397173.24,4818.75,14142.25,7933.5,1403,503
0,Monday,3,HV0003,Uber,18643,123092.61,18435089,539557.64,15976.630000000001,386844.77999999997,9411.25,12397.0,7263.0,1135,389
0,Monday,4,HV0003,Uber,25992,204272.87,28347731,953571.16,36565.38,643403.73,21567.5,17407.0,10039.5,1509,620
0,Monday,5,HV0003,Uber,41213,305989.86,47646097,1469805.74,55989.53,1005124.66,28081.25,32832.5,17320.5,2426,1231
0,Monday,6,HV0003,Uber,75280,464066.13,89901971,2395294.9,83949.61,1737748.96,27390.0,62444.25,31881.0,4374,2654
0,Monday,7,HV0003,Uber,116724,577927.99,140918551,3506233.59,114230.93,2490419.26,26133.75,91624.0,45216.0,5028,2951
0,Monday,8,HV0003,Uber,146052,634028.37,170135077,3994302.49,135486.81,2867902.6399999997,24636.25,120190.75,60097.5,5416,2874
0,Monday,9,HV0003,Uber,122327,554043.74,138648898,3285211.5700000003,128331.69,2340978.88,24783.75,113418.5,56293.5,3693,1509
0,Monday,10,HV0003,Uber,100118,489303.7,116656586,2809743.25,122205.11,2003889.52,25928.75,97379.0,48136.5,2527,794
0,Monday,11,HV0003,Uber,91735,450313.13,107420270,2619137.55,115883.84,1849492.4300000002,24400.0,92223.25,45943.5,2091,613
0,Monday,12,HV0003,Uber,90341,455031.19,106605239,2620388.31,117688.08,1851759.94,25605.0,89373.25,44578.5,2037,549
0,Monday,13,HV0003,Uber,94813,473119.48,113212689,2740174.58,122276.27,1962253.91,26778.75,89800.0,45433.5,2470,800
0,Monday,14,HV0003,Uber,107083,520340.96,134007263,3123005.29,132055.49,2255390.4899999998,30915.0,92420.5,46800.0,3103,1140
0,Monday,15,HV0003,Uber,109971,531233.35,145428098,3270756.5700000003,137139.94,2392491.69,31083.75,96754.0,49164.0,3378,1288
0,Monday,16,HV0003,Uber,115237,541873.21,152746790,3373220.44,141287.13,2495928.89,30418.75,103074.0,52630.5,3782,1554
0,Monday,17,HV0003,Uber,120945,529967.96,145627186,3348566.58,136874.69,2419936.28,24676.25,117119.25,59361.0,3967,1612
0,Monday,18,HV0003,Uber,120418,535513.63,129575547,3209949.39,137774.36,2263973.94,23321.25,129689.75,65826.0,3859,1629
0,Monday,19,HV0003,Uber,111005,526118.05,111514033,2873616.1100000003,120463.36,2062563.0699999998,20142.5,118411.25,61995.0,3887,1624
0,Monday,20,HV0003,Uber,103911,548195.79,106415626,2891150.64,126747.61,2030084.48,17723.75,114535.0,62721.0,3803,1806
0,Monday,21,HV0003,Uber,101263,540812.21,102862565,2945323.41,131313.36,2023047.32,16303.75,115952.0,63763.5,4093,2086
0,Monday,22,HV0003,Uber,94294,507576.76,97531720,2715274.15,107212.33,1906106.88,15778.75,99872.0,55063.5,5323,3215
0,Monday,23,HV0003,Uber,74096,414114.36,75789974,1979112.85,68737.51,1448899.94,15506.25,70841.25,38566.5,4964,2949
1,Tuesday,0,HV0003,Uber,37928,218873.32,37745523,1010236.01,35591.0,737181.38,9188.75,35976.5,19678.5,2475,1206
1,Tuesday,1,HV0003,Uber,21440,116902.09,19818881,533593.31,16844.27,388172.22,3461.25,20552.25,11440.5,1299,492
1,Tuesday,2,HV0003,Uber,14197,76199.02,12779327,342117.46,10096.49,251033.97999999998,1957.5,12559.0,7084.5,831,260
1,Tuesday,3,HV0003,Uber,12525,77593.54000000001,11878978,335574.58,11019.72,243518.86,5135.0,9823.5,5595.0,781,247
1,Tuesday,4,HV0003,Uber,17998,131662.18,18471248,579721.4199999999,24605.92,405027.26,12648.75,13939.25,7822.5,1028,364
1,Tuesday,5,HV0003,Uber,30508,208811.19,32229938,943715.95,39374.8,669990.67,16986.25,26669.5,13879.5,1715,852
1,Tuesday,6,HV0003,Uber,57631,330655.94,64579320,1631161.44,58931.7,1204156.88,16518.75,50364.5,25612.5,2969,1710
1,Tuesday,7,HV0003,Uber,98467,455585.85,115964998,2693301.2,95838.23,2001836.45,16140.0,78140.0,38938.5,3918,2156
1,Tuesday,8,HV0003,Uber,120217,497840.85,141039100,3187804.39,115320.69,2337215.54,15428.75,104513.75,52630.5,3955,2003
1,Tuesday,9,HV0003,Uber,99269,433141.07,116081899,2655127.9699999997,108392.73,1919181.24,16201.25,97217.5,48823.5,2933,1287
1,Tuesday,10,HV0003,Uber,79326,373214.83,94188011,2216033.25,97182.0,1585901.41,16710.0,78621.5,39145.5,1928,625
1,Tuesday,11,HV0003,Uber,72835,353339.19,88495108,2109634.54,95479.5,1501664.02,15882.5,76351.0,38614.5,1403,323
1,Tuesday,12,HV0003,Uber,72406,355441.57,87742026,2102054.58,94682.17,1496182.0,17175.0,74379.25,37389.0,1544,424
1,Tuesday,13,HV0003,Uber,76241,375173.39,93092546,2213446.36,98828.57,1584335.99,18528.75,74013.0,37777.5,1788,515
1,Tuesday,14,HV0003,Uber,85932,413435.42,111966231,2524206.5,107855.43,1840626.34,21118.75,76373.0,38893.5,2232,729
1,Tuesday,15,HV0003,Uber,87108,413208.45,119876994,2650110.0300000003,111776.87,1927224.7999999998,22290.0,79395.5,40882.5,2476,880
1,Tuesday,16,HV0003,Uber,90954,412731.94999999995,123526621,2711738.02,115276.76,1967027.3,20802.5,85523.25,44086.5,2644,1006
1,Tuesday,17,HV0003,Uber,99620,423802.69,125858837,2828206.7800000003,119070.63,2026715.58,17347.5,101079.75,52027.5,3214,1332
1,Tuesday,18,HV0003,Uber,99521,426007.53,111212648,2699182.0700000003,113829.53,1898793.65,15161.25,108931.75,56244.0,3083,1246
1,Tuesday,19,HV0003,Uber,94118,446783.45,97425707,2551308.91,108221.53,1794928.47,13890.0,100032.5,53508.0,3187,1330
1,Tuesday,20,HV0003,Uber,89898,508327.44999999995,97632557,2765548.88,127740.14,1891571.6099999999,12311.25,98432.75,55942.5,3212,1591
1,Tuesday,21,HV0003,Uber,85346,517858.27,95262572,2910065.12,134805.52,1941807.06,12467.5,97181.5,56218.5,3268,1760
1,Tuesday,22,HV0003,Uber,79746,473080.23,89276045,2554762.21,111403.35,1758446.97,11076.25,90508.75,51544.5,3724,2193
1,Tuesday,23,HV0003,Uber,63260,354298.95,66472148,1760467.8900000001,64482.5,1252024.6,9986.25,66569.25,37002.0,3973,2388
2,Wednesday,0,HV0003,Uber,40875,222872.62,40136407,1082704.35,38724.18,767543.75,5678.75,42002.75,23554.5,2669,1347
2,Wednesday,1,HV0003,Uber,22997,118506.4,21003702,572468.6699999999,19303.16,404741.78,1816.25,23746.5,13414.5,1387,575
2,Wednesday,2,HV0003,Uber,15458,82036.62,13965511,380703.17,11677.13,273431.01,1676.25,14443.75,8275.5,923,315
2,Wednesday,3,HV0003,Uber,13537,86072.58,13149084,382456.15,12234.4,272537.81,5636.25,11321.5,6634.5,775,258
2,Wednesday,4,HV0003,Uber,19074,144437.87,20115965,655934.1599999999,27408.61,446792.37,14757.5,15597.5,8980.5,1068,428
2,Wednesday,5,HV0003,Uber,31972,225951.31,35034883,1048258.6799999999,43910.600000000006,727628.34,20676.25,27679.25,14644.5,1776,882
2,Wednesday,6,HV0003,Uber,58720,336155.83,66090642,1688541.8900000001,63823.9,1230523.04,18090.0,51424.5,26386.5,3130,1795
2,Wednesday,7,HV0003,Uber,98192,454389.37,115399103,2748652.55,100673.42,1958634.08,17837.5,79057.0,39636.0,3837,2120
2,Wednesday,8,HV0003,Uber,120595,506523.68,140182219,3289592.29,123489.95,2330942.81,16642.5,107731.25,54040.5,3955,1931
2,Wednesday,9,HV0003,Uber,101300,444391.55,116153923,2740987.11,115029.99,1939805.4100000001,17036.25,100686.25,50911.5,2941,1186
2,Wednesday,10,HV0003,Uber,80927,382908.08999999997,95430681,2298177.76,101801.64,1618005.78,17398.75,81645.25,41022.0,1747,461
2,Wednesday,11,HV0003,Uber,74454,359436.28,89142574,2188639.46,101642.19,1520404.9,16952.5,78948.75,40011.0,1321,326
2,Wednesday,12,HV0003,Uber,75065,371862.62,91188446,2238791.65,103656.78,1563848.42,19147.5,77823.0,39447.0,1332,293
2,Wednesday,13,HV0003,Uber,80504,399882.86,99689330,2413792.52,111724.85,1697807.18,21512.5,80310.25,41239.5,1769,551
2,Wednesday,14,HV0003,Uber,91058,439404.85,120480150,2766136.17,120725.49,1975763.13,24555.0,81188.0,42091.5,2353,802
2,Wednesday,15,HV0003,Uber,92714,438090.44,129865266,2906120.64,126205.14,2075721.06,24966.25,85432.25,44148.0,2776,1090
2,Wednesday,16,HV0003,Uber,102442,453730.21,141270509,3202618.3000000003,138317.76,2278122.4,23537.5,97625.25,50140.5,3164,1294
2,Wednesday,17,HV0003,Uber,110621,458514.99,142726426,3482170.39,146492.63,2446879.0300000003,19587.5,111318.0,57016.5,3824,1773
2,Wednesday,18,HV0003,Uber,117190,478615.15,130769527,3718250.6799999997,154087.9,2557652.91,17186.25,123725.5,63543.0,4019,1871
2,Wednesday,19,HV0003,Uber,108960,505618.48,113591452,3089409.45,129544.47,2177670.12,15476.25,114010.75,61510.5,3792,1788
2,Wednesday,20,HV0003,Uber,104280,566404.0900000001,111946162,3284038.76,150090.32,2241708.14,14675.0,112372.0,64125.0,3972,2157
2,Wednesday,21,HV0003,Uber,96424,572638.46,106283850,3382430.42,154974.86,2229832.62,13052.5,109342.5,62955.0,3766,2077
2,Wednesday,22,HV0003,Uber,90605,529400.64,101489834,3006182.14,131080.91,2037908.21,12007.5,100248.25,57333.0,4516,2749
2,Wednesday,23,HV0003,Uber,71321,401818.04,76501133,2084962.47,79815.3,1461193.6099999999,10970.0,75152.0,42106.5,4325,2654
