weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,46781,267953.52,47231740,1104727.49,41115.88,919709.66,11986.25,37759.5,20521.5,2842,1910
0,Monday,1,HV0003,Uber,27325,147332.97,25971843,588714.38,19132.72,493222.26,4398.75,20433.5,11542.5,1720,1035
0,Monday,2,HV0003,Uber,17965,97731.42,16777650,386414.93,10413.79,322300.0,3227.5,13181.75,7560.0,1034,534
0,Monday,3,HV0003,Uber,17261,111697.20999999999,17209743,442937.98,15950.220000000001,347168.8,8583.75,12435.75,7371.0,879,424
0,Monday,4,HV0003,Uber,24602,194180.44,27555412,871753.47,41675.64,607921.96,21728.75,18406.25,10717.5,1155,630
0,Monday,5,HV0003,Uber,36248,276406.44,43401024,1266236.31,62330.02,901653.3200000001,27945.0,30772.75,16941.0,1547,970
0,Monday,6,HV0003,Uber,56630,370471.37,69051096,1780042.79,79401.97,1319060.67,25682.5,49881.25,25338.0,2274,1510
0,Monday,7,HV0003,Uber,86697,447297.3,103430723,2425082.0,100608.8,1836970.48,22855.0,74070.0,36546.0,3046,1877
0,Monday,8,HV0003,Uber,109965,504253.01,127775458,2780213.29,123153.18000000001,2173349.95,23411.25,99216.0,49119.0,3075,1770
0,Monday,9,HV0003,Uber,95790,454060.21,110472365,2429814.17,117263.36,1898058.56,22747.5,93525.5,46174.5,2140,1005
0,Monday,10,HV0003,Uber,79817,395689.72000000003,94302087,2181835.85,117296.79,1651562.56,22133.75,81432.5,40233.0,1271,419
0,Monday,11,HV0003,Uber,77274,388379.8,92085528,2138754.52,116119.81,1612632.77,22460.0,80733.0,40216.5,1076,312
0,Monday,12,HV0003,Uber,80629,404012.6,96556049,2220329.04,118127.52,1688359.7999999998,24053.75,84533.25,42022.5,1118,320
0,Monday,13,HV0003,Uber,82843,416383.26,101954551,2318976.54,122967.32999999999,1770058.26,25153.75,84146.25,42532.5,1239,403
0,Monday,14,HV0003,Uber,86404,433282.54000000004,112530112,2518571.29,129470.82999999999,1917020.85,27510.0,83696.75,42267.0,1461,522
0,Monday,15,HV0003,Uber,91033,452111.24,124465314,2676621.06,138322.05,2078259.43,29041.25,88870.0,44893.5,1587,668
0,Monday,16,HV0003,Uber,95545,455589.18,131878761,2687964.26,136933.51,2161143.19,27462.5,93671.0,47161.5,2057,877
0,Monday,17,HV0003,Uber,105668,471894.24,135165404,2804556.34,139132.8,2235903.61,23712.5,110609.0,55488.0,2277,1096
0,Monday,18,HV0003,Uber,108300,479389.83999999997,124502638,2713050.82,136021.19,2132293.64,22001.25,122282.0,61708.5,2252,1136
0,Monday,19,HV0003,Uber,98671,472508.5,106379026,2453878.75,120786.29,1916838.34,18391.25,108772.25,56262.0,1897,880
0,Monday,20,HV0003,Uber,90554,474349.69,95903998,2362120.21,125567.25,1810013.51,15768.75,106328.5,57846.0,2118,1107
0,Monday,21,HV0003,Uber,86028,473532.70999999996,91405368,2287381.73,125134.19,1763415.95,15538.75,108027.5,59272.5,2302,1374
0,Monday,22,HV0003,Uber,76802,428360.28,81818846,1970139.5,98508.70000000001,1569409.95,15978.75,90654.25,49275.0,2941,1962
0,Monday,23,HV0003,Uber,61164,336602.83,63360532,1465662.06,65305.69,1207456.77,12188.75,64207.75,34864.5,3022,2035
1,Tuesday,0,HV0003,Uber,40234,231543.91,41145370,1003630.28,45514.08,805190.8200000001,11426.25,40084.75,22038.0,2166,1310
1,Tuesday,1,HV0003,Uber,22535,121631.43,21256466,517643.49,20113.49,415591.18,4038.75,21961.25,12447.0,1179,616
1,Tuesday,2,HV0003,Uber,14740,80841.0,13715545,328484.55,12045.55,267437.95999999996,2856.25,13924.5,7870.5,751,330
1,Tuesday,3,HV0003,Uber,13427,83065.1,13008732,325567.44,12256.1,260303.49,5992.5,10754.5,6174.0,604,262
1,Tuesday,4,HV0003,Uber,19993,148805.83,21469894,612878.62,31661.989999999998,453413.27,15995.0,16732.0,9510.0,785,355
1,Tuesday,5,HV0003,Uber,33536,236960.51,37571057,1014964.06,52525.55,757640.92,21931.25,30507.25,16110.0,1262,718
1,Tuesday,6,HV0003,Uber,59495,355514.08999999997,70443379,1674589.71,74701.23999999999,1297804.3,21596.25,54711.75,27402.0,2073,1353
1,Tuesday,7,HV0003,Uber,99086,464318.64,121359329,2653878.63,114412.35,2075783.4,18953.75,83219.0,40915.5,2902,1741
1,Tuesday,8,HV0003,Uber,122573,515223.18,150227690,3207881.46,142931.2,2507059.67,19926.25,114714.75,57691.5,3093,1620
1,Tuesday,9,HV0003,Uber,99712,444139.43,122784439,2646257.54,129416.13,2039635.4,19433.75,102526.25,51099.0,2125,998
1,Tuesday,10,HV0003,Uber,80026,378759.15,100916721,2243284.87,118194.84,1698453.19,18582.5,84131.25,41565.0,1404,521
1,Tuesday,11,HV0003,Uber,75272,381171.87,98079233,2241526.39,124280.04,1677279.6199999999,20843.75,81952.75,41056.5,1040,312
1,Tuesday,12,HV0003,Uber,73982,375830.65,95129923,2168198.9299999997,117428.9,1635951.0,20690.0,78192.75,39205.5,1048,305
1,Tuesday,13,HV0003,Uber,78537,396258.32,101699337,2304307.41,123571.92,1743616.98,22686.25,80250.75,40650.0,1252,411
1,Tuesday,14,HV0003,Uber,88826,427186.47,121435825,2603596.26,137720.07,2008331.07,25190.0,83804.5,42532.5,1647,636
1,Tuesday,15,HV0003,Uber,90242,427946.92,128233681,2728865.81,140253.13,2087455.33,24713.75,87337.5,43810.5,1885,793
1,Tuesday,16,HV0003,Uber,95813,439295.95,134476203,2789809.49,144521.61,2179587.44,23357.5,96936.0,49107.0,2034,925
1,Tuesday,17,HV0003,Uber,111412,485779.45,148886798,3079971.24,158991.84,2431739.73,21425.0,122150.25,61407.0,2467,1228
1,Tuesday,18,HV0003,Uber,115987,501446.39,141409574,3056202.27,156833.25,2386174.24,18657.5,136142.5,69153.0,2449,1232
1,Tuesday,19,HV0003,Uber,105611,515447.6,120938125,2855973.48,146629.34,2161811.59,16430.0,121818.5,64572.0,2068,990
1,Tuesday,20,HV0003,Uber,101065,574465.49,117710768,3021780.0300000003,167583.29,2232385.63,14278.75,125312.25,70636.5,2370,1321
1,Tuesday,21,HV0003,Uber,96361,583534.44,112708157,3211121.21,181498.16999999998,2301568.81,13241.25,125183.0,71641.5,2498,1473
1,Tuesday,22,HV0003,Uber,86991,508314.86,99674170,2647240.04,139012.33000000002,1993121.9100000001,13161.25,108026.5,60874.5,2794,1765
1,Tuesday,23,HV0003,Uber,69570,393940.55,77012031,1849731.5899999999,86243.63,1471225.61,11498.75,78000.25,43719.0,3218,2207
2,Wednesday,0,HV0003,Uber,57887,322344.86,60039986,1448228.56,64312.840000000004,1147154.56,9220.0,62036.25,35187.0,3016,1826
2,Wednesday,1,HV0003,Uber,32497,166649.83,30524179,719647.3400000001,28119.23,577842.6,2773.75,33316.25,19168.5,1705,975
2,Wednesday,2,HV0003,Uber,21487,113373.69,19915919,468567.80000000005,16345.04,380937.89,2651.25,20992.25,12120.0,1103,534
2,Wednesday,3,HV0003,Uber,18391,112202.82,17896886,451348.45999999996,17778.48,355843.45999999996,7230.0,15726.25,9148.5,845,355
2,Wednesday,4,HV0003,Uber,26070,191973.83,27850655,806838.37,41733.979999999996,589884.22,20041.25,22525.0,12790.5,1041,483
2,Wednesday,5,HV0003,Uber,42774,299215.36,47374420,1303093.98,67873.4,957385.96,27632.5,39280.25,20895.0,1622,937
2,Wednesday,6,HV0003,Uber,76061,448616.44,89327573,2141121.94,97192.51000000001,1633920.2,26705.0,70545.25,35614.5,2869,1858
2,Wednesday,7,HV0003,Uber,128471,588956.52,157516872,3606773.9,161690.16,2711213.15,24367.5,112452.75,56023.5,3878,2311
2,Wednesday,8,HV0003,Uber,158311,655349.8099999999,192618337,4342167.99,200415.75,3300551.26,24562.5,148776.25,75118.5,4310,2452
2,Wednesday,9,HV0003,Uber,130550,585413.1799999999,160779692,3506390.22,173279.28,2700241.44,25121.25,136197.25,68559.0,2927,1419
2,Wednesday,10,HV0003,Uber,103666,496630.32,131884878,2990927.32,159890.39,2233635.6399999997,24172.5,109830.25,54646.5,1742,611
2,Wednesday,11,HV0003,Uber,96328,488816.57999999996,125817336,2944524.26,163180.63,2161631.9299999997,26215.0,105933.0,53631.0,1474,432
2,Wednesday,12,HV0003,Uber,96577,504182.93000000005,126953120,2957903.05,164413.49,2196340.77,29332.5,103019.5,52153.5,1451,427
2,Wednesday,13,HV0003,Uber,102847,528175.42,137740596,3128810.58,171525.56,2352282.18,31965.0,104307.75,53622.0,1693,534
2,Wednesday,14,HV0003,Uber,113555,566196.5,163535489,3533072.55,188871.63,2699644.52,34671.25,105674.75,54463.5,2295,854
