weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,50803,284834.07999999996,49792579,1157438.94,32435.079999999998,925223.08,10298.75,38634.25,21016.5,4680,2831
0,Monday,1,HV0003,Uber,28567,155824.97,26878960,633219.62,16185.99,500537.54,4415.0,21782.0,12327.0,2466,1232
0,Monday,2,HV0003,Uber,19745,109837.82,18579729,444225.67000000004,10486.07,348843.79,3350.0,15082.0,8598.0,1704,704
0,Monday,3,HV0003,Uber,17228,111714.09000000001,17089943,443383.19,12172.82,336775.76,7575.0,12297.0,7392.0,1319,529
0,Monday,4,HV0003,Uber,22565,171634.0,24139850,717998.87,28840.629999999997,515255.18,16753.75,15396.5,9205.5,1642,713
0,Monday,5,HV0003,Uber,33843,248968.83,38181934,1067806.0,42278.42,772132.77,22056.25,26529.75,14034.0,2376,1202
0,Monday,6,HV0003,Uber,60070,371834.18,69526417,1706612.67,61574.090000000004,1308529.06,20843.75,50318.25,25758.0,3995,2450
0,Monday,7,HV0003,Uber,91887,469347.65,109797561,2535432.49,84619.72,1927867.9100000001,21315.0,70885.75,35206.5,4697,2724
0,Monday,8,HV0003,Uber,114044,518171.13,132917676,2899138.74,103575.75,2209225.05,20366.25,94770.75,47338.5,5226,2749
0,Monday,9,HV0003,Uber,99393,468567.44999999995,112122906,2398634.96,94050.29,1845813.84,21917.5,91792.75,46236.0,3928,1739
0,Monday,10,HV0003,Uber,84580,427603.69999999995,96743775,2130664.7,92062.55,1621964.3,23535.0,82047.5,41095.5,2875,1024
0,Monday,11,HV0003,Uber,79552,403168.42,90021768,2023322.9,89563.23000000001,1524402.22,21123.75,80079.25,40569.0,2443,796
0,Monday,12,HV0003,Uber,80239,410314.58,90471715,2031710.65,89282.38,1540415.68,22498.75,80931.0,40797.0,2453,796
0,Monday,13,HV0003,Uber,84910,438116.11,98812340,2185311.67,95126.79999999999,1663945.54,25245.0,82569.0,41794.5,2816,1004
0,Monday,14,HV0003,Uber,91671,465880.74,111552874,2411596.18,100296.2,1838579.93,26781.25,83608.0,42714.0,3434,1341
0,Monday,15,HV0003,Uber,94428,477893.82,121788614,2548511.9,105863.61,1965051.68,29136.25,86811.25,44290.5,3650,1508
0,Monday,16,HV0003,Uber,96812,469573.79000000004,124013370,2537297.17,102312.97,1975587.4,25995.0,90140.25,46354.5,3803,1504
0,Monday,17,HV0003,Uber,107016,484409.44,128076721,2674181.83,107467.37,2042924.38,23498.75,105730.75,54006.0,4821,2171
0,Monday,18,HV0003,Uber,108784,485782.4,117461176,2548304.35,103808.69,1940212.57,20076.25,112655.5,57592.5,4847,2178
0,Monday,19,HV0003,Uber,98605,470345.41,100549008,2307631.33,93310.52,1741643.35,18058.75,103098.5,54075.0,4625,2055
0,Monday,20,HV0003,Uber,90125,475573.9,92626795,2255923.08,95492.11,1675162.52,16772.5,99426.0,53980.5,4331,2249
0,Monday,21,HV0003,Uber,83243,450948.26,85436762,2108180.53,89671.24,1561780.43,15131.25,97324.0,52819.5,4369,2446
0,Monday,22,HV0003,Uber,75022,416291.42000000004,76997818,1834409.44,70542.28,1404369.94,13960.0,81881.0,44875.5,4881,3025
0,Monday,23,HV0003,Uber,60117,338691.46,60464176,1400867.1400000001,48367.01,1107388.28,12875.0,57812.0,31122.0,4790,2973
1,Tuesday,0,HV0003,Uber,39797,230242.54,39254276,950053.01,33121.270000000004,754449.1799999999,10623.75,37169.5,20401.5,3230,1634
1,Tuesday,1,HV0003,Uber,22014,122897.81,20473091,504739.29,16984.92,397614.98,4647.5,20123.75,11218.5,1687,618
1,Tuesday,2,HV0003,Uber,14371,79352.62,13239072,320387.17,9535.54,253499.95,2950.0,12204.0,6849.0,1125,348
1,Tuesday,3,HV0003,Uber,13036,85425.05,12825823,330431.75,10601.34,256974.81,6482.5,9573.25,5563.5,982,319
1,Tuesday,4,HV0003,Uber,19562,147049.78,20651660,591700.4,24961.96,434093.8,15226.25,14868.25,8535.0,1373,532
1,Tuesday,5,HV0003,Uber,33282,230242.14,35576231,960274.11,41185.22,703758.5900000001,19636.25,29310.75,15405.0,2141,1080
1,Tuesday,6,HV0003,Uber,61688,349008.49,68506281,1609763.06,60257.85,1248203.8,17308.75,55674.0,28509.0,3722,2138
1,Tuesday,7,HV0003,Uber,101501,475834.27,119075346,2601802.94,97688.34,1994194.75,17588.75,87474.0,43582.5,4504,2509
