weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,48281,255526.12,44597113,992536.8300000001,26997.6,802834.0599999999,7833.75,44419.25,1462,424
0,Monday,1,HV0003,Uber,27553,139702.07,24303912,537697.03,13276.51,435344.56,2892.5,25159.75,844,191
0,Monday,2,HV0003,Uber,18755,96718.52,16607833,372126.48000000004,8199.23,297250.24,1827.5,17140.25,629,137
0,Monday,3,HV0003,Uber,15284,92572.31,14296738,346630.55,9693.76,269925.82,5370.0,12768.75,475,79
0,Monday,4,HV0003,Uber,19367,142298.5,19658972,526738.73,20013.1,399999.49,14088.75,15293.75,553,126
0,Monday,5,HV0003,Uber,28968,211203.64,31037098,789709.25,33232.64,603764.06,19697.5,26822.5,780,206
0,Monday,6,HV0003,Uber,50036,314536.91,56446497,1287354.68,47856.06,1013453.34,19831.25,49230.5,1232,385
0,Monday,7,HV0003,Uber,76873,399298.26,90553858,1899944.82,64881.42,1519548.9100000001,19425.0,71844.0,1541,467
0,Monday,8,HV0003,Uber,95171,431564.02999999997,106682906,2153752.2,77770.13,1682672.3,18285.0,96080.5,1731,443
0,Monday,9,HV0003,Uber,82191,384990.86,89851159,1804613.04,75340.04000000001,1422390.3900000001,19051.25,91060.5,1516,306
0,Monday,10,HV0003,Uber,71113,352176.08,78795825,1606537.48,71289.59999999999,1266231.81,19687.5,80188.5,1194,184
0,Monday,11,HV0003,Uber,67907,336566.68,75710703,1547044.5,70771.16,1214642.4,18312.5,79117.5,1129,185
0,Monday,12,HV0003,Uber,69683,352689.61,78321733,1612501.08,73859.13,1267385.37,19985.0,81203.75,1159,179
0,Monday,13,HV0003,Uber,72660,372146.77,83429876,1696533.46,75161.76,1342310.25,21760.0,80826.75,1285,165
0,Monday,14,HV0003,Uber,79976,403873.25,96673160,1913199.57,83228.0,1517867.6,24258.75,84506.5,1477,239
0,Monday,15,HV0003,Uber,83546,411767.42000000004,104758064,2019284.69,85859.33,1609554.37,24637.5,89937.75,1470,210
0,Monday,16,HV0003,Uber,86340,411159.8,107768455,2010888.17,84876.01000000001,1637171.19,21891.25,91874.0,1604,307
0,Monday,17,HV0003,Uber,96012,429718.21,113918875,2143060.09,87202.71,1734653.13,18516.25,109878.0,1823,410
0,Monday,18,HV0003,Uber,101182,435260.53,108528389,2131534.14,87974.26,1707899.57,14847.5,125936.0,1931,391
0,Monday,19,HV0003,Uber,91756,426921.33999999997,92142606,1926038.77,79406.51,1536039.81,15000.0,112683.0,1769,424
0,Monday,20,HV0003,Uber,83382,407984.49,82858506,1778676.09,78506.55,1415434.93,11896.25,106595.75,1710,374
0,Monday,21,HV0003,Uber,78543,405291.79,79599976,1825079.45,79864.09000000001,1423062.75,11932.5,103000.25,1629,413
0,Monday,22,HV0003,Uber,70082,370315.88,69637213,1640487.1300000001,65002.25,1282587.69,10361.25,87391.0,1719,534
0,Monday,23,HV0003,Uber,55409,298651.35,54178335,1226228.3900000001,45935.45,989478.8400000001,9886.25,60571.75,1642,480
1,Tuesday,0,HV0003,Uber,35307,191429.75,33898650,764867.64,27710.66,623540.37,6950.0,35571.0,1065,276
1,Tuesday,1,HV0003,Uber,19103,96537.18,17143491,377393.56,12622.67,308790.36,2305.0,19090.0,665,128
1,Tuesday,2,HV0003,Uber,12998,68735.7,11832810,267910.91000000003,8977.94,217133.65,1927.5,13169.0,434,67
1,Tuesday,3,HV0003,Uber,11216,70034.38,10823511,265624.03,9006.619999999999,209739.1,4555.0,9352.5,393,64
