weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,63824,361776.65,63145777,1430344.23,42375.05,1160243.54,12367.5,52464.0,5943,3791
0,Monday,1,HV0003,Uber,39047,222406.88,37424088,866154.74,23788.42,695855.9,6638.75,31488.25,3712,1958
0,Monday,2,HV0003,Uber,25968,150227.62,24860758,579204.91,14652.07,466050.45,4497.5,19506.5,2429,1160
0,Monday,3,HV0003,Uber,24097,168190.62,25169358,652071.23,21243.61,505291.92,12782.5,17488.25,2231,1050
0,Monday,4,HV0003,Uber,32023,265107.42,37582906,1120392.6199999999,45868.72,833915.27,27661.25,23390.75,2739,1502
0,Monday,5,HV0003,Uber,44793,348910.22,55640660,1562278.24,65617.34,1156280.29,31971.25,36375.5,3297,1812
0,Monday,6,HV0003,Uber,70592,454727.44,87384879,2213283.88,83873.04000000001,1664500.89,28148.75,59962.75,4804,3026
0,Monday,7,HV0003,Uber,105105,554207.4,131330772,3151485.14,117312.56,2363169.92,27893.75,82772.25,5691,3374
0,Monday,8,HV0003,Uber,134560,621798.14,161187725,3657521.1799999997,141910.07,2805218.58,27011.25,107623.0,6223,3505
0,Monday,9,HV0003,Uber,123762,588170.71,146538104,3136070.4699999997,137854.12,2519787.0,28105.0,112217.25,4880,2375
0,Monday,10,HV0003,Uber,107876,545925.91,135059881,2909501.87,142310.06,2296444.11,29111.25,104348.75,3876,1594
0,Monday,11,HV0003,Uber,101976,519220.91,131810635,2840218.64,142911.01,2225069.65,27590.0,103500.75,2999,995
0,Monday,12,HV0003,Uber,103675,517739.07,136785404,2937467.82,140930.81,2292014.09,28372.5,105544.0,3093,1082
0,Monday,13,HV0003,Uber,112229,542931.19,152896005,3206524.3499999996,150509.16999999998,2494517.9,29656.25,110582.0,4181,1697
0,Monday,14,HV0003,Uber,124750,586054.52,176436089,3653989.29,167882.16,2843029.34,33387.5,113269.5,4911,2168
0,Monday,15,HV0003,Uber,125576,588730.69,189010709,3790945.96,173088.81,2991527.39,33576.25,114377.5,5423,2557
0,Monday,16,HV0003,Uber,127269,579440.4,195756713,3770789.16,174483.68,3034565.92,31441.25,115549.5,5619,2773
0,Monday,17,HV0003,Uber,137568,596857.76,197522520,3962979.87,174431.32,3127133.32,27392.5,129907.75,6566,3322
0,Monday,18,HV0003,Uber,136527,605040.98,172343836,3578237.87,159544.58000000002,2845511.46,24033.75,139760.75,6228,3223
0,Monday,19,HV0003,Uber,125104,598500.67,141414394,3091997.53,137042.21,2443155.86,22035.0,130417.5,6166,3129
0,Monday,20,HV0003,Uber,116105,620933.72,127847088,3003767.01,140261.99,2318767.2,20211.25,128100.25,5682,3151
0,Monday,21,HV0003,Uber,111330,622049.3200000001,121295408,2987095.04,142144.57,2257828.63,17266.25,129405.25,5727,3232
0,Monday,22,HV0003,Uber,103984,593330.8,112938302,2789329.83,121552.63,2108919.18,16872.5,114027.0,6169,3835
0,Monday,23,HV0003,Uber,87176,501508.73,92458673,2188705.09,85356.9,1714045.07,16571.25,84848.25,6589,4348
1,Tuesday,0,HV0003,Uber,60674,343761.94,61219472,1407283.75,51373.55,1134810.28,10122.5,56648.5,5397,3215
1,Tuesday,1,HV0003,Uber,36869,207339.57,35444040,818116.8300000001,28222.0,666297.4199999999,5031.25,34482.25,3302,1782
1,Tuesday,2,HV0003,Uber,24551,141607.69,23343819,539161.89,17404.83,444504.44,4186.25,21600.75,2343,1131
1,Tuesday,3,HV0003,Uber,21558,148695.79,22254198,559193.95,19759.34,446513.55,11336.25,16619.0,1969,869
1,Tuesday,4,HV0003,Uber,28383,230885.47,32303742,913583.96,39455.0,692784.23,24048.75,22065.25,2344,1204
1,Tuesday,5,HV0003,Uber,40906,307013.55,47312411,1260787.85,54447.27,953015.6799999999,27066.25,34343.75,3114,1735
1,Tuesday,6,HV0003,Uber,67354,415748.33,78394806,1850658.61,73630.56999999999,1419597.24,24136.25,59748.75,4419,2641
1,Tuesday,7,HV0003,Uber,102196,513837.80000000005,122572320,2777917.12,109832.88,2053520.7000000002,23381.25,84907.75,5077,2764
1,Tuesday,8,HV0003,Uber,129145,583577.89,154523345,3383702.51,138712.5,2546140.08,23083.75,108394.0,5864,3250
1,Tuesday,9,HV0003,Uber,119868,555266.6,140678630,3007901.02,134364.17,2352132.59,24500.0,110541.5,4817,2238
1,Tuesday,10,HV0003,Uber,104043,510029.03,125521056,2717470.23,131426.8,2112365.86,24677.5,100609.5,3299,1199
1,Tuesday,11,HV0003,Uber,101544,502400.38,125393395,2730454.79,138929.57,2089961.73,24696.25,102218.75,2986,913
1,Tuesday,12,HV0003,Uber,102534,506069.68,129340928,2773919.12,135369.89,2126864.51,25340.0,100770.0,3144,1029
1,Tuesday,13,HV0003,Uber,107040,532716.83,141192474,2968072.92,144120.55000000002,2286934.5,26406.25,100436.75,3548,1272
1,Tuesday,14,HV0003,Uber,116914,561901.52,163417179,3343875.16,156420.64,2559629.19,28322.5,101610.25,4446,1878
1,Tuesday,15,HV0003,Uber,122548,573682.53,176730028,3547207.96,163830.93,2728658.3,27695.0,105940.5,5106,2326
1,Tuesday,16,HV0003,Uber,126816,588330.13,185119784,3723378.62,170887.8,2872279.62,26573.75,110786.25,5412,2558
1,Tuesday,17,HV0003,Uber,141961,637703.62,197152999,4142859.38,188456.81,3165767.19,23341.25,128206.25,6630,3501
1,Tuesday,18,HV0003,Uber,153713,693246.41,190495921,4122222.02,186000.72,3217125.5,20295.0,147635.75,6801,3762
1,Tuesday,19,HV0003,Uber,158893,758416.79,182990250,3955600.71,174292.97,3180215.62,17651.25,157600.5,7177,4132
1,Tuesday,20,HV0003,Uber,169485,880238.75,194762580,4702263.82,222610.18,3628633.21,16921.25,176909.0,7971,5175
1,Tuesday,21,HV0003,Uber,161661,874411.44,185586398,5425788.6899999995,256664.44999999998,3876725.95,14931.25,168522.0,8732,5803
1,Tuesday,22,HV0003,Uber,151889,821047.4,170401464,5246496.27,227163.25,3741839.71,11088.75,154250.75,9874,6828
1,Tuesday,23,HV0003,Uber,122982,671940.6000000001,133522519,3319868.75,131875.95,2658967.69,12666.25,116598.75,8162,5566
2,Wednesday,0,HV0003,Uber,62331,350056.46,65243908,1504369.07,57727.590000000004,1235409.38,6186.25,60707.0,4773,2854
2,Wednesday,1,HV0003,Uber,41628,223221.87,39877646,940285.43,31378.699999999997,753485.05,2672.5,36572.5,3366,1956
2,Wednesday,2,HV0003,Uber,28139,153819.24,26452157,628380.7,18579.62,510980.0,2646.25,21249.5,2201,1115
2,Wednesday,3,HV0003,Uber,23223,149447.86,23196817,580802.16,19165.31,471624.12,9347.5,16002.75,1822,871
2,Wednesday,4,HV0003,Uber,26176,203820.62,29116426,819812.25,35278.79,639211.4299999999,20491.25,19250.5,1996,1003
2,Wednesday,5,HV0003,Uber,34839,259512.68,40927559,1099619.47,48056.29,857570.8,23996.25,29674.5,2427,1309
2,Wednesday,6,HV0003,Uber,55974,350599.75,66895145,1637211.26,69256.95,1298190.8399999999,21180.0,51270.25,3741,2292
2,Wednesday,7,HV0003,Uber,87338,437654.14,108062631,2627286.25,107586.32,2032295.67,20877.5,75041.25,4205,2452
2,Wednesday,8,HV0003,Uber,104167,462108.52999999997,125923369,2978097.82,131478.08,2311579.36,18820.0,95143.25,4090,2088
2,Wednesday,9,HV0003,Uber,94861,440136.66,113591940,2463413.35,119551.64,2042927.8900000001,20053.75,99437.5,3297,1471
2,Wednesday,10,HV0003,Uber,80960,406896.25,101609176,2191933.21,114723.04999999999,1777167.3,20776.25,85520.75,2293,720
2,Wednesday,11,HV0003,Uber,79733,412526.3,104250266,2250540.95,122534.54,1799231.78,20556.25,87575.5,2077,664
2,Wednesday,12,HV0003,Uber,86368,432541.57999999996,114409838,2454741.81,129246.31,1937248.8900000001,21780.0,92338.25,2302,719
2,Wednesday,13,HV0003,Uber,88548,455048.66000000003,120314199,2615090.34,134978.78,1986567.26,23065.0,88108.75,2791,1058
2,Wednesday,14,HV0003,Uber,96230,483949.97,138933985,2886509.77,142940.47,2189920.28,25660.0,87891.0,3304,1428
2,Wednesday,15,HV0003,Uber,97269,477871.22,147073692,2987950.4,143774.35,2266944.5100000002,25042.5,87698.5,3713,1659
2,Wednesday,16,HV0003,Uber,102499,485414.02,157742609,3202094.81,156042.47,2415702.42,23862.5,92684.5,4308,2154
2,Wednesday,17,HV0003,Uber,111960,501274.2,164271671,3581593.98,167441.44,2622015.81,19770.0,101584.5,5082,2656
2,Wednesday,18,HV0003,Uber,119354,525275.1699999999,157805623,3867447.2,174845.45,2768031.05,17203.75,116431.25,5862,3407
2,Wednesday,19,HV0003,Uber,126758,604291.01,156678300,3968981.8200000003,180701.61,2938981.67,16345.0,130855.0,7294,4448
2,Wednesday,20,HV0003,Uber,119338,671460.45,147841906,3906313.89,194528.43,2891308.2600000002,14745.0,128773.75,6426,4173
2,Wednesday,21,HV0003,Uber,112042,692806.5,139164557,4247878.88,211688.12,2969483.47,13500.0,125576.25,6164,4079
2,Wednesday,22,HV0003,Uber,105026,660211.72,129715429,4232740.37,203903.11000000002,2953788.56,11157.5,115604.0,6255,4265
2,Wednesday,23,HV0003,Uber,93745,581552.09,115582660,3151057.89,137270.79,2368991.0,9912.5,100649.25,6631,4622
3,Thursday,0,HV0003,Uber,64683,382549.91000000003,72323387,1756782.93,73293.57,1410649.65,7357.5,70317.0,5250,3198
3,Thursday,1,HV0003,Uber,37408,216476.6,37700876,938710.1699999999,36689.95,741302.39,4421.25,40220.75,3309,1834
3,Thursday,2,HV0003,Uber,23345,135147.6,22508877,544760.0,17829.68,440206.23,3293.75,23015.0,2159,1060
3,Thursday,3,HV0003,Uber,19468,135382.49,20089849,520015.52,19714.530000000002,418737.15,9765.0,16657.5,1711,780
3,Thursday,4,HV0003,Uber,25329,208599.68000000002,29247596,852356.8800000001,37123.44,668461.01,22050.0,21413.75,2083,1108
3,Thursday,5,HV0003,Uber,36513,277254.17,43891451,1182580.3800000001,50822.6,937244.91,25428.75,32247.25,2738,1547
3,Thursday,6,HV0003,Uber,61197,380440.68,74809910,1797149.1,72338.59,1463874.54,22156.25,55914.5,4306,2710
3,Thursday,7,HV0003,Uber,96304,480255.5,119828695,2797761.09,106904.9,2287048.93,22491.25,78896.25,5200,3181
3,Thursday,8,HV0003,Uber,115159,523612.51,142286702,3219226.25,132348.13,2510812.33,21066.25,97872.75,5352,3113
3,Thursday,9,HV0003,Uber,103365,480846.07999999996,127602252,2720504.91,124246.47,2151937.01,21917.5,100881.0,4108,2039
3,Thursday,10,HV0003,Uber,90042,439956.55,117375206,2467932.5100000002,123077.3,1927794.75,22095.0,92400.0,2954,1101
3,Thursday,11,HV0003,Uber,85443,427016.18,114580032,2440412.41,125589.21,1864362.35,22172.5,90628.5,2688,934
3,Thursday,12,HV0003,Uber,85571,433524.62,115563131,2496996.39,126608.16,1864086.09,23776.25,89672.25,2653,895
3,Thursday,13,HV0003,Uber,90105,456596.87,125660861,2665087.62,132653.75,2002418.72,25882.5,88666.75,3189,1212
3,Thursday,14,HV0003,Uber,98614,483928.87,147144200,3020468.63,144444.58,2281373.84,28172.5,88993.5,4007,1767
3,Thursday,15,HV0003,Uber,101195,494301.8,159913703,3300380.17,156516.5,2483310.83,28850.0,90842.75,4446,2146
3,Thursday,16,HV0003,Uber,105647,499274.16,168734094,3506237.09,163853.64,2643859.34,27426.25,95149.25,4983,2454
3,Thursday,17,HV0003,Uber,117579,523487.21,176926642,3919799.34,173447.5,2913838.83,23036.25,107086.75,5934,3189
3,Thursday,18,HV0003,Uber,124844,555367.26,169958719,3924537.0300000003,175690.83000000002,2980336.98,20586.25,123511.0,6202,3442
3,Thursday,19,HV0003,Uber,124275,592386.83,156064273,3549506.1,155573.3,2753102.63,17747.5,130376.5,6365,3691
3,Thursday,20,HV0003,Uber,118289,660812.6599999999,148746914,3661801.65,174765.5,2755452.15,16612.5,132661.5,6157,3862
3,Thursday,21,HV0003,Uber,115069,722022.5800000001,150203172,4241976.93,214008.56000000003,3050718.5700000003,15341.25,133703.0,5994,3825
3,Thursday,22,HV0003,Uber,110937,715120.9800000001,148643919,4721201.92,221863.34,3339073.0,11996.25,123955.5,6562,4377
3,Thursday,23,HV0003,Uber,102864,675920.11,137305913,4249843.44,184584.41,3091026.4699999997,12623.75,115563.5,6640,4525
4,Friday,0,HV0003,Uber,79206,510328.43,100636541,2841985.13,114814.4,2156161.02,9462.5,93269.75,5759,3631
4,Friday,1,HV0003,Uber,52246,326853.98,59807632,1504187.37,58584.740000000005,1191008.65,4672.5,66053.5,4337,2781
4,Friday,2,HV0003,Uber,33714,203407.78,34873023,850399.44,30594.73,685022.9,3460.0,40833.5,3213,1900
4,Friday,3,HV0003,Uber,26547,180621.82,28351883,718913.08,25592.69,582783.9400000001,10618.75,28147.0,2435,1375
4,Friday,4,HV0003,Uber,30045,243043.16,35232234,1019251.6699999999,42592.42,781142.04,23668.75,27479.0,2469,1376
