weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,42940,224887.6,41257379,1015796.76,31705.57,839158.2100000001,9048.75,30560.0,16188.0,2383,1555
0,Monday,1,HV0003,Uber,25862,131191.89,24124324,552114.48,16251.38,465583.94,3847.5,18287.25,9913.5,1211,694
0,Monday,2,HV0003,Uber,17639,91988.20000000001,16380383,380194.73,10751.83,317313.44,3176.25,12223.25,6915.0,804,415
0,Monday,3,HV0003,Uber,15367,91830.63,14950664,387098.12,12346.07,303486.20999999996,6340.0,9915.75,5782.5,686,334
0,Monday,4,HV0003,Uber,19347,133192.49000000002,20313301,623368.8,26313.18,445566.63,12846.25,12273.5,7096.5,792,364
0,Monday,5,HV0003,Uber,29440,199574.34,32635123,947747.39,42144.96,684329.58,17122.5,21890.5,11388.0,1293,759
0,Monday,6,HV0003,Uber,48831,292737.7,55778195,1485292.75,61083.57,1103200.42,17131.25,40799.0,20559.0,2401,1518
0,Monday,7,HV0003,Uber,77054,372253.58,86914328,2174570.21,83217.26999999999,1643383.37,15946.25,60094.0,29142.0,3102,1871
0,Monday,8,HV0003,Uber,96976,417745.12,105927534,2470299.26,101497.81,1916207.49,15892.5,78537.0,38244.0,2626,1334
0,Monday,9,HV0003,Uber,85479,385691.61,91918170,2093802.49,94298.81,1616521.04,17828.75,72560.0,35533.5,1732,807
0,Monday,10,HV0003,Uber,74969,347750.37,80498172,1874801.8499999999,90775.79,1416111.7,19251.25,64527.25,31123.5,1188,435
0,Monday,11,HV0003,Uber,72879,343910.1,78957515,1851730.59,91681.28,1394741.0299999998,19478.75,64794.25,31648.5,981,290
0,Monday,12,HV0003,Uber,74606,361150.08,82072833,1915189.56,94780.61,1453233.63,22651.25,65966.0,32353.5,1080,343
0,Monday,13,HV0003,Uber,78835,374732.54000000004,87211278,2023552.71,97126.7,1529883.9,23295.0,67078.75,32986.5,1175,382
0,Monday,14,HV0003,Uber,86894,410477.29000000004,99836328,2303377.25,107017.97,1726970.44,25506.25,70274.5,34648.5,1354,515
0,Monday,15,HV0003,Uber,92061,431147.86,109547161,2453791.51,112794.54,1869296.17,27095.0,74471.5,36402.0,1556,614
0,Monday,16,HV0003,Uber,94296,429373.06,112858255,2452856.8,114770.79,1900813.07,25877.5,78204.0,38464.5,1686,684
0,Monday,17,HV0003,Uber,102661,438705.37,116720561,2569426.01,115584.69,1979183.8299999998,21675.0,90003.25,44478.0,1915,772
