weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,43585,246297.85,43110954,1003559.87,34203.69,845970.6,10590.0,36318.75,19743.0,2376,1601
0,Monday,1,HV0003,Uber,26364,147326.52000000002,25376225,619436.02,20735.5,507530.52999999997,6036.25,21567.75,12007.5,1433,863
0,Monday,2,HV0003,Uber,17969,106089.1,17432040,456872.3,14578.51,361331.20999999996,5486.25,13741.5,7752.0,851,444
0,Monday,3,HV0003,Uber,16830,116292.66,17304511,478088.46,17204.54,363369.61,10197.5,12559.0,7549.5,702,299
0,Monday,4,HV0003,Uber,24298,190387.59,26971395,852850.89,38931.09,598284.9099999999,21380.0,18423.25,10986.0,952,491
0,Monday,5,HV0003,Uber,37283,277836.03,44277666,1251442.46,59722.43,915638.56,27107.5,32461.0,17188.5,1318,775
0,Monday,6,HV0003,Uber,63561,398719.33,79451475,1862205.95,78408.74,1455588.98,25592.5,54075.5,27483.0,2315,1455
0,Monday,7,HV0003,Uber,99307,488979.69999999995,126743169,2740878.35,103650.22,2166755.94,23166.25,77640.5,37924.5,3006,1807
0,Monday,8,HV0003,Uber,115769,517351.51,145080671,3091786.81,123924.71,2419700.62,22376.25,94500.25,46278.0,2852,1471
0,Monday,9,HV0003,Uber,95335,447387.27,117626014,2580355.22,116388.55,1974953.23,22251.25,88283.0,43773.0,1920,803
0,Monday,10,HV0003,Uber,80266,396149.80000000005,99878965,2290344.3,113377.56999999999,1708395.45,21971.25,77724.5,38373.0,1222,439
0,Monday,11,HV0003,Uber,75888,381598.07,94794305,2187394.88,110386.34,1634529.92,21990.0,76758.75,38464.5,964,285
0,Monday,12,HV0003,Uber,80542,397262.36,100935412,2279437.0,114649.02,1727943.12,23206.25,82830.75,41187.0,1107,309
0,Monday,13,HV0003,Uber,85887,420940.39,110189102,2455071.02,117063.95,1868742.55,24092.5,83394.75,42271.5,1265,436
0,Monday,14,HV0003,Uber,90795,432369.88,121311205,2658517.31,124009.39,2015437.44,25598.75,80114.25,40567.5,1454,532
0,Monday,15,HV0003,Uber,93886,439584.86,130590409,2777231.45,130796.76000000001,2133484.49,26001.25,84470.75,42180.0,1729,676
0,Monday,16,HV0003,Uber,98118,441940.33,139370452,2829581.48,130211.52,2232450.86,24547.5,89810.5,44976.0,2017,895
0,Monday,17,HV0003,Uber,110698,464380.36,148848935,3061989.5,137932.9,2401164.06,21285.0,107883.0,53556.0,2392,1144
0,Monday,18,HV0003,Uber,110855,476229.65,132122048,2906713.35,131941.16,2231729.9,19868.75,116819.75,58753.5,2367,1159
0,Monday,19,HV0003,Uber,99147,459223.63,105532035,2493910.96,115694.86,1885493.83,16861.25,106894.5,54961.5,1941,837
0,Monday,20,HV0003,Uber,94434,489624.91,99682761,2519677.21,124761.77,1878270.6,15426.25,109444.0,59163.0,2032,1096
0,Monday,21,HV0003,Uber,88798,479922.99,93940704,2471765.1,125514.29,1820913.58,12845.0,110473.0,60534.0,2108,1212
0,Monday,22,HV0003,Uber,78512,419397.99,82714619,2037431.2,95268.16,1581199.98,11191.25,91338.25,49735.5,2519,1610
0,Monday,23,HV0003,Uber,63527,339961.64,64907435,1525971.91,63197.86,1229654.94,11393.75,65895.0,35869.5,2862,1947
1,Tuesday,0,HV0003,Uber,42158,228149.85,41264824,998445.04,41912.89,803151.71,9197.5,42449.5,23347.5,2045,1272
1,Tuesday,1,HV0003,Uber,23995,126108.06,22147270,565925.05,22224.12,439671.45,4812.5,23218.0,12898.5,1174,653
1,Tuesday,2,HV0003,Uber,16123,87515.2,14859250,370030.32,13320.86,292824.83,3343.75,14773.5,8317.5,749,338
1,Tuesday,3,HV0003,Uber,14716,97340.1,14667370,387493.3,14895.3,298833.25,8078.75,11882.25,7102.5,599,262
1,Tuesday,4,HV0003,Uber,22296,169166.12,23987943,724619.89,35668.35,518966.64,18795.0,17587.0,10380.0,802,372
1,Tuesday,5,HV0003,Uber,34718,243646.53999999998,37971141,1073988.4,50479.18,779789.74,23343.75,31117.5,16380.0,1186,640
1,Tuesday,6,HV0003,Uber,58745,350221.39,66781757,1621531.7,70989.03,1235964.45,21628.75,53653.5,26953.5,1917,1143
1,Tuesday,7,HV0003,Uber,90588,432634.47,106556896,2398754.41,100853.18,1828066.65,19341.25,82431.25,39795.0,2456,1329
1,Tuesday,8,HV0003,Uber,107936,466315.89,127727239,2807855.53,120428.82,2135082.76,18203.75,101586.25,49726.5,2466,1178
1,Tuesday,9,HV0003,Uber,95653,428455.92,114875481,2552185.73,118014.49,1923308.12,18941.25,94312.5,46551.0,1911,781
1,Tuesday,10,HV0003,Uber,80866,379697.98,100220298,2290257.1,113239.2,1694332.42,18165.0,79431.5,38898.0,1251,410
1,Tuesday,11,HV0003,Uber,76884,367126.32,97111125,2247263.59,112812.0,1649721.0,18713.75,77627.75,38490.0,1042,304
1,Tuesday,12,HV0003,Uber,76926,373031.55,96920322,2241325.0100000002,113414.81,1655159.58,20112.5,76291.25,37620.0,1056,284
1,Tuesday,13,HV0003,Uber,82679,401084.0,105191691,2408279.45,117093.49,1788738.24,22802.5,78152.25,39229.5,1183,312
1,Tuesday,14,HV0003,Uber,90196,430693.64,122830933,2703375.91,132821.22,2038021.68,24783.75,80774.75,40788.0,1492,525
1,Tuesday,15,HV0003,Uber,96336,440215.29000000004,137229975,2920424.54,138675.16999999998,2237407.59,24166.25,88364.75,44082.0,1796,731
1,Tuesday,16,HV0003,Uber,101667,452812.34,151154913,3154522.74,148281.95,2437523.64,23610.0,94458.0,47590.5,2250,1013
1,Tuesday,17,HV0003,Uber,113606,470181.71,161246360,3473800.51,157526.15,2639553.07,20906.25,111786.75,55926.0,2718,1348
1,Tuesday,18,HV0003,Uber,117143,478038.92,146665882,3343292.17,154387.46,2498928.88,17761.25,124417.5,62793.0,2781,1411
1,Tuesday,19,HV0003,Uber,110631,501390.66000000003,127119267,2948571.89,134852.31,2235007.86,16100.0,116654.5,61071.0,2367,1187
1,Tuesday,20,HV0003,Uber,104877,550364.39,119845794,3008400.61,150609.6,2224931.79,13586.25,120108.25,66553.5,2375,1315
1,Tuesday,21,HV0003,Uber,96562,539857.02,108414374,3085710.3899999997,158148.21,2158870.51,12386.25,116927.0,65356.5,2362,1470
1,Tuesday,22,HV0003,Uber,92175,497697.33,100970618,2703742.16,126238.94,1983611.26,11110.0,103651.0,57223.5,3074,2043
1,Tuesday,23,HV0003,Uber,71345,377801.62,74000894,1796143.22,77178.85,1395686.59,9725.0,73982.25,40717.5,3264,2262
2,Wednesday,0,HV0003,Uber,46091,242812.09,45282057,1103089.8900000001,46013.0,864365.62,6815.0,46554.75,25873.5,2305,1417
2,Wednesday,1,HV0003,Uber,26080,130860.82,23867986,562158.97,20802.47,450676.34,2198.75,25872.25,14632.5,1194,681
2,Wednesday,2,HV0003,Uber,17359,90678.95999999999,15831445,374233.59,13085.81,301865.23,2488.75,16298.75,9261.0,802,368
2,Wednesday,3,HV0003,Uber,15995,105317.1,16065063,425548.03,17130.65,327747.22,8722.5,13118.0,7933.5,649,269
2,Wednesday,4,HV0003,Uber,22792,177755.65,25090202,792180.1100000001,37081.100000000006,553384.0700000001,19857.5,19116.0,11217.0,778,360
2,Wednesday,5,HV0003,Uber,36341,256938.36,40932478,1145957.5999999999,55222.31,830476.87,24527.5,32983.75,17448.0,1284,736
2,Wednesday,6,HV0003,Uber,64363,381493.47,77179258,1829218.49,80601.16,1406198.15,23136.25,57709.5,29482.5,2191,1410
2,Wednesday,7,HV0003,Uber,105019,473516.67,128740638,2893218.71,117813.9,2263880.0300000003,19957.5,86234.25,42876.0,2930,1730
