weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,51469,312839.4,53882484,1319373.22,41921.79,1079582.65,15657.5,35904.25,19701.0,3856,2667
0,Monday,1,HV0003,Uber,31292,182738.57,30960722,732189.2000000001,20074.78,608093.6799999999,8028.75,20929.0,11721.0,2205,1360
0,Monday,2,HV0003,Uber,20935,127851.57,20644550,490009.33999999997,12025.93,407795.84,6017.5,13484.75,7828.5,1508,800
0,Monday,3,HV0003,Uber,17854,122082.03,18437852,480608.0,14640.960000000001,380169.37,9487.5,11514.0,7008.0,1156,597
0,Monday,4,HV0003,Uber,21919,175150.53,24556223,768945.8099999999,30676.83,552780.85,19397.5,15463.75,9120.0,1208,645
0,Monday,5,HV0003,Uber,32826,256648.77,38279400,1110428.1600000001,46976.990000000005,814988.98,24732.5,26249.0,14125.5,1803,1033
0,Monday,6,HV0003,Uber,52316,346151.67,61068976,1561280.44,61717.28,1177575.8800000001,22946.25,46468.25,23892.0,2787,1808
0,Monday,7,HV0003,Uber,78410,427239.17,90152717,2128135.1799999997,81546.25,1619809.37,21221.25,66905.75,34311.0,3747,2331
0,Monday,8,HV0003,Uber,104780,501569.79000000004,122386275,2740358.16,107499.95999999999,2118629.83,21885.0,94449.75,48174.0,3601,2147
0,Monday,9,HV0003,Uber,94379,455529.15,109098438,2429391.48,107730.39,1877265.91,22605.0,86843.0,43720.5,2749,1338
0,Monday,10,HV0003,Uber,77879,394712.99,92887348,2094814.26,100415.06,1597781.96,22006.25,72822.5,36787.5,1885,795
0,Monday,11,HV0003,Uber,73291,376017.78,89064761,2008977.4100000001,97082.07,1532335.12,21293.75,69278.75,35104.5,1583,548
0,Monday,12,HV0003,Uber,74321,384535.76,91934846,2078213.02,99594.73999999999,1579343.72,23648.75,69381.25,35131.5,1562,559
0,Monday,13,HV0003,Uber,76922,389176.31,95506618,2162403.71,103742.19,1629939.12,24235.0,71562.5,36468.0,1907,777
0,Monday,14,HV0003,Uber,82281,413197.19999999995,105708586,2344962.63,110220.22,1774465.22,25901.25,74459.5,38172.0,2325,983
0,Monday,15,HV0003,Uber,84926,419666.16000000003,111079015,2414781.11,115471.79000000001,1846333.44,26722.5,76215.75,39064.5,2682,1234
0,Monday,16,HV0003,Uber,89068,417468.7,113893609,2363406.51,106861.48,1858754.18,23718.75,81205.25,41629.5,2838,1312
0,Monday,17,HV0003,Uber,101010,450300.86,123593329,2594664.74,117198.51999999999,2038214.45,21256.25,95746.25,49342.5,3348,1666
0,Monday,18,HV0003,Uber,100634,440436.67000000004,110331143,2492212.98,116095.95000000001,1925467.17,19002.5,104594.0,53584.5,3272,1647
0,Monday,19,HV0003,Uber,98222,436738.72,100854148,2609271.41,120301.26,1999968.23,17368.75,106329.25,55617.0,2734,1316
0,Monday,20,HV0003,Uber,89098,469113.86,97008465,2628151.73,122202.27,1920125.48,15386.25,98925.0,54142.5,3461,2017
0,Monday,21,HV0003,Uber,84261,466799.22,93105987,2570343.2199999997,121370.55,1856758.1199999999,15296.25,97258.75,53734.5,3785,2451
0,Monday,22,HV0003,Uber,74876,412520.99,81761876,1973232.44,85052.79999999999,1531689.2200000002,14106.25,80245.25,43930.5,4395,2972
0,Monday,23,HV0003,Uber,61156,349448.74,65335239,1533291.38,61544.19,1231126.31,15270.0,59085.0,32271.0,4209,2857
1,Tuesday,0,HV0003,Uber,51947,302890.96,53567438,1333232.06,53917.76,1040772.61,16391.25,48410.5,26695.5,3534,2089
1,Tuesday,1,HV0003,Uber,31838,185806.97999999998,31464056,821403.54,30415.08,635338.04,9505.0,29119.5,16255.5,1925,1043
1,Tuesday,2,HV0003,Uber,21358,127464.08,20703499,541537.51,18298.23,423570.64,6887.5,18451.5,10485.0,1189,543
1,Tuesday,3,HV0003,Uber,18766,124836.67,18855920,505115.09,17619.99,391850.52,11092.5,14251.0,8335.5,1050,483
1,Tuesday,4,HV0003,Uber,24635,187713.52999999997,26750138,784725.91,34346.49,581768.17,21387.5,18842.25,10590.0,1341,639
1,Tuesday,5,HV0003,Uber,38788,280614.31,42873248,1193605.22,51139.16,886479.99,26765.0,33052.0,17365.5,1981,1105
1,Tuesday,6,HV0003,Uber,64594,392861.61,71728368,1794804.84,72919.28,1350229.21,24095.0,61464.75,31114.5,3197,1967
1,Tuesday,7,HV0003,Uber,100048,516345.45999999996,114497433,2678463.56,110799.48,2006150.3199999998,22757.5,92577.25,47797.5,4362,2723
