weekday_num,weekday,hour,hvfhs_license_num,company,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
0,Monday,0,HV0003,Uber,46415,271290.32999999996,46112780,1113690.03,32498.41,919861.3999999999,10821.25,35050.0,19086.0,4557,2803
0,Monday,1,HV0003,Uber,26978,157714.28,26361120,643957.2000000001,19451.49,517707.64,6138.75,19768.25,11110.5,2690,1374
0,Monday,2,HV0003,Uber,18343,109259.82,17850000,434227.43,11638.099999999999,350016.65,4295.0,13389.5,7647.0,1810,794
0,Monday,3,HV0003,Uber,15878,104158.16,15861154,413762.04000000004,12284.44,316900.35,7291.25,10587.5,6297.0,1529,622
0,Monday,4,HV0003,Uber,21408,165143.98,23289905,702505.87,28179.719999999998,501413.43,16291.25,14772.5,8653.5,1886,903
0,Monday,5,HV0003,Uber,31949,234535.92,35875119,1017042.46,42222.6,726344.31,20388.75,25118.75,13405.5,2523,1339
0,Monday,6,HV0003,Uber,54669,337177.48,62358061,1553763.71,57899.630000000005,1173780.51,19125.0,45349.75,23457.0,4085,2523
0,Monday,7,HV0003,Uber,85707,426617.98,98179711,2246881.58,79387.20999999999,1656141.0899999999,18580.0,66143.5,32707.5,4996,2980
0,Monday,8,HV0003,Uber,106274,480989.83,119820700,2639383.52,99272.09,1943801.48,19152.5,88692.0,44023.5,5243,2894
0,Monday,9,HV0003,Uber,92673,429178.6,99290042,2235716.1799999997,94630.48,1637453.7,19643.75,84558.75,42268.5,4082,1893
0,Monday,10,HV0003,Uber,82235,401836.82,89147677,2018013.1099999999,91444.59,1501180.46,21286.25,78052.5,38725.5,3058,1197
0,Monday,11,HV0003,Uber,78332,388388.33,85552327,1944905.14,91061.32,1447767.25,20512.5,77487.25,38748.0,2648,979
0,Monday,12,HV0003,Uber,78520,386674.29000000004,85404650,1940470.17,90056.70999999999,1448095.1,20448.75,77119.0,37987.5,2506,850
0,Monday,13,HV0003,Uber,83429,402592.63,91734472,2051536.29,92114.1,1531017.1,21261.25,78857.75,39310.5,3306,1284
0,Monday,14,HV0003,Uber,90977,440769.37,104559631,2282960.32,99033.87,1722118.61,24651.25,79007.75,39543.0,3697,1555
0,Monday,15,HV0003,Uber,92964,453644.57999999996,112228535,2381402.4299999997,103849.11,1818057.39,26011.25,82804.25,41370.0,3840,1670
0,Monday,16,HV0003,Uber,96850,449900.01,115318597,2387192.66,101874.22,1844146.08,23887.5,86801.5,43485.0,4166,1789
0,Monday,17,HV0003,Uber,107976,466732.82,122072763,2537316.21,109094.39,1944068.51,21052.5,103045.25,51846.0,5201,2538
0,Monday,18,HV0003,Uber,107927,469829.04,111515122,2409242.88,105433.45,1839473.05,18858.75,111699.5,56370.0,5184,2573
0,Monday,19,HV0003,Uber,96901,445350.98,93735310,2160443.67,91391.65,1621475.3,16748.75,100369.0,52047.0,5008,2475
0,Monday,20,HV0003,Uber,88805,448917.0,86673397,2082466.99,94648.89,1558199.6,14966.25,96752.5,51841.5,4566,2430
0,Monday,21,HV0003,Uber,82287,442867.35,81790229,2027401.89,91966.25,1507955.96,16342.5,95016.0,51138.0,4389,2447
0,Monday,22,HV0003,Uber,73011,404205.83,74281693,1785679.29,72160.41,1357723.6400000001,14001.25,77630.75,42111.0,5005,3048
0,Monday,23,HV0003,Uber,59659,339233.05,59970467,1407907.4,49645.979999999996,1103485.85,13577.5,55014.25,29415.0,4938,3131
1,Tuesday,0,HV0003,Uber,38091,215664.43,36991828,878063.59,29733.81,695448.11,8797.5,33063.75,18003.0,3547,1874
1,Tuesday,1,HV0003,Uber,21548,120679.51999999999,20114751,477343.41,16275.86,377343.76,4200.0,18497.75,10324.5,1855,818
1,Tuesday,2,HV0003,Uber,13888,78157.66,12853253,301826.02,8983.630000000001,240537.67,2436.25,11451.5,6505.5,1431,511
1,Tuesday,3,HV0003,Uber,12786,81551.61,12329000,313197.13,10529.77,241176.01,5561.25,9012.5,5224.5,1201,399
1,Tuesday,4,HV0003,Uber,19313,142262.25,20050522,569504.7,24562.83,412451.68,13623.75,14556.0,8280.0,1662,730
1,Tuesday,5,HV0003,Uber,32018,213770.74,33265144,898809.02,37571.21,648116.96,16545.0,27833.0,14458.5,2512,1297
1,Tuesday,6,HV0003,Uber,60664,342146.35,67113862,1597863.15,59917.37,1225954.67,15518.75,54713.75,27718.5,4304,2659
1,Tuesday,7,HV0003,Uber,102729,469243.52,119054175,2768781.49,100335.55,2077217.25,15842.5,86240.5,42453.0,5624,3385
1,Tuesday,8,HV0003,Uber,131167,527600.36,148929371,3325509.12,125507.78,2451839.5,15520.0,117293.5,58647.0,5951,3307
1,Tuesday,9,HV0003,Uber,108279,462640.16000000003,121267812,2677897.92,111752.04,1948637.74,17397.5,107783.75,54078.0,4603,2262
1,Tuesday,10,HV0003,Uber,87542,398603.17000000004,97740212,2209283.94,98076.81,1595809.4,17963.75,86461.0,42673.5,3170,1127
1,Tuesday,11,HV0003,Uber,79239,364863.69,87937955,2005006.3599999999,94347.76,1447236.68,15618.75,81720.0,40506.0,2640,899
1,Tuesday,12,HV0003,Uber,79494,377954.31,88661866,2027264.18,96120.29000000001,1472739.6600000001,18052.5,81247.5,39904.5,2540,845
1,Tuesday,13,HV0003,Uber,82564,392046.66000000003,93049394,2111218.49,97242.21,1540017.79,18887.5,80921.75,40422.0,3029,1097
1,Tuesday,14,HV0003,Uber,95679,435277.19,112672395,2415342.95,105946.74,1800965.28,21208.75,84098.0,41934.0,3989,1720
