pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,shared_requests,shared_matches
2023-11-01,2023-11,HV0003,Uber,Bronx,56232,236578.0,57606604,1074799.3800000001,19314.75,909259.95,1548.75,7556.0,2845,602
2023-11-01,2023-11,HV0003,Uber,Brooklyn,109973,454161.02999999997,128837122,2468518.8,92318.03,1935410.32,11332.5,30822.75,5770,1629
2023-11-01,2023-11,HV0003,Uber,Manhattan,197570,991661.95,252692946,6259919.86,345960.13,4234956.92,27172.5,444554.75,8092,3251
2023-11-01,2023-11,HV0003,Uber,Queens,90102,564398.32,120269224,2534722.3000000003,132158.14,2010382.32,51231.25,37233.0,4548,699
2023-11-01,2023-11,HV0003,Uber,Staten Island,6169,32325.3,6177248,136025.04,6009.07,109462.58,392.5,439.0,402,19
2023-11-01,2023-11,HV0003,Uber,Unknown,12,64.44,12553,228.76,0.0,200.47,0.0,0.0,0,0
2023-11-02,2023-11,HV0003,Uber,Bronx,56030,237285.91999999998,57615020,1065987.3,19690.79,897186.76,1710.0,7764.25,2888,642
2023-11-02,2023-11,HV0003,Uber,Brooklyn,109974,455589.51,131739832,2485619.25,93971.28,1948453.9,11062.5,32718.0,5724,1633
2023-11-02,2023-11,HV0003,Uber,Manhattan,204722,1049562.27,278153719,6709262.85,385120.54,4535573.87,35036.25,463561.0,7600,2933
2023-11-02,2023-11,HV0003,Uber,Queens,87343,560827.02,118806928,2508122.46,132820.54,1977841.33,53955.0,36388.0,4391,725
2023-11-02,2023-11,HV0003,Uber,Staten Island,6057,31218.82,5919887,130434.99,5953.09,104424.75,332.5,493.5,388,30
2023-11-02,2023-11,HV0003,Uber,Unknown,16,136.89,19018,559.06,9.99,433.29,5.0,0.0,0,0
2023-11-03,2023-11,HV0003,Uber,Bronx,64298,274448.17,68158284,1245713.88,21797.35,1059654.22,2003.75,8734.25,3097,691
2023-11-03,2023-11,HV0003,Uber,Brooklyn,126850,518618.79000000004,151977756,2791866.0,103092.98999999999,2237475.9,11437.5,37110.25,6415,1951
2023-11-03,2023-11,HV0003,Uber,Manhattan,214595,1006087.81,276470319,6259215.3,342756.46,4383805.51,36548.75,488479.0,8151,3191
2023-11-03,2023-11,HV0003,Uber,Queens,100919,649264.74,141021007,2892554.2,147708.72,2320990.0,58962.5,38121.75,5022,903
2023-11-03,2023-11,HV0003,Uber,Staten Island,6962,36618.4,6912182,151396.75,6812.27,122735.09,367.5,555.25,456,32
2023-11-03,2023-11,HV0003,Uber,Unknown,21,101.63,19029,406.11,2.0,343.58,0.0,0.0,0,0
2023-11-04,2023-11,HV0003,Uber,Bronx,61851,284579.58,61771402,1169324.17,20873.47,1001804.71,1273.75,9268.0,2975,726
2023-11-04,2023-11,HV0003,Uber,Brooklyn,141308,620539.18,163478886,3112876.34,123456.86,2497012.12,7901.25,52595.75,6933,2468
2023-11-04,2023-11,HV0003,Uber,Manhattan,232725,1062936.8800000001,295115941,6308692.38,322255.1,4647343.23,20476.25,534803.75,8929,3922
2023-11-04,2023-11,HV0003,Uber,Queens,96354,610533.1799999999,119329646,2474621.52,106900.69,2034772.79,39991.25,32834.25,4901,956
2023-11-04,2023-11,HV0003,Uber,Staten Island,6380,38235.43,6432407,146377.99,7164.51,118738.11,247.5,630.0,371,35
2023-11-04,2023-11,HV0003,Uber,Unknown,15,76.95,12009,263.64,13.45,237.95000000000002,0.0,2.75,1,0
2023-11-05,2023-11,HV0003,Uber,Bronx,52396,243710.57,48183830,965522.17,16022.98,825321.18,1398.75,6645.0,2479,532
2023-11-05,2023-11,HV0003,Uber,Brooklyn,116424,539653.46,129221869,2568848.85,91624.23,2075702.16,11931.25,36862.25,6393,2071
2023-11-05,2023-11,HV0003,Uber,Manhattan,189816,1003696.9,227055251,5590745.77,276647.3,4202537.33,35021.25,426418.0,7919,3412
2023-11-05,2023-11,HV0003,Uber,Queens,92314,690452.0700000001,115571252,2647918.5100000002,120326.65,2164417.22,62522.5,38054.25,4371,770
2023-11-05,2023-11,HV0003,Uber,Staten Island,5403,32525.42,5372470,122721.03,5326.139999999999,100574.29,350.0,439.0,359,45
