pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-06-01,2025-06,HV0003,Uber,Bronx,59785,285499.88,56740497,1134647.81,17871.67,1009463.85,1690.0,9212.75,3558.0,3799,2269
2025-06-01,2025-06,HV0003,Uber,Brooklyn,133589,612156.57,147537245,2985528.45,103762.49,2493951.57,13611.25,38503.5,20643.0,8075,5507
2025-06-01,2025-06,HV0003,Uber,Manhattan,157500,895758.32,193329439,4928284.43,221317.76,3615985.09,35305.0,338700.25,181846.5,5904,4244
2025-06-01,2025-06,HV0003,Uber,Queens,108821,770720.52,139291395,3284221.23,140366.86,2698416.68,66911.25,40824.75,20907.0,6012,3384
2025-06-01,2025-06,HV0003,Uber,Staten Island,6919,41278.35,7096444,155946.47,5893.18,138444.65,436.25,519.25,246.0,601,154
2025-06-01,2025-06,HV0003,Uber,Unknown,23,177.94,28382,685.47,0.0,597.02,0.0,2.75,1.5,2,2
2025-06-02,2025-06,HV0003,Uber,Bronx,56524,242714.06,55438628,1073347.47,18198.760000000002,933777.5800000001,1861.25,7252.25,2679.0,2996,1505
2025-06-02,2025-06,HV0003,Uber,Brooklyn,93922,413743.91000000003,101951944,2093685.65,75362.05,1688714.99,12848.75,25222.75,13281.0,5064,2885
2025-06-02,2025-06,HV0003,Uber,Manhattan,146359,763113.56,171598368,4634679.25,242771.82,3145890.31,30898.75,324210.25,169143.0,3762,2254
2025-06-02,2025-06,HV0003,Uber,Queens,96714,665015.42,126652942,3070035.32,156148.27000000002,2406416.0,69101.25,40965.25,21217.5,4626,2136
2025-06-02,2025-06,HV0003,Uber,Staten Island,7172,38760.41,6806880,156075.76,6303.21,131036.03,431.25,473.0,213.0,537,106
2025-06-02,2025-06,HV0003,Uber,Unknown,14,53.03,11960,235.24999999999997,0.0,190.82,2.5,0.0,0.0,1,1
2025-06-03,2025-06,HV0003,Uber,Bronx,60674,259442.75,62110402,1178039.3599999999,22587.05,1038312.28,1533.75,8147.75,3112.5,2841,1338
2025-06-03,2025-06,HV0003,Uber,Brooklyn,99621,417591.87,108294657,2163003.44,76708.42,1765129.05,10088.75,28067.25,14694.0,4698,2593
2025-06-03,2025-06,HV0003,Uber,Manhattan,172936,898027.39,215306010,5888264.29,323458.31,3936808.83,28575.0,383863.75,205957.5,3669,2166
2025-06-03,2025-06,HV0003,Uber,Queens,95779,618868.66,122513865,2900461.15,144961.09,2275051.93,62137.5,37302.75,19011.0,4225,1851
2025-06-03,2025-06,HV0003,Uber,Staten Island,7709,39951.44,7435985,162392.77,6445.84,139395.51,362.5,508.75,225.0,511,92
2025-06-03,2025-06,HV0003,Uber,Unknown,15,93.43,16582,391.92,27.1,314.3,2.5,2.75,1.5,0,0
2025-06-04,2025-06,HV0003,Uber,Bronx,65791,284920.11,69888574,1329770.49,25468.85,1175832.16,1811.25,8955.25,3274.5,3238,1678
2025-06-04,2025-06,HV0003,Uber,Brooklyn,118914,489733.07,144118764,2708808.21,92616.78,2271160.2,11673.75,31682.5,16615.5,5745,3372
2025-06-04,2025-06,HV0003,Uber,Manhattan,183166,988436.1799999999,256613834,7005037.84,380712.8,4680357.35,36373.75,409383.75,217486.5,4168,2614
2025-06-04,2025-06,HV0003,Uber,Queens,103883,661932.0,143254816,3244423.5300000003,157815.38,2576395.37,62470.0,36380.75,18318.0,4721,2257
2025-06-04,2025-06,HV0003,Uber,Staten Island,8716,44916.450000000004,8838522,188916.73,7444.48,162998.63999999998,451.25,516.5,255.0,626,148
2025-06-04,2025-06,HV0003,Uber,Unknown,16,107.46000000000001,19442,417.85,8.66,359.69,2.5,0.0,0.0,2,1
2025-06-05,2025-06,HV0003,Uber,Bronx,68335,303170.07,72505132,1399282.96,27487.97,1237504.23,2301.25,9498.5,3643.5,3453,1827
2025-06-05,2025-06,HV0003,Uber,Brooklyn,127428,527273.91,150874650,2927695.29,98786.38,2437510.5300000003,13618.75,34149.5,18030.0,6410,3941
2025-06-05,2025-06,HV0003,Uber,Manhattan,186982,1100863.39,274785443,7984820.95,425813.17,5370959.39,46010.0,412825.5,222753.0,4300,2733
2025-06-05,2025-06,HV0003,Uber,Queens,106319,693155.84,145575897,3372924.25,161881.91999999998,2670722.56,63678.75,36093.25,18073.5,5213,2653
2025-06-05,2025-06,HV0003,Uber,Staten Island,8684,46958.05,8631456,191714.53,7619.75,164277.52,493.75,605.75,294.0,587,172
2025-06-05,2025-06,HV0003,Uber,Unknown,14,103.38,20935,425.64,7.54,410.74,0.0,0.0,0.0,1,0
2025-06-06,2025-06,HV0003,Uber,Bronx,72289,332989.65,78008580,1692046.67,29953.53,1511911.21,2328.75,10903.5,4306.5,4336,2448
2025-06-06,2025-06,HV0003,Uber,Brooklyn,135291,584365.16,161981342,3442811.49,113936.51,2907126.46,14208.75,35460.25,18759.0,7822,5059
2025-06-06,2025-06,HV0003,Uber,Manhattan,171450,981081.37,239510812,7189478.53,356913.12,5084644.92,43412.5,375959.5,199183.5,5067,3301
