pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-03-01,2025-03,HV0003,Uber,Bronx,80414,375865.5,78896790,1650786.47,22330.21,1430903.55,1737.5,11532.0,4633.5,4363,2422
2025-03-01,2025-03,HV0003,Uber,Brooklyn,162561,707208.09,178785184,3879962.46,120261.77,3113539.85,9486.25,52039.75,26901.0,8501,5417
2025-03-01,2025-03,HV0003,Uber,Manhattan,207039,1045685.0499999999,240031125,6622794.47,274192.7,4744012.01,22203.75,450811.25,241129.5,6724,4437
2025-03-01,2025-03,HV0003,Uber,Queens,115255,703854.12,133473519,3040730.02,108082.63,2522727.75,40515.0,33061.25,16587.0,6671,3341
2025-03-01,2025-03,HV0003,Uber,Staten Island,8803,51876.68,8633833,205911.82,7727.93,175042.62,332.5,805.5,390.0,708,161
2025-03-01,2025-03,HV0003,Uber,Unknown,16,69.67,14860,282.09000000000003,8.0,242.64,2.5,0.0,0.0,1,1
2025-03-02,2025-03,HV0003,Uber,Bronx,67016,310215.9,59503894,1312728.56,16102.35,1114661.0,1533.75,9193.75,3511.5,3862,1982
2025-03-02,2025-03,HV0003,Uber,Brooklyn,142352,637491.52,148036939,3440550.93,95826.37,2704171.82,13051.25,41155.75,21822.0,8414,5306
2025-03-02,2025-03,HV0003,Uber,Manhattan,176838,945451.64,191529930,5470351.55,218469.1,3879304.26,35327.5,378538.25,202660.5,6818,4554
2025-03-02,2025-03,HV0003,Uber,Queens,105321,731040.08,123939301,3072534.37,112486.48000000001,2479967.69,57621.25,36953.25,18363.0,6473,3235
2025-03-02,2025-03,HV0003,Uber,Staten Island,9469,55705.97,9505499,240321.6,8304.79,207953.06,338.75,616.75,276.0,738,156
2025-03-02,2025-03,HV0003,Uber,Unknown,16,121.63,19921,500.58,6.09,424.84000000000003,0.0,8.25,3.0,0,0
2025-03-03,2025-03,HV0003,Uber,Bronx,65345,272978.17,64603322,1315877.66,18038.82,1092553.11,1673.75,8006.5,2988.0,3250,1480
2025-03-03,2025-03,HV0003,Uber,Brooklyn,110412,452004.58999999997,119068828,2491446.15,73695.73999999999,1942479.3299999998,11702.5,24799.75,13003.5,5783,2950
2025-03-03,2025-03,HV0003,Uber,Manhattan,155776,760721.71,174131436,4804076.8,240241.37,3200765.85,26960.0,341880.75,177115.5,4468,2391
2025-03-03,2025-03,HV0003,Uber,Queens,97917,632493.23,121445145,2920641.3,124962.06,2273860.8,56928.75,34975.5,17854.5,5199,2080
2025-03-03,2025-03,HV0003,Uber,Staten Island,8169,41472.85,7792057,179519.34,6306.22,146147.32,402.5,489.25,217.5,664,102
2025-03-03,2025-03,HV0003,Uber,Unknown,12,54.21,12608,248.62,0.0,209.16,0.0,0.0,0.0,1,1
2025-03-04,2025-03,HV0003,Uber,Bronx,64187,266099.59,64519243,1270798.01,19299.04,1062369.13,1271.25,8290.25,3156.0,3144,1388
2025-03-04,2025-03,HV0003,Uber,Brooklyn,109323,439099.35,119070275,2456839.25,74859.58,1909459.89,8565.0,27301.5,14247.0,5537,2819
2025-03-04,2025-03,HV0003,Uber,Manhattan,166763,869984.13,200501736,5703275.6,294158.87,3706920.2600000002,26523.75,365165.0,192423.0,4272,2332
2025-03-04,2025-03,HV0003,Uber,Queens,91215,554215.72,109200861,2601518.06,109427.48999999999,2006421.4,45385.0,29623.75,14868.0,4654,1803
2025-03-04,2025-03,HV0003,Uber,Staten Island,7848,38853.65,7283589,168779.03999999998,6043.43,135757.88,423.75,460.5,216.0,613,102
2025-03-04,2025-03,HV0003,Uber,Unknown,12,64.64,10208,248.7,11.74,205.96,0.0,0.0,0.0,0,0
2025-03-05,2025-03,HV0003,Uber,Bronx,73214,289262.94,72235851,1460582.76,21270.04,1223279.81,1523.75,8176.25,3084.0,3654,1725
2025-03-05,2025-03,HV0003,Uber,Brooklyn,128988,484093.94,140174273,2943408.54,90736.0,2310876.34,9766.25,28331.0,14932.5,6879,3696
2025-03-05,2025-03,HV0003,Uber,Manhattan,197904,1028025.85,248351908,7999003.2,402340.78,5246130.83,33838.75,432589.0,230068.5,5448,3168
2025-03-05,2025-03,HV0003,Uber,Queens,102374,578023.19,120178853,2798190.9,114896.39,2189607.68,45158.75,28216.5,14001.0,5807,2439
2025-03-05,2025-03,HV0003,Uber,Staten Island,8812,43770.14,8441171,192496.74,6896.55,158370.6,391.25,583.5,282.0,733,117
2025-03-05,2025-03,HV0003,Uber,Unknown,22,111.17,22547,479.8,0.0,408.46,0.0,0.0,0.0,1,1
2025-03-06,2025-03,HV0003,Uber,Bronx,68440,289389.94,68855126,1369016.5,20733.75,1141602.5,1813.75,8636.25,3301.5,3095,1479
2025-03-06,2025-03,HV0003,Uber,Brooklyn,122734,499717.58,137232736,2835091.9299999997,86490.75,2197199.66,11173.75,31357.5,16401.0,5737,2920
2025-03-06,2025-03,HV0003,Uber,Manhattan,182400,1023688.44,234175700,6754682.6899999995,331969.06,4394458.22,40518.75,396412.5,211473.0,4358,2425
2025-03-06,2025-03,HV0003,Uber,Queens,100309,648570.62,124983288,3019616.8,129482.41,2338405.95,57197.5,32413.25,15741.0,4674,1797
2025-03-06,2025-03,HV0003,Uber,Staten Island,8399,43348.06,7986911,186476.47,6782.5,150568.91,451.25,520.0,271.5,591,85
2025-03-06,2025-03,HV0003,Uber,Unknown,17,94.29,17587,365.96999999999997,13.51,332.48,0.0,0.0,0.0,0,0
2025-03-07,2025-03,HV0003,Uber,Bronx,79181,338545.07,80213465,1608633.33,21929.62,1362897.1199999999,2107.5,10393.25,3936.0,3179,1522
