pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-08-01,2025-08,HV0003,Uber,Bronx,70237,318644.19,73908942,1365847.02,21496.57,1231397.65,2817.5,9916.0,4164.0,4678,2860
2025-08-01,2025-08,HV0003,Uber,Brooklyn,127475,551541.63,152141774,2930761.35,101165.61,2418441.3,14873.75,32030.5,17379.0,8525,5992
2025-08-01,2025-08,HV0003,Uber,Manhattan,166115,886931.94,214740665,5303661.98,263720.25,3810098.3600000003,37456.25,359368.5,193287.0,5744,4085
2025-08-01,2025-08,HV0003,Uber,Queens,113029,728369.83,150950898,3387012.8400000003,156033.32,2719071.99,66613.75,35189.75,17839.5,6879,4140
2025-08-01,2025-08,HV0003,Uber,Staten Island,9210,49111.57,9134605,202507.44,7654.28,169210.41,658.75,639.5,301.5,390,163
2025-08-01,2025-08,HV0003,Uber,Unknown,34,176.61,36304,818.0799999999999,4.0,659.6800000000001,2.5,2.75,1.5,4,3
2025-08-02,2025-08,HV0003,Uber,Bronx,71815,350853.63,74462208,1416155.33,22712.35,1295893.71,2112.5,10244.0,4251.0,5158,3390
2025-08-02,2025-08,HV0003,Uber,Brooklyn,146832,674883.08,173511090,3388282.71,112952.07,2841992.0,10355.0,42479.5,22732.5,10429,7893
2025-08-02,2025-08,HV0003,Uber,Manhattan,164997,887796.32,204912470,4916218.71,225085.05000000002,3718156.46,23177.5,350959.0,192888.0,7051,5264
2025-08-02,2025-08,HV0003,Uber,Queens,113103,708563.81,139544647,3048806.83,123843.13,2535242.2800000003,46657.5,30449.75,15610.5,7959,5190
2025-08-02,2025-08,HV0003,Uber,Staten Island,8253,48827.53,8455480,191682.07,7661.5,162657.53,460.0,635.5,330.0,599,184
2025-08-02,2025-08,HV0003,Uber,Unknown,18,79.28999999999999,13730,341.64,5.0,280.42,2.5,0.0,0.0,0,0
2025-08-03,2025-08,HV0003,Uber,Bronx,61930,299064.51,59454112,1157486.29,17163.68,1056674.8,1976.25,8339.5,3409.5,4806,3201
