pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2025-11-01,2025-11,HV0003,Uber,Bronx,70328,333532.51,69344199,1427677.82,24111.8,1240727.1300000001,1575.0,10471.75,4155.0,2119,1106
2025-11-01,2025-11,HV0003,Uber,Brooklyn,187693,879017.79,229993832,5482614.98,187538.81,4518346.3,10415.0,72433.25,38064.0,8782,6670
2025-11-01,2025-11,HV0003,Uber,Manhattan,254151,1263977.1099999999,329512592,8906657.4,356436.18,6755857.66,21431.25,568147.5,305022.0,6251,4559
2025-11-01,2025-11,HV0003,Uber,Queens,126163,776113.16,156724980,3652360.87,139487.71,3026510.36,42701.25,39491.25,20109.0,4715,2761
2025-11-01,2025-11,HV0003,Uber,Staten Island,9522,58196.16,9834732,235446.18,9876.15,200896.32,385.0,960.25,466.5,140,30
2025-11-01,2025-11,HV0003,Uber,Unknown,19,188.98,22780,485.71999999999997,5.0,446.29,5.0,8.25,3.0,1,0
2025-11-02,2025-11,HV0003,Uber,Bronx,56900,265135.18,52266632,1092642.95,17351.85,956030.4400000001,1793.75,7470.25,2947.5,1506,676
2025-11-02,2025-11,HV0003,Uber,Brooklyn,141608,682729.87,163429209,3540089.5900000003,115752.46,2985266.0900000003,15593.75,48394.75,26122.5,5513,3713
2025-11-02,2025-11,HV0003,Uber,Manhattan,194933,1100985.88,246585938,6814796.08,295517.47,5315026.16,39072.5,429666.25,237901.5,4566,3127
2025-11-02,2025-11,HV0003,Uber,Queens,104811,714454.34,127033816,3094370.2,126589.62,2478367.3,58736.25,36702.25,18966.0,2952,1375
2025-11-02,2025-11,HV0003,Uber,Staten Island,7359,45150.39,7669870,174872.04,6930.03,152102.11000000002,452.5,635.25,312.0,96,13
2025-11-02,2025-11,HV0003,Uber,Unknown,19,127.79,19700,437.63,0.0,415.12,0.0,0.0,0.0,0,0
2025-11-03,2025-11,HV0003,Uber,Bronx,57115,238601.44,57719322,1073661.85,18486.93,963886.59,1650.0,7329.75,2659.5,1222,442
