pickup_date,pickup_month,hvfhs_license_num,company,borough,trips,trip_miles,trip_time_seconds,passenger_fare,tips,driver_pay,airport_fees,congestion_surcharges,cbd_congestion_fees,shared_requests,shared_matches
2026-02-01,2026-02,HV0003,Uber,Bronx,65438,284800.75,57565463,1219951.68,20951.64,1054145.08,1502.5,8515.5,3021.0,1518,743
2026-02-01,2026-02,HV0003,Uber,Brooklyn,159454,636466.59,170456931,3536050.91,124534.74,2899946.93,13258.75,36779.25,18960.0,5630,3990
2026-02-01,2026-02,HV0003,Uber,Manhattan,175827,865715.31,194115087,5399879.64,251745.88999999998,3832907.59,32482.5,390829.75,200815.5,4389,2930
2026-02-01,2026-02,HV0003,Uber,Queens,116599,694612.6699999999,130381655,3148873.88,127805.95999999999,2517204.27,50635.0,35415.5,17367.0,3440,1714
2026-02-01,2026-02,HV0003,Uber,Staten Island,7329,39949.65,6779735,165936.57,6944.76,137907.1,343.75,572.25,246.0,81,15
2026-02-01,2026-02,HV0003,Uber,Unknown,23,112.47999999999999,21535,481.96999999999997,5.0,418.34000000000003,5.0,2.75,1.5,0,0
2026-02-02,2026-02,HV0003,Uber,Bronx,68221,271481.65,75083634,1469720.5,26828.87,1264089.62,1545.0,7324.75,2658.0,1682,772
2026-02-02,2026-02,HV0003,Uber,Brooklyn,127872,479221.64,155075591,3097500.7,107767.16,2495031.5,12247.5,22748.25,12019.5,4565,2680
2026-02-02,2026-02,HV0003,Uber,Manhattan,144564,716499.36,191314403,5224340.18,280027.95,3556936.32,27827.5,315035.75,160738.5,2994,1432
2026-02-02,2026-02,HV0003,Uber,Queens,112630,637402.01,147377290,3344026.19,154633.55,2606614.17,52872.5,34753.5,17547.0,3391,1516
2026-02-02,2026-02,HV0003,Uber,Staten Island,8500,40207.39,8361540,196417.92,8702.27,156593.01,425.0,463.5,222.0,82,27
2026-02-02,2026-02,HV0003,Uber,Unknown,25,128.93,33674,567.29,14.99,576.77,0.0,5.5,3.0,0,0
2026-02-03,2026-02,HV0003,Uber,Bronx,68866,269637.9,74103603,1397437.85,27808.11,1217384.6,1265.0,7580.25,2671.5,1589,705
2026-02-03,2026-02,HV0003,Uber,Brooklyn,130305,479586.89,159726114,3123676.7600000002,109222.3,2543098.99,9315.0,26765.5,14071.5,4350,2559
2026-02-03,2026-02,HV0003,Uber,Manhattan,160438,793398.37,219013224,6155006.32,340960.73,4087629.06,24275.0,353756.75,183253.5,3112,1470
2026-02-03,2026-02,HV0003,Uber,Queens,107265,574802.74,136594699,3048502.44,139671.82,2396957.63,43107.5,31640.0,15756.0,3046,1347
2026-02-03,2026-02,HV0003,Uber,Staten Island,8738,40518.86,8562050,191762.28,8575.029999999999,156881.4,372.5,462.75,208.5,60,11
2026-02-03,2026-02,HV0003,Uber,Unknown,22,164.39,28151,704.09,26.41,574.54,0.0,2.75,1.5,1,0
2026-02-04,2026-02,HV0003,Uber,Bronx,68877,269952.85,72800873,1383631.07,27417.36,1192032.39,1367.5,7451.75,2664.0,1379,623
2026-02-04,2026-02,HV0003,Uber,Brooklyn,133620,491039.57,164253029,3138107.2800000003,108056.73,2554594.47,10238.75,26701.5,13863.0,4267,2454
2026-02-04,2026-02,HV0003,Uber,Manhattan,170571,896498.77,242528056,6645643.390000001,372308.94,4532001.92,32333.75,374615.75,196138.5,3133,1410
2026-02-04,2026-02,HV0003,Uber,Queens,107898,590632.44,138664027,3056232.6,141829.04,2400277.8,46012.5,30597.75,14905.5,2866,1231
2026-02-04,2026-02,HV0003,Uber,Staten Island,8958,41757.96,8766681,198417.5,8826.71,159117.33000000002,385.0,578.25,259.5,57,5
2026-02-04,2026-02,HV0003,Uber,Unknown,15,87.47,18844,367.63,13.56,338.62,0.0,0.0,0.0,0,0
2026-02-05,2026-02,HV0003,Uber,Bronx,72565,287367.13,77006015,1474930.84,29171.649999999998,1247165.2,1728.75,8503.0,3030.0,1460,642
